('https://image1.ljcdn.com/350200-inspection/477253d4-1ea4-4c9c-bfd4-917099b22259.jpg.296x216.jpg', '莲岳里小区东区 3室2厅 398万', '莲岳里小区东区  | 3室2厅 | 78.28平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1995年建板楼  -  松柏', '398万', '单价50844元/平米')
('https://image1.ljcdn.com/350200-inspection/6b6e201c-2f3b-4eeb-b135-dd116c559864.jpg.296x216.jpg', '瑞景片区优质好房，南北通透中间好楼层', '瑞景新村祥麟苑  | 3室2厅 | 97.09平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2000年建塔楼  -  瑞景', '468万', '单价48203元/平米')
('https://image1.ljcdn.com/350200-inspection/0622bc98-bcd4-4918-9eb4-d6e71f3f7137.jpg.296x216.jpg', '联邦广场小区 2室2厅 460万', '联邦广场小区  | 2室2厅 | 95.94平米 | 东南 | 简装 | 有电梯', '中楼层(共12层)2001年建板楼  -  思北', '460万', '单价47947元/平米')
('https://image1.ljcdn.com/350200-inspection/test-a5c84086-8653-458c-9ba8-15de0257de1e.png.296x216.jpg', '中山路 新华城 朝南3房2卫 全明格局 高楼层 随时看房', '新华城  | 3室2厅 | 123.58平米 | 东南 | 简装 | 有电梯', '中楼层(共30层)2009年建板塔结合  -  轮渡', '1200万', '单价97104元/平米')
('https://image1.ljcdn.com/350200-inspection/b13da442-3cc6-4870-a97d-762ff9618be5.jpg.296x216.jpg', '艺盛花园 4室2厅 670万', '艺盛花园  | 4室2厅 | 134.9平米 | 南 北 | 简装', '中楼层(共8层)板楼  -  体育中心', '670万', '单价49667元/平米')
('https://image1.ljcdn.com/350200-inspection/e6a05dff-2371-45ee-9342-46d69ca56ac9.jpg.296x216.jpg', '大同朝南电梯三房户型方正看鼓浪屿可改四房', '嘉英大厦  | 3室2厅 | 147.5平米 | 东南 | 简装 | 有电梯', '高楼层(共32层)2005年建塔楼  -  轮渡', '935万', '单价63390元/平米')
('https://image1.ljcdn.com/350200-inspection/test-81340ee5-581e-4800-971f-804f7d363788.png.296x216.jpg', '躺床上看日出东方 坐客厅看潮起潮落', '海峡国际社区二期  | 3室2厅 | 140.58平米 | 东 西北 | 精装 | 有电梯', '低楼层(共32层)2009年建板楼  -  会展中心', '1080万', '单价76825元/平米')
('https://image1.ljcdn.com/350200-inspection/99413c92-5f82-4e15-b26b-b4141789886d.JPG.296x216.jpg', '爱琴海 4室2厅 1050万', '爱琴海  | 4室2厅 | 180.76平米 | 东南 | 毛坯 | 有电梯', '高楼层(共33层)2010年建板楼  -  会展中心', '1050万', '单价58089元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload5d7f5b77-9033-4aea-ad5a-9e1bc75e871a.jpg.296x216.jpg', '瑞景公园 中高楼层 复式挑高 看山看海', '瑞景公园  | 9室2厅 | 164.76平米 | 南 北 | 简装 | 有电梯', '中楼层(共20层)2009年建塔楼  -  瑞景', '1360万', '单价82545元/平米')
('https://image1.ljcdn.com/350200-inspection/28d5ee8f-08a3-4d6e-882d-ed23cbe4d015.jpg.296x216.jpg', '仙岳嘉园电梯正规大三房，580万诚意出售', '仙岳嘉园  | 4室2厅 | 122.31平米 | 西北 | 毛坯 | 有电梯', '高楼层(共26层)2006年建塔楼  -  SM', '580万', '单价47421元/平米')
('https://image1.ljcdn.com/350200-inspection/test-9adb366f-d0f3-4b6d-8119-837b082d9a88.png.296x216.jpg', '标准三房可改四房 看整个中山公园 无遮挡', '玉滨城一期  | 3室2厅 | 137.8平米 | 东北 | 简装', '中楼层(共36层)1995年建板楼  -  轮渡', '780万', '单价56604元/平米')
