('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload675f1c62-8382-4fc0-903b-1feaa35ddf6a.jpg.296x216.jpg', '盛润锦绣城 温馨小三房 业主诚意卖 有钥匙随时看满五', '盛润锦绣城  ', '高楼层(共34层)板塔结合  -  五一公园', '175万', '单价20262元/平米')
('https://image1.ljcdn.com/410100-inspection/d0882ea0-afd0-4fba-ae1b-dd8d2b196ebe.jpg.296x216.jpg', '一楼双气 四居室 好户型   锦艺商圈', '电新社区812号院  ', '低楼层(共7层)板楼  -  热电厂', '170万', '单价12377元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload4965c9c8-6260-4de6-8800-c89ca1da3f2e.jpg.296x216.jpg', '中原万达旁 双气锦绣中原 多层复式四房 单价一万一', '锦绣中原  ', '高楼层(共6层)板楼  -  汽车西站', '203万', '单价11191元/平米')
('https://image1.ljcdn.com/410100-inspection/348eb5d0-d0b2-4a45-af47-58793f03fef6.jpg.296x216.jpg', '双气社区.南北通透.生活方便.采光充足.随时看房子', '宇通重工家属院  ', '中楼层(共7层)暂无数据  -  五龙口', '86万', '单价13207元/平米')
('https://image1.ljcdn.com/410100-inspection/f3136b11-91e0-4676-b81d-1a9c7c607102.jpg.296x216.jpg', '锦艺一期   双阳台  满五唯一   随时看房', '锦艺国际华都欧尚  ', '高楼层(共33层)板塔结合  -  热电厂', '182万', '单价20459元/平米')
('https://image1.ljcdn.com/410100-inspection/test-c35ea85c-0f91-4b8f-9bc8-5f4b081d8114.png.296x216.jpg', '锦艺美域 大面积便宜房 业主急售 楼层高视野好', '锦艺国际华都美域  ', '高楼层(共32层)板塔结合  -  热电厂', '219万', '单价19910元/平米')
('https://image1.ljcdn.com/410100-inspection/4802a7a6-c07d-4cfa-91a8-526b5c71a3d7.jpg.296x216.jpg', '桐柏路陇海路 中原新城王 府 朝南两房', '中原新城王府东院  ', '中楼层(共33层)板楼  -  郑州一中', '143万', '单价16912元/平米')
('https://image1.ljcdn.com/410100-inspection/test-018e5f2a-53a3-46d7-b946-487f6ae976f7.png.296x216.jpg', '金质新禧园，多层电梯两室，诚心出售', '金质新禧园  ', '高楼层(共7层)板塔结合  -  热电厂', '122万', '单价16187元/平米')
('https://image1.ljcdn.com/410100-inspection/ad640e9e-bc49-4a95-afc2-34dd7ae44ff9.jpg.296x216.jpg', '乾宏领秀空间 复试 三室两厅两卫 精装双气 西户', '乾宏领秀  ', '高楼层(共14层)板楼  -  帝湖', '101万', '单价18176元/平米')
('https://image1.ljcdn.com/410100-inspection/3badfa17-7a6f-4b9b-bc75-1d3358a2514f.jpg.296x216.jpg', '西苑小区，满五唯一，南北通透，中间楼层', '西苑小区  ', '6层板塔结合  -  交警二大队', '115万', '单价15051元/平米')
('https://image1.ljcdn.com/410100-inspection/90ca2343-5286-4850-b852-09453fa5181e.jpg.296x216.jpg', '盛润美丽源 一号线五号线双地铁口 南北通透大三房', '盛润美丽源  ', '中楼层(共32层)暂无数据  -  五一公园', '258万', '单价17976元/平米')
('https://image1.ljcdn.com/410100-inspection/0a9eb1b1-1727-4914-8624-d87ab2579be6.jpg.296x216.jpg', '华亚广场地铁一号线，双气阔气三房，中间楼层，满五年', '华亚广场  ', '中楼层(共28层)暂无数据  -  五一公园', '220万', '单价13018元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e4ed300f-8f10-4454-866c-7a1ec608731a.png.296x216.jpg', '万达旁 豫花园 多层一楼 两室两厅', '豫花园  ', '低楼层(共21层)塔楼  -  交警二大队', '136万', '单价13998元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload03041b6d-a2b2-4b78-a29c-2bd9fe58d20a.jpg.296x216.jpg', '茜城五月天 南北通透 三房 双气 满五唯一 5楼总高6楼', '茜城五月天  ', '高楼层(共6层)板楼  -  中原万达', '145万', '单价12703元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadac80fbfd-dc93-41cc-84bb-3037491c596b.jpg.296x216.jpg', '盛润锦绣城 满五唯一 精装修不临路  诚心出售', '盛润锦绣城  ', '低楼层(共34层)板塔结合  -  五一公园', '173万', '单价20031元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload6881fef2-e73e-4c5d-87f1-7c26ab5cbc0a.jpg.296x216.jpg', '军安小区 大平层 南北通透 位置好 总价低', '军安小区  ', '高楼层(共7层)暂无数据  -  中原万达', '140万', '单价9590元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploade9bbee1a-ee40-4957-8df3-71fc51c29132.jpg.296x216.jpg', '华瑞紫玉苑电梯复式  一梯两户双气 装  修双气送车位', '华瑞紫玉苑  ', '高楼层(共11层)暂无数据  -  儿童公园', '365万', '单价18528元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload7912482a-e0d8-411b-ac71-78dc948aebc8.jpg.296x216.jpg', '威尼斯水厂，精装标准间，送全套家具家电，看房方便', '威尼斯水城  ', '高楼层(共31层)板塔结合  -  五龙口', '74万', '单价15277元/平米')
('https://image1.ljcdn.com/410100-inspection/0608140f-c56c-4b81-84a4-150f86077250.jpg.296x216.jpg', '万达旁，151号院，标准四房，全明户型，南北通透', '中原中路151号  ', '7层板楼  -  中原万达', '145万', '单价11403元/平米')
('https://image1.ljcdn.com/410100-inspection/5a023298-4099-4a9d-b2df-d88c30585897.jpg.296x216.jpg', '五月天二期小高层调高复式适合年轻人居住', '茜城五月天  ', '中楼层(共13层)板楼  -  中原万达', '78万', '单价17166元/平米')
('https://image1.ljcdn.com/410100-inspection/test-37ec9a92-0263-42ca-b839-0346da2b1779.png.296x216.jpg', '豫花园 环境优美 三房两卫 中等楼层  双气 南北通透', '豫花园  ', '中楼层(共6层)板楼  -  交警二大队', '178万', '单价14151元/平米')
('https://image1.ljcdn.com/410100-inspection/1a4d7f38-29c0-4388-93d6-5d4216d83e61.jpg.296x216.jpg', '棉纺路丹尼斯，五厂家属院，多层双气大三室，南北通透', '五厂家属院  ', '中楼层(共6层)暂无数据  -  五一公园', '220万', '单价14570元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload040a3c2f-44e6-485c-9053-17bd03550a2e.jpg.296x216.jpg', '标准两居室 多层高得房率 交通便利 看房方便', '铝厂家属院  ', '中楼层(共6层)暂无数据  -  五龙口', '55万', '单价13228元/平米')
('https://image1.ljcdn.com/410100-inspection/7489bf0c-5b1f-485a-b87f-828853fb6f77.jpg.296x216.jpg', '军安小区 双气多层通透二房 户型好 管理完善 配套齐全', '军安小区  ', '中楼层(共5层)暂无数据  -  中原万达', '117万', '单价14065元/平米')
('https://image1.ljcdn.com/410100-inspection/f87d73d6-55c6-4b40-8a8b-25e8b5d552ff.jpg.296x216.jpg', '地铁口 金源城上城 双气 中装 朝南两房 看房随时！', '金源城上城  ', '中楼层(共15层)塔楼  -  热电厂', '125万', '单价14142元/平米')
('https://image1.ljcdn.com/410100-inspection/test-a3c5e259-b152-4f77-810c-fa9283489b25.png.296x216.jpg', '南北通透 满五唯一 多层双气三房 银榕花园104平120万', '银榕花园  ', '中楼层(共7层)板楼  -  五龙口', '120万', '单价11530元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload30b344f2-0108-4b46-920f-8ca47ed8ef26.jpg.296x216.jpg', '航海路西三环、楼层好、视野开阔、采光充足', '茜城社区  ', '中楼层(共7层)暂无数据  -  帝湖', '145万', '单价11540元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload89d38d6f-5505-42d2-b994-52e48c17ec30.jpg.296x216.jpg', '乾宏领秀空间，标准朝南一室一厅，可改两房，满五唯一', '乾宏领秀  ', '低楼层(共21层)板楼  -  帝湖', '75万', '单价17706元/平米')
('https://image1.ljcdn.com/410100-inspection/69fc42fd-02a2-4385-aecb-262986af7293.jpg.296x216.jpg', '多层三楼  两室两厅 南北通透  户型方正 高品质住户', '威尼斯水城  ', '中楼层(共6层)板塔结合  -  五龙口', '148万', '单价14509元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadbdc39033-bc76-49de-bee9-c76aa642a22b.jpg.296x216.jpg', '万达商圈，陇海路华山路，昆仑华府，南北通透大两居', '昆仑华府  ', '中楼层(共16层)塔楼  -  中原万达', '143万', '单价14824元/平米')
('https://image1.ljcdn.com/410100-inspection/8dc2ebbd-2438-4f49-be13-1241d072f03f.jpg.296x216.jpg', '一号线地铁口  三环内  建设路（郑上路）南北通透户型', '金源城上城  ', '低楼层(共15层)塔楼  -  热电厂', '148万', '单价14342元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadefc2e7c0-af7b-4346-a74d-066404f70ba1.jpg.296x216.jpg', '陇海西路39号  双气 1楼 伊小十九中 送两个车库地下室', '陇海西路39号  ', '低楼层(共6层)暂无数据  -  郑州晚报社', '200万', '单价17035元/平米')
('https://image1.ljcdn.com/410100-inspection/93f46ff9-499a-41ec-8f6d-87b90dee6277.jpg.296x216.jpg', '龙栖尚都大三居 简单装修 南北通透 业主诚心出售', '九龙城龙栖尚都  ', '低楼层(共11层)板楼  -  五龙口', '226万', '单价18226元/平米')
('https://image1.ljcdn.com/410100-inspection/deac921d-f944-4129-a93d-88a1489ec7d7.jpg.296x216.jpg', '和昌湾景国际 精装修三室 2016年次新小区 环境优美', '和昌湾景国际  ', '高楼层(共34层)板楼  -  儿童公园', '160万', '单价18143元/平米')
('https://image1.ljcdn.com/410100-inspection/c417613f-c434-4bc6-a177-35b5b5d88251.jpg.296x216.jpg', '碧沙岗地铁口 盛润锦绣城 精装两房 满五唯一', '盛润锦绣城  ', '中楼层(共33层)板塔结合  -  五一公园', '149万', '单价19736元/平米')
('https://image1.ljcdn.com/410100-inspection/f0a1e7fa-3d75-484f-9fca-5852d234794d.jpg.296x216.jpg', '锦艺二期 五室三厅  198大平层 精装修', '锦艺国际华都美域  ', '低楼层(共33层)板塔结合  -  热电厂', '450万', '单价22728元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload282e6b89-a879-4860-ad0c-627e8730b05f.jpg.296x216.jpg', '启福中源112平 三室两厅南北通透 中装均价13500次新房', '启福中原  ', '低楼层(共18层)板塔结合  -  儿童公园', '155万', '单价13840元/平米')
('https://image1.ljcdn.com/410100-inspection/3f1e8a95-e227-4ddd-b1b4-d39e515ae9e5.jpg.296x216.jpg', '西湖春天，大三房，南北通透，户型方正。适合居住', '西湖春天  ', '中楼层(共7层)板楼  -  五龙口', '167万', '单价13917元/平米')
('https://image1.ljcdn.com/410100-inspection/3db53abb-3123-44cc-92ed-03d9bef2b948.jpg.296x216.jpg', '陇海路桐柏路 地铁五号线 中原新城新天地 南北通透', '中原新城新天地  ', '高楼层(共31层)板楼  -  电力新村', '235万', '单价16889元/平米')
('https://image1.ljcdn.com/410100-inspection/dc0d78a7-0a6d-4b06-8f81-c43a8adcac00.jpg.296x216.jpg', '两卧室朝南 独立的餐厅能改为卧室 全明户型 南北通透', '汝河路132号  ', '中楼层(共6层)板楼  -  儿童公园', '110万', '单价13547元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadb185a639-374f-4981-a304-f959111448ba.jpg.296x216.jpg', '双气两房，二环内，锦艺城商圈，五一公园', '四厂家属院(建设西路)  ', '中楼层(共7层)暂无数据  -  五一公园', '110万', '单价13415元/平米')
('https://image1.ljcdn.com/410100-inspection/ddd4da34-e42e-40e7-ae31-f98bc0119057.jpg.296x216.jpg', '中原新城王 府东院 四室两厅两卫 带入户花园 双阳台', '中原新城王府东院  ', '中楼层(共34层)板楼  -  郑州一中', '350万', '单价21605元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload142a164e-e2d3-4a49-96a9-bb9e595d044c.jpg.296x216.jpg', '航海西路，卧龙花园，南北通透，满五唯一住房。', '卧龙花园小区  ', '中楼层(共7层)暂无数据  -  儿童公园', '220万', '单价15828元/平米')
('https://image1.ljcdn.com/410100-inspection/55d0e748-e55e-4c74-a936-9fb7bab811e0.jpg.296x216.jpg', '河医碧沙岗 锦绣城137平大3房 低楼层  小区中间位置', '盛润锦绣城  ', '低楼层(共34层)板塔结合  -  五一公园', '290万', '单价21272元/平米')
('https://image1.ljcdn.com/410100-inspection/25208d6e-0e60-4596-8c9d-62fde6c6ef28.jpg.296x216.jpg', '正商明钻全亮朝南两室两厅户型.客厅朝南带落地大阳台', '正商明钻  ', '高楼层(共21层)板塔结合  -  五龙口', '135万', '单价14627元/平米')
('https://image1.ljcdn.com/410100-inspection/1bec1973-64c4-471f-b047-687785e5f84a.jpg.296x216.jpg', '房子是精装修，送家具家电。5号楼是小区中间位置。', '百合里  ', '中楼层(共28层)塔楼  -  五龙口', '127万', '单价14116元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload3436af02-f768-42b6-b8f3-be5bac553ff6.jpg.296x216.jpg', '多层社区，南北通透三室两厅两卫，户型方正，居住舒适', '航西社区  ', '低楼层(共7层)板楼  -  帝湖', '195万', '单价13600元/平米')
