('https://image1.ljcdn.com/420100-inspection/test-381500cf-1576-4f7f-8435-78a8fd75005c.png.296x216.jpg', '万科魅力南区精装修两居室 满五唯一税费低 中高楼层', '万科魅力之城南区  | 2室2厅 | 59.74平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2010年建板楼  -  金融港', '150万', '单价25109元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadbdd3de12-bb3b-4479-b5e8-4cf6af7321cd.jpg.296x216.jpg', '森林公园恒大华府 正规大三房 看房方便', '恒大华府  | 4室2厅 | 240.02平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2008年建板塔结合  -  华科大', '620万', '单价25832元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload540a5ada-f201-4d43-bcd4-54520b007977.jpg.296x216.jpg', '中谷苑小区精装修大三房，送入户花园10平 一梯两户', '中谷苑  | 3室2厅 | 141.51平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2006年建塔楼  -  民族大道', '215万', '单价15194元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload12dd268e-c068-4ff4-98e2-d66fb1f8327e.jpg.296x216.jpg', '此房不动产证已经办理 房东诚心出售', '恒大华府  | 3室2厅 | 140.08平米 | 南 北 | 其他 | 有电梯', '低楼层(共8层)2009年建板塔结合  -  华科大', '300万', '单价21417元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadece85892-2aac-4318-a222-7f4c26fe773e.jpg.296x216.jpg', '东湖绿道旁，东湖医院宿舍，南北通透大两房', '武汉市东湖医院宿舍  | 2室2厅 | 101.28平米 | 南 北 | 简装', '高楼层(共4层)暂无数据  -  光谷广场', '195万', '单价19254元/平米')
('https://image1.ljcdn.com/420100-inspection/c6d6310c-fc9a-460e-b2a9-706e059ad279.jpg.296x216.jpg', '金谷明珠园，好楼层，通透两房，保养好，满五唯一', '金谷明珠园  | 2室2厅 | 87.92平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  光谷东', '143万', '单价16265元/平米')
('https://image1.ljcdn.com/420100-inspection/b8e1b3d0-f042-42a2-ab1d-737f012dbfc1.jpg.296x216.jpg', '华乐苑中层大三房，通透户型，业主急售！', '华乐苑  | 3室2厅 | 131.94平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  光谷广场', '225万', '单价17054元/平米')
('https://image1.ljcdn.com/420100-inspection/test-effd1c8d-d912-456c-a839-e22ad8dc49b7.png.296x216.jpg', '光谷步行街世界城尚都，民水民电，有天然气', '世界城尚都  | 1室1厅 | 56.63平米 | 北 | 其他 | 有电梯', '低楼层(共30层)2006年建塔楼  -  光谷广场', '99万', '单价17482元/平米')
('https://image1.ljcdn.com/420100-inspection/test-875b6227-a958-403e-97cc-3d09ce88b1ee.png.296x216.jpg', '光谷东 生物城未来科技城 朗诗里程精装两房送家具家电', '朗诗里程  | 2室2厅 | 67.57平米 | 南 | 其他', '高楼层(共17层)2015年建板楼  -  光谷东', '146万', '单价21608元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload75126d8f-31e6-4117-afdd-f111cc700ab8.jpg.296x216.jpg', '保利时代天悦 南北通透3+1户型 开发商精装修 诚心卖', '保利时代  | 4室2厅 | 128.4平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2017年建板楼  -  民族大道', '360万', '单价28038元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload47d72c4e-3b3f-4891-bc3a-06893fe80a5a.jpg.296x216.jpg', '光谷加州阳光四房两卫，中间楼层南北通透无遮挡诚。', '加州阳光  | 4室2厅 | 142.58平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2010年建板楼  -  光谷广场', '330万', '单价23145元/平米')
('https://image1.ljcdn.com/420100-inspection/814db265-07b2-4d33-9628-89c84c9f94f8.jpg.296x216.jpg', '四房两卫南北通透 房间独立 小区供暖  产证满两年', '金地太阳城  | 4室2厅 | 139.53平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2004年建板楼  -  关山大道', '280万', '单价20068元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadf993981d-d644-44b8-95d7-19e68505cd26.jpg.296x216.jpg', '复式六居室 南北通透 清水毛坯  采光充足 诚心出售', '中建三局三公司住宅小区  | 6室2厅 | 173.61平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  关山大道', '212万', '单价12212元/平米')
('https://image1.ljcdn.com/420100-inspection/f856d0b0-76d1-4e4a-be4e-0ef8016676fa.jpg.296x216.jpg', '金地阳光城南区 居家精装修 送30平入户花园 两证五年', '金地阳光城小区  | 3室2厅 | 130.11平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  民族大道', '285万', '单价21905元/平米')
('https://image1.ljcdn.com/420100-inspection/3d1d4f30-2e91-4adf-80c1-2a146867d974.jpg.296x216.jpg', '清江山水1期精装四房，拎包入住', '清江山水  | 4室2厅 | 118.36平米 | 东 | 其他 | 有电梯', '中楼层(共25层)2011年建板楼  -  民族大道', '265万', '单价22390元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload112cc717-f13d-4e02-a2ab-29e27a4186c0.jpg.296x216.jpg', '电梯真复式，南北通透，居家精装，两证满五年，视野好', '关山春晓  | 7室2厅 | 128.74平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2005年建板楼  -  关山大道', '370万', '单价28741元/平米')
('https://image1.ljcdn.com/420100-inspection/52e597b5-d5be-401a-b441-298d49276a24.jpg.296x216.jpg', '毛坯5房 产证在手 无贷款抵押 小区中间位置不临街', '联想江城雅居  | 5室2厅 | 178.66平米 | 南 北 | 其他', '低楼层(共33层)板楼  -  关山大道', '415万', '单价23229元/平米')
('https://image1.ljcdn.com/420100-inspection/40a942d2-3e41-4779-9555-ffd5a37f93ca.jpg.296x216.jpg', '新世界恒大华府 不临街 不临铁路 精装通透四房', '新世界恒大华府  | 4室2厅 | 158.46平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  华科大', '459万', '单价28967元/平米')
