('https://image1.ljcdn.com/441300-inspection/30947a83-65d6-4e76-a1c2-8a0e6d1896d1.jpg.296x216.jpg', '满五唯一 户型方正 中间楼层 南北通透 诚心出售', '东岸丽都花园  ', '低楼层(共24层)暂无数据  -  大亚湾中心区', '90万', '单价11201元/平米')
('https://image1.ljcdn.com/441300-inspection/ca91abbf-3a23-406b-826f-e398bf7e7d70.jpg.296x216.jpg', '惠州南站物业  星河配套 有三大超市 赠送入户花园', '长汀花园  ', '低楼层(共18层)板塔结合  -  大亚湾西区', '78万', '单价10774元/平米')
('https://image1.ljcdn.com/441300-inspection/e0cb215b-f7ea-494b-98ac-6c7d6fa07394.jpg.296x216.jpg', '单价全 网最 低！最 低！最 低！满2年税费低！', '夏日南庭  ', '中楼层(共18层)塔楼  -  大亚湾区', '79.9万', '单价9001元/平米')
('https://image1.ljcdn.com/441300-inspection/60e6938b-c26a-4dfc-9483-9fbd50f3e433.jpg.296x216.jpg', '满五唯一.惠州南站高铁站..红本在手', 'DADA的草地  ', '中楼层(共32层)暂无数据  -  大亚湾中心区', '68万', '单价6747元/平米')
('https://image1.ljcdn.com/441300-inspection/29e828bf-e6b4-404c-9091-c94f930f3feb.jpg.296x216.jpg', '大亚湾西区惠丰城花千树苑复式3房', '花千树一期  ', '高楼层(共15层)暂无数据  -  大亚湾西区', '98万', '单价8687元/平米')
('https://image1.ljcdn.com/441300-inspection/0bac22f8-92e0-4216-a5bb-a6e0d7d1c0a6.jpg.296x216.jpg', '大亚湾区双层复式，买一送一，满五红本在手，随时看房', '听涛雅苑  ', '高楼层(共7层)暂无数据  -  大亚湾中心区', '31万', '单价10334元/平米')
('https://image1.ljcdn.com/441300-inspection/66498383-52c2-4d82-9077-4798a70c0e67.jpg.296x216.jpg', '星河丹堤 惠州南站 一线湖景房 大四房  14号线（规划', '星河丹堤F区  ', '中楼层(共34层)板塔结合  -  大亚湾西区', '185万', '单价15935元/平米')
('https://image1.ljcdn.com/441300-inspection/2902be0a-bdca-4528-91c2-4c7b83ca8a02.jpg.296x216.jpg', '临深地铁口物业 聚泰启程三房南北通 楼层好 看花园', '聚泰启程一期  ', '中楼层(共32层)暂无数据  -  大亚湾西区', '145万', '单价13023元/平米')
('https://image1.ljcdn.com/441300-inspection/e1b53743-df13-4cb8-a651-6f6dc74aca57.jpg.296x216.jpg', '高楼层好视野！能改小四房，读书就在家楼下', '星河丹堤F区  ', '高楼层(共34层)板塔结合  -  大亚湾西区', '165万', '单价15712元/平米')
('https://image1.ljcdn.com/441300-inspection/247299d8-21f9-4655-ae65-c63c0d4595f1.jpg.296x216.jpg', '德洲城三四期 南向 正规三房 低单价', '德洲城三、四期  ', '高楼层(共23层)暂无数据  -  大亚湾西区', '128万', '单价10941元/平米')
('https://image1.ljcdn.com/441300-inspection/ad724bc5-17a6-4404-9b1a-e77d08fb2104.jpg.296x216.jpg', '业主急卖，户型方正适合居住，采光好', '天顺俊园  ', '低楼层(共30层)塔楼  -  大亚湾西区', '80万', '单价10161元/平米')
('https://image1.ljcdn.com/441300-inspection/a4963871-b222-4feb-acc8-135665a9853a.jpg.296x216.jpg', '惠州南站 地铁14号线 旁 星河COCOPARK 对 面满五唯一', '长汀花园  ', '中楼层(共18层)板塔结合  -  大亚湾西区', '76万', '单价10945元/平米')
('https://image1.ljcdn.com/441300-inspection/08e06599-1b32-4146-9ff8-894ef7123340.jpg.296x216.jpg', '户型方正小三房、采光通风大厨房', '香榭名苑  ', '中楼层(共25层)塔楼  -  大亚湾西区', '90万', '单价11087元/平米')
('https://image1.ljcdn.com/441300-inspection/19f47b87-3707-466f-a0cf-82237e24a8cd.jpg.296x216.jpg', '红本在手！满两年！公园里！少有景观朝向佳的小户型！', '御玺山大峡谷一期  ', '高楼层(共32层)暂无数据  -  大亚湾区', '74万', '单价9923元/平米')
('https://image1.ljcdn.com/441300-inspection/02d8b7f5-68ca-44a7-8b37-6ac7c05a8fc3.jpg.296x216.jpg', '地铁14号线旁、送23平、红本在手税费低、区政府旁.', '华冠花园  ', '高楼层(共26层)暂无数据  -  大亚湾中心区', '75万', '单价9391元/平米')
('https://image1.ljcdn.com/441300-inspection/e495948a-ec0e-489a-8226-dfd0ccf8658b.jpg.296x216.jpg', '临深小区 单价10000买3+1房 满两年 税费少 红本在手', '锦地繁花骏园  ', '高楼层(共21层)塔楼  -  大亚湾区', '110万', '单价10892元/平米')
('https://image1.ljcdn.com/441300-inspection/17a59e40-fa9e-43e9-877d-dedacf4db5d7.jpg.296x216.jpg', '大亚湾橡墅，大4房128.96平米。急卖，首付40万，急急', '海粤名庭  ', '高楼层(共19层)暂无数据  -  大亚湾中心区', '115万', '单价8918元/平米')
('https://image1.ljcdn.com/441300-inspection/4618fe56-96fb-4436-a209-436ab9cdb482.jpg.296x216.jpg', '满五唯一 ，税少，近深圳地铁沙田站精装修 客卧朝南', '晶地顺苑  ', '高楼层(共30层)暂无数据  -  大亚湾西区', '45万', '单价8491元/平米')
('https://image1.ljcdn.com/441300-inspection/3d04aa78-2939-44ee-850c-ce9059234d3f.jpg.296x216.jpg', '临深金溪湾 高赠送南北通4房  业主急售 价格可谈', '金溪湾  ', '高楼层(共29层)板塔结合  -  大亚湾西区', '110万', '单价11459元/平米')
('https://image1.ljcdn.com/441300-inspection/ee3b4ddb-4722-46c5-bd13-1fcf30b9faaf.jpg.296x216.jpg', '万达旁，菩提园大户型，业主急售', '菩提园  ', '低楼层(共31层)板塔结合  -  大亚湾西区', '250万', '单价12117元/平米')
('https://image1.ljcdn.com/441300-inspection/b239dd8d-1829-4a22-b21e-9f1f0c51a9d6.jpg.296x216.jpg', '高铁方便 成熟大社区 高入住 南北通透双阳台 环境好', '海惠花园二区  ', '低楼层(共18层)暂无数据  -  大亚湾西区', '115万', '单价9245元/平米')
('https://image1.ljcdn.com/441300-inspection/1ee30659-4759-402b-9910-09595de16ba7.jpg.296x216.jpg', '满五唯一  近万达 采光通透性好 业主诚心售', '爱顿第三季  ', '低楼层(共24层)暂无数据  -  大亚湾西区', '75万', '单价9149元/平米')
('https://image1.ljcdn.com/441300-inspection/eaeead14-3e63-4698-9ee2-132974115bdb.jpg.296x216.jpg', '澳头 复式户型，满二，钥匙在手，要一次性', '美林雅苑  ', '高楼层(共9层)板楼  -  大亚湾区', '26.5万', '单价9540元/平米')
('https://image1.ljcdn.com/441300-inspection/8c27fbe0-8716-4d03-bf40-3b913089b45e.jpg.296x216.jpg', '龙光城南区大四房沃尔玛旁中间楼层出行便捷', '龙光城南四期  ', '高楼层(共34层)暂无数据  -  大亚湾区', '130万', '单价12265元/平米')
('https://image1.ljcdn.com/441300-inspection/eec5a08a-1618-4790-8486-390c75d26ad7.jpg.296x216.jpg', '润丰四季 低楼层 毛坯两房 户型放正 业主诚心出售', '润丰四季  ', '低楼层(共17层)板楼  -  大亚湾西区', '68万', '单价8741元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_upload7632d3a7-b632-4900-87b8-6c45eff2cad1.JPG.296x216.jpg', '满五唯一 视野好 带装修 买来直接入住 南站旁 税费少', '长汀花园  ', '高楼层(共17层)板塔结合  -  大亚湾西区', '77万', '单价10586元/平米')
('https://image1.ljcdn.com/441300-inspection/3e871f92-7222-4f2b-8cb7-2f1ecf0bed26.jpg.296x216.jpg', '满二年，税费少，临深片区深圳东进首 选，业主急售，', '金溪湾  ', '高楼层(共28层)板塔结合  -  大亚湾西区', '119万', '单价13223元/平米')
('https://image1.ljcdn.com/441300-inspection/d3f9b346-3f0a-40ae-95f2-37811cab2e7a.jpg.296x216.jpg', '福德居 4室2厅 150万', '福德居  ', '低楼层(共30层)暂无数据  -  大亚湾西区', '150万', '单价11934元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_uploadfc7f98d5-1e9e-4adf-aa54-46c556616c5c.jpg.296x216.jpg', '海豚湾三房两卫两阳 户型优质 绿化面高 业主急售', 'DADA的草地  ', '低楼层(共32层)暂无数据  -  大亚湾中心区', '65万', '单价6436元/平米')
('https://image1.ljcdn.com/441300-inspection/b7812ca4-73c4-4c9a-927d-d22b34be90bf.jpg.296x216.jpg', '临深高品质小区 锦地繁花 88平新欧式装修 满2年保养好', '锦地繁花骏园  ', '高楼层(共26层)板塔结合  -  大亚湾区', '120万', '单价13511元/平米')
('https://image1.ljcdn.com/441300-inspection/be125532-11d0-43e6-9d14-962164432621.jpg.296x216.jpg', '满两年 高楼层 高赠送 南北通透 生活配套完善', '华彩公馆  ', '高楼层(共24层)暂无数据  -  大亚湾中心区', '90万', '单价8412元/平米')
('https://image1.ljcdn.com/441300-inspection/rsp_pic_upload97a4750a-8a67-432d-bd06-99aabc76f7b1.jpg.296x216.jpg', '满五唯一 高性價比別墅 业主诚心出售 着急出手税费少', '皇庭波西塔诺  ', '低楼层(共3层)暂无数据  -  大亚湾区', '450万', '单价15630元/平米')
