('https://image1.ljcdn.com/440100-inspection/663b0607-8a3a-4b2e-9d3e-d994fb023eda.jpg.296x216.jpg', '丽景湾 精装大两房 保养好 望江单位', '丽景湾  | 2室2厅 | 146.76平米 | 南 北 | 精装 | 有电梯', '中楼层(共33层)2002年建塔楼  -  滨江东', '880万', '单价59962元/平米')
('https://image1.ljcdn.com/440100-inspection/6e7e3e91-12b9-49aa-ad29-5b88375842c5.jpg.296x216.jpg', '小区居住氛围好 业主诚意出售', '玫瑰园  | 3室2厅 | 119平米 | 东南 | 精装 | 有电梯', '中楼层(共19层)2007年建板塔结合  -  江南西', '580万', '单价48740元/平米')
('https://image1.ljcdn.com/440100-inspection/024290c3-6a63-4bb9-aebe-104f752cc228.jpg.296x216.jpg', '保利花园 4室2厅 525万', '保利花园  | 4室2厅 | 113.88平米 | 西南 | 简装 | 有电梯', '高楼层(共15层)2000年建塔楼  -  工业大道中', '525万', '单价46102元/平米')
('https://image1.ljcdn.com/440100-inspection/5a823ea9-e2b2-416a-b114-479c5495c7b7.jpg.296x216.jpg', '实用四房 温馨单位 配套完善 南向单位', '光大花园榕景四季  | 4室2厅 | 153平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2004年建塔楼  -  工业大道北', '880万', '单价57517元/平米')
('https://image1.ljcdn.com/440100-inspection/d1e746f4-994e-42e4-a1ea-9ca3822a32a0.jpg.296x216.jpg', '保利花园 4室2厅 608万', '保利花园  | 4室2厅 | 141.18平米 | 西南 | 精装 | 有电梯', '中楼层(共19层)2000年建塔楼  -  工业大道中', '608万', '单价43066元/平米')
('https://image1.ljcdn.com/440100-inspection/6f9d18d9-66a1-4222-953b-98bb8027bcfe.jpg.296x216.jpg', '洪德路 1室2厅 305万', '洪德路  | 1室2厅 | 105.95平米 | 南 北 | 简装', '低楼层(共2层)平房  -  宝岗', '305万', '单价28788元/平米')
('https://image1.ljcdn.com/440100-inspection/test-2be00b15-a41a-42fc-b4bb-7ee9a8c5fbb5.png.296x216.jpg', '采光好 配套完善', '东翠花园馨怡阁  | 2室2厅 | 73.8平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  东晓路', '335万', '单价45393元/平米')
('https://image1.ljcdn.com/440100-inspection/test-42ea5d7a-434d-4ec6-9462-c842547dbe8a.png.296x216.jpg', '翠屏中低层实用大三房户型东南向', '翠屏中惠雅苑  | 3室2厅 | 111.67平米 | 东南 | 精装 | 有电梯', '低楼层(共33层)2009年建塔楼  -  宝岗', '562万', '单价50327元/平米')
('https://image1.ljcdn.com/440100-inspection/b8a7557b-9b29-4155-9285-e1aed8ea26f0.jpg.296x216.jpg', '名粤广场 2室1厅 240万', '名粤广场  | 2室1厅 | 83.84平米 | 西南 | 其他 | 有电梯', '中楼层(共12层)2000年建塔楼  -  广州大道南', '240万', '单价28626元/平米')
('https://image1.ljcdn.com/440100-inspection/7673cf5e-34e8-46f8-b5a2-0670f3cd5421.jpg.296x216.jpg', '海鹰路 1室1厅 150万', '海鹰路  | 1室1厅 | 45.7平米 | 北 | 简装', '高楼层(共9层)塔楼  -  江燕路', '150万', '单价32823元/平米')
('https://image1.ljcdn.com/440100-inspection/6c57c9c8-2095-496e-89c3-02ff0d587732.jpg.296x216.jpg', '富力顺意花园电梯三房带主套 东南向望花园', '富力顺意花园  | 3室2厅 | 102.41平米 | 东南 | 简装 | 有电梯', '低楼层(共23层)2005年建塔楼  -  江燕路', '450万', '单价43942元/平米')
('https://image1.ljcdn.com/440100-inspection/9cb1c5dd-ffa9-4eaa-9ef2-f6ae69502d7c.jpg.296x216.jpg', '雅林居 3室2厅 400万', '雅林居  | 3室2厅 | 127平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)1999年建塔楼  -  广州大道南', '400万', '单价31497元/平米')
('https://image1.ljcdn.com/440100-inspection/e4c3caa0-1785-430d-848b-5ce6030b9a9f.JPG.296x216.jpg', '荔福路西基东 2室1厅 212万', '荔福路西基东  | 2室1厅 | 73.29平米 | 东北 | 简装', '高楼层(共8层)塔楼  -  工业大道北', '212万', '单价28927元/平米')
('https://image1.ljcdn.com/440100-inspection/test-aa262ed7-8854-4a03-94fc-a440c6bad5ec.png.296x216.jpg', '翠屏中惠雅苑 高层视野广阔 五年唯一 看房方便', '翠屏中惠雅苑  | 3室2厅 | 112.77平米 | 南 北 | 精装 | 有电梯', '高楼层(共33层)2009年建塔楼  -  宝岗', '570万', '单价50546元/平米')
('https://image1.ljcdn.com/440100-inspection/test-b892052f-e05d-4d32-bb2f-0614dbb041a4.png.296x216.jpg', '第三金碧花园  东南向  安静望花园大三房', '金碧花园第三金碧  | 3室2厅 | 116.45平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2005年建塔楼  -  金碧', '523万', '单价44912元/平米')
('https://image1.ljcdn.com/440100-inspection/031a4010-a0b5-4d42-a458-5faa4ade14df.jpg.296x216.jpg', '地铁口，华乐苑，低层1房，可以改2房', '华乐苑  | 1室1厅 | 48平米 | 北 | 简装 | 无电梯', '低楼层(共9层)1999年建塔楼  -  新港西', '168万', '单价35000元/平米')
('https://image1.ljcdn.com/440100-inspection/236fee12-e40a-4277-beb8-47e020265e05.jpg.296x216.jpg', '中高楼望江单位 实用三房诚意出售看房随时约', '中海名都  | 3室2厅 | 120.22平米 | 东 北 | 精装 | 有电梯', '中楼层(共38层)2002年建塔楼  -  滨江中', '720万', '单价59891元/平米')
('https://image1.ljcdn.com/440100-inspection/2b76e152-a4a1-45c5-b3a8-78454af338eb.JPG.296x216.jpg', '海天花苑温馨两房出售居家选择。', '海天花苑  | 2室1厅 | 79.83平米 | 北 | 简装 | 有电梯', '中楼层(共35层)2004年建塔楼  -  滨江东', '305万', '单价38207元/平米')
('https://image1.ljcdn.com/440100-inspection/c55a3239-9130-4629-b950-d8618ab7ab4c.jpg.296x216.jpg', '信和广场 2室1厅 408万', '信和广场  | 2室1厅 | 97.22平米 | 西 | 简装 | 有电梯', '中楼层(共19层)2001年建塔楼  -  昌岗', '408万', '单价41967元/平米')
('https://image1.ljcdn.com/440100-inspection/test-814f4a30-d655-43fc-9be6-5b670a1aaf94.png.296x216.jpg', '光大花园 望江三房有主卧 保养新净', '光大花园  | 3室2厅 | 120.56平米 | 西南 | 精装 | 有电梯', '高楼层(共33层)2003年建塔楼  -  工业大道北', '625万', '单价51842元/平米')
('https://image1.ljcdn.com/440100-inspection/e9383bc4-35f3-45f7-92fe-5f6837a1a013.jpg.296x216.jpg', '怡雅苑原装电梯三房，户型方正。', '怡雅苑  | 3室2厅 | 105.74平米 | 东南 | 简装 | 有电梯', '低楼层(共17层)1999年建塔楼  -  宝岗', '465万', '单价43976元/平米')
('https://image1.ljcdn.com/440100-inspection/94a6197b-a017-4683-9c31-5f3fce61654c.JPG.296x216.jpg', '康怡花苑 低层两房 通风好 有钥匙看房方便', '康怡花苑  | 2室1厅 | 59.77平米 | 西南 | 简装 | 无电梯', '低楼层(共9层)1994年建塔楼  -  新港西', '192万', '单价32124元/平米')
('https://image1.ljcdn.com/440100-inspection/f5c9f0ee-3b5b-4494-a2ff-0f43b5c74212.JPG.296x216.jpg', '蓝色康园 南向望中大 花园小区', '蓝色康园  | 3室1厅 | 106.52平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2006年建塔楼  -  滨江东', '670万', '单价62899元/平米')
('https://image1.ljcdn.com/440100-inspection/b1f0c133-34cf-4245-9eb1-0dd11014ef6f.jpg.296x216.jpg', '小区最笋三房 精致 阳光充足 装修新净', '锦丽居  | 3室2厅 | 100.87平米 | 南 北 | 精装 | 有电梯', '高楼层(共21层)1999年建塔楼  -  金碧', '410万', '单价40647元/平米')
('https://image1.ljcdn.com/440100-inspection/f2750256-fcfb-49dd-811b-02d4bf3533f7.JPG.296x216.jpg', '中旅侨苑 花园小区 交通方便 高层两房', '中旅侨苑  | 2室1厅 | 61平米 | 北 | 简装 | 有电梯', '中楼层(共32层)2003年建塔楼  -  昌岗', '285万', '单价46722元/平米')
