('https://image1.ljcdn.com/442000-inspection/0ced4dd7-77a2-4f69-846c-0fb372e521a6.jpg.296x216.jpg', '颐景苑 步梯低层 温馨实用 南北对流 双阳台', '颐景苑  ', '中楼层(共4层)1999年建板楼  -  张家边', '87万', '单价10271元/平米')
('https://image1.ljcdn.com/442000-inspection/4de5b7e3-11f3-4245-a524-e0a4be8b62c4.jpg.296x216.jpg', '凯茵豪园 电梯中高层 景观优美', '凯茵豪园  ', '中楼层(共11层)1999年建板楼  -  凯茵', '175万', '单价16558元/平米')
('https://image1.ljcdn.com/442000-inspection/fd3fba76-3ee3-4948-b384-c1699406480b.jpg.296x216.jpg', '火炬开发区 南向大四房 满五 唯一 免双税 高端住宅', '盛华园  ', '中楼层(共11层)2007年建塔楼  -  张家边', '180万', '单价12393元/平米')
('https://image1.ljcdn.com/442000-inspection/8b930851-4c0d-4b6b-a78e-6a9643e7df45.jpg.296x216.jpg', '铂爵山中装三房 西南靓向视野舒服 满五且一税费低', '雅居乐铂爵山  ', '低楼层(共27层)2010年建板楼  -  张家边', '173万', '单价14914元/平米')
('https://image1.ljcdn.com/442000-inspection/d130b2a7-1673-44ae-9035-ebae96e207ff.jpg.296x216.jpg', '凯茵新城 盛荟大户人家 通透户型 诚售', '凯茵新城04区盛荟  ', '低楼层(共26层)2012年建塔楼  -  凯茵', '538万', '单价18495元/平米')
('https://image1.ljcdn.com/442000-inspection/cb773009-598c-4a7d-a154-393c33435d12.jpg.296x216.jpg', '凯茵新城 日出康城 人车分流大四房，送大露台', '凯茵新城10区日出康城  ', '低楼层(共23层)2005年建塔楼  -  凯茵', '380万', '单价17996元/平米')
('https://image1.ljcdn.com/442000-inspection/ee3697c3-935e-48ae-91b5-37705c15ded1.jpg.296x216.jpg', '人才楼 4室2厅 210万', '人才楼  ', '中楼层(共21层)2007年建塔楼  -  太阳城', '210万', '单价10113元/平米')
('https://image1.ljcdn.com/442000-inspection/ee661dda-67ee-4833-94f6-739c62e21f8e.jpg.296x216.jpg', '濠东花园 三房带平台，满五 唯一', '东庭濠园  ', '高楼层(共7层)暂无数据  -  濠头', '105万', '单价9599元/平米')
('https://image1.ljcdn.com/442000-inspection/4abdcd76-0f6f-4d8e-9c26-9267a1fe4f14.jpg.296x216.jpg', '君华新城 3室2厅 160万', '君华新城  ', '高楼层(共26层)2012年建板楼  -  华佗山公园', '160万', '单价14778元/平米')
('https://image1.ljcdn.com/442000-inspection/d7c16866-f685-49b2-b041-8eda3b24ec63.jpg.296x216.jpg', '火炬区君华新城 4房2厅2卫南北对流户型 赠送入户花园', '君华新城  ', '中楼层(共30层)2012年建板楼  -  华佗山公园', '180万', '单价14544元/平米')
('https://image1.ljcdn.com/442000-inspection/bac3d18c-e68f-44bf-a47d-586ccbcffcab.jpg.296x216.jpg', '凯茵新城16区天誉 毛坯四房 南北对流 格局方正', '凯茵新城16区天誉  ', '低楼层(共23层)1999年建板楼  -  凯茵', '365万', '单价21249元/平米')
('https://image1.ljcdn.com/442000-inspection/b65ed251-439e-471a-9841-50b4ed8b8ffc.jpg.296x216.jpg', '颐景苑 装修两房 成熟小区保养好  配套齐', '颐景苑  ', '中楼层(共6层)2005年建板楼  -  张家边', '75万', '单价11130元/平米')
('https://image1.ljcdn.com/442000-inspection/f92bc571-2fb9-4257-816b-0990b133453c.jpg.296x216.jpg', '凯茵新城16区天誉精装四房出售', '凯茵新城16区天誉  ', '中楼层(共23层)1999年建板楼  -  凯茵', '400万', '单价20936元/平米')
('https://image1.ljcdn.com/442000-inspection/d2b85f52-fd69-42fa-92ad-aba083f11104.jpg.296x216.jpg', '健康花城 满五唯一 税少 二期楼龄新 看房方便', '宇宏健康花城二期  ', '高楼层(共33层)2005年建板楼  -  太阳城', '175万', '单价13520元/平米')
('https://image1.ljcdn.com/442000-inspection/1d84d998-86d6-459b-b44e-dac1fbba1a9f.jpg.296x216.jpg', '豪华装修，送全套家私家电，省心拎包入住，诚意出售！', '金华花园A区  ', '高楼层(共11层)2013年建板楼  -  张家边', '191.2万', '单价16000元/平米')
('https://image1.ljcdn.com/442000-inspection/d94e7843-33c3-4731-bbc1-0df245315279.jpg.296x216.jpg', '铂爵山精装四房 东南靓向视野无遮挡 满五且一税费低', '雅居乐铂爵山  ', '中楼层(共32层)2010年建板楼  -  张家边', '235万', '单价15511元/平米')
('https://image1.ljcdn.com/442000-inspection/91adde6d-d6b4-42bf-8ae5-5b7ed6581318.jpg.296x216.jpg', '凯茵新城 挪威森林 精装四房 高楼层 看高尔夫', '凯茵新城01区岭峰18  ', '高楼层(共30层)2007年建塔楼  -  凯茵', '412.2万', '单价24000元/平米')
('https://image1.ljcdn.com/442000-inspection/785547e3-6a0f-4b8b-b671-752cb8df1bad.jpg.296x216.jpg', '小区环境优美，管理严格，宁静和谐', '凯茵新城01区岭峰18  ', '低楼层(共23层)2007年建塔楼  -  凯茵', '175万', '单价17667元/平米')
('https://image1.ljcdn.com/442000-inspection/8466019e-2542-4f25-85ab-15b9865f30c1.jpg.296x216.jpg', '凯茵新城 岭峰18 精装大五房 业主诚售', '凯茵新城01区岭峰18  ', '低楼层(共19层)2007年建塔楼  -  凯茵', '460万', '单价21036元/平米')
('https://image1.ljcdn.com/442000-inspection/567f8d18-eb7e-437d-b455-57a180a62534.jpg.296x216.jpg', '隆港丽轩 精装三房 南北通透 舒适楼层 税费少', '隆港丽轩  ', '中楼层(共7层)2006年建塔楼  -  张家边', '132万', '单价11266元/平米')
('https://image1.ljcdn.com/442000-inspection/2e1724a3-3389-4cbe-af96-2fbc56f9f8a3.jpg.296x216.jpg', '凯茵豪园 精装修 电梯洋房 带地下车位', '凯茵豪园  ', '低楼层(共11层)1999年建板楼  -  凯茵', '188万', '单价15976元/平米')
('https://image1.ljcdn.com/442000-inspection/af583402-c91d-4d58-ac9b-28512c81c51e.jpg.296x216.jpg', '誉港湾花园 低楼层 看江景三房 业主诚心出售', '誉港湾花园  ', '低楼层(共25层)2012年建板楼  -  中山港口岸', '153万', '单价14548元/平米')
('https://image1.ljcdn.com/442000-inspection/ce163acf-1675-49c3-9702-fb0120e9ce81.jpg.296x216.jpg', '誉港湾花园 3室2厅 150万', '誉港湾花园  ', '低楼层(共25层)2012年建板楼  -  中山港口岸', '150万', '单价14115元/平米')
('https://image1.ljcdn.com/442000-inspection/11101b77-692b-476b-9ae1-078f46e4858e.jpg.296x216.jpg', '保利林语 2室2厅 200万', '保利林语  ', '低楼层(共3层)暂无数据  -  凯茵', '200万', '单价20409元/平米')
('https://image1.ljcdn.com/442000-inspection/bd6b313a-a0dc-4d38-a66f-04368349e265.jpg.296x216.jpg', '南墩小区，满五唯一，个人产权，价格可议', '南墩小区  ', '高楼层(共6层)板楼  -  张家边', '80万', '单价7474元/平米')
('https://image1.ljcdn.com/442000-inspection/ddf9508a-fa03-461e-b171-358761919559.jpg.296x216.jpg', '张家边 颐景苑 带精装 南北对流 诚心出售', '颐景苑  ', '高楼层(共6层)2005年建板楼  -  张家边', '137万', '单价10247元/平米')
('https://image1.ljcdn.com/442000-inspection/f72b4247-ea9b-4203-8616-e4b4390d1b64.jpg.296x216.jpg', '凯茵新城 天誉 毛坯三房 低楼层修改房评', '凯茵新城16区天誉  ', '低楼层(共23层)1999年建板楼  -  凯茵', '230万', '单价18814元/平米')
('https://image1.ljcdn.com/442000-inspection/8bc451c8-f7a5-44f1-a928-1bd01d0a9c58.jpg.296x216.jpg', '凯茵新城棕榈湾步梯低楼层   朝南望小区 业主诚意出售', '凯茵新城01区棕榈湾  ', '中楼层(共6层)2007年建塔楼  -  凯茵', '180万', '单价13967元/平米')
('https://image1.ljcdn.com/442000-inspection/36b52093-74e8-4086-a364-80dd32517337.jpg.296x216.jpg', '嘉和苑 2室1厅 80万', '嘉和苑  ', '高楼层(共7层)2006年建塔楼  -  中山港口岸', '80万', '单价9877元/平米')
('https://image1.ljcdn.com/442000-inspection/fb059c9d-8755-4a29-b212-d1b7f8ec448b.jpg.296x216.jpg', '毛坯三房 格局方正 视野开阔 望山景', '凯茵新城16区天誉  ', '低楼层(共23层)1999年建板楼  -  凯茵', '290万', '单价20455元/平米')
