('https://image1.ljcdn.com/120000-inspection/886fe208-6be8-46b0-873d-f613b91dcac8.jpg.296x216.jpg', '先春园隆春里 过5年 看房随时 南北通透', '先春园隆春里  | 2室1厅 | 85.95平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  芥园道', '310万', '单价36068元/平米')
('https://image1.ljcdn.com/120000-inspection/4be5e2ce-1752-463d-8f49-23d0980b8738.jpg.296x216.jpg', '萍乡楼 采光好 视野好 配套成熟', '萍乡楼  | 2室1厅 | 60.26平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  西于庄', '138万', '单价22901元/平米')
('https://image1.ljcdn.com/120000-inspection/f75eaa32-b550-4952-8f7e-49ab23009ebb.jpg.296x216.jpg', '潞河园 2室1厅 137万', '潞河园  | 2室1厅 | 78.73平米 | 南 北 | 精装', '高楼层(共7层)板楼  -  丁字沽街', '137万', '单价17402元/平米')
('https://image1.ljcdn.com/120000-inspection/2fbb1c9e-841a-497a-ad37-86026a7be5c9.jpg.296x216.jpg', '房子过五年 随时签约 诚心卖 楼层低 价钱有商量可看', '水木天成闻涛园  | 2室1厅 | 100.79平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)板楼  -  西沽街', '259万', '单价25697元/平米')
('https://image1.ljcdn.com/120000-inspection/528d4f15-0df4-45ec-8d9a-58c265cdac15.jpg.296x216.jpg', '瑞兴里 一楼 采光无遮挡 南北通透 有钥匙随时看房', '瑞兴里  | 2室1厅 | 58.54平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  铃铛阁', '180万', '单价30749元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadea5fa746-e637-4f50-85ba-ac624733b0a5.jpg.296x216.jpg', '青春南里 南北通透 屋内宽敞明亮 私产满五年', '青春南里  | 3室1厅 | 93.01平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  西沽街', '176万', '单价18923元/平米')
('https://image1.ljcdn.com/120000-inspection/d19b2ff4-9c11-41b5-a6d8-41a965f0907f.jpg.296x216.jpg', '仁爱花园 低楼层两室 南北通透 业主诚意出售 看房方便', '仁爱花园  | 2室1厅 | 76.48平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  邵公庄', '192万', '单价25105元/平米')
('https://image1.ljcdn.com/120000-inspection/64076abb-9c57-41f7-87e6-d1923683e868.jpg.296x216.jpg', '清源楼 中间楼层 南北向两居室', '清源楼  | 2室1厅 | 53.97平米 | 南 北 | 简装', '高楼层(共6层)板楼  -  咸阳北路', '124万', '单价22976元/平米')
('https://image1.ljcdn.com/120000-inspection/876e5077-0fde-4a6e-8038-b65bb98d8f43.jpg.296x216.jpg', '过五年，户型方正，素质小区，交通便利，诚心出售', '丁字沽八段  | 2室1厅 | 65.15平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)板楼  -  丁字沽街', '150万', '单价23024元/平米')
('https://image1.ljcdn.com/120000-inspection/17aafebd-27b4-41fc-8651-c9c5cd43d846.jpg.296x216.jpg', '七段小区 1室1厅 小区环境干净舒适 适合居住', '七段大楼  | 1室1厅 | 43.82平米 | 东 西 | 简装', '中楼层(共6层)板楼  -  丁字沽街', '118万', '单价26929元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload94396cad-4dcf-4466-95b1-f77135776287.jpg.296x216.jpg', '水木天成园中园  双阳户型装修好 满五唯一  随时看房', '水木天成逸树园  | 2室1厅 | 84.56平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  西沽街', '249万', '单价29447元/平米')
('https://image1.ljcdn.com/120000-inspection/672d550f-5fd4-4ad1-a337-b8e8e5472efb.jpg.296x216.jpg', '千禧园 阳面独单 阳面卧室 采光好 有钥匙看房方便', '千禧园西区  | 1室1厅 | 60.79平米 | 南 | 简装 | 无电梯', '中楼层(共7层)板楼  -  邵公庄', '148万', '单价24347元/平米')
('https://image1.ljcdn.com/120000-inspection/8abee168-83c1-4924-9469-44359896a8dd.jpg.296x216.jpg', '春风里 正规一室 50平总价92万 2000年小区', '春风里(红桥区)  | 1室1厅 | 50.47平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  丁字沽街', '92万', '单价18229元/平米')
('https://image1.ljcdn.com/120000-inspection/e916674a-5b49-48e9-9e1e-cb3c8bb5881d.jpg.296x216.jpg', '正源公寓中间楼层一室，总价合适', '正源公寓  | 1室1厅 | 48.11平米 | 西北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  西沽街', '114万', '单价23696元/平米')
('https://image1.ljcdn.com/120000-inspection/a9e1a6ab-7f1d-4a75-bd68-273f7472f2ed.jpg.296x216.jpg', '低楼层，近地铁，有钥匙，随时可看', '永丰楼(红桥区)  | 1室1厅 | 34.49平米 | 南 | 简装 | 无电梯', '低楼层(共6层)板楼  -  咸阳北路', '87万', '单价25225元/平米')
('https://image1.ljcdn.com/120000-inspection/test-4de8ca99-c5b0-4a0a-ae55-f5f6266baa8d.png.296x216.jpg', '风采里 71平米小两室 年轻人的好选择 近一号线地铁', '风采里  | 2室1厅 | 71.04平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)板楼  -  丁字沽街', '135万', '单价19004元/平米')
('https://image1.ljcdn.com/120000-inspection/4816beb5-8bb7-4311-960a-8f13314b7348.jpg.296x216.jpg', '视野开阔 采光好 高楼层 业主诚心出售', '北开花园  | 2室1厅 | 90.18平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)板楼  -  三条石', '335万', '单价37148元/平米')
('https://image1.ljcdn.com/120000-inspection/fd66f55e-6f92-469e-a59c-8a39e5b1874d.jpg.296x216.jpg', '风光里小区，砖楼，1楼1楼，正规H户型，双卫生间', '风光里  | 2室1厅 | 95.41平米 | 南 | 精装 | 无电梯', '低楼层(共7层)板楼  -  丁字沽街', '265万', '单价27775元/平米')
('https://image1.ljcdn.com/120000-inspection/1624c9f2-471e-44db-8354-881644a271f0.jpg.296x216.jpg', '湘潭东里 通透三居室 双阳台 低楼层 上下方便', '湘潭东里  | 3室1厅 | 103.4平米 | 东 西 | 简装', '低楼层(共6层)暂无数据  -  西沽街', '254万', '单价24565元/平米')
('https://image1.ljcdn.com/120000-inspection/4f8e869d-ad7a-485c-8ce3-a732da57ef39.jpg.296x216.jpg', '交通便利 小区环境干净舒适 适合居住', '龙禧园  | 2室2厅 | 93.45平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  西沽街', '245万', '单价26218元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload6f99ee09-ce3f-4ecc-bfae-21659e3124f7.jpg.296x216.jpg', '锦西里 楼层好 户型好 小区中间位置明厅', '锦西里  | 2室1厅 | 73.94平米 | 南 北 | 简装', '中楼层(共6层)板楼  -  咸阳北路', '171万', '单价23127元/平米')
('https://image1.ljcdn.com/120000-inspection/363617c6-cce1-47b1-a38a-cd261c307c49.jpg.296x216.jpg', '北开花园 精装新房  俯瞰花园 小区人车分流 景色宜人', '北开花园  | 2室1厅 | 88.96平米 | 南 | 其他 | 有电梯', '中楼层(共32层)板楼  -  三条石', '320万', '单价35972元/平米')
('https://image1.ljcdn.com/120000-inspection/c54ceb1b-8da9-40b3-bb0e-3a674675348c.jpg.296x216.jpg', '天骄公寓 2室1厅 249万', '天骄公寓  | 2室1厅 | 91.32平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)板楼  -  丁字沽街', '249万', '单价27267元/平米')
('https://image1.ljcdn.com/120000-inspection/c6c7d746-d43a-45e6-9272-6c6165641e6b.jpg.296x216.jpg', '采光充足 出行便利 环境整洁 出行方便', '民畅园  | 2室1厅 | 61.53平米 | 西 | 精装 | 有电梯', '高楼层(共26层)板楼  -  西沽街', '160万', '单价26004元/平米')
('https://image1.ljcdn.com/120000-inspection/4319e0b8-00fb-4ac2-8e4f-ad51974baf7c.jpg.296x216.jpg', '丁字沽八段 一楼  两室 总价低 单价低 近地铁看房方便', '丁字沽八段  | 2室1厅 | 61.46平米 | 南 | 简装 | 无电梯', '低楼层(共6层)板楼  -  丁字沽街', '159万', '单价25871元/平米')
('https://image1.ljcdn.com/120000-inspection/e84cdee6-ebb7-4e1e-a24b-b3b79ed15ef9.jpg.296x216.jpg', '北开花园（瞰海）精装中层两室 封闭式小区 景色宜人', '北开花园  | 2室1厅 | 88.38平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)板楼  -  三条石', '328万', '单价37113元/平米')
('https://image1.ljcdn.com/120000-inspection/a75d8272-720a-4537-947f-07a8732a054e.jpg.296x216.jpg', '风采里 正规两室 采光好  南北通透', '风采里  | 2室1厅 | 65.09平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)板楼  -  丁字沽街', '130万', '单价19973元/平米')
('https://image1.ljcdn.com/120000-inspection/5c696cd4-497d-4d7e-ac45-e4fc54dca16d.jpg.296x216.jpg', '睦华里 小区中间位置 南北通透H户型 满五唯一', '华城领秀睦华里  | 2室2厅 | 102.9平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)板楼  -  铃铛阁', '430万', '单价41789元/平米')
('https://image1.ljcdn.com/120000-inspection/6b201aba-d623-4d23-ac82-5dd8675120df.jpg.296x216.jpg', '科园公寓 户型方正 小区环境好', '科园公寓  | 2室2厅 | 101.18平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  邵公庄', '170万', '单价16802元/平米')
('https://image1.ljcdn.com/120000-inspection/e99cf4d6-2104-4ca2-a97c-cc4c5e41a2a2.jpg.296x216.jpg', '风采里 1室1厅 99万', '风采里  | 1室1厅 | 37.04平米 | 南 | 其他 | 无电梯', '中楼层(共7层)板楼  -  丁字沽街', '99万', '单价26728元/平米')
('https://image1.ljcdn.com/120000-inspection/40feffb3-5e96-4fe6-9576-110527738e6b.jpg.296x216.jpg', '建设里小区，交通便利，小区环境干净舒适，适合居住。', '建设里  | 1室1厅 | 38.05平米 | 南 | 其他', '高楼层(共7层)板楼  -  邵公庄', '105万', '单价27596元/平米')
('https://image1.ljcdn.com/120000-inspection/74763576-e26a-4fcf-b4e4-319133aa3c75.jpg.296x216.jpg', '千禧东园 一楼两室 南北通透 改善好房 业主诚意出售', '千禧园东区  | 2室1厅 | 70.32平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)板楼  -  邵公庄', '215万', '单价30575元/平米')
('https://image1.ljcdn.com/120000-inspection/f3969b0a-5c75-40f2-9d92-585697b17dcb.jpg.296x216.jpg', '千禧园东区 1室1厅 178万', '千禧园东区  | 1室1厅 | 62.96平米 | 南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  邵公庄', '178万', '单价28272元/平米')
('https://image1.ljcdn.com/120000-inspection/ff0aad0d-f1f2-4f0b-8541-35ab47cc2e66.jpg.296x216.jpg', '阳面一居室，中楼层前无遮挡采光好，无抵押贷款', '民畅园  | 1室1厅 | 53.15平米 | 南 | 其他 | 有电梯', '中楼层(共32层)板楼  -  西沽街', '138万', '单价25965元/平米')
('https://image1.ljcdn.com/120000-inspection/9cd3d2f4-b7ff-48ea-9a9e-5f490fb47a87.jpg.296x216.jpg', '桃花园南里 采光好 格局正规 一室', '桃花园南里  | 1室1厅 | 30.69平米 | 南 | 其他 | 无电梯', '中楼层(共5层)板楼  -  丁字沽街', '80万', '单价26068元/平米')
('https://image1.ljcdn.com/120000-inspection/9ceb49a2-eec9-4ab7-bf46-4387dbea546a.jpg.296x216.jpg', '康华里 1室1厅 153万', '康华里  | 1室1厅 | 47.98平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  铃铛阁', '153万', '单价31889元/平米')
('https://image1.ljcdn.com/120000-inspection/3f4268b7-6eb8-4720-b04b-7de23b7cddaf.jpg.296x216.jpg', '民畅园  全明精装独单  低楼层 业主自住', '民畅园  | 1室1厅 | 62.23平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)板楼  -  西沽街', '185万', '单价29729元/平米')
('https://image1.ljcdn.com/120000-inspection/18c686f9-3f89-469e-814d-d2992855205b.jpg.296x216.jpg', '弘丽园小区 一室一厅 交通便利 小区环境舒适 适合居住', '弘丽园  | 1室1厅 | 38.03平米 | 西 | 其他 | 无电梯', '中楼层(共7层)板楼  -  芥园道', '123万', '单价32343元/平米')
