('https://image1.ljcdn.com/210100-inspection/6fea5567-c116-480f-ac14-6837a41f34f0.jpg.296x216.jpg', '沈河区 五爱商圈 南北通透 中间楼层 三室 采光好', '桃源社区  | 3室0厅 | 72.4平米 | 南 北 | 毛坯', '中楼层(共6层)板楼  -  沈河区', '55万', '单价7597元/平米')
('https://image1.ljcdn.com/210100-inspection/4f5ab96d-7f80-4423-95b0-6d0e850f3958.JPG.296x216.jpg', '茂泉社区 青年大街奉天街中间楼层', '茂泉小区  | 2室2厅 | 108.89平米 | 南 北 | 简装', '中楼层(共7层)1999年建板楼  -  沈河区', '88万', '单价8082元/平米')
('https://image1.ljcdn.com/210100-inspection/09551bb9-3554-4c43-a9b1-7431c026608e.JPG.296x216.jpg', '万科铂萃园 位置好不吵 三室精装 赠送家具家电 诚售', '万科铂萃园  | 3室2厅 | 171.82平米 | 南 北 | 精装', '中楼层(共13层)2012年建板楼  -  沈河区', '326万', '单价18974元/平米')
('https://image1.ljcdn.com/210100-inspection/420e0318-10df-47cd-b03b-790cb21817a6.jpg.296x216.jpg', '金生社区 2室1厅 55万', '金生社区  | 2室1厅 | 48.19平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  沈河区', '55万', '单价11414元/平米')
('https://image1.ljcdn.com/210100-inspection/9168155d-0405-4246-9acd-62f9ff880340.jpg.296x216.jpg', '茂泉社区  两室南北通透 不临街 格局方正 拎包即住', '茂泉社区  | 2室1厅 | 42.4平米 | 南 北 | 简装', '中楼层(共8层)1998年建板楼  -  沈河区', '31万', '单价7312元/平米')
('https://image1.ljcdn.com/210100-inspection/51e7b1f5-c561-464d-af4f-69b8eebb1277.jpg.296x216.jpg', '河畔花园 双拼别墅 有花园 有地下室 有车库 自己规划', '河畔花园   | 联排别墅 | 5室3厅 | 322.88平米 | 南 北 | 简装', '2层2005年建暂无数据  -  沈河区', '550万', '单价17035元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload4559ecff-e1bd-4943-a5da-4d4f7cc4360a.JPG.296x216.jpg', '银河丽湾 南北通透 楼层好 视野好 不挡光 河景房', '银河丽湾  | 3室2厅 | 281.21平米 | 南 西 北 | 精装', '中楼层(共24层)板楼  -  沈河区', '700万', '单价24893元/平米')
('https://image1.ljcdn.com/210100-inspection/4c731bf0-d733-4824-be13-f24aa7cb2a69.jpg.296x216.jpg', '河畔花园 双拼别墅 有花园 有地下室 有车库 自己规划', '河畔花园   | 联排别墅 | 5室3厅 | 322.88平米 | 南 北 | 简装', '2层暂无数据  -  沈河区', '550万', '单价17035元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload8ed70bd2-2704-4c4e-931d-66bd7a7e2267.JPG.296x216.jpg', '文化路 7中 精装修两室 拎包即住', '地王国际花园  | 2室1厅 | 100.1平米 | 北 | 精装', '高楼层(共27层)2005年建板楼  -  沈河区', '165万', '单价16484元/平米')
('https://image1.ljcdn.com/210100-inspection/89b1dc07-3873-4e37-a6b7-6da56d28bd81.JPG.296x216.jpg', '万科春河里 南北通透 小户型 七中 文化路', '万科春河里  | 3室1厅 | 96.01平米 | 南 北 | 精装', '高楼层(共18层)2013年建板塔结合  -  沈河区', '240万', '单价24998元/平米')
('https://image1.ljcdn.com/210100-inspection/dd2ebc44-03cc-4e1f-8659-6dcb54dd6290.JPG.296x216.jpg', '万科铂萃园 南北通透 交通发达', '万科铂萃园  | 3室2厅 | 196.88平米 | 南 北 | 其他', '高楼层(共28层)2012年建板楼  -  沈河区', '400万', '单价20317元/平米')
