('https://image1.ljcdn.com/370200-inspection/3f7a5359-c157-4be0-96fc-c000938e4e9a.jpg.296x216.jpg', '昆仑山庄北区 南北通透 山大医院  单价1.1万哪里找？', '昆仑山庄北区  | 4室2厅 | 170.57平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  保税区', '189万', '单价11081元/平米')
('https://image1.ljcdn.com/370200-inspection/4bb087ab-bffa-4ad0-99d5-caf191a091e9.jpg.296x216.jpg', '车家岭 满五唯一套三现在精装拎包住 全明房间亮', '车家岭小区  | 3室2厅 | 94.09平米 | 南 北 | 精装', '高楼层(共6层)暂无数据  -  保税区', '170万', '单价18068元/平米')
('https://image1.ljcdn.com/370200-inspection/b937b1cc-712c-4872-9b0f-45161a3a7907.jpg.296x216.jpg', '保税区 卓亭广场 三居室 满五唯一 户型方正', '卓亭广场  | 3室2厅 | 120.84平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2008年建塔楼  -  保税区', '195万', '单价16138元/平米')
('https://image1.ljcdn.com/370200-inspection/85883d3e-6e1c-4c1a-9317-d1e5149e2a88.JPG.296x216.jpg', '珠江路 唐岛湾A小区 楼层好大套三，采光无遮挡！', '唐岛湾A小区  | 3室2厅 | 155.05平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  唐岛湾', '255万', '单价16447元/平米')
('https://image1.ljcdn.com/370200-inspection/34a3ca83-2cc2-47ff-bab8-fb9840338235.jpg.296x216.jpg', '车家岭 超大阳台 大套三 生活方便 交通便利', '车家岭小区  | 3室2厅 | 92.37平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  保税区', '150万', '单价16240元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload2479244d-d0de-417b-941d-438d1f12cdcd.jpg.296x216.jpg', '昆仑山庄  南北通透大套三  顶楼复式  带20平露台', '昆仑山庄北区  | 6室2厅 | 142.58平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  保税区', '265万', '单价18587元/平米')
('https://image1.ljcdn.com/370200-inspection/8a49ab92-0d3f-49c3-aa54-692becfb0e25.JPG.296x216.jpg', '千禧龙花园 花园式小区 海景房 南北通透 全明户型', '千禧龙花园  | 3室1厅 | 137.68平米 | 南 北 | 简装 | 有电梯', '中楼层(共30层)2006年建板楼  -  唐岛湾', '350万', '单价25422元/平米')
('https://image1.ljcdn.com/370200-inspection/d5cea4c8-eddf-404a-8074-b7adeb5b6576.jpg.296x216.jpg', '香江路商圈 新官厅小区 复式套六 全明户型 诚心出售', '官厅10号小区  | 6室4厅 | 213.74平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  香江路', '290万', '单价13568元/平米')
('https://image1.ljcdn.com/370200-inspection/test-cd7c7a8e-0ab9-4079-a6b5-d95d211d1da7.png.296x216.jpg', '鑫隆嘉园 优质房源 套二精装  看房方便', '鑫隆嘉园  | 2室1厅 | 87.53平米 | 南 | 精装', '中楼层(共29层)2000年建板楼  -  香江路', '190万', '单价21707元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload534de753-999d-4b16-ae8f-2d47c21f7cbd.JPG.296x216.jpg', '（急售）复式套二动静分离采光充足视野开阔低价送车位', '凤凰城  | 2室2厅 | 93.05平米 | 南 | 简装 | 有电梯', '高楼层(共27层)2009年建板楼  -  薛家岛', '190万', '单价20420元/平米')
('https://image1.ljcdn.com/370200-inspection/d0d45849-83c2-4832-a606-0e1f872ccfd7.jpg.296x216.jpg', '银鹰小区 平层复式套六送南向大露台 满五唯一诚心出售', '银鹰小区  | 5室2厅 | 182.99平米 | 南 北 | 简装 | 有电梯', '高楼层(共8层)1997年建板楼  -  天泰', '298万', '单价16286元/平米')
('https://image1.ljcdn.com/370200-inspection/8e8213cd-3a86-4e8e-8d5f-9c676453c478.jpg.296x216.jpg', '昆仑山庄南区   厅卧分离大套一 20万精装修  采光充足', '昆仑山庄南区  | 2室1厅 | 68.97平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2013年建板楼  -  保税区', '135万', '单价19574元/平米')
('https://image1.ljcdn.com/370200-inspection/ad1a4ae5-6935-4caf-bb57-fffd9fdd7001.jpg.296x216.jpg', '此房是南阳台！南院子！联排别墅，地上两层带个小阁楼', '龙湖原山   | 联排别墅 | 4室1厅 | 227.34平米 | 南 北 | 其他 | 无电梯', '2层2016年建暂无数据  -  科技大学', '500万', '单价21994元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadfa9872cc-490f-4ad8-a2fe-e15bb0a4469b.jpg.296x216.jpg', '保税区 莱茵小镇 13年建成70年产权 正规套三 看房方便', '莱茵小镇  | 3室2厅 | 89.22平米 | 南 北 | 简装 | 有电梯', '低楼层(共31层)2012年建板楼  -  保税区', '178万', '单价19951元/平米')
('https://image1.ljcdn.com/370200-inspection/97b23004-ac72-4168-85c1-50d08fc565fb.jpg.296x216.jpg', '濠洼夜市旁 北苑小区 精装套三 满五唯一', '北苑小区  | 4室2厅 | 139.85平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  黄岛区政府', '210万', '单价15017元/平米')
('https://image1.ljcdn.com/370200-inspection/test-ad92ebb4-cc4d-4ff5-921b-26369e7d07e4.png.296x216.jpg', '全明户型低楼层送双阳台价格便宜精装修物业负责车位多', '北江路小区  | 3室2厅 | 94.67平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1996年建板楼  -  香江路', '180万', '单价19014元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploade9e26fd8-3a7b-4d79-8f28-509096db46cb.jpg.296x216.jpg', '二期经典叠拼别墅，送院子，送露台', '世茂诺沙湾  | 5室2厅 | 132.38平米 | 南 北 | 其他 | 无电梯', '3层2015年建暂无数据  -  东方影都', '445万', '单价33616元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadd3a3a092-a0a0-4ff8-b7da-70e8e3015022.JPG.296x216.jpg', '御海景园 洋房4+5 俩露台 电梯洋房 前排海景 全天采光', '御海景园  | 9室3厅 | 240.74平米 | 南 北 | 毛坯', '中楼层(共6层)2015年建板楼  -  金沙滩', '544.5万', '单价22618元/平米')
('https://image1.ljcdn.com/370200-inspection/test-a38cb950-d2f7-487b-b617-1ba5849c813b.png.296x216.jpg', '福赢天麓湖 高科技品质小区 恒温恒湿恒氧 素质住户', '福瀛天麓湖  | 2室2厅 | 89.81平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2015年建板塔结合  -  黄岛区政府', '230万', '单价25610元/平米')
('https://image1.ljcdn.com/370200-inspection/810cb6ac-8bd9-4db0-bc10-f339bef050e1.jpg.296x216.jpg', '千禧银杏苑精装修 双南卧东厅户型 满五唯一 送车位', '千禧银杏苑  | 3室2厅 | 128.04平米 | 东 南 北 | 精装 | 有电梯', '低楼层(共11层)2010年建板楼  -  香江路', '290万', '单价22650元/平米')
('https://image1.ljcdn.com/370200-inspection/test-ec9edfc4-f208-43e9-8673-f05daea551ce.png.296x216.jpg', '石油大学西，新城吾悦旁，精装风和日丽套三。满五唯一', '康大风和日丽  | 3室1厅 | 115.86平米 | 东南 南 | 简装 | 有电梯', '中楼层(共18层)2009年建塔楼  -  石油大学', '230万', '单价19852元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadbd30f4b7-073b-4bb1-a91a-70c0a58df0a9.JPG.296x216.jpg', '金岭尚座 70年产权 精装修 小套三 家具齐全 拎包入住', '金岭尚座  | 3室1厅 | 80.59平米 | 西北 | 精装', '低楼层(共29层)2010年建板楼  -  薛家岛', '148万', '单价18365元/平米')
('https://image1.ljcdn.com/370200-inspection/test-2bab7add-95f7-4546-a5eb-9f332e373d09.png.296x216.jpg', '新上M1号D铁区政府旁 长江大道 通透精装两居 中间楼层', '兰东社区  | 2室1厅 | 75.67平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  唐岛湾', '152万', '单价20088元/平米')
('https://image1.ljcdn.com/370200-inspection/7c19e3f0-4d79-4f2d-b7e3-3a8dd01a8561.jpg.296x216.jpg', '花园电梯洋房 大套三 平层 全明户型  南北通透 双阳台', '千禧龙花园  | 3室2厅 | 208.09平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2003年建板楼  -  唐岛湾', '495万', '单价23788元/平米')
('https://image1.ljcdn.com/370200-inspection/test-72009577-6e6c-464c-9192-f04d069ac961.png.296x216.jpg', '小区13年建成，客卧分离大套一，高楼层，采光无遮挡。', '青橙时代小区  | 2室1厅 | 57.83平米 | 南 | 简装 | 有电梯', '高楼层(共22层)2005年建板楼  -  保税区', '120万', '单价20751元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadfbcf5083-678e-4657-bb33-ce80bc232f61.jpg.296x216.jpg', '齐润金滩花园 双南卧 南北通透 简单装修 中间楼层', '齐润金滩花园  | 2室2厅 | 91.1平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  香江路', '140万', '单价15368元/平米')
('https://image1.ljcdn.com/370200-inspection/f891207b-7b0d-443e-bb2c-869ad7a1d812.jpg.296x216.jpg', '绿化园 4室3厅 245万', '绿化园  | 4室3厅 | 138.24平米 | 南 北 | 精装', '中楼层(共8层)2003年建暂无数据  -  保税区', '245万', '单价17723元/平米')
('https://image1.ljcdn.com/370200-inspection/7570b561-18fe-4d86-a45c-4bd53ba2382a.jpg.296x216.jpg', '钱江花园 满五唯一 无个税 五台山路 钱塘江路交通便利', '钱江花园  | 2室1厅 | 91.01平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2008年建板楼  -  香江路', '170万', '单价18680元/平米')
('https://image1.ljcdn.com/370200-inspection/test-72a70650-2456-425b-bdba-dd3c6b827c23.png.296x216.jpg', '保税区西门 卓亭广场 交通发达 出行便利 精装修', '卓亭广场  | 2室1厅 | 95.24平米 | 东 北 | 精装 | 有电梯', '低楼层(共32层)2008年建塔楼  -  保税区', '135万', '单价14175元/平米')
('https://image1.ljcdn.com/370200-inspection/8c951d90-df1b-458c-840c-b38d745c484b.jpg.296x216.jpg', '康大风和日丽，纯南向大套三，采光好，视野佳', '康大风和日丽  | 3室2厅 | 130.93平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  石油大学', '310万', '单价23677元/平米')
