('https://image1.ljcdn.com/370101-inspection/6551c5ab-3afc-4e79-b73f-fe7285182504.jpg.296x216.jpg', '名士豪庭 精装修 复式 小高层 有车位地下室 诚售', '名士豪庭1区  | 4室2厅 | 96.25平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2008年建板楼  -  浆水泉区', '355万', '单价36884元/平米')
('https://image1.ljcdn.com/370101-inspection/7977e1f9-c800-442e-9f85-3f510a4e3f76.jpg.296x216.jpg', '甸柳三区地矿局宿舍 中间楼层三居室 带产权地下室', '甸柳三区地矿局宿舍  | 3室2厅 | 116.61平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2004年建板楼  -  甸柳', '360万', '单价30873元/平米')
('https://image1.ljcdn.com/370101-inspection/test-84e7dc36-b463-45bc-8280-e63afc4b1d99.png.296x216.jpg', '朝山街 泺源大街 低楼层 三居室', '朝山街31号  | 3室0厅 | 80.3平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  佛山街', '215万', '单价26775元/平米')
('https://image1.ljcdn.com/370101-inspection/d5761103-76ea-4d98-99cb-35187b65ce1f.jpg.296x216.jpg', '甸柳四区 楼层低 三居室 带小房 位置安静 生活方便', '甸柳四区  | 3室1厅 | 85.49平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)1990年建板楼  -  甸柳', '245万', '单价28659元/平米')
('https://image1.ljcdn.com/370101-inspection/05a0bb4f-6d81-48f2-bdc4-c7c5e7a67774.jpg.296x216.jpg', '银座花园电梯大三居 户型好 看房方便', '银座花园  | 3室2厅 | 158平米 | 南 北 | 精装', '中楼层(共11层)2003年建板楼  -  浆水泉区', '479万', '单价30317元/平米')
('https://image1.ljcdn.com/370101-inspection/e8c0d2fd-eb9e-4d9a-9141-6ce45922e9a1.jpg.296x216.jpg', '名士豪庭西邻+免增值税送花园+送车位+送产权17平储', '正大城市花园  | 2室2厅 | 75.99平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2006年建板楼  -  燕山', '210万', '单价27636元/平米')
('https://image1.ljcdn.com/370101-inspection/96980deb-0818-4daf-b7af-ae7037f471d9.jpg.296x216.jpg', '满五唯一，两室两厅一厨一卫，南北通透。', '历山路65号  | 2室2厅 | 92.54平米 | 南 北 | 简装', '高楼层(共4层)板楼  -  山大路', '178万', '单价19235元/平米')
('https://image1.ljcdn.com/370101-inspection/b8ee5f91-a183-46f2-9154-d7c2d7a37607.jpg.296x216.jpg', '历下区中海紫御东郡精装两居业主诚意出售', '中海紫御东郡  | 2室2厅 | 79.91平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  盛福', '183万', '单价22901元/平米')
('https://image1.ljcdn.com/370101-inspection/test-2bb2458a-0b8d-41a6-b8f0-71c730c3a593.png.296x216.jpg', '旅游路 急售 德润景城 精装两室 送21平产权地下室', '黄金99景城  | 2室2厅 | 92.18平米 | 南 | 简装 | 有电梯', '中楼层(共20层)2012年建板楼  -  燕山', '240万', '单价26037元/平米')
('https://image1.ljcdn.com/370101-inspection/2e9ebdf3-9c54-48a2-88c4-b72d25ebc00e.jpg.296x216.jpg', '山师东路和平路精装三室免中间楼层视野方便停车', '诚基中心  | 3室1厅 | 66.61平米 | 东北 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  历东', '196万', '单价29426元/平米')
('https://image1.ljcdn.com/370101-inspection/test-38d0728b-3b76-4c42-97ff-a53ca5f6253c.png.296x216.jpg', '浆水泉旅游路 景城精装两居室 户型方正 采光充足', '黄金99景城  | 2室2厅 | 92.18平米 | 南 | 简装 | 有电梯', '低楼层(共20层)2012年建板楼  -  燕山', '245万', '单价26579元/平米')
('https://image1.ljcdn.com/370101-inspection/9ac65d91-725e-4315-be27-e602037dff0e.jpg.296x216.jpg', '山大路179号+茗筑一品北+山大路+和平路+解放路', '山大路179号  | 2室0厅 | 54.34平米 | 东 西 | 其他 | 无电梯', '中楼层(共5层)1989年建板楼  -  历东', '138万', '单价25396元/平米')
('https://image1.ljcdn.com/370101-inspection/489fd13d-799a-4200-92cd-96d6be890ba2.jpg.296x216.jpg', '历下奥体西万科城精装新房两居，可做婚房，全天采光', '济南万科城  | 2室2厅 | 78.9平米 | 南 | 其他', '高楼层(共32层)2017年建塔楼  -  化纤厂路', '180万', '单价22814元/平米')
('https://image1.ljcdn.com/370101-inspection/4b34a582-2da2-4187-b302-0fb3a9a5f2d1.jpg.296x216.jpg', '和平路 诚基小区 双气复式 电梯房 楼龄新 带大地下室', '诚基中心  | 2室1厅 | 49.01平米 | 北 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  历东', '119万', '单价24281元/平米')
('https://image1.ljcdn.com/370101-inspection/10313001-df9d-442f-bba6-8ca35e7f23dd.jpg.296x216.jpg', '燕翔路单位宿舍 楼层好大院传达 停车方便', '燕翔路10号  | 2室2厅 | 106.63平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  环山', '240万', '单价22508元/平米')
('https://image1.ljcdn.com/370101-inspection/231cd4ef-31d5-4b76-aac1-6f988132c5e9.jpg.296x216.jpg', '就是便宜！名士豪庭稀有两居，错过之后不会再有！', '名士豪庭3区  | 2室2厅 | 91.34平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建板楼  -  浆水泉区', '218万', '单价23867元/平米')
('https://image1.ljcdn.com/370101-inspection/1705c56d-4e64-4e7f-b506-3cb13ba8a7b9.jpg.296x216.jpg', '环山路省直单位宿舍，低楼层，双阳台，户型好', '环山路46到136号  | 3室2厅 | 109.84平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  环山', '286万', '单价26038元/平米')
