('https://image1.ljcdn.com/442000-inspection/4381c055-ab22-4e8b-b988-55c158347116.jpg.296x216.jpg', '简装三房 格局方正  采光充足 拎包入住', '莲柏新村  ', '中楼层(共6层)1989年建塔楼  -  市人大', '138万', '单价8847元/平米')
('https://image1.ljcdn.com/442000-inspection/9ab8313d-8701-4d6f-9ba2-f1ed4a490929.jpg.296x216.jpg', '富豪山庄 格局方正两房 业主诚心出售', '富豪山庄  ', '高楼层(共7层)1998年建板楼  -  市人大', '80万', '单价7844元/平米')
('https://image1.ljcdn.com/442000-inspection/df2877d2-b286-4e62-bc93-10c760439b90.jpg.296x216.jpg', '中海锦城3房2厅1厨1卫中层带装修保养好', '中海锦城  ', '中楼层(共33层)2013年建塔楼  -  轻轨北站', '158万', '单价17753元/平米')
('https://image1.ljcdn.com/442000-inspection/00c57a57-cd6e-4281-a396-0780e9f31446.jpg.296x216.jpg', '低楼层，价格优惠，繁华地段，装修好', '元兴街二横巷10号  ', '中楼层(共6层)板楼  -  民权路', '96.7万', '单价7465元/平米')
('https://image1.ljcdn.com/442000-inspection/0cb286b3-f132-4ce2-86f2-cc4a3eee702d.jpg.296x216.jpg', '第一城 2室2厅 60万', '第一城  ', '低楼层(共6层)1990年建塔楼  -  第一城小学', '60万', '单价9183元/平米')
('https://image1.ljcdn.com/442000-inspection/f6e7a283-be3f-4b85-a3c8-b47020d5b522.jpg.296x216.jpg', '大信君汇湾 望江景 业主诚心出售 南北对流', '大信君汇湾  ', '低楼层(共33层)2011年建塔楼  -  轻轨北站', '310万', '单价20086元/平米')
('https://image1.ljcdn.com/442000-inspection/4afaf863-67b2-443f-8f31-6878ce808e53.jpg.296x216.jpg', '大信海岸家园 精装修三房采光通风好 保养的好，底楼层', '大信海岸家园  ', '低楼层(共10层)2007年建板楼  -  轻轨北站', '182万', '单价14000元/平米')
('https://image1.ljcdn.com/442000-inspection/f4be6bb9-d309-4e9f-8aca-3cf43bc5e74a.jpg.296x216.jpg', '中海龙湾国际  毛坯5房2厅5卫   南北对流', '中海龙湾国际  ', '中楼层(共15层)2013年建板楼  -  轻轨北站', '545.4万', '单价17940元/平米')
('https://image1.ljcdn.com/442000-inspection/3b8c19ea-765f-42aa-a7f3-455699824cde.jpg.296x216.jpg', '恒基花园三期电梯精装三房两厅两卫', '恒基花园三期  ', '高楼层(共11层)2007年建塔楼  -  实验小学', '200万', '单价15671元/平米')
('https://image1.ljcdn.com/442000-inspection/f6aa3611-c910-4d1b-8a0a-58ce45d13994.jpg.296x216.jpg', '高端小区，豪宅配置，园林绿化高', '中海龙湾国际  ', '高楼层(共15层)2013年建板楼  -  轻轨北站', '545万', '单价17987元/平米')
('https://image1.ljcdn.com/442000-inspection/2ae39c64-a2eb-463f-9ec9-32974f03bc75.jpg.296x216.jpg', '豪逸华庭三期毛坯三房 电梯高层 采光好', '豪逸华庭三期  ', '高楼层(共24层)2006年建塔楼  -  南下市场', '130万', '单价14943元/平米')
('https://image1.ljcdn.com/442000-inspection/bf0fb221-4104-4bf1-baff-a01b14dba8eb.jpg.296x216.jpg', '汇星豪庭 3室1厅 138万', '汇星豪庭  ', '高楼层(共11层)2010年建塔楼  -  实验小学', '138万', '单价16543元/平米')
('https://image1.ljcdn.com/442000-inspection/852c0e48-9e78-4f2c-b337-370bd197e513.jpg.296x216.jpg', '岐江苑，精装修，保养好，舒适三房，价格美丽', '岐江苑  ', '高楼层(共7层)塔楼  -  老安山', '62.4万', '单价7850元/平米')
('https://image1.ljcdn.com/442000-inspection/d03e342c-4f43-46f3-af9b-986ff00cb161.jpg.296x216.jpg', '正和中州 毛坯房 格局方正 电梯中楼层', '正和中州  ', '中楼层(共18层)2013年建塔楼  -  第一城小学', '153万', '单价13778元/平米')
('https://image1.ljcdn.com/442000-inspection/650ffd4d-3c5f-46f9-8092-68cb6caa69ec.jpg.296x216.jpg', '永怡花园 满五唯一 精装修三房 格局方正', '永怡花园  ', '高楼层(共7层)2001年建塔楼  -  市人大', '135万', '单价10731元/平米')
('https://image1.ljcdn.com/442000-inspection/2d6c6269-7a3b-4923-b2ae-85fae4bf1032.jpg.296x216.jpg', '南安路87号老安山市一建宿舍 户型方正', '南安路87号  ', '高楼层(共7层)暂无数据  -  老安山', '75万', '单价7854元/平米')
