('https://image1.ljcdn.com/130100-inspection/2996c50b-b41d-4edc-bba5-a4d6e88ab0ed.jpg.296x216.jpg', '维多利亚三居  观景房  买房送地下室双水系体育公园', '海德园  ', '高楼层(共30层)板楼  -  塔冢', '305万', '单价20649元/平米')
('https://image1.ljcdn.com/130100-inspection/79104713-b3ce-4d6d-a46a-e97c11f45421.jpg.296x216.jpg', '新天地南北通透 满五唯一 中楼层 眼镜房户型 带双明卫', '新天地自然康城  ', '中楼层(共7层)板楼  -  大马村', '338万', '单价22765元/平米')
('https://image1.ljcdn.com/130100-inspection/384f66f5-ec68-4a1c-a2d8-880d6d7bff9b.jpg.296x216.jpg', '世纪花园西区 带电梯 二层 大三居 带车位', '世纪花园  ', '低楼层(共6层)板楼  -  世纪公园', '310万', '单价21380元/平米')
('https://image1.ljcdn.com/130100-inspection/9fca8fa3-2526-42a3-832d-7925a5f6a3df.jpg.296x216.jpg', '富强清馨园，交通便利，满五唯一，中间楼层，有钥匙', '富强小区清馨园  ', '中楼层(共6层)板楼  -  青园', '112万', '单价17205元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload93be8e0d-3d10-4daa-84f7-dff8fa83388e.jpg.296x216.jpg', '世奥湾 精装两居 个税 看房方便', '世奥湾  ', '中楼层(共26层)板楼  -  世纪公园', '182万', '单价18222元/平米')
('https://image1.ljcdn.com/130100-inspection/73d4da6d-811c-42ec-9412-84d7c3c67768.jpg.296x216.jpg', '房本满五年，家庭名下唯一住房，南北通透户型。', '安苑小区A区  ', '中楼层(共7层)板楼  -  众美', '137万', '单价14535元/平米')
('https://image1.ljcdn.com/130100-inspection/ddea2248-d628-4fe8-a44b-ba37ebf05fa5.jpg.296x216.jpg', '宾南花园 精装大三居  中间楼层视野无遮挡 交通方便', '寳南花园  ', '中楼层(共18层)板楼  -  槐底', '300万', '单价12300元/平米')
('https://image1.ljcdn.com/130100-inspection/9951ef97-0eb9-4e09-8b15-2f9fff71fb3c.jpg.296x216.jpg', '晶彩苑 精装两室 采光好 税费少 房东诚心卖 随时看房', '晶彩苑小区  ', '中楼层(共27层)板塔结合  -  众美', '86万', '单价12222元/平米')
('https://image1.ljcdn.com/120000-inspection/bc4d08e2-bf82-4a51-88f7-6aec9f24b49b.jpg.296x216.jpg', '万达商圈尖岭小区 婚房刚需 两居室', '尖岭小区  ', '高楼层(共6层)板楼  -  槐北', '102万', '单价18283元/平米')
('https://image1.ljcdn.com/130100-inspection/11211365-d810-4ce2-ad3c-69796d1be3b3.jpg.296x216.jpg', '双阳卧室 南北向 精装修 带地下室', '南岭小区  ', '中楼层(共28层)板楼  -  贾村', '119万', '单价12980元/平米')
('https://image1.ljcdn.com/130100-inspection/8751e11b-8758-443e-9cd4-202a85e8e6cb.jpg.296x216.jpg', '育才街333号院 精装修 三居室 送车位 送地下室 送小房', '育才街333号院  ', '中楼层(共5层)板楼  -  富强', '165万', '单价20572元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_uploadb7f04b64-60d4-447d-94ef-c00c712c1e80.jpg.296x216.jpg', '世纪花园西区 一层下跃 南北通透', '世纪花园  ', '低楼层(共6层)板楼  -  世纪公园', '420万', '单价24516元/平米')
('https://image1.ljcdn.com/110000-inspection/c0c7f688-1c87-44c4-b767-46c176e11d0a.jpg.296x216.jpg', '万达住宅 万达商圈 南北通透 三居室 满两年', '万达广场B1南区  ', '低楼层(共33层)板楼  -  槐北', '264万', '单价20600元/平米')
('https://image1.ljcdn.com/130100-inspection/3206e21d-295d-47d9-918e-efc5d8cb8cf3.jpg.296x216.jpg', '此房满两年，高楼层，采光好，全明格局，产权清晰。', '万达广场B1南区  ', '高楼层(共34层)板楼  -  槐北', '192万', '单价21499元/平米')
('https://image1.ljcdn.com/130100-inspection/94be5068-9db0-4231-9224-0d7ccbb6bea1.jpg.296x216.jpg', '维多利亚一期海德园 精装三居室 诚心出售 看房方便', '海德园  ', '低楼层(共30层)板楼  -  塔冢', '310万', '单价22101元/平米')
('https://image1.ljcdn.com/130100-inspection/ab4494d3-24b3-4e23-abac-d234d688ad77.jpg.296x216.jpg', '碧水青园 钥匙房 随时可看 业主急售 房子满五年电梯房', '碧水青园  ', '高楼层(共27层)板楼  -  青园', '179万', '单价20328元/平米')
('https://image1.ljcdn.com/130100-inspection/47f0b800-0161-44f8-9f38-da4cc6312f4f.jpg.296x216.jpg', '怀特社区 碧水青园小区 随时可看 电梯房 配套成熟', '碧水青园  ', '高楼层(共27层)板楼  -  青园', '180万', '单价20441元/平米')
('https://image1.ljcdn.com/130100-inspection/f631d093-4fa3-4100-b094-bafb9aebf47d.jpg.296x216.jpg', '玫瑰湾 2室2厅 200万', '玫瑰湾  ', '中楼层(共25层)板楼  -  塔冢', '200万', '单价19850元/平米')
('https://image1.ljcdn.com/120000-inspection/5138a496-a4a1-443d-809e-a6014f89818a.jpg.296x216.jpg', '世纪花园1楼带院 下跃三室 南北朝向 简单装修 有钥匙', '世纪花园  ', '低楼层(共6层)板楼  -  世纪公园', '350万', '单价22710元/平米')
('https://image1.ljcdn.com/110000-inspection/dd73a65c-f270-422a-b870-efd9f799d9a5.jpg.296x216.jpg', '世纪花园南北通透复式四居室，好采光，看房方便', '世纪花园  ', '高楼层(共6层)板楼  -  世纪公园', '320万', '单价17004元/平米')
('https://image1.ljcdn.com/130100-inspection/test-530d0496-739e-486a-b266-28fadb2d883f.png.296x216.jpg', '全城绿洲 精装三室 错层 满五年 唯一住房 通透户型', '全城绿洲  ', '低楼层(共18层)板楼  -  大马村', '235万', '单价18744元/平米')
('https://image1.ljcdn.com/130100-inspection/test-ee33c774-f3d9-4fdb-9151-66877d0c2b08.png.296x216.jpg', '恒大名都 全明格局 南北通透三居室 满两年', '恒大名都  ', '中楼层(共25层)板楼  -  裕兴', '275万', '单价21695元/平米')
('https://image1.ljcdn.com/130100-inspection/test-5190b22a-db0f-48f3-bc3e-7de975242873.png.296x216.jpg', '阳光花园 两室 满两年 随时看房', '阳光花园  ', '低楼层(共7层)板楼  -  众美', '150万', '单价13564元/平米')
('https://image1.ljcdn.com/130100-inspection/cfa1def2-94ae-4f7d-866e-c805f9e21a0f.jpg.296x216.jpg', '阳光花园低楼层南北通透户型方正，业主急售见面可谈！', '阳光花园  ', '低楼层(共7层)板楼  -  众美', '182万', '单价14836元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_uploade1efd816-df6e-4196-9d26-296dfdb21e81.jpg.296x216.jpg', '新石* 汇通路 小两居  实惠两居室 公摊小 小院安静', '汇通小区  ', '高楼层(共6层)板楼  -  孙村', '120万', '单价14497元/平米')
