('https://image1.ljcdn.com/shfdfs-image/20180118/65881778-1b5b-4bfe-9096-a5fb9f183393.jpg.296x216.jpg', '满五唯一，全南户型，采光好，配套齐全', '虹桥万博花园  | 2室2厅 | 101.01平米 | 南 | 简装 | 有电梯', '低楼层(共28层)2004年建板楼  -  中山公园', '880万', '单价87121元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170923/51edabca-ac54-42eb-b4b8-8b2104580fdc.jpg.296x216.jpg', '昭化东路，随时可看，交通便利，配套设施齐全', '新海小区(长宁)  | 1室1厅 | 45.27平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1976年建板楼  -  镇宁路', '420万', '单价92777元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171211/92febecc-4d60-4de2-8f79-b25cd979f59c.jpg.296x216.jpg', '小区闹中取静 环境优美 江苏地铁站 采光视野佳', '愚园书香公寓  | 2室2厅 | 117平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  镇宁路', '1150万', '单价98291元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170301/1568cf24-c400-49fd-9d1c-51d70e57c3ca.jpg.296x216.jpg', '业主诚意出售，手续齐全，价格公道，看房随时方便', '春房小区  | 2室1厅 | 63.37平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  北新泾', '350万', '单价55232元/平米')
('https://image1.ljcdn.com/310000-inspection/5ba7457f-550a-466e-b4f8-e416450889b4.jpg.296x216.jpg', '满五年唯一\u3000一梯两户\u3000近西郊百联\u3000看房方便\u3000送露台', '兴霞小区  | 2室2厅 | 89.63平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  北新泾', '519万', '单价57905元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161015/798e8ee7-1f1b-4e1b-9d80-dad4a8365000.jpg.296x216.jpg', '满五唯一，楼层好，户型正气，看房有钥匙，装修好', '虹霞小区  | 1室1厅 | 43.56平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1988年建板楼  -  仙霞', '290万', '单价66575元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171212/1f1cde01-b1e2-4a9a-9241-3a7bfb677749.jpg.296x216.jpg', '延安西路镇宁路.满五年诚售、一南一东大二房', '华敏世纪广场  | 2室2厅 | 102.35平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2001年建板楼  -  镇宁路', '930万', '单价90865元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160723/6052388a-4fae-4a23-840b-852284259500.jpg.296x216.jpg', '绿园五村，配套齐全，成熟商圈。', '绿园五村  | 2室1厅 | 62.34平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  西郊', '343万', '单价55021元/平米')
('https://image1.ljcdn.com/310000-inspection/b9358847-32bb-453e-b657-26b56cfcee4a.jpg.296x216.jpg', '满五唯一  采光充足 价格可谈，房型方正', '雅典花苑  | 2室2厅 | 128.5平米 | 南 | 精装 | 有电梯', '低楼层(共18层)1996年建板楼  -  古北', '820万', '单价63814元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170227/20bf6d5a-6f6b-46f5-8afc-1e1b8d01722f.jpg.296x216.jpg', '锦海大厦 精装两房，业主有资金用途，故诚意出售', '锦海大厦(长宁)  | 2室2厅 | 107.32平米 | 北 | 精装', '高楼层(共34层)1998年建塔楼  -  新华路', '670万', '单价62431元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170303/25bd325b-08bc-4693-b1d3-ec463ac301a1.jpg.296x216.jpg', '户型方正+一应俱全+看房方便+配套完善+虹桥开发区！', '古北公寓  | 3室2厅 | 94.61平米 | 北 | 简装 | 有电梯', '高楼层(共8层)1995年建板楼  -  仙霞', '594万', '单价62785元/平米')
