('https://image1.ljcdn.com/310000-inspection/a88e3e58-ed11-4786-b025-f3208e1a2dba.jpg.296x216.jpg', '三复四精装修 南北通透 全明户型 装修全送 拎包入住', '北唐新苑  | 4室2厅 | 180.53平米 | 南 北 | 精装 | 无电梯', '低楼层(共3层)2006年建板楼  -  青村', '295万', '单价16341元/平米')
('https://image1.ljcdn.com/310000-inspection/1e5e52f1-377d-46a8-9092-bfa2f6680050.jpg.296x216.jpg', '绿地别墅景观花园，满五年唯一、装修全送，三联排边套', '绿地香颂(奉贤)(别墅)   | 联排别墅 | 4室2厅 | 192.39平米 | 南 | 精装 | 无电梯', '3层2007年建板楼  -  海湾', '500万', '单价25989元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1f1a56ad-c61c-444f-bbb1-c0a21cabdae5.png.296x216.jpg', '中等楼层，次新房，小区环境好，车位充足，有钥匙', '澳洲国际花园(公寓)  | 2室2厅 | 96.41平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  西渡', '255万', '单价26450元/平米')
('https://image1.ljcdn.com/310000-inspection/test-64b7bc17-fd27-417f-8785-cb6b76a1b033.png.296x216.jpg', '新南家园 2室2厅 240万', '新南家园  | 2室2厅 | 87.03平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  西渡', '240万', '单价27577元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d58933fa-ca08-481d-b32b-14e0dd7c871c.png.296x216.jpg', '2010年次新房、电梯16楼、精装两房可改3房、钥匙委托', '绿地南桥新苑  | 2室2厅 | 128.97平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2010年建板楼  -  南桥', '415万', '单价32179元/平米')
('https://image1.ljcdn.com/310000-inspection/4fcb2af3-1e23-4b7e-9635-dada54b7eb59.jpg.296x216.jpg', '正阳 新上 精装3房 电梯景观房 附赠阁楼 诚意出售', '正阳世纪星城文华苑  | 3室2厅 | 111.61平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2005年建板楼  -  南桥', '336万', '单价30105元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160924/f269b7f3-a063-4c3c-8503-6b41d05554fe.jpg.296x216.jpg', '户型正气  配套齐全 业主急售 前无遮挡', '康发小区  | 2室1厅 | 73.89平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  西渡', '180万', '单价24361元/平米')
('https://image1.ljcdn.com/310000-inspection/85399f37-6ad1-4eef-ae98-1580fa34bd29.jpg.296x216.jpg', '新装修 采光双天井 厨卫全明 随时看房', '古华新村  | 2室1厅 | 66平米 | 南 | 其他 | 无电梯', '低楼层(共4层)板楼  -  南桥', '165万', '单价25000元/平米')
('https://image1.ljcdn.com/310000-inspection/f7a2a908-35ff-4d29-9015-f6f80bf13ac4.jpg.296x216.jpg', '房型方正，诚意出售，看房方便，采光好', '江海新村  | 3室1厅 | 80.66平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  南桥', '160万', '单价19837元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180124/8bf436d3-9c48-456c-93b1-f43f4cfcb670.jpg.296x216.jpg', '佳兆业别墅 满五税少 位于小区景观河旁 商品房70年', '佳兆业珊瑚湾(别墅)  | 4室2厅 | 196.2平米 | 南 | 毛坯 | 无电梯', '低楼层(共3层)2010年建板楼  -  海湾', '390万', '单价19878元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9382586b-e25b-4fd1-b50f-07007eee9749.png.296x216.jpg', '秀枫苑 3室2厅 338万', '秀枫苑  | 3室2厅 | 130.03平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2009年建板楼  -  南桥', '338万', '单价25995元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160419/275cc9ff-dd0c-4baf-8dbe-9e7230f6355e.jpg.296x216.jpg', '奉浦苑 4室2厅 425万', '奉浦苑  | 4室2厅 | 178.6平米 | 暂无数据 | 毛坯 | 无电梯', '高楼层(共4层)1998年建板楼  -  南桥', '425万', '单价23797元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170525/df803a18-144a-4ca0-b01a-abbcab2c528a.jpg.296x216.jpg', '此房为奉贤板块洼地，单价低 ....', '唐城街26弄  | 2室1厅 | 111.99平米 | 南 | 简装 | 无电梯', '低楼层(共3层)1997年建板楼  -  奉城', '135万', '单价12055元/平米')
('https://image1.ljcdn.com/310000-inspection/test-613100d9-222c-4afc-9dec-454829858a48.png.296x216.jpg', '独门独户，西边套，全明户型，高楼层，装修清爽！', '解放新村  | 3室1厅 | 69.04平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1980年建板楼  -  南桥', '136万', '单价19699元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170902/3dce51b2-80a1-4149-a3af-420939ae506b.jpg.296x216.jpg', '海尚墅林苑 居家装修 楼层好 高区电梯房采光优质', '海尚墅林苑  | 2室1厅 | 88平米 | 南 | 精装', '高楼层(共18层)2011年建板楼  -  海湾', '175万', '单价19887元/平米')
