('https://image1.ljcdn.com/410100-inspection/test-10c26953-ab54-4dec-ac52-8f517eb28e32.png.296x216.jpg', '大三房 满五唯一 随时约看签约', '大观国际居住区  ', '高楼层(共33层)板楼  -  燕庄', '270万', '单价20275元/平米')
('https://image1.ljcdn.com/410100-inspection/b4dcefea-56f1-4b44-bb7e-015b367571ea.JPG.296x216.jpg', '满五年唯一朝南三房送地下车位 婚房装修中间层阳光好', '金林公馆  ', '中楼层(共34层)板楼  -  燕庄', '230万', '单价26229元/平米')
('https://image1.ljcdn.com/410100-inspection/477570ad-c998-4ad9-85fa-df2e2c1eb7b3.jpg.296x216.jpg', '恒大名都中高层朝南精装三居室 户型方正 满五年唯一', '恒大名都  ', '中楼层(共32层)板楼  -  科技市场', '260万', '单价26311元/平米')
('https://image1.ljcdn.com/410100-inspection/e595acf3-e566-46a6-a38a-f83447a91479.jpg.296x216.jpg', '花园路二号线嘉和园满五唯一老式装修三房两厅', '嘉和园  ', '中楼层(共7层)板楼  -  北站', '160万', '单价13560元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploada80010e5-f106-4d52-8fcc-2dcfd7e2560d.JPG.296x216.jpg', '绿城水岸名苑，双气小区，南北通透，临东区，随时看房', '绿城水岸名苑  ', '中楼层(共26层)暂无数据  -  燕庄', '260万', '单价17566元/平米')
('https://image1.ljcdn.com/410100-inspection/d0c19e7e-058b-4bed-9cd2-1a2d6d24e900.jpg.296x216.jpg', '文化路天福苑 精装三房 满五唯一 文一省实验 诚心出售', '天福苑小区  ', '中楼层(共7层)板楼  -  科技市场', '330万', '单价25624元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e3b3f7db-abdd-4e1e-a303-1e13da64c39a.png.296x216.jpg', '三全路 华瑞紫桂苑 南北通透 精装三房 满五唯一', '华瑞紫桂苑  ', '中楼层(共6层)板楼  -  海洋馆', '190万', '单价15157元/平米')
('https://image1.ljcdn.com/410100-inspection/5420e8c3-c1f8-49f9-9846-d2d9436ae500.jpg.296x216.jpg', '陇海路永恒慧园卧室朝南两房诚心出售随时看房', '永恒慧园  ', '高楼层(共10层)暂无数据  -  东建材', '123万', '单价15588元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploade6fa3082-730f-4533-aa51-73942449012e.jpg.296x216.jpg', '鑫苑名家 精装通透标准三房 随时看房诚心出售拎包入住', '鑫苑名家  ', '中楼层(共6层)暂无数据  -  北站', '270万', '单价21516元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e910211e-7dbc-463d-bba1-e996b7b986c6.png.296x216.jpg', '御鑫城新出稀有户型，业主诚心卖', '山顶御鑫城  ', '高楼层(共32层)板楼  -  北站', '190万', '单价18447元/平米')
('https://image1.ljcdn.com/410100-inspection/e5980730-bde6-4f0a-bd1b-fb716a3cb18a.jpg.296x216.jpg', '阳光嘉苑两房南北通透户型，视野开阔采光充足交通便利', '阳光嘉苑  ', '中楼层(共6层)板楼  -  庙李', '139万', '单价14319元/平米')
('https://image1.ljcdn.com/410100-inspection/17f57126-885a-40f7-8807-221d4168e928.jpg.296x216.jpg', '文博公园旁交通银行家属院大三居文一 省实 验业主诚售', '交通银行家属院  ', '中楼层(共6层)板楼  -  文博广场', '312万', '单价28911元/平米')
('https://image1.ljcdn.com/410100-inspection/09edba51-688d-4451-9826-663782b9011a.JPG.296x216.jpg', '小城之春  南北通透三房  精装修双气 无贷诚心卖', '盛润小城之春  ', '中楼层(共25层)板塔结合  -  陈寨', '161.5万', '单价18084元/平米')
('https://image1.ljcdn.com/410100-inspection/40ee8f88-4ca2-45fd-b58c-6dd49d73623b.JPG.296x216.jpg', '圣菲城 房子总价低 婚房装修 拎包入住 业主诚心出售', '圣菲城  ', '低楼层(共27层)塔楼  -  徐寨', '105万', '单价21628元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadbca3b13e-3753-4e97-b8d8-5a2ed2b248b6.jpg.296x216.jpg', '经典复式3+2，全新婚房精装+有三露台+双阳台+满五唯一', '普罗旺世塞纳维斯  ', '高楼层(共5层)板楼  -  庙李', '360万', '单价29073元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload63603de1-3878-48c4-8fe9-d284d14a4b44.jpg.296x216.jpg', '鑫苑名家  多层二楼  中州大道旁  东风渠公园', '鑫苑名家  ', '低楼层(共6层)暂无数据  -  北站', '293万', '单价23630元/平米')
('https://image1.ljcdn.com/410100-inspection/e6b94741-dfc9-4684-a48a-6b38d600403d.jpg.296x216.jpg', '恒升府第 12年带电梯精装双气小区 配套齐全 交通便利', '恒升府第  ', '高楼层(共23层)暂无数据  -  北站', '118万', '单价16812元/平米')
