('https://image1.ljcdn.com/370101-inspection/34539286-5ac0-4fba-8da6-8330ead79961.jpg.296x216.jpg', '带自占车位地下室电梯房 双气齐全 前无遮挡视野开阔', '兴业嘉苑新天地  | 2室2厅 | 88.12平米 | 南 北 | 简装', '中楼层(共12层)2003年建板楼  -  七里河', '163万', '单价18498元/平米')
('https://image1.ljcdn.com/370101-inspection/cd8bc168-083e-432a-ae13-80220b24fd67.jpg.296x216.jpg', '历下区 低总价！！浪潮宿舍  低楼层 两室朝阳户型方正', '华阳路39号  | 2室1厅 | 63.23平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  化纤厂路', '130万', '单价20560元/平米')
('https://image1.ljcdn.com/370101-inspection/8b938ebf-6092-40d2-8f1e-59f0146d384f.jpg.296x216.jpg', '山大南路 闵子骞路 百花公园旁 南北通透 采光好 独院', '闵子骞路48号  | 2室1厅 | 71.15平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  甸柳', '145万', '单价20380元/平米')
('https://image1.ljcdn.com/370101-inspection/dd2c3bb4-8a6e-4336-86fd-1d55bd111110.jpg.296x216.jpg', '花园路单位宿舍、停车方便、户型方正、即买即住', '花园路182号  | 2室1厅 | 60.07平米 | 南 北 | 精装', '低楼层(共4层)板楼  -  洪家楼', '122万', '单价20310元/平米')
('https://image1.ljcdn.com/370101-inspection/test-c5e8d428-fe75-4688-ab9c-b824a24dbf05.png.296x216.jpg', '七里河路 华信路 华龙路中间楼层 不沿街 带独立公园', '七里河路15号  | 2室2厅 | 96.82平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  七里河', '177万', '单价18282元/平米')
('https://image1.ljcdn.com/370101-inspection/a907ea36-ff25-40d0-88c5-8fe538f29f7c.jpg.296x216.jpg', '锦绣泉城 花园式社区 低楼层 房不沿街 有钥匙随时看房', '锦绣泉城  | 2室2厅 | 90.42平米 | 东南 | 精装 | 有电梯', '低楼层(共12层)2008年建塔楼  -  七里河', '176万', '单价19465元/平米')
('https://image1.ljcdn.com/370101-inspection/54042ecd-3ad3-4ad1-8ac4-dcda2bfe2e4f.jpg.296x216.jpg', '锦绣泉城，两室朝阳，户型方正，不沿街，有电梯双气', '锦绣泉城  | 2室2厅 | 82平米 | 南 | 简装 | 有电梯', '低楼层(共13层)2008年建板楼  -  七里河', '176万', '单价21464元/平米')
('https://image1.ljcdn.com/370101-inspection/26077621-fcd4-46cc-b523-a2039339ccef.jpg.296x216.jpg', '花园路沿线 单位宿舍 生活成本低 采光好 视野开阔诚心', '花园路125号  | 3室1厅 | 90.56平米 | 南 北 | 简装', '高楼层(共5层)板楼  -  洪家楼', '169万', '单价18662元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_uploadf639c29c-f440-42dd-b902-9211b74c903f.jpg.296x216.jpg', '此房满五年，南北通透，全明户型，双气地暖，有电梯', '锦绣泉城  | 3室2厅 | 138.23平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2008年建板楼  -  七里河', '248万', '单价17942元/平米')
('https://image1.ljcdn.com/370101-inspection/8c18f378-3f7e-4484-8678-c9a03f6eb35f.jpg.296x216.jpg', '链家房源 总价低 精装修 小区绿化很好 看房方便', '上海花园  | 2室1厅 | 73.37平米 | 南 | 其他', '高楼层(共18层)2006年建板楼  -  祝甸', '144万', '单价19627元/平米')
('https://image1.ljcdn.com/370101-inspection/4bfbd743-ddd4-484e-a937-212e827247b6.jpg.296x216.jpg', '花园路 富翔天地 小三居 南北通透 低楼层', '富翔天地  | 3室2厅 | 108.5平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  祝甸', '229万', '单价21106元/平米')
('https://image1.ljcdn.com/370101-inspection/6466f291-b325-48a6-8efb-535949aa415d.jpg.296x216.jpg', '七里河路单位宿舍 小三居 总价低 采光好 诚意出售', '七里河路6-1号  | 3室2厅 | 103.35平米 | 南 北 | 简装', '高楼层(共6层)2000年建板楼  -  七里河', '188万', '单价18191元/平米')
('https://image1.ljcdn.com/370101-inspection/3d43750d-fecb-48b1-9ec4-9e5b8106d657.jpg.296x216.jpg', '新龙家园 电梯房 大平层 户型方正 业主外地发展急售', '新龙家园  | 4室2厅 | 183.49平米 | 南 北 | 简装', '中楼层(共12层)2003年建板楼  -  化纤厂路', '312万', '单价17004元/平米')
('https://image1.ljcdn.com/370101-inspection/a69d0292-dee3-4c2f-96e2-f66e0a9f8964.jpg.296x216.jpg', '超棒户型 楼层好 采光充足 视野开阔 不沿街不靠路', '锦绣泉城  | 2室2厅 | 87.13平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2008年建板楼  -  七里河', '193万', '单价22151元/平米')
('https://image1.ljcdn.com/370101-inspection/4bd0c7c0-383b-4abc-b291-a5e4bd3b017d.jpg.296x216.jpg', '锦绣泉城 花园社区精装修 全明户型采光充沛诚心出售', '锦绣泉城  | 2室2厅 | 95.76平米 | 东南 | 精装 | 有电梯', '高楼层(共12层)2008年建塔楼  -  七里河', '172万', '单价17962元/平米')
('https://image1.ljcdn.com/370101-inspection/81fdbda1-ecc4-458b-b0f2-fdac8152ca6f.jpg.296x216.jpg', '七里堡小区南区 南北通透 户型方正好用 看房方便', '七里堡小区南区  | 3室1厅 | 87.66平米 | 南 北 | 简装', '中楼层(共6层)板楼  -  祝甸', '182万', '单价20763元/平米')
('https://image1.ljcdn.com/370101-inspection/ad9849b3-4647-4ab8-b68d-70dae9b52b02.jpg.296x216.jpg', '华信路单位宿舍，精装两室，采光好，满五年 可贷款', '华信路14-1  | 2室2厅 | 97.42平米 | 南 北 | 精装', '中楼层(共6层)板楼  -  化纤厂路', '170万', '单价17451元/平米')
('https://image1.ljcdn.com/370101-inspection/b7faf467-41d3-47cc-9518-6fd3b3ae1d87.jpg.296x216.jpg', '华龙路 新龙家园 复式户型 不沿街 交通便利', '新龙家园  | 4室2厅 | 189.76平米 | 南 北 | 精装', '高楼层(共6层)2003年建板楼  -  化纤厂路', '280万', '单价14756元/平米')
('https://image1.ljcdn.com/370101-inspection/444e595b-d6f8-461d-9252-b56221310fad.jpg.296x216.jpg', '百花小区 省图书馆  一室一厅 采光好', '百花小区  | 1室1厅 | 59.88平米 | 南 | 简装', '中楼层(共7层)1995年建板楼  -  七里河', '120万', '单价20041元/平米')
('https://image1.ljcdn.com/370101-inspection/test-aade4e3c-8ad4-4770-960a-dea8241e98e6.png.296x216.jpg', '百花小区，百花公园旁，单价低，三居室，电梯房', '百花小区  | 3室2厅 | 136.62平米 | 南 北 | 简装', '中楼层(共13层)1995年建板楼  -  七里河', '225万', '单价16470元/平米')
('https://image1.ljcdn.com/370101-inspection/test-ee395af7-8785-4f01-8366-7e17e92902e9.png.296x216.jpg', '南北朝向，采光好三居室，税费少，配套设施完善', '百花小区  | 3室2厅 | 111.7平米 | 南 北 | 简装', '低楼层(共7层)2003年建板楼  -  七里河', '210万', '单价18801元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_upload22900b70-65bc-4062-a820-fbfaa82c7535.jpg.296x216.jpg', '花园路 假日丽景 一楼带院 小高层拎包入住 三室朝阳', '假日丽景花园小区西区  | 3室2厅 | 91.54平米 | 南 北 | 精装', '低楼层(共11层)暂无数据  -  祝甸', '209万', '单价22832元/平米')
('https://image1.ljcdn.com/370101-inspection/948a410b-cb91-4eda-9eb3-625f4c8a4f9c.jpg.296x216.jpg', '锦绣泉城 精装三室 错层 两室朝阳 户型方正 采光充足', '锦绣泉城  | 3室2厅 | 118.73平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  七里河', '252万', '单价21225元/平米')
('https://image1.ljcdn.com/370101-inspection/f981f956-4747-4f52-b512-288f9238139c.jpg.296x216.jpg', '富翔天地 南北通透两居室 有钥匙随时看 采光好', '富翔天地  | 2室2厅 | 101.02平米 | 南 北 | 毛坯', '高楼层(共6层)2004年建板楼  -  祝甸', '195万', '单价19304元/平米')
('https://image1.ljcdn.com/370101-inspection/d7060466-1f5c-4b16-ba2c-ad0ba61e71d5.jpg.296x216.jpg', '新龙家园 满两年 精装修 送地下室', '新龙家园  | 2室2厅 | 101.58平米 | 南 北 | 精装', '低楼层(共7层)2003年建板楼  -  化纤厂路', '185万', '单价18213元/平米')
('https://image1.ljcdn.com/370101-inspection/ed338a88-d53d-4897-a4f9-c972f78d0858.jpg.296x216.jpg', '兴业嘉苑南北通透户型方正诚意出售', '兴业嘉苑  | 3室2厅 | 108.79平米 | 南 北 | 简装', '中楼层(共7层)暂无数据  -  七里河', '188万', '单价17282元/平米')
('https://image1.ljcdn.com/370101-inspection/9904209f-ac4b-4e22-ac45-8d8a01fef34a.jpg.296x216.jpg', '山大老校西门学府路3室116万洪楼教堂商圈花园路大润发', '探矿厂宿舍  | 3室0厅 | 64.47平米 | 南 北 | 其他', '高楼层(共4层)暂无数据  -  洪家楼', '116万', '单价17993元/平米')
('https://image1.ljcdn.com/370101-inspection/f8915c98-e70a-4223-adda-0f57d17ca49d.jpg.296x216.jpg', '历下区  科苑小区南区 客厅带窗户 非顶 赠送地下室！', '科苑小区南区  | 2室2厅 | 84.13平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  化纤厂路', '160万', '单价19019元/平米')
('https://image1.ljcdn.com/370101-inspection/ee2df8ae-7638-4b28-ac52-13c9ed4460fb.jpg.296x216.jpg', '锦绣泉城，两室朝阳，户型方正，有电梯双气，不沿街', '锦绣泉城  | 2室2厅 | 81.82平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2008年建板楼  -  七里河', '180万', '单价22000元/平米')
('https://image1.ljcdn.com/370101-inspection/be3e7b4c-c5d8-4ea2-be5c-1b34eb34c130.jpg.296x216.jpg', '安静位置 实际使用面积大  视野开阔 交通便利', '齐鲁世纪园  | 3室2厅 | 98.6平米 | 南 北 | 简装', '高楼层(共7层)2005年建板楼  -  七里河', '130万', '单价13185元/平米')
('https://image1.ljcdn.com/370101-inspection/cc480d85-ee53-4b82-8fe7-4741be329bb5.jpg.296x216.jpg', '花园路 泉印兰亭 六七复式 四居室双', '泉印兰亭  | 4室2厅 | 176平米 | 南 | 精装', '高楼层(共7层)2002年建板楼  -  祝甸', '300万', '单价17046元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_uploadf22623f0-cb32-44eb-b049-6828b34c5198.jpg.296x216.jpg', '错层三居室，两室朝阳，拎包入住，非顶楼。', '锦绣泉城  | 3室2厅 | 133.65平米 | 南 北 | 精装 | 有电梯', '高楼层(共12层)2008年建板楼  -  七里河', '266万', '单价19903元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_uploadbd0536fc-6f1a-41a2-91b6-2d387c43f18f.jpg.296x216.jpg', '双气地暖，诚心出售，南北通透两居室，客厅带落地窗。', '锦绣泉城  | 2室1厅 | 105.38平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2008年建板楼  -  七里河', '201万', '单价19074元/平米')
('https://image1.ljcdn.com/370101-inspection/b7e4cd01-567c-4d2c-9be0-ed35b6111805.jpg.296x216.jpg', '锦绣泉城 上下两层复式 单层3室 可贷款 人车分流 安全', '锦绣泉城  | 6室2厅 | 288.07平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  七里河', '460万', '单价15969元/平米')
('https://image1.ljcdn.com/370101-inspection/bd86966e-857f-4f76-9317-5e1dce021864.jpg.296x216.jpg', '凤凰国际三室带南北露台，通透采光好，价格合适', '凤凰国际  | 3室2厅 | 142平米 | 南 北 | 其他', '低楼层(共29层)2018年建板楼  -  经十东路', '255万', '单价17958元/平米')
('https://image1.ljcdn.com/370101-inspection/bfb63aaf-baa7-4ea9-9df4-aff2ff291e10.jpg.296x216.jpg', '历下区，小三居，中间楼层，采光充足，停车方便', '华龙路19号  | 3室0厅 | 69.36平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  化纤厂路', '128万', '单价18455元/平米')
('https://image1.ljcdn.com/370101-inspection/436f5d4c-8846-4009-a427-b751962a402c.jpg.296x216.jpg', '宸宇花园南北通透三室两卫户型方正有地下室看房方便', '七里河路34号  | 3室2厅 | 116.19平米 | 南 北 | 其他', '低楼层(共7层)板楼  -  七里河', '198万', '单价17042元/平米')
