('https://image1.ljcdn.com/420100-inspection/1f2f41c8-fceb-46b3-9b3b-ca263ce8ea43.jpg.296x216.jpg', '中北路东亭水云居精装修  中间楼层 采光充足 看房方便', '水云居  | 3室2厅 | 134.12平米 | 西北 | 精装 | 有电梯', '中楼层(共25层)2006年建塔楼  -  沙湖', '290万', '单价21623元/平米')
('https://image1.ljcdn.com/420100-inspection/2fae0658-64aa-4832-a3cf-4f44108c37da.jpg.296x216.jpg', '梅苑小区  中间楼层   两居室  满五唯一   地铁4号线', '梅苑小区一期  | 2室1厅 | 75.51平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)1994年建板楼  -  武昌火车站', '165万', '单价21852元/平米')
('https://image1.ljcdn.com/420100-inspection/dc61e406-dd17-430f-b213-f7afd9adcced.jpg.296x216.jpg', '南北通透户型可看东湖 中间楼层 居家精装 满两年省税', '复地东湖国际二期  | 3室3厅 | 277平米 | 南 北 | 精装 | 有电梯', '中楼层(共44层)2010年建板楼  -  中北路', '1056万', '单价38123元/平米')
('https://image1.ljcdn.com/420100-inspection/59658353-74de-470f-b652-d44b65c3bbf4.jpg.296x216.jpg', '武昌火车站  静安上城 中高楼层 采光充足 一线湖景', '静安上城  | 4室2厅 | 135.5平米 | 东 西 | 精装 | 有电梯', '中楼层(共23层)2009年建塔楼  -  武昌火车站', '345万', '单价25462元/平米')
('https://image1.ljcdn.com/420100-inspection/baa39a2e-f9d1-4f54-962f-6231b1ed564a.jpg.296x216.jpg', '沙湖边 单价低的电梯房 一线沙湖湖景 户型方正 采光好', '新安花园  | 4室2厅 | 167.15平米 | 南 北 | 其他', '低楼层(共12层)2003年建板楼  -  沙湖', '310万', '单价18547元/平米')
('https://image1.ljcdn.com/420100-inspection/53e32d79-e319-48f1-a1b6-73e90c5f7fb9.jpg.296x216.jpg', '中南4号线梅苑站口  南北通透  中间楼层  正规三房', '银海公寓  | 3室2厅 | 105.93平米 | 南 | 简装', '中楼层(共8层)板楼  -  武昌火车站', '210万', '单价19825元/平米')
('https://image1.ljcdn.com/420100-inspection/test-1f92e063-55a9-4379-ad28-f093f6b355b9.png.296x216.jpg', '中北路4号线地铁口正规一房一厅', '天源城  | 1室1厅 | 57.84平米 | 南 | 简装 | 有电梯', '中楼层(共12层)2003年建板楼  -  中北路', '165万', '单价28527元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5a1a167a-7609-4969-9cb9-2dcf1c20053d.png.296x216.jpg', '徐东销品茂美林青城  新房毛坯三房两卫 把边通透户型', '美林青城  | 3室1厅 | 121.56平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共33层)2016年建塔楼  -  杨园', '340万', '单价27970元/平米')
('https://image1.ljcdn.com/420100-inspection/test-857b9d42-571f-4d72-a2e8-f09bad1cc129.png.296x216.jpg', '临江大道铁机路花园小区 南北通透 毛坯房 诚心出售。', '橡树湾三期  | 3室2厅 | 90.85平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2015年建板塔结合  -  杨园', '300万', '单价33022元/平米')
('https://image1.ljcdn.com/420100-inspection/fc8aa303-8e80-4e3a-ba6f-bd0461975042.jpg.296x216.jpg', '绿地国际金融城二期 4室1厅 698万', '绿地国际金融城二期  | 4室1厅 | 241平米 | 西南 | 其他 | 有电梯', '高楼层(共36层)2015年建板楼  -  积玉桥', '698万', '单价28963元/平米')
('https://image1.ljcdn.com/420100-inspection/c6987e2c-0965-43ee-bed4-a7f110db4230.jpg.296x216.jpg', '金地国际花园 积玉桥地铁口 精装复式楼 两居室两卫', '金地国际花园  | 2室2厅 | 76.1平米 | 东 西 | 精装 | 有电梯', '低楼层(共31层)2009年建板楼  -  积玉桥', '235万', '单价30881元/平米')
('https://image1.ljcdn.com/420100-inspection/c9510bbb-9d9f-4028-8003-6b0a4df7214e.jpg.296x216.jpg', '中北路南北通透大3居，随时看房', '伟鹏苑  | 3室2厅 | 137.54平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)板楼  -  中北路', '330万', '单价23994元/平米')
('https://image1.ljcdn.com/420100-inspection/8caf82d4-e12e-497f-a414-f2f4663097c0.jpg.296x216.jpg', '丁字桥百瑞景精装南北通透四房 两证满两年 诚心卖！', '百瑞景中央生活区二期西区  | 4室2厅 | 167.69平米 | 南 北 | 精装 | 有电梯', '低楼层(共34层)2012年建板楼  -  中南丁字桥', '598万', '单价35662元/平米')
('https://image1.ljcdn.com/420100-inspection/de2eca64-8b2a-4b57-b971-99a5fa24abaa.jpg.296x216.jpg', '电梯房 配套齐全 交通便宜 繁华地段 诚心出售看房方便', '水果湖广场  | 4室2厅 | 164.93平米 | 西南 | 简装 | 有电梯', '低楼层(共30层)2006年建塔楼  -  水果湖', '515万', '单价31226元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload944f329c-7703-4304-bda9-1fa5fc521665.jpg.296x216.jpg', '万利广场 甄选房源 通透大三 居住舒适 办公便利', '万利广场  | 3室2厅 | 162.28平米 | 南 北 | 其他 | 有电梯', '低楼层(共22层)2007年建板楼  -  徐东', '292万', '单价17994元/平米')
('https://image1.ljcdn.com/420100-inspection/9c3116de-b8aa-4cfd-8d9a-2a88c348386c.jpg.296x216.jpg', '中南路地铁处 南北通透四居室 不临街不吵闹', '清江花园  | 4室2厅 | 191.3平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2005年建板楼  -  中南丁字桥', '420万', '单价21956元/平米')
('https://image1.ljcdn.com/420100-inspection/00ec2bbd-b292-4663-9b7f-1e330fcab626.jpg.296x216.jpg', '武昌二环内 保利城 南北通透大3房 价格闪耀全场', '保利城  | 3室2厅 | 122.88平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  团结大道', '299万', '单价24333元/平米')
('https://image1.ljcdn.com/420100-inspection/8f8f12d6-7186-423c-800c-75ca87586327.jpg.296x216.jpg', '中南丁字桥 铁路小区 三房朝南 低层 两证满五唯一', '莲溪寺南村铁路小区  | 3室1厅 | 99.08平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2001年建塔楼  -  武昌火车站', '166万', '单价16755元/平米')
('https://image1.ljcdn.com/420100-inspection/acdde702-6d71-4cd1-9017-ae3970262a76.jpg.296x216.jpg', '南北通透小三房，小区居中位子，楼层低，环境优美', '当代东湖壹号  | 3室2厅 | 90.42平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共33层)2013年建板楼  -  中北路', '305万', '单价33732元/平米')
('https://image1.ljcdn.com/420100-inspection/7a8185a9-8226-4a43-ad97-6bbd0acd95d6.jpg.296x216.jpg', '万达公馆 精装大三房 两证两年 业主诚意出售', '武汉积玉桥万达广场二期  | 3室2厅 | 237.1平米 | 南 | 其他 | 有电梯', '低楼层(共42层)2012年建板楼  -  积玉桥', '750万', '单价31633元/平米')
('https://image1.ljcdn.com/420100-inspection/03e7b769-c6f0-4e24-8986-bf590ff31a6c.jpg.296x216.jpg', '内环沙湖边 南北通透三房 送入户 两证五年', '沙湖金港苑  | 3室2厅 | 129.09平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2005年建塔楼  -  沙湖', '310万', '单价24015元/平米')
('https://image1.ljcdn.com/420100-inspection/33a87020-4fd0-4863-9199-ac9d81e448c0.jpg.296x216.jpg', '武昌徐东销品欧洲花园两证满五年且唯一全房带暖气精装', '欧洲花园  | 4室2厅 | 147.14平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2002年建塔楼  -  徐东', '310万', '单价21069元/平米')
('https://image1.ljcdn.com/420100-inspection/61d3d75a-3936-46fd-9c14-9fc560731c50.jpg.296x216.jpg', '徐东友谊大道 铁机西区 楼梯2房 居家装修 诚心出售', '铁机西区  | 2室2厅 | 75.11平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1994年建塔楼  -  杨园', '132万', '单价17575元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4e1659eb-22a2-4c67-81a7-a1803a7adc68.png.296x216.jpg', '九阳轩 2室2厅 195万', '九阳轩  | 2室2厅 | 96.79平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  团结大道', '195万', '单价20147元/平米')
('https://image1.ljcdn.com/420100-inspection/30b9b1b6-0507-4e98-b1eb-a451fb99252f.jpg.296x216.jpg', '惠馨苑房源诚心出售，积玉桥精装修南北通透3房', '惠馨苑  | 3室2厅 | 124.8平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建塔楼  -  积玉桥', '275万', '单价22036元/平米')
('https://image1.ljcdn.com/420100-inspection/4195f931-226d-4066-aafc-28a444282cf4.jpg.296x216.jpg', '沙湖边空气、环境好，梦湖水岸好房诚售', '梦湖水岸  | 3室2厅 | 118.39平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2004年建板楼  -  沙湖', '370万', '单价31253元/平米')
('https://image1.ljcdn.com/420100-inspection/17b8e243-c33a-4860-b4f3-2d6ffee6aaf6.jpg.296x216.jpg', '地铁口精装修 正规大三房 两证五年后期税费低随时看房', '金地国际花园  | 3室2厅 | 134.73平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  积玉桥', '485万', '单价35998元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d9c02b19-fe57-4ebc-affc-0f15dd77d289.png.296x216.jpg', '中南龙庭 正规朝南大两房 看房有钥匙，', '中南龙庭  | 2室1厅 | 93平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2008年建板楼  -  中南丁字桥', '209万', '单价22474元/平米')
('https://image1.ljcdn.com/420100-inspection/test-76423c05-039e-408d-935b-f9e8107b6072.png.296x216.jpg', '高层精装 朝南户型  房本满2年 看房方便有钥匙', '百瑞景中央生活区三期  | 2室2厅 | 87.02平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2013年建板楼  -  中南丁字桥', '260万', '单价29879元/平米')
