('https://image1.ljcdn.com/460100-inspection/9620a63b-624a-4f7d-b529-67f67615d9a2.jpg.296x216.jpg', '美灵湖 双拼别墅  品质小区 户型方正 采光充足 带院子', '美灵湖  ', '低楼层(共2层)暂无数据  -  美兰', '480万', '单价24156元/平米')
('https://image1.ljcdn.com/460100-inspection/bef0f8cc-0d23-4c36-b07a-53bcf9416052.jpg.296x216.jpg', '美灵湖双拼别墅，毛坯，高档小区。', '美灵湖  ', '低楼层(共2层)暂无数据  -  美兰', '480万', '单价24156元/平米')
('https://image1.ljcdn.com/460100-inspection/ff52a434-13ac-441a-8e79-d608e02308fa.jpg.296x216.jpg', '精装修，复式两层，使用空间大，出行便利', '华林广场  ', '高楼层(共17层)暂无数据  -  美兰', '125万', '单价24753元/平米')
('https://image1.ljcdn.com/460100-inspection/8df5625c-6341-42f3-96d4-2e5a1d8b93a5.jpg.296x216.jpg', '美灵湖，毛坯，南北通透，采光充足。', '美灵湖  ', '低楼层(共2层)暂无数据  -  美兰', '830万', '单价21503元/平米')
('https://image1.ljcdn.com/460100-inspection/96efd8c1-8b24-45be-a23d-bdf0ee4ed18d.jpg.296x216.jpg', '明珠 富骅大厦 电梯房 证在手满五年 看房方便', '富骅大厦  ', '低楼层(共15层)暂无数据  -  美兰', '43万', '单价13871元/平米')
('https://image1.ljcdn.com/460100-inspection/1d9d8ee9-c59b-4fa5-881a-2cd6acc273e1.jpg.296x216.jpg', '蓝天路飞龙公寓小复式，使用面积大，配套齐全', '飞龙公寓  ', '低楼层(共10层)暂无数据  -  美兰', '27万', '单价13776元/平米')
('https://image1.ljcdn.com/460100-inspection/7c5cc575-9819-4289-9c0f-5c1a92f56a8e.JPG.296x216.jpg', '新阜岛大型小区 新世界花园 花园洋楼复式房 毛坯', '新世界花园  ', '低楼层(共9层)暂无数据  -  海甸岛', '420万', '单价15832元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_upload71cffafe-9565-4caa-b21f-6debe6856c10.jpg.296x216.jpg', '新埠岛 联排别墅 带大花园 坐南朝北', '三水澜湾  ', '低楼层(共2层)暂无数据  -  海甸岛', '450万', '单价30202元/平米')
('https://image1.ljcdn.com/460100-inspection/dead2273-3401-4cae-b3e8-93e9c0530fa3.JPG.296x216.jpg', '海甸岛 荣域 3加1房 南北通透 精装修 户型好 小区好', '荣域  ', '低楼层(共8层)板楼  -  海甸岛', '340万', '单价20000元/平米')
('https://image1.ljcdn.com/460100-inspection/c5973d64-30f2-493d-bfaf-cec25831ef60.jpg.296x216.jpg', '精品大开间天喜来公馆38平60万', '天喜来公馆  ', '中楼层(共9层)塔楼  -  海甸岛', '60万', '单价15790元/平米')
('https://image1.ljcdn.com/460100-inspection/51c4e887-c008-456d-ae94-70c8208e1937.jpg.296x216.jpg', '广物滨海国际，南北通透，采光充足。', '广物滨海国际  ', '低楼层(共18层)暂无数据  -  海甸岛', '361万', '单价23944元/平米')
('https://image1.ljcdn.com/460100-inspection/59365092-e125-49cf-97c7-6355db319428.jpg.296x216.jpg', '海大北门恒福居步行街，海悦国际小户型，满五唯一', '海悦国际  ', '中楼层(共18层)塔楼  -  海甸岛', '39万', '单价17866元/平米')
('https://image1.ljcdn.com/460100-inspection/e5fd54b8-7fc5-4a35-8ade-5ddf6186eab8.JPG.296x216.jpg', '海甸岛银谷苑 小区管理规范 装修三房', '银谷苑  ', '高楼层(共17层)塔楼  -  海甸岛', '142.8万', '单价16228元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_uploade6c902b8-4988-4a65-9c6c-be46feebb494.JPG.296x216.jpg', '盛木天一方 3房2厅跃式房 毛坯 高档小区 小区环境优美', '盛木天一方  ', '中楼层(共13层)板塔结合  -  海甸岛', '350万', '单价17500元/平米')
('https://image1.ljcdn.com/460100-inspection/6e44cf89-f182-47df-aa6e-6641976df337.JPG.296x216.jpg', '2012年 次新小区  郁金香花园 毛坯 一房可以改两房', '郁金香花园  ', '高楼层(共9层)板楼  -  海甸岛', '106万', '单价19273元/平米')
('https://image1.ljcdn.com/460100-inspection/0a8398a0-473a-468e-bf1b-a8d0bb51a684.JPG.296x216.jpg', '江东片区 纯别墅小区 联排别墅 带花园露台', '鲁能海蓝椰风  ', '低楼层(共2层)暂无数据  -  美兰', '800万', '单价30189元/平米')
('https://image1.ljcdn.com/460100-inspection/c667be8b-9dcf-43f3-b724-8f074fe0660e.JPG.296x216.jpg', '海甸岛品质小区 盛木天一方 严格管理 跃层复试大户型', '盛木天一方  ', '中楼层(共13层)板塔结合  -  海甸岛', '380万', '单价18847元/平米')
('https://image1.ljcdn.com/460100-inspection/712b741a-3c26-416f-8fad-7dedbd49c69d.JPG.296x216.jpg', '39万海甸岛闹市区精品房抢售！！！', '国际大厦  ', '高楼层(共14层)暂无数据  -  海甸岛', '39万', '单价12565元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_upload47e48bac-dadb-43ea-922e-4126bd505187.JPG.296x216.jpg', '荣域跃层毛坯，低楼层带大花园，南北通透，满五多套', '荣域  ', '低楼层(共7层)板楼  -  海甸岛', '600万', '单价43479元/平米')
('https://image1.ljcdn.com/460100-inspection/2fae62eb-e9bd-4258-bfbb-8238d0646e33.JPG.296x216.jpg', '跃层送100平大露台，装修家具精致。', '金椰都滨海花园  ', '高楼层(共12层)暂无数据  -  海甸岛', '335万', '单价20259元/平米')
('https://image1.ljcdn.com/460100-inspection/15ae7b8b-602f-4dba-a9c7-aed6f5bab0e9.JPG.296x216.jpg', '厚土·青苹果 1室1厅 62万', '厚土·青苹果  ', '低楼层(共14层)塔楼  -  海甸岛', '62万', '单价15500元/平米')
('https://image1.ljcdn.com/460100-inspection/2527017d-88a0-4226-8fab-cd1f26c280a8.JPG.296x216.jpg', '九九海景复试小三房  全新装修，拎包入住', '九九海景花园  ', '低楼层(共9层)板塔结合  -  海甸岛', '150万', '单价30000元/平米')
('https://image1.ljcdn.com/460100-inspection/e90fcf9b-e601-4f13-946a-ad8bf0d8e9c6.JPG.296x216.jpg', '水岸兰亭 3室2厅 163万', '水岸兰亭  ', '中楼层(共12层)暂无数据  -  海甸岛', '163万', '单价15623元/平米')
('https://image1.ljcdn.com/460100-inspection/f7b19ae1-6647-4635-b286-7d45371c719b.jpg.296x216.jpg', '在青年路上的老小区，生活方便，出行便利，小区很居家', '千家新村  ', '低楼层(共8层)暂无数据  -  美兰', '80万', '单价11508元/平米')
('https://image1.ljcdn.com/460100-inspection/4a45a669-5580-48c7-9bfc-e9deb6522e94.JPG.296x216.jpg', '大三房送露台精致装修高楼层视野好', '颐海园  ', '中楼层(共21层)板塔结合  -  海甸岛', '234万', '单价13000元/平米')
('https://image1.ljcdn.com/460100-inspection/6b98d22f-bbc2-444f-aebb-0bae2d5cf367.JPG.296x216.jpg', '海甸岛碧海大道2016小区，精装修，可按揭，小区带泳池', '招鑫公馆  ', '中楼层(共23层)板楼  -  海甸岛', '192万', '单价21441元/平米')
('https://image1.ljcdn.com/460100-inspection/3891c55b-1cea-4e32-b8c9-49013d26f9aa.JPG.296x216.jpg', '满两年 采光充足 环境优美  毛坯', '伟达·雅郡  ', '中楼层(共17层)板塔结合  -  海甸岛', '135万', '单价21187元/平米')
('https://image1.ljcdn.com/460100-inspection/7a0f804c-9019-4a8c-81b4-dcdeaf2a0f79.JPG.296x216.jpg', '新埠岛新世界花园精装三房，中间楼层。', '新世界花园  ', '中楼层(共12层)塔楼  -  海甸岛', '266万', '单价19000元/平米')
('https://image1.ljcdn.com/440300-inspection/b288b16a-0967-41f7-b6a8-adeb234b442e.JPG.296x216.jpg', '怡昌花园，全新精装修，4房2卫，有钥匙', '怡昌花园  ', '中楼层(共8层)板楼  -  海甸岛', '211万', '单价14997元/平米')
('https://image1.ljcdn.com/460100-inspection/4cdc994f-26b3-468e-9db4-9aceafffd069.JPG.296x216.jpg', '海甸岛 水岸兰亭  送露台  户型周正 地段好 房子安静', '水岸兰亭  ', '低楼层(共15层)暂无数据  -  海甸岛', '115万', '单价18654元/平米')
('https://image1.ljcdn.com/460100-inspection/b466acda-66f2-443b-a613-0db96a103946.JPG.296x216.jpg', '海甸岛 金椰都 111.96平 230万 户型方正 朝南户型', '金椰都滨海花园  ', '低楼层(共12层)暂无数据  -  海甸岛', '210万', '单价18757元/平米')
('https://image1.ljcdn.com/460100-inspection/a5fc413b-57e0-41d5-836b-bc299e57cca8.JPG.296x216.jpg', '海甸岛 江南城精装3房 朝南 品质小区 带大阳台', '江南城  ', '高楼层(共5层)暂无数据  -  海甸岛', '250万', '单价20000元/平米')
('https://image1.ljcdn.com/460100-inspection/9bee45c5-94e9-49c4-a3ce-62dc004dee90.JPG.296x216.jpg', '海甸 蔚蓝海语印象 毛坯4房 一线海景 视野开阔', '蔚蓝海语印象  ', '中楼层(共25层)板楼  -  海甸岛', '398万', '单价20622元/平米')
('https://image1.ljcdn.com/460100-inspection/c526bfe3-49ac-42e8-8abe-66ae07306890.jpg.296x216.jpg', '欣安花园，三房两厅带阳台，满五，诚心出售。', '欣安花园  ', '中楼层(共22层)暂无数据  -  美兰', '118万', '单价11857元/平米')
('https://image1.ljcdn.com/460100-inspection/ad9d7146-69a9-4518-b296-6e1bc57c8010.JPG.296x216.jpg', '颐和花园 大三房  业主诚心出售  电梯房  高层', '颐和花园  ', '高楼层(共17层)塔楼  -  海甸岛', '160万', '单价13137元/平米')
('https://image1.ljcdn.com/460100-inspection/2c11d2e9-f897-442d-87df-bd5bcc34de91.JPG.296x216.jpg', '南方明珠 大三房 南北通透 出行方便', '南方明珠  ', '低楼层(共6层)暂无数据  -  海甸岛', '285万', '单价19680元/平米')
('https://image1.ljcdn.com/460100-inspection/4b08f701-4630-4c5c-a55e-70fc335e6117.JPG.296x216.jpg', '海甸岛 祗园536平  全新精装修 产证齐全 满两年', '衹园  ', '3层暂无数据  -  海甸岛', '2144万', '单价40000元/平米')
('https://image1.ljcdn.com/460100-inspection/c81a1e36-3826-4d89-bd60-e79166b6088a.JPG.296x216.jpg', '海甸一路 新小区 小两房 户型好 精装修 诚心出售', '金隅大成·西溪里（一期）  ', '中楼层(共21层)板楼  -  海甸岛', '150万', '单价23256元/平米')
