('https://image1.ljcdn.com/310000-inspection/test-e2139069-7194-45fc-982b-822d8dd1e0ef.png.296x216.jpg', '尺度决定视野，改变生活，万科温馨大两房，有露台哦', '万科城市花园  | 2室2厅 | 73.19平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1995年建板楼  -  七宝', '375万', '单价51237元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170512/2ec5d3cb-8391-4d4f-9020-becd7644bb46.jpg.296x216.jpg', '好世凤凰城两房 满五唯一 随时可看 户型正气南北通透', '好世凤凰城  | 2室2厅 | 94.4平米 | 南 | 简装 | 无电梯', '中楼层(共4层)2004年建板楼  -  颛桥', '480万', '单价50848元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4f509584-13f7-4b7c-a059-4506eb41ffae.png.296x216.jpg', '业主诚售原动迁满五唯一南北通两房+中间楼层采光很好', '世博家园十一街坊  | 2室1厅 | 77.68平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  浦江', '340万', '单价43770元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c93598d8-9ec2-4660-8875-2e63403efc8b.png.296x216.jpg', '毛坯双南两房，毛坯房，采光好户型佳，看房随时', '君莲新城广润苑  | 2室2厅 | 84.69平米 | 南 | 毛坯 | 有电梯', '低楼层(共11层)2010年建板楼  -  颛桥', '330万', '单价38966元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0cf5c763-914e-4197-b8db-fc0ed3da872c.png.296x216.jpg', '上海春城不靠路大三房有地下产权车位两卫全明可改四房', '上海春城  | 3室2厅 | 120.75平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2002年建板楼  -  春申', '710万', '单价58800元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e6d897a1-ed5e-40a1-a399-0786f3044f0c.png.296x216.jpg', '欧风花都，简装三房，交通便利，位置安静，有钥匙！', '欧风花都  | 3室2厅 | 122.27平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  古美', '780万', '单价63794元/平米')
('https://image1.ljcdn.com/310000-inspection/test-69753290-83d4-47cf-8fc1-306045c8b799.png.296x216.jpg', '满五年唯一 地铁房 楼层佳 税费少 业主诚意出手', '静安新城三区  | 2室1厅 | 70.44平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  静安新城', '369万', '单价52386元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170921/9a0e1116-b7f2-4662-88e4-4fdebdbd90b9.jpg.296x216.jpg', '满五唯一，中间楼层，南北全明两房，', '平阳新村四街坊  | 2室1厅 | 67.11平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1998年建板楼  -  古美', '378万', '单价56326元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8e193fef-abc6-48a4-b543-f73b3a905904.png.296x216.jpg', '业主急售 地铁复式-普宅税少-地铁9/10 价格面议', '万科城市花园  | 1室1厅 | 50.23平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  七宝', '265万', '单价52758元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9f348044-0364-408d-81f9-f4d8ee633cd4.png.296x216.jpg', '看房随时动迁无增值税 毛坯 装修随意 看房随时 好楼层', '浦江世博家园八街坊  | 2室1厅 | 75.89平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共4层)2006年建板楼  -  浦江', '341万', '单价44934元/平米')
('https://image1.ljcdn.com/310000-inspection/cbb36849-907a-4478-8d6d-5c1b8135e0af.jpg.296x216.jpg', '房型好采光好小区中间位置，精装修满五年唯一', '莘城公寓  | 2室2厅 | 94.22平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  莘庄', '495万', '单价52537元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload85658320-30b0-449c-8284-d0788cc2bae4.jpg.296x216.jpg', '四期大户型 百万定制家具 250万自住装修 诚售', '银都名墅   | 双拼别墅 | 4室3厅 | 442.03平米 | 南 | 精装 | 无电梯', '3层2009年建板楼  -  春申', '2250万', '单价50902元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c4104ddf-8b89-45a0-abaf-4faec77dc70a.png.296x216.jpg', '南北通中间楼层沿河景观，品质小区，看房方便', '浦江小丽都  | 2室2厅 | 72.01平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共6层)2008年建板楼  -  浦江', '243万', '单价33746元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2bbe0cb7-08f3-4d0e-8f20-7c6a81a92e91.png.296x216.jpg', '南郊别墅电梯两居室 有钥匙 欢迎咨询 业主降价20万', '南郊别墅(公寓)  | 2室2厅 | 97.12平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  颛桥', '435万', '单价44790元/平米')
('https://image1.ljcdn.com/310000-inspection/8057f2bc-3286-4d3b-9da2-922248291cf8.jpg.296x216.jpg', '近12号线 ，不考马路位置安静，接受置换，满五税少', '新时代花园  | 3室2厅 | 111.02平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2001年建板楼  -  古美', '710万', '单价63953元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ea1d95cc-d56e-473c-89cf-1ee7c044ebfc.png.296x216.jpg', '万科安静位置：正气三房，楼层佳，采光视野好，有钥匙', '万科假日风景(公寓)  | 3室2厅 | 134平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  莘庄', '805万', '单价60075元/平米')
('https://image1.ljcdn.com/310000-inspection/af089fc3-b377-49aa-871e-407ebe9a266b.jpg.296x216.jpg', '小区唯一套 无增值税 个税的大三室 节约税费近50万！', '江南星城  | 3室2厅 | 119.71平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  古美', '750万', '单价62652元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b644ef37-9962-48f3-8712-f054b493d3b7.png.296x216.jpg', 'VR房源请横屏浏览 视野超好 依山傍水 满五唯一税费少', '上海康城  | 3室2厅 | 140.08平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2005年建板楼  -  莘庄', '538万', '单价38407元/平米')
('https://image1.ljcdn.com/310000-inspection/test-57036ba9-8d3d-4ba5-b10b-2227009d8a89.png.296x216.jpg', '双南两房，楼层好位置好，视野开阔采光无忧，满五唯一', '上海康城  | 2室2厅 | 100.86平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2008年建板楼  -  莘庄', '372万', '单价36883元/平米')
('https://image1.ljcdn.com/310000-inspection/test-498badf4-6029-40c1-b1b9-ce733008170f.png.296x216.jpg', '钥匙房 随时可以看 单价仅3.82万 房龄新仅此一套 急售', '西郊九韵城  | 2室2厅 | 81.07平米 | 南 | 毛坯 | 有电梯', '低楼层(共12层)2008年建板楼  -  华漕', '310万', '单价38239元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5acb2937-0707-4c73-ad0d-8edae3a624e8.png.296x216.jpg', '成熟社区，环境优美，居家正气三房，视野开阔无遮挡！', '金都花好悦园  | 3室1厅 | 89.9平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1997年建板楼  -  颛桥', '341万', '单价37932元/平米')
