('https://image1.ljcdn.com/500000-inspection/rsp_pic_upload84e3f7e3-03d7-4460-992d-2620ee297bf4.jpg.296x216.jpg', '中交公元时光   带装修   两房', '中交公元时光  | 2室1厅 | 68.47平米 | 东 | 精装 | 有电梯', '低楼层(共32层)2013年建塔楼  -  巴国城', '90万', '单价13145元/平米')
('https://image1.ljcdn.com/500000-inspection/bc8dfa1f-bb14-4f9d-b617-84f75dce40d7.jpg.296x216.jpg', '大渡口 双山 晋愉林畔神韵 花园洋房 带车位 带地下室', '晋愉林畔神韵  | 3室2厅 | 178平米 | 南 | 毛坯', '低楼层(共6层)2010年建板楼  -  双山', '260万', '单价14607元/平米')
('https://image1.ljcdn.com/500000-inspection/4fd26de0-65ff-4803-a3fe-5a4a2d373151.jpg.296x216.jpg', '中交香悦岭三房带大阳台，业主住家装修诚心出售', '中交香悦岭  | 3室2厅 | 98平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2013年建塔楼  -  巴国城', '140万', '单价14286元/平米')
('https://image1.ljcdn.com/500000-inspection/7d36ca49-8909-4519-bcfc-9912b4402f84.jpg.296x216.jpg', '中交公元时光 2室2厅 110万', '中交公元时光  | 2室2厅 | 78平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2013年建塔楼  -  巴国城', '110万', '单价14103元/平米')
('https://image1.ljcdn.com/500000-inspection/b4f3bc85-b1c0-42fe-8015-0f4841ce46b6.jpg.296x216.jpg', '大渡口顺祥壹街区精装两房、采光充足、拎包入住', '顺祥壹街区B区  | 2室1厅 | 65平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2011年建塔楼  -  大渡口区府', '92万', '单价14154元/平米')
('https://image1.ljcdn.com/500000-inspection/c22f0deb-be9c-4e3d-8cdd-c31b4d008f18.jpg.296x216.jpg', '晋愉岭海洋房 正规4房 带装修 带阳台 带地下室', '晋愉岭海  | 4室2厅 | 138平米 | 西南 | 精装 | 无电梯', '低楼层(共5层)2010年建板楼  -  双山', '270万', '单价19566元/平米')
('https://image1.ljcdn.com/500000-inspection/de5fac9d-47c8-4662-9a8a-44a6c1ecb430.jpg.296x216.jpg', '晋愉岭海 洋房 3层跃层 带前后花园 带装修 住家舒适', '晋愉岭海  | 4室2厅 | 160平米 | 南 | 精装 | 无电梯', '低楼层(共4层)2010年建板楼  -  双山', '318万', '单价19875元/平米')
('https://image1.ljcdn.com/500000-inspection/6e3c9efb-a7b9-4ba6-b718-a2cc1f5206cd.jpg.296x216.jpg', '国瑞爱与山 纯洋房小区 正规四房', '国瑞爱与山  | 4室2厅 | 147平米 | 南 | 毛坯 | 有电梯', '低楼层(共7层)2014年建板楼  -  巴国城', '250万', '单价17007元/平米')
('https://image1.ljcdn.com/500000-inspection/ccf5d769-5684-498d-ba4d-5a0fe68f1da8.jpg.296x216.jpg', '中交万都汇 精装小两房 邻永辉和公园', '中交万都汇  | 1室1厅 | 52平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2013年建塔楼  -  巴国城', '74万', '单价14231元/平米')
('https://image1.ljcdn.com/500000-inspection/3deb7c24-f3ef-4520-8233-90035581c83e.jpg.296x216.jpg', '大渡口晋愉岭海，三房两卫，户型方正，家电家具齐全。', '晋愉岭海  | 3室2厅 | 109平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2009年建塔楼  -  双山', '160万', '单价14679元/平米')
('https://image1.ljcdn.com/500000-inspection/b120f70f-1164-4686-b9a0-39d7645ecf87.jpg.296x216.jpg', '朵力品道精装3房几乎未住人，拎包入住', '朵力品道  | 3室1厅 | 111平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2011年建板塔结合  -  双山', '150万', '单价13514元/平米')
