('https://image1.ljcdn.com/120000-inspection/df54d71c-8a4f-4f81-9651-db9642f64e0a.jpg.296x216.jpg', '滨悦花园 南北通透 交通便利 户型方正', '滨悦花园  | 3室1厅 | 119.65平米 | 南 北 | 毛坯', '高楼层(共30层)板楼  -  胡家园', '155万', '单价12955元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload8bf3577c-bdba-47f0-b7d9-e541148a4d0c.jpg.296x216.jpg', '吉安里 南北通透小两室 非顶楼 交通便利 配套齐全', '吉安里(塘沽区)  | 2室1厅 | 67.77平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  杭州道', '110万', '单价16232元/平米')
('https://image1.ljcdn.com/120000-inspection/f02d2e0a-d680-4b2d-ab8c-0768e410d0d6.jpg.296x216.jpg', '东海云天 精装修 交通便利 居住舒适', '东海云天  | 2室1厅 | 91.4平米 | 南 北 | 精装 | 有电梯', '中楼层(共26层)板楼  -  新港', '160万', '单价17506元/平米')
('https://image1.ljcdn.com/120000-inspection/35c67138-f22a-4b8d-8c52-3663edced7dd.jpg.296x216.jpg', '晴景家园 2室1厅 交通便利 小区环境干净舒适 适合居住', '晴景家园  | 2室2厅 | 108.99平米 | 南 | 精装 | 有电梯', '高楼层(共32层)板楼  -  工农村', '132万', '单价12112元/平米')
('https://image1.ljcdn.com/120000-inspection/13b5a5b4-85d7-4585-86bd-6eddd64718b0.jpg.296x216.jpg', '一楼有钥匙 富贵嘉园   精装修', '富贵嘉园  | 2室1厅 | 89.93平米 | 南 | 精装 | 有电梯', '低楼层(共32层)板楼  -  三槐路街', '183万', '单价20350元/平米')
('https://image1.ljcdn.com/120000-inspection/025d2014-2188-471c-8753-b926f2250e84.jpg.296x216.jpg', '晴景家园 2室1厅 精装修 可拎包入住', '晴景家园  | 2室1厅 | 96.01平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)板楼  -  工农村', '125万', '单价13020元/平米')
('https://image1.ljcdn.com/120000-inspection/29e90492-e615-4d15-8ac5-093845707b83.JPG.296x216.jpg', '小户型 拎包住 钥匙房 随时看 业主诚售', '春风里(塘沽区)  | 1室1厅 | 62.64平米 | 西 | 其他 | 无电梯', '中楼层(共6层)板楼  -  三槐路街', '90万', '单价14368元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploada2b5a7c0-c812-4589-9108-bcab25c77bee.jpg.296x216.jpg', '东南户型，中间楼层，户型方正！', '紫云雅苑  | 2室1厅 | 105.73平米 | 东南 南 | 精装 | 有电梯', '高楼层(共15层)板楼  -  新港', '210万', '单价19862元/平米')
('https://image1.ljcdn.com/120000-inspection/2ab1f2c8-8f25-42ff-9650-3c6a13c6197c.jpg.296x216.jpg', '精装修，南北通透，改善小三居，一期建筑', '紫云园  | 3室2厅 | 114.75平米 | 南 北 | 其他 | 有电梯', '中楼层(共19层)板楼  -  新港', '223万', '单价19434元/平米')
('https://image1.ljcdn.com/120000-inspection/f589f94e-8e12-44fa-9872-45855ae4fc80.jpg.296x216.jpg', '房子精装修，交通便利，紧挨响螺湾', '贻成泰和新都  | 1室1厅 | 58.58平米 | 东北 | 精装 | 有电梯', '高楼层(共32层)板楼  -  大沽街', '75万', '单价12804元/平米')
('https://image1.ljcdn.com/120000-inspection/f32a5aff-0104-43eb-887d-56979e314c20.jpg.296x216.jpg', '通透低层，小区配套完善，业主诚心出售', '菁华津城  | 2室2厅 | 96.12平米 | 南 | 简装', '低楼层(共9层)板楼  -  胡家园', '128万', '单价13317元/平米')
('https://image1.ljcdn.com/120000-inspection/d71f3b3b-23fd-4581-881e-75de6cbe66e0.JPG.296x216.jpg', '东海云天 全明一居室 过五年唯一 我有房子照片', '东海云天  | 1室1厅 | 61.42平米 | 南 | 精装 | 有电梯', '中楼层(共26层)板楼  -  新港', '120万', '单价19538元/平米')
('https://image1.ljcdn.com/120000-inspection/d33a4d3d-a3ec-445b-b7d8-ea7859c7e027.jpg.296x216.jpg', '紫云园，南北通透，一期平层，厨房卫生间全明', '紫云园  | 2室1厅 | 97.99平米 | 南 北 | 精装 | 有电梯', '高楼层(共19层)板楼  -  新港', '212万', '单价21635元/平米')
('https://image1.ljcdn.com/120000-inspection/b8277372-7fce-4ba0-9525-951515f6b72d.jpg.296x216.jpg', '户型好，小区中间位置安静舒适，房龄新，小区环境好。', '贻成泰和新都  | 2室1厅 | 91.9平米 | 南 北 | 简装 | 有电梯', '中楼层(共33层)塔楼  -  大沽街', '135万', '单价14690元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploada8cf874b-dd81-4d7e-8db4-3d520c5aec16.jpg.296x216.jpg', '紫云国际  三室两厅 通透户型  中间楼层   适宜居住', '紫云国际  | 3室2厅 | 179.86平米 | 南 北 | 其他 | 有电梯', '中楼层(共28层)板楼  -  新港', '360万', '单价20016元/平米')
('https://image1.ljcdn.com/120000-inspection/539d4edf-4713-47d3-b383-53f73b5604d8.jpg.296x216.jpg', '家电都齐全，装修温馨的，可以直接拎包', '向阳里  | 2室1厅 | 91.44平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  新村街', '230万', '单价25154元/平米')
('https://image1.ljcdn.com/120000-inspection/9084e26e-fb5a-4623-a10a-23a4f8cd22fb.jpg.296x216.jpg', '世纪祥和家园(塘沽区) 2室1厅 185万', '世纪祥和家园(塘沽区)  | 2室1厅 | 104.34平米 | 南 | 其他 | 有电梯', '高楼层(共34层)板楼  -  三槐路街', '185万', '单价17731元/平米')
('https://image1.ljcdn.com/120000-inspection/b9cb9194-e789-40b9-a45a-f3f232bdaae2.jpg.296x216.jpg', '贻和花园 两室 南北通透 交通方便配套成熟', '贻和花园  | 2室1厅 | 83.53平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  向阳街', '140万', '单价16761元/平米')
('https://image1.ljcdn.com/120000-inspection/95f94e8c-0543-411d-8a5b-b22e89aa11c0.jpg.296x216.jpg', '伴山人家 全阳户型 采光无遮挡', '伴山人家  | 2室1厅 | 87.98平米 | 南 | 其他 | 有电梯', '中楼层(共33层)板楼  -  工农村', '143万', '单价16254元/平米')
('https://image1.ljcdn.com/120000-inspection/ecef6814-0a6b-4d34-a320-e09a8962a5de.jpg.296x216.jpg', '馨苑小区 精装两室 带地下室和车位', '馨苑小区  | 2室1厅 | 82.16平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)板楼  -  新港', '160万', '单价19475元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploade996db7d-be0b-4793-bc89-045cb50f4ee9.jpg.296x216.jpg', '贻丰园  交通便利   公摊面积小   购物方便  采光充足', '贻丰园  | 2室2厅 | 104.1平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  向阳街', '230万', '单价22095元/平米')
('https://image1.ljcdn.com/120000-inspection/b3bb01cc-3f7e-431a-be50-c59c7adc9ce1.jpg.296x216.jpg', '新业里 精装三室 低楼层 满五年无尾款 急售 真实房源', '新业里  | 3室2厅 | 100.89平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  杭州道', '198万', '单价19626元/平米')
('https://image1.ljcdn.com/120000-inspection/f0a98eca-2901-4dc1-9d31-42aa7332bd9b.JPG.296x216.jpg', '春风里，精装大两室，户型方正，采光充足', '春风里(塘沽区)  | 2室1厅 | 100.67平米 | 西南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  三槐路街', '170万', '单价16887元/平米')
('https://image1.ljcdn.com/120000-inspection/f1e87057-e466-4eef-aa17-9e625a70d09a.jpg.296x216.jpg', '杭州里   楼层适中   配套成熟  交通便利  户型格局', '杭州里  | 2室1厅 | 79.32平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)板楼  -  杭州道', '135万', '单价17020元/平米')
('https://image1.ljcdn.com/120000-inspection/217559e9-341f-4fbd-bdb2-4544b11f4479.jpg.296x216.jpg', '滨悦花园：采光好，明厨明卫，看房方便。', '滨悦花园  | 2室1厅 | 92.78平米 | 南 北 | 精装', '高楼层(共28层)暂无数据  -  胡家园', '146万', '单价15737元/平米')
('https://image1.ljcdn.com/120000-inspection/d2e2afae-6321-4814-acb1-afc99ade5d31.jpg.296x216.jpg', '康迪苑 3室2厅 162万', '康迪苑  | 3室2厅 | 95.79平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  杭州道', '162万', '单价16912元/平米')
('https://image1.ljcdn.com/120000-inspection/9a8f0782-e660-4513-b47c-e76f34787b92.JPG.296x216.jpg', '交通便利 小区环境干净舒适 适合居住', '富贵嘉园  | 2室1厅 | 93.75平米 | 南 | 其他 | 有电梯', '低楼层(共25层)板楼  -  三槐路街', '188万', '单价20054元/平米')
('https://image1.ljcdn.com/120000-inspection/9936e9c5-c209-48ca-8eb4-5a3e7e423a13.jpg.296x216.jpg', '贻东园 2室1厅 180万', '贻东园  | 2室1厅 | 94.86平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  向阳街', '180万', '单价18976元/平米')
('https://image1.ljcdn.com/120000-inspection/a325858c-f3a8-42ff-9d57-2538f9f2fbee.jpg.296x216.jpg', '南北通透格局，楼层好，视野开阔。', '贻成泰和新都  | 2室1厅 | 97.79平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)塔楼  -  大沽街', '116万', '单价11863元/平米')
('https://image1.ljcdn.com/120000-inspection/0ce939d0-a54c-4735-b07f-90642ebed561.jpg.296x216.jpg', '中心北里 2室1厅 126万', '中心北里  | 2室1厅 | 82.56平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  杭州道', '126万', '单价15262元/平米')
('https://image1.ljcdn.com/120000-inspection/46ed0ba0-05c1-43db-bb14-674f33742aff.jpg.296x216.jpg', '贻静园 视野开阔 采光良好 户型方正', '贻静园  | 2室1厅 | 95.25平米 | 南 | 精装', '高楼层(共6层)板楼  -  向阳街', '160万', '单价16798元/平米')
('https://image1.ljcdn.com/120000-inspection/ef07ceaf-0f3f-4983-b10f-13b871eab25d.jpg.296x216.jpg', '贻丰园 两室两卫 老式精装 诚心推荐', '贻丰园  | 2室2厅 | 99.51平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  向阳街', '190万', '单价19094元/平米')
('https://image1.ljcdn.com/120000-inspection/ac44e957-12b2-4483-83ef-a65f47ebf066.jpg.296x216.jpg', '小区人车分流，高楼层视野好，看房方便。', '富贵嘉园  | 2室1厅 | 90.88平米 | 南 | 精装 | 有电梯', '高楼层(共32层)板楼  -  三槐路街', '182万', '单价20027元/平米')
('https://image1.ljcdn.com/120000-inspection/9878c364-4d52-4a55-b3d4-8e513ddece96.jpg.296x216.jpg', '莱茵春天 南北通透两室 繁华商圈 户型规整', '莱茵春天  | 2室1厅 | 101.26平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  杭州道', '205万', '单价20245元/平米')
('https://image1.ljcdn.com/120000-inspection/f02e6e3c-9fcc-488d-898d-419d69f6fc3a.jpg.296x216.jpg', '满五年 诚信出售 交通方便 设施配套完善', '滨翔花园  | 2室1厅 | 87.9平米 | 南 | 简装', '低楼层(共34层)塔楼  -  胡家园', '126万', '单价14335元/平米')
('https://image1.ljcdn.com/120000-inspection/df15a922-3dd3-4bed-81ad-263bb46aa68d.jpg.296x216.jpg', '卧龙园 2室2厅 160万', '卧龙园  | 2室2厅 | 96.99平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  向阳街', '160万', '单价16497元/平米')
('https://image1.ljcdn.com/120000-inspection/77bce03a-ed0b-4136-b1d0-62506d4cdf2f.jpg.296x216.jpg', '真房源假一陪百 融科心贻湾三室  总价低顶楼全款优先', '心贻湾  | 3室2厅 | 136.1平米 | 南 北 | 简装 | 有电梯', '高楼层(共32层)塔楼  -  工农村', '169万', '单价12418元/平米')
('https://image1.ljcdn.com/120000-inspection/5438b92c-0c44-401c-91aa-59fe8f0b2c41.jpg.296x216.jpg', '联合村两室  南北朝向 婚房精装修 拎包入住', '联合村  | 2室1厅 | 56.62平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  解放路', '115万', '单价20311元/平米')
('https://image1.ljcdn.com/120000-inspection/853c30a4-5b7a-4a21-85c1-2e48f6b6b06d9.JPG.296x216.jpg', '开发区洞庭路花明园 户型方正 居住舒适 视野好', '花明园  | 2室1厅 | 87.29平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  向阳街', '160万', '单价18330元/平米')
('https://image1.ljcdn.com/120000-inspection/fd3d3488-0e65-4c83-a5af-db0cbd911320.jpg.296x216.jpg', '广厦富城 2室1厅 159万', '广厦富城  | 2室1厅 | 87.65平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)板楼  -  工农村', '159万', '单价18141元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadc177de40-c6c5-457e-bd4b-ec0acb529886.JPG.296x216.jpg', '智谛山，私产满2年，通透两居 ，中楼层，钥匙房', '滨海智谛山  | 2室2厅 | 89.65平米 | 南 北 | 简装 | 有电梯', '中楼层(共32层)板楼  -  向阳街', '155万', '单价17290元/平米')
('https://image1.ljcdn.com/120000-inspection/32486b6f-37bf-4d15-9f60-a6969d52fcd5.jpg.296x216.jpg', '滨翔花园2室2厅 采光好  交通便利 配套齐全', '滨翔花园  | 2室2厅 | 87.74平米 | 南 | 精装', '中楼层(共34层)塔楼  -  胡家园', '132万', '单价15045元/平米')
