('https://image1.ljcdn.com/460100-inspection/6c6fadfe-e9fb-43b2-95de-52c4b46b0f1a.jpg.296x216.jpg', '金山小区属于龙华区海垦路。明厨明卫。', '金山小区  ', '中楼层(共20层)暂无数据  -  龙华', '178万', '单价13588元/平米')
('https://image1.ljcdn.com/460100-inspection/d981407c-d96d-4276-a27c-05316ca50d18.JPG.296x216.jpg', '世贸 金银广场  精装修 拎包入住', '金银广场  ', '中楼层(共22层)暂无数据  -  龙华', '189万', '单价15492元/平米')
('https://image1.ljcdn.com/460100-inspection/f7cf02c2-e885-4f30-ac73-3e702b6aa6b3.jpg.296x216.jpg', '金牛岭公园旁 氧离子高 主卧阳台朝南 高装 领包入住', '奥林匹克花园  ', '中楼层(共18层)板塔结合  -  龙华', '280万', '单价19958元/平米')
('https://image1.ljcdn.com/460100-inspection/23bdf7a3-bf18-41e8-a386-8f6c02b4af83.jpg.296x216.jpg', '2016年小区，精装修三房，南北通透，明光国际酒店旁', '花漾年  ', '高楼层(共26层)暂无数据  -  龙华', '157万', '单价20044元/平米')
('https://image1.ljcdn.com/460100-inspection/9c1d4f46-53a3-4297-beec-290c7cacb0d4.jpg.296x216.jpg', '海口湾 精装大两房户型 南北通透 近滨海九小！', '昌炜玉园  ', '中楼层(共14层)暂无数据  -  龙华', '230万', '单价21248元/平米')
('https://image1.ljcdn.com/460100-inspection/1d7dbd19-3ca5-4fa0-afe4-a540a6d6ff72.jpg.296x216.jpg', '交通便利 采光良好 全明户型 配套齐全', '金山小区  ', '中楼层(共15层)暂无数据  -  龙华', '150万', '单价14706元/平米')
('https://image1.ljcdn.com/460100-inspection/1f34e6de-0cf9-4058-98a0-ba51afa25af9.jpg.296x216.jpg', '2006年小区，满五年唯一，自住看房方便，产权清晰。', '现代花园一期  ', '高楼层(共15层)板楼  -  龙华', '233万', '单价17772元/平米')
('https://image1.ljcdn.com/460100-inspection/5c39a944-a392-4097-bb85-27bbfacd07a5.jpg.296x216.jpg', '金盘创业新村 120W 小户型，格局好', '金盘创业新村  ', '高楼层(共8层)板塔结合  -  龙华', '116万', '单价11984元/平米')
('https://image1.ljcdn.com/460100-inspection/eca341c4-ce1e-40fe-8d8a-611be69f1af5.jpg.296x216.jpg', '大同路 人名公园旁 华发大厦 精装两房 高层', '华发大厦  ', '高楼层(共28层)暂无数据  -  龙华', '79.8万', '单价14028元/平米')
('https://image1.ljcdn.com/460100-inspection/648b9ef9-4ed8-418d-8059-af73196dfd56.jpg.296x216.jpg', '龙华区 龙昆北路 千禧郎大厦 2房', '千禧郎大厦  ', '高楼层(共15层)暂无数据  -  龙华', '118万', '单价16853元/平米')
('https://image1.ljcdn.com/460100-inspection/4363b06b-4bc2-48de-81e8-7aec513e048b.jpg.296x216.jpg', '昌茂花园 3室2厅 160万', '昌茂花园  ', '高楼层(共14层)暂无数据  -  龙华', '160万', '单价10458元/平米')
('https://image1.ljcdn.com/460100-inspection/e9318c27-0346-44fc-9f6e-6b220395d706.jpg.296x216.jpg', '世贸中 心 288平六房 精装 赠送全屋办公用具！', '世贸中心  ', '高楼层(共23层)塔楼  -  龙华', '300万', '单价10403元/平米')
('https://image1.ljcdn.com/460100-inspection/6adf251a-bfae-4499-b021-09a05197588b.jpg.296x216.jpg', '金盘商厦   公摊极小 实际面积105平', '金盘商厦  ', '高楼层(共6层)暂无数据  -  龙华', '135.8万', '单价14520元/平米')
('https://image1.ljcdn.com/460100-inspection/a1b4fa5e-2637-49ef-98e5-607c17b8acd9.jpg.296x216.jpg', '枫林雅郡南北通透两房精装修出售', '枫林雅郡小区  ', '中楼层(共14层)暂无数据  -  龙华', '185万', '单价20787元/平米')
('https://image1.ljcdn.com/460100-inspection/a48b0ad0-0449-40eb-9c30-e7f629339196.jpg.296x216.jpg', '海德路次新小区 108平正规三房 217万 精装', '现代花园三期  ', '中楼层(共32层)板楼  -  龙华', '217万', '单价19960元/平米')
('https://image1.ljcdn.com/460100-inspection/6ac5c9a7-000e-44f7-adfa-061ccb3f0805.jpg.296x216.jpg', '近万绿园，朝北户型，采光充足，楼层前面无遮挡。', '财富公寓  ', '中楼层(共16层)板楼  -  龙华', '102万', '单价12912元/平米')
('https://image1.ljcdn.com/460100-inspection/c8013197-d7a8-45ba-af81-8cbd2f4e38e5.jpg.296x216.jpg', '华强小区  正规两房  满五唯一', '华强小区  ', '低楼层(共9层)暂无数据  -  龙华', '120万', '单价15585元/平米')
('https://image1.ljcdn.com/460100-inspection/56331ec1-d9dd-4e15-bac1-4fa0401bc2f1.jpg.296x216.jpg', '满五免增值 全明采光通风效果好 生活便利', '国安大厦  ', '高楼层(共18层)暂无数据  -  龙华', '139.8万', '单价13797元/平米')
('https://image1.ljcdn.com/460100-inspection/5f3d6b2d-200b-4c66-a049-7fd995795690.JPG.296x216.jpg', '滨海大道 滨海九小學位 东西通透 户型方正', '海岸壹号  ', '中楼层(共20层)板塔结合  -  龙华', '275万', '单价19075元/平米')
('https://image1.ljcdn.com/460100-inspection/e8ff1205-8611-4191-8ba9-75277fb8b195.jpg.296x216.jpg', '亚洲豪苑北区 精装两房 朝东南向 配套成熟！', '亚洲豪苑北区  ', '中楼层(共14层)暂无数据  -  龙华', '156万', '单价19747元/平米')
('https://image1.ljcdn.com/460100-inspection/fa147591-fad6-4251-b159-db2d03cf3b10.jpg.296x216.jpg', '宝华海景公寓 1室2厅 158万', '宝华海景公寓  ', '中楼层(共26层)塔楼  -  龙华', '158万', '单价20000元/平米')
('https://image1.ljcdn.com/460100-inspection/ef773cfa-09f0-45af-8351-1803eeb18ae0.jpg.296x216.jpg', '义龙路 丽景都市公寓 正规3房·', '丽景都市公寓  ', '中楼层(共18层)板楼  -  龙华', '200万', '单价15591元/平米')
('https://image1.ljcdn.com/460100-inspection/ff72524d-d55e-46d2-9cb8-f789d4227c27.jpg.296x216.jpg', '海秀中路 铨宝大厦 精装 拎包入住', '铨宝大厦  ', '低楼层(共12层)暂无数据  -  龙华', '46.5万', '单价13413元/平米')
('https://image1.ljcdn.com/460100-inspection/86022084-b826-41cd-a519-6ff14b326f5c.jpg.296x216.jpg', '景瑞花园 2室2厅 175万', '景瑞花园  ', '高楼层(共25层)板塔结合  -  龙华', '175万', '单价17327元/平米')
('https://image1.ljcdn.com/460100-inspection/dbc7654a-e56b-4e32-80a2-cd7dfcb52d20.jpg.296x216.jpg', '世贸雅苑2006年小区，电梯海景房，户型方正产权清晰。', '世贸中心  ', '中楼层(共28层)暂无数据  -  龙华', '168万', '单价16887元/平米')
('https://image1.ljcdn.com/460100-inspection/5b233993-67ea-4a89-b80f-861052e0d318.jpg.296x216.jpg', '铨宝大厦 1房 采光好 户型方正', '铨宝大厦  ', '低楼层(共12层)暂无数据  -  龙华', '34.8万', '单价13458元/平米')
('https://image1.ljcdn.com/460100-inspection/623b79be-07ae-483e-a4d9-88d6dffd5bc1.jpg.296x216.jpg', '国贸一横路 国安大厦 大三房两厅两卫', '国安大厦  ', '中楼层(共18层)暂无数据  -  龙华', '191万', '单价12819元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_upload27f149b6-0167-41fe-a57c-664bf99c8e58.JPG.296x216.jpg', '国贸地段，生活交通便利，繁华地段', '富豪花园  ', '高楼层(共23层)暂无数据  -  龙华', '160万', '单价14025元/平米')
('https://image1.ljcdn.com/460100-inspection/c97012d6-158e-4399-b540-839bda7c47e9.jpg.296x216.jpg', '满五年，免交增值税，省去大额税费 高层采光充足。', '铨宝大厦  ', '低楼层(共12层)暂无数据  -  龙华', '33.8万', '单价13796元/平米')
('https://image1.ljcdn.com/460100-inspection/55eba2e5-2b70-4f6c-9b26-8aa35ff833fa.jpg.296x216.jpg', '此房满2年，正规1房，户型方正', '金融花园  ', '低楼层(共20层)板楼  -  龙华', '63.8万', '单价15950元/平米')
('https://image1.ljcdn.com/460100-inspection/82c443ab-0c18-4d42-866d-e3e4101df81d.jpg.296x216.jpg', '国贸路 城市精英 2房 户型方正 高楼层 采光好', '城市精英  ', '中楼层(共29层)板楼  -  龙华', '110万', '单价13068元/平米')
('https://image1.ljcdn.com/460100-inspection/7187d00c-3a41-4d28-819c-8c368bd070e7.jpg.296x216.jpg', '海秀路 铨宝大厦 精装 适宜出租', '铨宝大厦  ', '低楼层(共12层)暂无数据  -  龙华', '42.8万', '单价13614元/平米')
('https://image1.ljcdn.com/460100-inspection/a49a3398-ecac-4278-b345-a81f44ba6d54.jpg.296x216.jpg', '滨海大道 海口湾 精装两房 满五唯一只交契税拎包入住', '滨海贵族  ', '低楼层(共30层)板楼  -  龙华', '200万', '单价21277元/平米')
('https://image1.ljcdn.com/460100-inspection/2df7b514-9bf7-49ee-af3b-7dbf3ace0ab3.jpg.296x216.jpg', '大四房 满五唯一 税费低 简单装修', '华立花园  ', '中楼层(共9层)板楼  -  龙华', '205万', '单价14478元/平米')
('https://image1.ljcdn.com/460100-inspection/1a1487ae-8352-4f6f-a13d-6a9ce9b2bdfe.jpg.296x216.jpg', '小户型 满五多套 通风采光好 有钱可以购买转出租', '铨宝大厦  ', '低楼层(共12层)暂无数据  -  龙华', '33.8万', '单价13796元/平米')
('https://image1.ljcdn.com/460100-inspection/996b504a-d53d-4a7e-8da2-38c6d52dc92f.jpg.296x216.jpg', '房子优势：房子属于富成大厦 户型：，东北方向', '富成大厦  ', '中楼层(共28层)塔楼  -  龙华', '135万', '单价13318元/平米')
('https://image1.ljcdn.com/460100-inspection/7ab7dac6-98bc-48a6-bd05-3d789f3de847.JPG.296x216.jpg', '顺发新村 满五唯一 三房大户型 拎包入住 户型方正', '顺发新村  ', '低楼层(共7层)暂无数据  -  龙华', '175万', '单价10768元/平米')
('https://image1.ljcdn.com/460100-inspection/92ac0287-77cf-4476-bae8-d6bd350b9528.jpg.296x216.jpg', '小户型，自住出租都可以 户型方正', '铨宝大厦  ', '低楼层(共12层)暂无数据  -  龙华', '36.8万', '单价13339元/平米')
('https://image1.ljcdn.com/460100-inspection/c903eab1-69b7-4959-9158-92beabff2f81.jpg.296x216.jpg', '精装修，方正户型三居室，看房随时，随时签约产权清晰', '汇宇金城  ', '中楼层(共20层)暂无数据  -  琼山', '156万', '单价12414元/平米')
('https://image1.ljcdn.com/460100-inspection/880edfea-e54b-4455-963d-c179a7871052.JPG.296x216.jpg', '成信景苑 满五多套 业主诚心卖房 生活便利  适合居住', '成信景苑  ', '高楼层(共12层)板楼  -  龙华', '250万', '单价14365元/平米')
('https://image1.ljcdn.com/460100-inspection/ff1e90d9-d137-4a32-95e1-fa7338c1ae1b.JPG.296x216.jpg', '国贸商圈，繁华地段，正规4房！', '嘉华城市花园  ', '中楼层(共25层)暂无数据  -  龙华', '295万', '单价18671元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_upload6e7b1567-03ad-4b93-981b-f9acae63e109.jpg.296x216.jpg', '华发大厦 万国旁 160平 3房  户型方正', '华发大厦  ', '高楼层(共28层)暂无数据  -  龙华', '155万', '单价9688元/平米')
('https://image1.ljcdn.com/460100-inspection/rsp_pic_upload748b4d4e-269a-4d5a-9b78-d67245d90b36.JPG.296x216.jpg', '金贸西路 新宏基大厦 满二 四房两卫', '新宏基大厦  ', '低楼层(共21层)板楼  -  龙华', '199.2万', '单价12000元/平米')
('https://image1.ljcdn.com/460100-inspection/f8b2c850-8be9-48d4-a239-c61fa139d9b9.jpg.296x216.jpg', '海濂路 友谊华庭 正规1房 采光好', '友谊华庭  ', '低楼层(共17层)暂无数据  -  龙华', '69.8万', '单价16506元/平米')
('https://image1.ljcdn.com/460100-inspection/ece5a8cc-7569-4b9a-9727-50c0d3d42bb0.jpg.296x216.jpg', '万国.大都会 人民公园 华发大厦 三房两厅', '华发大厦  ', '高楼层(共28层)暂无数据  -  龙华', '188万', '单价11394元/平米')
('https://image1.ljcdn.com/460100-inspection/37fe684e-5594-4bac-b230-87042201c202.jpg.296x216.jpg', '满五多套，三房两厅一卫加俩阳台', '南玻公寓南区  ', '低楼层(共9层)暂无数据  -  龙华', '138万', '单价12924元/平米')
('https://image1.ljcdn.com/460100-inspection/3aef187d-62af-4a5d-b905-247e524b0752.jpg.296x216.jpg', '世贸 天龙阁 精装三房 双阳台 中层 视野开阔 户型方正', '天龙阁  ', '中楼层(共22层)暂无数据  -  龙华', '160万', '单价11064元/平米')
('https://image1.ljcdn.com/460100-inspection/73aac055-688a-4942-a9e4-35790ff16223.jpg.296x216.jpg', '金山小区，正规四房，明厨明卫。', '金山小区  ', '低楼层(共20层)暂无数据  -  龙华', '172万', '单价13113元/平米')
('https://image1.ljcdn.com/460100-inspection/d8f92a1c-68ea-4729-b8a3-7be9cd1c6b55.jpg.296x216.jpg', '海景房 精装修大4房看房方便 拎包入住', '绿蓝苑  ', '中楼层(共7层)暂无数据  -  秀英', '160万', '单价15534元/平米')
('https://image1.ljcdn.com/460100-inspection/a3af8734-c06a-4eed-a9dc-1bd691259735.jpg.296x216.jpg', '龙华区 星华商厦 正规3房采光好', '星华商厦  ', '高楼层(共18层)暂无数据  -  龙华', '186万', '单价15148元/平米')
('https://image1.ljcdn.com/460100-inspection/8510b894-6dba-43dd-acc5-e9d8aaf3b39f.jpg.296x216.jpg', '现代花园一期 成熟小区 生活交通便利', '现代花园一期  ', '高楼层(共12层)板楼  -  龙华', '240万', '单价16902元/平米')
('https://image1.ljcdn.com/460100-inspection/2e126e46-c328-41ee-94e2-c4477a5c5dd5.jpg.296x216.jpg', '国贸城市精英 交通便利 采光充足', '城市精英  ', '低楼层(共26层)板楼  -  龙华', '185万', '单价15417元/平米')
('https://image1.ljcdn.com/460100-inspection/0d3be5fb-01f0-4bcf-bd68-674cbbe3202b.jpg.296x216.jpg', '国贸地段 正规三房 户型反正 看房方便', '城中城  ', '高楼层(共22层)板楼  -  龙华', '178万', '单价15479元/平米')
('https://image1.ljcdn.com/460100-inspection/bcbb0a8e-8476-4037-8ec5-46caae698304.jpg.296x216.jpg', '正规的1房2厅1 厨1卫，满五多套，产证在手', '清清家园  ', '中楼层(共13层)板楼  -  龙华', '115万', '单价16942元/平米')
('https://image1.ljcdn.com/460100-inspection/d3e2241a-9eff-477c-b43b-552307f8207b.jpg.296x216.jpg', '都市庭院 国贸  生活配套设施好', '都市庭苑  ', '中楼层(共15层)暂无数据  -  龙华', '255万', '单价14299元/平米')
('https://image1.ljcdn.com/460100-inspection/0e213cac-1979-4962-afac-9fbf624e936d.JPG.296x216.jpg', '房型好，户型方正、明卫明厨、高层 视野宽阔', '环海大厦  ', '中楼层(共21层)塔楼  -  龙华', '258.9万', '单价15691元/平米')
('https://image1.ljcdn.com/460100-inspection/161e2fd5-0532-4b12-85ad-69b17c76e3b7.jpg.296x216.jpg', '顺发新村 大型社区 满五年公摊面积小', '顺发新村  ', '低楼层(共8层)暂无数据  -  龙华', '168.8万', '单价12359元/平米')
('https://image1.ljcdn.com/460100-inspection/1c958d58-7833-4ccf-aac8-929a7d0d5293.jpg.296x216.jpg', '国贸三横路 华锦苑 闹中取静 适合租住自住', '华锦苑  ', '低楼层(共27层)板楼  -  龙华', '145万', '单价13810元/平米')
('https://image1.ljcdn.com/460100-inspection/12570893-63d1-4a9a-8527-e605d3974849.jpg.296x216.jpg', '配套设施齐全，交通便利，视野开阔', '徽园  ', '低楼层(共13层)暂无数据  -  琼山', '170万', '单价13357元/平米')
('https://image1.ljcdn.com/460100-inspection/b66933ee-2fb0-4223-bee5-5aaaa93bb2e0.jpg.296x216.jpg', '国贸大道 金福城小区中高好楼层', '金福城  ', '高楼层(共24层)暂无数据  -  龙华', '198万', '单价13200元/平米')
('https://image1.ljcdn.com/460100-inspection/bdde4e3c-60e8-47a4-b202-3bc31482180e.jpg.296x216.jpg', '南滨骏园 装修两房 户型方正 欢迎看房', '南滨骏园  ', '中楼层(共17层)暂无数据  -  龙华', '158万', '单价17352元/平米')
('https://image1.ljcdn.com/460100-inspection/02a9b39d-1241-4a25-9bda-d111b326c4c8.jpg.296x216.jpg', '绿谷康都 2室1厅 150万', '绿谷康都  ', '高楼层(共9层)暂无数据  -  龙华', '150万', '单价19481元/平米')
('https://image1.ljcdn.com/460100-inspection/4add57e2-3279-46cf-8028-715ef8ecd221.jpg.296x216.jpg', '小区环境好 户型方正 采光充足 出行方便', '江南商业大厦  ', '高楼层(共11层)暂无数据  -  龙华', '128万', '单价11066元/平米')
('https://image1.ljcdn.com/460100-inspection/8b96bc14-d84e-4f60-b31a-31a0c431bcc2.jpg.296x216.jpg', '国贸翡翠阁 简装三房 中高层 户型方正 采光充足', '翡翠阁  ', '中楼层(共12层)暂无数据  -  龙华', '186万', '单价13033元/平米')
('https://image1.ljcdn.com/460100-inspection/14690b70-5572-4bb6-8af6-ca1259fe453a.jpg.296x216.jpg', '龙昆南路 钻石大厦 大开间 简装', '钻石大厦  ', '高楼层(共18层)暂无数据  -  琼山', '89.8万', '单价17889元/平米')
('https://image1.ljcdn.com/460100-inspection/5c899c28-b690-4ad8-bec9-6fb7a168c83d.jpg.296x216.jpg', '出行便利，近京华城，上邦百汇城，友谊阳光城', '帝国大厦  ', '高楼层(共23层)板塔结合  -  龙华', '75万', '单价14003元/平米')
('https://image1.ljcdn.com/460100-inspection/4296edc7-7823-4b0e-a52b-df069068c77d.jpg.296x216.jpg', '昌茂花园，海德路，大户型5房！', '奇龙大厦  ', '中楼层(共12层)暂无数据  -  琼山', '248.8万', '单价12957元/平米')
('https://image1.ljcdn.com/460100-inspection/b202c40b-1b33-45e6-bc20-d72c0a14f3d1.jpg.296x216.jpg', '万国大都会旁，香港城，户型方正，中高楼层，视野开阔', '香港城  ', '中楼层(共22层)塔楼  -  龙华', '51万', '单价14618元/平米')
('https://image1.ljcdn.com/460100-inspection/63fd248e-ad39-4a96-b698-1860919ba9d1.jpg.296x216.jpg', '大同路 人名公园旁 华发大厦 精装两房 高层', '华发大厦  ', '高楼层(共28层)暂无数据  -  龙华', '93.8万', '单价13758元/平米')
('https://image1.ljcdn.com/460100-inspection/ef10246d-ec3a-4038-b30e-c6609a4e28ef.jpg.296x216.jpg', '海口湾 满五唯一 中间楼层   配套成熟', '海岸壹号  ', '中楼层(共20层)板塔结合  -  龙华', '162万', '单价22500元/平米')
('https://image1.ljcdn.com/460100-inspection/b2e83667-e4ca-48b7-a543-5ebe67202052.jpg.296x216.jpg', '昌茂牡丹园 3室2厅 172万', '昌茂牡丹园  ', '中楼层(共8层)板楼  -  龙华', '172万', '单价15382元/平米')
