('https://image1.ljcdn.com/320200-inspection/10319598-b03d-4d2b-9c9e-c6665e04872a.jpg.296x216.jpg', '满五唯一 中间楼层采光较好 装修较新 领包入住', '首创悦府  ', '低楼层(共31层)暂无数据  -  江溪', '233万', '单价17276元/平米')
('https://image1.ljcdn.com/320200-inspection/d5c422ae-2720-48da-bd9d-6906a810d77a.jpg.296x216.jpg', '首创悦府洋房，精装修，看房方便，业主诚心出售', '首创悦府  ', '低楼层(共6层)暂无数据  -  江溪', '308万', '单价21553元/平米')
('https://image1.ljcdn.com/320200-inspection/992491eb-b635-43e1-bb28-83f5641a581c.jpg.296x216.jpg', '长江绿岛二期 中间楼层  全明户型 户型方正 随时看房', '长江绿岛二期  ', '中楼层(共16层)暂无数据  -  江溪', '152万', '单价14529元/平米')
('https://image1.ljcdn.com/320200-inspection/9f30312e-f53e-4f5a-8b31-c8911aa91801.jpg.296x216.jpg', '首创悦府，小三房，南北通透，诚心出售，带车位', '首创悦府  ', '低楼层(共34层)暂无数据  -  江溪', '144万', '单价16173元/平米')
('https://image1.ljcdn.com/320200-inspection/99795d0a-8509-4279-a954-792286b3a35c.jpg.296x216.jpg', '景南苑 两室一厅 户型方正 采光好 带院子', '景南苑  ', '低楼层(共7层)暂无数据  -  江溪', '58万', '单价11837元/平米')
('https://image1.ljcdn.com/320200-inspection/62efc850-03bc-41e9-af03-f8c03e2cd3cf.jpg.296x216.jpg', '链家真房源 首创悦府 大两房 精装修', '首创悦府  ', '高楼层(共30层)暂无数据  -  江溪', '132万', '单价15410元/平米')
('https://image1.ljcdn.com/320200-inspection/224e58da-461e-49a0-8e9a-f8c4d4931195.jpg.296x216.jpg', '春潮花园二区 3室2厅 118万', '春潮花园二区  ', '低楼层(共6层)板楼  -  旺庄', '118万', '单价9647元/平米')
('https://image1.ljcdn.com/320200-inspection/cd433066-064b-4faa-acac-8a5c3e9c580b.jpg.296x216.jpg', '金海里 2室1厅 65万', '金海里  ', '高楼层(共7层)暂无数据  -  塘南', '65万', '单价9605元/平米')
('https://image1.ljcdn.com/320200-inspection/739be860-b4f0-4377-970e-5ef49c28993b.jpg.296x216.jpg', '链家真房源 兴竹家园 2室1厅 南北通透 户型方正', '兴竹家园  ', '高楼层(共27层)暂无数据  -  塘南', '83万', '单价9564元/平米')
('https://image1.ljcdn.com/320200-inspection/437f4631-dc05-4970-bc89-c92fedca4cbe.JPG.296x216.jpg', '尚东雅园 2室1厅 155万', '尚东雅园  ', '高楼层(共34层)暂无数据  -  旺庄', '155万', '单价18903元/平米')
('https://image1.ljcdn.com/320200-inspection/4f9cd5f5-4152-41a8-a825-ef506d766869.jpg.296x216.jpg', '长江国际雅园 3室2厅 315万', '长江国际雅园  ', '低楼层(共9层)暂无数据  -  江溪', '315万', '单价24231元/平米')
('https://image1.ljcdn.com/320200-inspection/6c6f63bf-f225-4b4d-8ebc-209a5685f7d3.jpg.296x216.jpg', '【链家真房源】长江北路 万科品质小区 总价低', '万科金域缇香  ', '低楼层(共32层)板楼  -  江溪', '164万', '单价18616元/平米')
('https://image1.ljcdn.com/320200-inspection/4a72de81-556f-42cb-8cd7-936a0e32abf4.jpg.296x216.jpg', '铭城花园 2室2厅 140万', '铭城花园  ', '高楼层(共17层)暂无数据  -  江溪', '140万', '单价15556元/平米')
('https://image1.ljcdn.com/320200-inspection/aaec811f-374e-4630-b2c2-eae0107d2572.jpg.296x216.jpg', '链家真房源 长江绿岛三期  带车位 精装修 有地暖', '长江绿岛三期  ', '中楼层(共32层)暂无数据  -  江溪', '159万', '单价15589元/平米')
('https://image1.ljcdn.com/320200-inspection/a06e969e-be95-4f99-9a41-72c894016fcb.jpg.296x216.jpg', '此房是小叙康里的房子，满五唯一，小三房', '叙康里  ', '高楼层(共7层)暂无数据  -  江溪', '86万', '单价11136元/平米')
('https://image1.ljcdn.com/320200-inspection/5baed46c-df02-465e-93fa-df6cb71a7624.jpg.296x216.jpg', '【链家真房源】2室1厅 精装修 未入住 满五唯一', '金海里  ', '高楼层(共7层)暂无数据  -  塘南', '80万', '单价11905元/平米')
('https://image1.ljcdn.com/320200-inspection/5ac010dc-80a8-403d-bd7a-f3dccc52ea14.jpg.296x216.jpg', '长江北路雅园出售高档小区 精装修 价格实惠 看房方便', '长江国际雅园  ', '低楼层(共28层)暂无数据  -  江溪', '195万', '单价19713元/平米')
('https://image1.ljcdn.com/320200-inspection/07cd07f4-090b-41e9-8a7f-e92e8a8bbf1d.jpg.296x216.jpg', '万科金域缇香 2室2厅 170万', '万科金域缇香  ', '中楼层(共34层)板楼  -  江溪', '170万', '单价20000元/平米')
('https://image1.ljcdn.com/320200-inspection/bc91a87e-1fe4-48b9-8ac7-e35bf00e1c66.jpg.296x216.jpg', '瑞城花园精装三房，装修比较好，单价比较低', '瑞城花园  ', '中楼层(共17层)暂无数据  -  旺庄', '153万', '单价14855元/平米')
('https://image1.ljcdn.com/320200-inspection/b219724a-b32f-42e8-87db-f1367472779b.jpg.296x216.jpg', '长江国际雅园 1室1厅 99万', '长江国际雅园  ', '中楼层(共28层)暂无数据  -  江溪', '99万', '单价16780元/平米')
('https://image1.ljcdn.com/320200-inspection/73f84833-8124-497e-a9c3-749849240ba4.jpg.296x216.jpg', '兴竹家园 2室2厅 85万', '兴竹家园  ', '中楼层(共34层)暂无数据  -  塘南', '85万', '单价9850元/平米')
('https://image1.ljcdn.com/320200-inspection/bd4ba663-dc50-4831-917e-b1ffbcedcd4f.jpg.296x216.jpg', '国际一花园 3室2厅 175万', '国际一花园  ', '高楼层(共34层)暂无数据  -  坊前', '175万', '单价10468元/平米')
('https://image1.ljcdn.com/320200-inspection/rsp_pic_upload8f2d5a39-7af6-435d-8d6f-15b15b6c2a4d.jpg.296x216.jpg', '太湖花园三期 3室2厅 160万', '太湖花园三期  ', '中楼层(共6层)暂无数据  -  江溪', '160万', '单价11852元/平米')
('https://image1.ljcdn.com/320200-inspection/71a220ec-e040-4c88-9bd7-854e361612fc.jpg.296x216.jpg', '金科中心 3室2厅 170万', '金科中心  ', '中楼层(共30层)暂无数据  -  塘南', '170万', '单价18746元/平米')
('https://image1.ljcdn.com/320200-inspection/8e5b4704-37c0-447f-a4c3-e08a741c2cdb.JPG.296x216.jpg', '尚东雅园 3室2厅 193万', '尚东雅园  ', '中楼层(共34层)暂无数据  -  旺庄', '193万', '单价17871元/平米')
('https://image1.ljcdn.com/320200-inspection/9834409b-e68b-49dc-991c-a740e0c0112c.jpg.296x216.jpg', '欧典家园北区 2室2厅 100万', '欧典家园北区  ', '低楼层(共6层)暂无数据  -  江溪', '100万', '单价10520元/平米')
('https://image1.ljcdn.com/320200-inspection/a38e4868-02a7-4b15-aacb-a4a06842067b.jpg.296x216.jpg', '【链家真房源】太湖花园二期 精装小两房 全南满五唯一', '太湖花园二期  ', '中楼层(共6层)板楼  -  江溪', '90万', '单价13555元/平米')
('https://image1.ljcdn.com/320200-inspection/test-8677e9c9-6bb6-4f08-bca9-ac1c2e814f7d.png.296x216.jpg', '长江国际雅园 2室1厅 175万', '长江国际雅园  ', '中楼层(共28层)暂无数据  -  江溪', '175万', '单价17569元/平米')
('https://image1.ljcdn.com/320200-inspection/73d92d6c-a7fe-43c4-ab44-7f30da3e2eac.JPG.296x216.jpg', '【链家真房源】全明户型 大三开间朝南', '国际一花园  ', '高楼层(共34层)暂无数据  -  坊前', '175万', '单价13187元/平米')
('https://image1.ljcdn.com/320200-inspection/4da3ae4e-97be-450a-b9b8-68365a69581b.jpg.296x216.jpg', '【链家真房源】长江国际花园 4室2厅 精装修', '长江国际花园  ', '低楼层(共3层)板楼  -  旺庄', '350万', '单价17459元/平米')
('https://image1.ljcdn.com/320200-inspection/b9789f4c-de79-45eb-86b4-09229b85ec72.jpg.296x216.jpg', '景南苑 3室2厅 150万', '景南苑  ', '中楼层(共7层)暂无数据  -  江溪', '150万', '单价10455元/平米')
