('https://image1.ljcdn.com/420100-inspection/b26a2f8e-5702-4e74-9bc4-d26cd7fd3f79.JPG.296x216.jpg', '知音半岛南北通透，日照充足，共享别墅群配套', '知音半岛   | 联排别墅 | 5室3厅 | 271.29平米 | 南 | 其他', '3层2013年建暂无数据  -  蔡甸其它', '600万', '单价22117元/平米')
('https://image1.ljcdn.com/420100-inspection/ac515c00-471d-4cca-be64-93efd07a5c9d.JPG.296x216.jpg', '知音半岛 5室3厅 600万', '知音半岛   | 联排别墅 | 5室3厅 | 271.29平米 | 南 | 其他', '3层2013年建暂无数据  -  蔡甸其它', '600万', '单价22117元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d56ed2f3-07c4-4c83-b98d-bf2c37eeea66.png.296x216.jpg', '证在手，无抵押，产权清晰，毛坯大三房', '东方夏威夷国际花园  | 3室2厅 | 139.39平米 | 南 北 | 其他', '中楼层(共4层)2006年建板楼  -  蔡甸其它', '160万', '单价11479元/平米')
('https://image1.ljcdn.com/420100-inspection/test-63bf0405-2a31-49b4-9e04-69d6c86d3f7a.png.296x216.jpg', '蔡甸 恒大绿洲 132.6平 170万 三室两厅两卫 电梯', '恒大绿洲  | 3室2厅 | 132.64平米 | 东南 | 其他', '低楼层(共18层)2011年建板楼  -  蔡甸其它', '170万', '单价12817元/平米')
('https://image1.ljcdn.com/420100-inspection/test-3213082b-24e3-46bb-b4e1-76c24ca858ea.png.296x216.jpg', '蔡甸 恒大绿洲 118平160万 电梯 三室两厅两卫 精装', '恒大绿洲  | 3室2厅 | 118平米 | 东南 | 其他', '高楼层(共32层)暂无数据  -  蔡甸其它', '160万', '单价13560元/平米')
('https://image1.ljcdn.com/420100-inspection/test-aab0df74-c078-4841-a0d1-8447940964d8.png.296x216.jpg', '恒大绿洲大三房，小区环境优雅，交通便利', '恒大绿洲  | 3室2厅 | 128.32平米 | 北 | 其他', '低楼层(共30层)塔楼  -  蔡甸其它', '146万', '单价11378元/平米')
('https://image1.ljcdn.com/420100-inspection/11174866-01ec-4a69-88a1-a100d1b991d1.JPG.296x216.jpg', '碧荷花园 3室2厅 92万', '碧荷花园  | 3室2厅 | 91.84平米 | 南 北 | 其他', '中楼层(共18层)2013年建板楼  -  蔡甸其它', '92万', '单价10018元/平米')
('https://image1.ljcdn.com/420100-inspection/94aae74a-5630-4c95-bdf1-d911251d419b.JPG.296x216.jpg', '中核商圈 中国核建锦城 全新 精装电梯  三房 南北通透', '中国核建锦城  | 3室2厅 | 90.77平米 | 南 北 | 其他', '高楼层(共16层)塔楼  -  蔡甸其它', '117万', '单价12890元/平米')
('https://image1.ljcdn.com/420100-inspection/12a6dce5-90aa-4b0a-83be-10cab23c24a6.JPG.296x216.jpg', '丽水新城 未来寓 电梯中间楼层 现房有钥匙 看房方便', '未来寓  | 2室2厅 | 82.32平米 | 南 | 其他', '中楼层(共32层)暂无数据  -  蔡甸其它', '86万', '单价10448元/平米')
('https://image1.ljcdn.com/420100-inspection/2b559f9e-6d69-4368-a583-3557792fd220.jpg.296x216.jpg', '蔡甸莲花湖旁  四小旁   中间楼层 南北通透大三房', '福晟滨江国际  | 3室2厅 | 115平米 | 南 北 | 其他', '中楼层(共32层)2015年建板楼  -  蔡甸其它', '115万', '单价10000元/平米')
('https://image1.ljcdn.com/420100-inspection/4eda69ca-3f5c-4d1a-af46-6ec89a2b1c62.JPG.296x216.jpg', '大型小区 丽水新城 全新精装可做婚房 可商可住', '丽水新城  | 3室2厅 | 126.69平米 | 南 北 | 其他 | 无电梯', '未知(共0层)暂无数据  -  蔡甸其它', '122万', '单价9630元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5f147258-4bcd-42be-a64b-8ec09640b98d.png.296x216.jpg', '恒大绿洲大四房 楼层好 采光充足 拎包入住', '恒大绿洲  | 4室2厅 | 148.04平米 | 南 | 其他', '中楼层(共32层)暂无数据  -  蔡甸其它', '180万', '单价12159元/平米')
('https://image1.ljcdn.com/420100-inspection/test-74cac3e9-fb7a-4330-9c2d-bf15470be6b8.png.296x216.jpg', '汉阳大街茂盛路10号 精装证满三室两厅一卫 中间楼层', '雄达商住楼  | 3室2厅 | 128.3平米 | 南 | 其他 | 无电梯', '中楼层(共7层)暂无数据  -  蔡甸其它', '99万', '单价7717元/平米')
('https://image1.ljcdn.com/420100-inspection/7e5d2efa-8cf2-4362-9161-3d5b484c227a.JPG.296x216.jpg', '复式洋房带花园地下室 一梯一户  同济医院', '中国健康谷  | 4室2厅 | 177平米 | 南 | 毛坯', '低楼层(共5层)2015年建板楼  -  蔡甸其它', '230万', '单价12995元/平米')
('https://image1.ljcdn.com/420100-inspection/test-2537e0b6-a186-416d-b6ec-7de4ce287b03.png.296x216.jpg', '世茂龙湾三期 中叠 70年产权 老证 毛坯 诚心卖', '世茂龙湾3期  | 2室2厅 | 85.05平米 | 南 | 其他', '低楼层(共2层)暂无数据  -  蔡甸其它', '125万', '单价14698元/平米')
('https://image1.ljcdn.com/420100-inspection/e2b0a58e-4924-4952-b242-925a8ef76792.jpg.296x216.jpg', '方圆公寓，中装大二房，证满二年无贷款。', '方圆公寓  | 2室2厅 | 94.34平米 | 西 | 其他', '中楼层(共7层)暂无数据  -  蔡甸其它', '80万', '单价8480元/平米')
('https://image1.ljcdn.com/420100-inspection/test-05b10685-84a8-4053-a955-2db069b9bd12.png.296x216.jpg', '蔡甸 名流仕家102平 全新精装三房 一天未住 中间楼层', '名流仕家  | 3室1厅 | 107平米 | 南 北 | 精装', '中楼层(共27层)2014年建板楼  -  蔡甸其它', '143万', '单价13365元/平米')
('https://image1.ljcdn.com/420100-inspection/test-2392b49c-f489-4029-8d45-81c5077c7967.png.296x216.jpg', '知音半岛南北通透，日照充足，共享别墅群配套', '知音半岛  | 3室2厅 | 103平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2013年建板楼  -  蔡甸其它', '130万', '单价12622元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f487456d-c5c3-4b3d-8ab9-3f37d9e29521.png.296x216.jpg', '蔡甸广场旁  工农路朝南2居室  中间楼层交通便利', '工农路108号院  | 2室1厅 | 74.79平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  蔡甸其它', '68万', '单价9093元/平米')
('https://image1.ljcdn.com/420100-inspection/test-67243fc2-5ef4-417e-bf95-7347d17c219a.png.296x216.jpg', '正规两房 户型通透采光好 房东诚心出售', '五层街31号  | 2室2厅 | 80.6平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  蔡甸其它', '75万', '单价9306元/平米')
('https://image1.ljcdn.com/420100-inspection/test-07bf97a5-9f94-4035-b4dc-19c397604626.png.296x216.jpg', '树潘大街451号 证满 公摊小 采光好', '树潘大街451号  | 2室2厅 | 103平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)暂无数据  -  蔡甸其它', '80万', '单价7767元/平米')
('https://image1.ljcdn.com/420100-inspection/test-05e9a7c8-d953-4f3c-80bd-a360ca206655.png.296x216.jpg', '建新西区   3室2厅1卫 两证齐全  证满两年', '建新西区长寿里  | 3室2厅 | 94平米 | 南 | 其他', '中楼层(共7层)暂无数据  -  蔡甸其它', '85万', '单价9043元/平米')
('https://image1.ljcdn.com/420100-inspection/a2c8657e-967f-4562-81cf-203bdb1ade4f.jpg.296x216.jpg', '新城区，电梯毛坯三房，中间楼层，视野开阔，蔡甸广场', '沁园首府  | 3室2厅 | 109平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2014年建板塔结合  -  蔡甸其它', '125万', '单价11468元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5a0e7d66-8826-453a-9608-1d91a89d66d4.png.296x216.jpg', '义勇路105号，精装，大三房，新证。', '义勇路105号院  | 3室2厅 | 143平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  蔡甸其它', '95万', '单价6644元/平米')
('https://image1.ljcdn.com/420100-inspection/0341fc53-8a07-46e1-846c-13b075d48cbd.jpg.296x216.jpg', '蔡甸广场，知音人家，中间楼层，南北通透户型，毛坯', '知音人家  | 2室2厅 | 92平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)暂无数据  -  蔡甸其它', '100万', '单价10870元/平米')
('https://image1.ljcdn.com/420100-inspection/7f3588dc-d928-4f43-889b-65076a37d30d.jpg.296x216.jpg', '光华欣居 3室2厅 93万', '光华欣居  | 3室2厅 | 135平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)暂无数据  -  蔡甸其它', '93万', '单价6889元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c99d8b87-3711-42c6-bda0-c5fd9ed34081.png.296x216.jpg', '蔡甸广场旁  鼎力欣颐居 3房2卫 中间层 中装 证满两年', '鼎力欣颐居  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共7层)暂无数据  -  蔡甸其它', '98万', '单价7539元/平米')
