('https://image1.ljcdn.com/610100-inspection/c7290980-8268-423e-8159-ea928d1e9be6.jpg.296x216.jpg', '东尚观湖 毛坯房有钥匙 南北通透双卫 观湖房 纯板楼', '东尚观湖  ', '中楼层(共28层)板塔结合  -  城西', '135万', '单价13449元/平米')
('https://image1.ljcdn.com/610100-inspection/7a592d55-cd1a-48f1-881d-8decb2bfbc24.jpg.296x216.jpg', '大兴路  新上 优质 精装 四居室 有钥匙 随时可看', '大唐世家  ', '高楼层(共6层)板楼  -  城西', '120万', '单价9976元/平米')
('https://image1.ljcdn.com/610100-inspection/9dec01bc-8754-462d-843b-3cae195357f5.jpg.296x216.jpg', '东尚观湖，精装一居室，可以直接拎 包入住，房本在手', '东尚观湖  ', '中楼层(共27层)板塔结合  -  城西', '68万', '单价14741元/平米')
('https://image1.ljcdn.com/610100-inspection/6c39a5b4-402b-45ea-9651-08342791cd37.jpg.296x216.jpg', '莱茵小城刚需2居室满三满二，房本在手', '天朗莱茵小城  ', '低楼层(共27层)塔楼  -  城西', '55万', '单价12803元/平米')
('https://image1.ljcdn.com/610100-inspection/bec32676-1c58-4ceb-9489-1deff5da7249.jpg.296x216.jpg', '劳动路地铁口 都市绿洲花园 产证在手 无抵押 着急出售', '都市绿洲花园  ', '高楼层(共25层)暂无数据  -  城西', '129万', '单价11728元/平米')
('https://image1.ljcdn.com/610100-inspection/90e5ce23-38c3-43f4-a6ca-79198a84a2dc.jpg.296x216.jpg', '精装一居室 全明户型 视野开阔', '东尚观湖  ', '中楼层(共27层)板塔结合  -  城西', '75万', '单价15170元/平米')
('https://image1.ljcdn.com/610100-inspection/0c7a2326-6532-4e3e-9619-469aaeb58418.jpg.296x216.jpg', '城西 丰庆公园旁 西市佳园优质一居 满五满二 随时看', '西市佳园  ', '中楼层(共34层)塔楼  -  城西', '72万', '单价16405元/平米')
('https://image1.ljcdn.com/610100-inspection/7d0782a1-60d9-4731-97d9-aba0ccbc6ba6.jpg.296x216.jpg', '公园天下 精装三居  南北通透  带家具家电', '公园天下  ', '中楼层(共26层)板楼  -  城西', '280万', '单价23276元/平米')
('https://image1.ljcdn.com/610100-inspection/93ee66a6-8a53-4a2a-9141-78c9f867294d.jpg.296x216.jpg', '丰庆公园旁 公园天下小区环境好 交通方便', '公园天下  ', '中楼层(共26层)板楼  -  城西', '210万', '单价20530元/平米')
('https://image1.ljcdn.com/610100-inspection/3586064c-3a45-456e-ae3a-5392a41b51c4.jpg.296x216.jpg', '蔚蓝花城B区 全配精装，拎包入住。', '蔚蓝花城七色镇B区  ', '低楼层(共15层)暂无数据  -  城西', '135万', '单价15135元/平米')
('https://image1.ljcdn.com/610100-inspection/485e921e-4bd7-40e2-932b-4fe8d317153f.jpg.296x216.jpg', '蔚蓝花城 大两居精装修 卧室客厅朝南 中间楼层可按揭', '蔚蓝花城  ', '中楼层(共24层)暂无数据  -  城西', '122万', '单价13977元/平米')
('https://image1.ljcdn.com/610100-inspection/edc3eed2-d60a-4c19-bbdd-9719d2c499f9.jpg.296x216.jpg', '莲湖区 团结西路 南北通透4室全明 166平 送100平露台', '东尚观湖  ', '低楼层(共27层)板塔结合  -  城西', '286万', '单价17168元/平米')
