('https://image1.ljcdn.com/350200-inspection/59c36ec8-af6d-42e7-be4e-2e6750771102.jpg.296x216.jpg', '聚镇毛坯三房  116平  价格可谈', '聚镇  | 3室2厅 | 116.53平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建塔楼  -  锦园', '255万', '单价21883元/平米')
('https://image1.ljcdn.com/350200-inspection/ad63cfe2-26a0-4ef3-8745-91a0a4b5a295.JPG.296x216.jpg', '财经学院内南北通透舒适大三房，全明格局，停车方便。', '集岑路  | 3室2厅 | 116.29平米 | 南 北 | 简装', '低楼层(共6层)板楼  -  集美文教区', '368万', '单价31646元/平米')
('https://image1.ljcdn.com/350200-inspection/a5d8f6cd-451b-4b78-859d-0dee9d37d1b3.jpg.296x216.jpg', '联发高楼层毛坯两房，视野好，看中庭，采光充足。', '联发欣悦湾  | 2室2厅 | 82.5平米 | 南 | 毛坯', '高楼层(共26层)暂无数据  -  灌口', '200万', '单价24243元/平米')
('https://image1.ljcdn.com/350200-inspection/bb63b1c2-abeb-4e0d-b6aa-32668fe5cc79.jpg.296x216.jpg', '莲花新城270平大平层，临湖临地铁·', '莲花新城一期  | 5室2厅 | 270.98平米 | 东 东南 | 其他 | 有电梯', '中楼层(共11层)2015年建塔楼  -  集美新城', '800万', '单价29523元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadd8133365-04ad-4a4f-a96c-54f75322e9f4.jpg.296x216.jpg', '禹洲海岸一期 正规大五房，户型方正，双阳台。', '禹洲中央海岸一期  | 5室3厅 | 234.57平米 | 南 | 毛坯 | 有电梯', '低楼层(共36层)2015年建塔楼  -  杏林桥头', '610万', '单价26006元/平米')
('https://image1.ljcdn.com/350200-inspection/d158ee7e-f257-435c-b0f9-1ffa077c6b82.jpg.296x216.jpg', '水晶湖郡旁 低总价 小三房 刚需好选择', '滨水小区二期  | 3室2厅 | 72.79平米 | 东南 | 简装', '低楼层(共34层)暂无数据  -  集美新城', '211万', '单价28988元/平米')
('https://image1.ljcdn.com/120000-inspection/a6a0a27b-4e44-4a8f-b7af-c6383187adf5.jpg.296x216.jpg', '夏商大学康城正规单身公寓 楼层好 居住舒适', '夏商大学康城一期  | 1室1厅 | 47.48平米 | 南 | 简装 | 有电梯', '中楼层(共25层)2008年建板楼  -  锦园', '130万', '单价27380元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadc472cb41-2149-4f55-9735-fd4431984690.jpg.296x216.jpg', '总价低，有装修，采光好！家具装修赠送', '禹洲中央海岸一期  | 2室2厅 | 58.75平米 | 东南 | 简装 | 有电梯', '高楼层(共7层)2015年建塔楼  -  杏林桥头', '190万', '单价32341元/平米')
('https://image1.ljcdn.com/350200-inspection/cedc953b-0557-402f-8d75-70638015bbd7.jpg.296x216.jpg', '禹洲 阳台可以看一些海 业主自住装修 诚意出售', '禹洲中央海岸一期  | 2室1厅 | 58.75平米 | 南 | 精装 | 有电梯', '高楼层(共7层)2015年建塔楼  -  杏林桥头', '138万', '单价23490元/平米')
('https://image1.ljcdn.com/350200-inspection/6f978ebb-d0c2-4301-b832-5ac4c1ae40ee.JPG.296x216.jpg', '集美永祥花园 南北通透 户型方正 看房方便', '集美永祥花园  | 3室2厅 | 115.39平米 | 南 北 | 简装', '低楼层(共18层)板楼  -  集美其它', '340万', '单价29466元/平米')
('https://image1.ljcdn.com/350200-inspection/2e064594-e126-43d8-b9fa-d94051789c01.JPG.296x216.jpg', '集美区海上五月花南北通透大三房', '海上五月花三期  | 3室2厅 | 105.51平米 | 南 北 | 简装 | 有电梯', '高楼层(共33层)2014年建板楼  -  集美其它', '380万', '单价36016元/平米')
('https://image1.ljcdn.com/350200-inspection/ca6d025d-cc05-4b46-b065-895b42efb8aa.JPG.296x216.jpg', '集美悦海园自住三房 看房提前约', '悦海园二期  | 3室2厅 | 124.07平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  集美文教区', '390万', '单价31434元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadbc8b2ac2-c48f-41d9-bc19-58f7a6798a15.jpg.296x216.jpg', '赠送多，使用四层，百万装修，精品家具家电全赠送', '中航城国际社区C座  | 5室2厅 | 112.1平米 | 南 北 | 精装 | 有电梯', '高楼层(共28层)2015年建板楼  -  集美新城', '630万', '单价56200元/平米')
('https://image1.ljcdn.com/350200-inspection/3f450311-4d6c-4b10-a51e-b70603bbf890.JPG.296x216.jpg', '古龙御景一期北区 精装三房 直面海景 全明格局', '古龙御景一期北区  | 3室2厅 | 90.94平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2010年建塔楼  -  集美其它', '300万', '单价32989元/平米')
('https://image1.ljcdn.com/350200-inspection/bf53085d-1ffc-4590-b2b1-43faea69184b.jpg.296x216.jpg', '中海锦城国际，带装修四房，安静高层。', '中海锦城国际  | 4室2厅 | 129.93平米 | 南 北 | 其他 | 有电梯', '高楼层(共34层)2015年建板楼  -  锦园', '345万', '单价26553元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploada3b624a4-b789-4381-9667-682dc0f6f8ca.jpg.296x216.jpg', '日东公园旁 怡家园 3房 自带幼儿园的小区', '怡家园  | 3室2厅 | 100.72平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  杏南', '215万', '单价21347元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload3ae337f7-2cab-4865-ad13-371bcdb65827.jpg.296x216.jpg', '自住装修，满五年免增值税，读书位没占用', '古龙明珠  | 3室2厅 | 101.07平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2006年建塔楼  -  集美文教区', '450万', '单价44524元/平米')
('https://image1.ljcdn.com/350200-inspection/bbdd7b0f-f02f-4f05-a296-a8cadbf661fd.JPG.296x216.jpg', '急售 集美老城区 电梯大3房 学籍不占用 一楼有储存间', '塘埔路  | 3室2厅 | 139.8平米 | 东 | 简装 | 有电梯', '高楼层(共7层)板楼  -  集美文教区', '400万', '单价28613元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload0e66f11f-c205-428c-8f6d-68fe594ae2d2.JPG.296x216.jpg', '禹洲大学城 3室2厅 255万', '禹洲大学城  | 3室2厅 | 102.6平米 | 南 | 简装 | 有电梯', '中楼层(共35层)2012年建板楼  -  集美其它', '255万', '单价24854元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload1a893ad9-718d-4123-8e51-5adc7540b039.JPG.296x216.jpg', '泉水湾二期 南北通透 四房出售', '泉水湾二期  | 4室2厅 | 118.68平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2010年建板楼  -  集美其它', '480万', '单价40445元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload73b593ad-e6f9-419a-be67-9751ef0f02c7.JPG.296x216.jpg', '水晶湖郡一期 南北通透大四房 大客厅 湖景好', '水晶湖郡A区  | 4室2厅 | 167.71平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共28层)2014年建板楼  -  集美新城', '675万', '单价40249元/平米')
