('https://image1.ljcdn.com/500000-inspection/e63f98d4-2e2f-4685-af74-6bcc2ef140b3.JPG.296x216.jpg', '精装正规三房室，朝中庭，采光好视野佳。', '鹏润蓝海C区  | 3室2厅 | 112.35平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2006年建塔楼  -  观音桥', '170万', '单价15132元/平米')
('https://image1.ljcdn.com/500000-inspection/f44f2aa0-c4a6-4dfd-a011-ab009a8b1462.jpg.296x216.jpg', '装修三房，采光充足，满五年，业主诚心出售。', '金叶世家  | 3室2厅 | 154.95平米 | 东 | 简装', '低楼层(共15层)2003年建塔楼  -  五里店', '180万', '单价11617元/平米')
('https://image1.ljcdn.com/500000-inspection/5571d730-3919-4630-a3f9-0d8353073cfa.jpg.296x216.jpg', '华润公园 清水两房 朝南视野采光好 随时看房 诚心出售', '华润中央公园  | 2室2厅 | 81.67平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2010年建塔楼  -  大石坝', '155万', '单价18979元/平米')
('https://image1.ljcdn.com/500000-inspection/5eccbdfd-85f3-499b-9ced-8423925c1e28.jpg.296x216.jpg', '国兴北岸江山 清水朝南 江景三房  视野开阔', '国兴北岸江山东区  | 3室2厅 | 121平米 | 南 | 毛坯 | 有电梯', '高楼层(共33层)2016年建塔楼  -  北滨路', '215万', '单价17769元/平米')
('https://image1.ljcdn.com/500000-inspection/61f6a946-3a99-4131-891b-ca9ac32cbc1f.jpg.296x216.jpg', '三梯四户，电梯入户，户型方正，小区品质高，楼层好', '凤凰湾驭府  | 3室2厅 | 126.09平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2013年建板楼  -  石马河', '185万', '单价14673元/平米')
('https://image1.ljcdn.com/500000-inspection/13a241b2-aab0-4a7c-933c-5a675c2d8f01.jpg.296x216.jpg', '观音桥北滨路绿地海外滩  简装2房  户型方正  朝南', '绿地海外滩  | 2室2厅 | 82平米 | 南 | 简装 | 有电梯', '低楼层(共31层)2016年建塔楼  -  鸿恩寺', '130万', '单价15854元/平米')
('https://image1.ljcdn.com/500000-inspection/10dba32d-2ba0-4985-8e75-71bdcbc3c7a3.jpg.296x216.jpg', '江北嘴 新鸥鹏 精装四房 读巴川', '新鸥鹏教育城  | 4室2厅 | 128平米 | 东 | 精装 | 有电梯', '中楼层(共30层)2017年建塔楼  -  江北嘴', '258万', '单价20157元/平米')
('https://image1.ljcdn.com/500000-inspection/63f5fb00-4ab6-45ba-ba77-223a683805ab.jpg.296x216.jpg', '安静看中庭  采光好  住家舒适  出行便利', '庆业九寨印象  | 2室2厅 | 84.78平米 | 东南 | 简装 | 有电梯', '低楼层(共34层)2014年建塔楼  -  龙头寺', '139万', '单价16396元/平米')
('https://image1.ljcdn.com/500000-inspection/def7b014-9ca1-421a-b3cc-a334b5cc7dbc.JPG.296x216.jpg', '融景城尚峰94.5平 180万 清水', '融景城尚峰  | 3室1厅 | 94.5平米 | 北 | 毛坯 | 有电梯', '低楼层(共31层)2015年建塔楼  -  五里店', '180万', '单价19048元/平米')
('https://image1.ljcdn.com/500000-inspection/c0d03bf0-0b2a-4f43-af07-526684d29e06.JPG.296x216.jpg', '壹江城新鲜江景两房  视野无遮挡   通透采光佳', '壹江城  | 2室2厅 | 81.59平米 | 西南 | 简装', '中楼层(共33层)塔楼  -  石马河', '118万', '单价14463元/平米')
('https://image1.ljcdn.com/500000-inspection/d1ad8d77-13bf-4b2c-bc82-d72f549bf42e.jpg.296x216.jpg', '区府旁瑞同优米2+1户型，视野好，清水可随意装修', '瑞同优米  | 3室1厅 | 77.72平米 | 东南 | 毛坯 | 有电梯', '中楼层(共34层)2017年建塔楼  -  龙头寺', '126万', '单价16213元/平米')
('https://image1.ljcdn.com/500000-inspection/d2941f61-cecd-4b92-a04a-768aefeb3f15.jpg.296x216.jpg', '泥磅 御景天成装修大两房 交通方便满五唯一', '御景天成  | 2室2厅 | 89.25平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2008年建塔楼  -  黄泥磅', '148万', '单价16583元/平米')
('https://image1.ljcdn.com/500000-inspection/95370470-5a2d-42d2-93a7-6ca14cf5612c.jpg.296x216.jpg', '华润置地央企品质楼盘 40万首付买正规两室两厅', '华润中央公园  | 2室2厅 | 84.35平米 | 北 | 毛坯 | 有电梯', '低楼层(共33层)2012年建塔楼  -  大石坝', '136万', '单价16124元/平米')
('https://image1.ljcdn.com/500000-inspection/282371ed-1432-4f07-902a-c0b07f9647a2.jpg.296x216.jpg', '江北五里店远银大厦永辉超市楼上住家两房', '远银大厦  | 2室2厅 | 95.77平米 | 东南 | 简装 | 有电梯', '高楼层(共24层)2003年建塔楼  -  五里店', '120万', '单价12531元/平米')
('https://image1.ljcdn.com/500000-inspection/02e5664a-7bd0-478c-a5ce-0b3daf57cb89.JPG.296x216.jpg', '观音桥半山华府，清水四房，可随意装修，证在手。', '半山华府  | 4室2厅 | 127.67平米 | 南 | 毛坯 | 有电梯', '中楼层(共32层)2012年建塔楼  -  观音桥', '218万', '单价17076元/平米')
('https://image1.ljcdn.com/500000-inspection/fbfedcc4-a04a-4015-8139-dab8b6a24721.jpg.296x216.jpg', '丰业住家装修     业主诚心出售', '丰业御景铭洲  | 3室2厅 | 98.21平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2008年建塔楼  -  龙头寺', '143万', '单价14561元/平米')
('https://image1.ljcdn.com/500000-inspection/e45bbbdd-d356-45fb-830f-a310f12b44cf.jpg.296x216.jpg', '万科悦湾 装修两房 带家具家电 看中庭 素质小区', '万科悦湾北区  | 2室2厅 | 76.26平米 | 东南 | 精装 | 有电梯', '中楼层(共14层)2016年建塔楼  -  石马河', '122万', '单价15998元/平米')
('https://image1.ljcdn.com/500000-inspection/0a5ea031-5d80-4d17-8568-fe071e49eae6.JPG.296x216.jpg', '金源路 正规两房 欧鹏K城 证在手 安心卖', '鸥鹏K城  | 2室1厅 | 80.25平米 | 西 | 其他 | 有电梯', '低楼层(共32层)2007年建塔楼  -  观音桥', '140万', '单价17446元/平米')
('https://image1.ljcdn.com/500000-inspection/b5a608c2-bf1c-4062-8d12-630b4b68756b.jpg.296x216.jpg', '首创鸿恩 清水底跃 四房可改六房 看中庭安静 出脚方便', '首创鸿恩国际生活区  | 5室3厅 | 181.19平米 | 西北 | 毛坯 | 有电梯', '中楼层(共5层)2012年建板楼  -  大石坝', '275万', '单价15178元/平米')
('https://image1.ljcdn.com/500000-inspection/d3ff9cc9-61af-4430-9d35-d9409d36aace.jpg.296x216.jpg', '住家安静，客厅和卧室看小区中庭景观，户型方正', '中海紫御江山熙岸  | 4室2厅 | 135.11平米 | 东南 | 毛坯 | 有电梯', '地下室(共31层)2017年建塔楼  -  江北嘴', '260万', '单价19244元/平米')
('https://image1.ljcdn.com/500000-inspection/b0a972c1-3fda-47ec-9a47-15c82dbc5e36.jpg.296x216.jpg', '此房全款证在手，可以看江，自带地暖，指纹密码锁。', '融景城澜岸  | 3室2厅 | 145.06平米 | 南 | 其他 | 有电梯', '低楼层(共38层)2013年建塔楼  -  北滨路', '285万', '单价19648元/平米')
('https://image1.ljcdn.com/500000-inspection/b6326dea-bd4d-4de0-b07c-b20f9855ff7d.jpg.296x216.jpg', '观音桥九街商圈旁，正规三房，诚心出售，交通方便', '桃花源小区  | 3室2厅 | 103平米 | 西南 | 其他', '高楼层(共11层)塔楼  -  观音桥', '121万', '单价11748元/平米')
('https://image1.ljcdn.com/500000-inspection/rsp_pic_upload4ff04a33-3958-4611-9af9-dd33fb70725c.jpg.296x216.jpg', '此房是精装修，东北朝向 可看江 前排小高层 满两年', '中海紫御江山御湾  | 4室2厅 | 141平米 | 东北 | 其他 | 有电梯', '高楼层(共15层)2015年建板楼  -  江北嘴', '370万', '单价26242元/平米')
('https://image1.ljcdn.com/500000-inspection/97a7ca67-1592-4a77-843e-2cf5a0267273.JPG.296x216.jpg', '轻轨南桥寺站旁 毛坯大三房  视野开阔  业主诚心出售', '光华可乐小镇A区  | 3室2厅 | 101平米 | 南 | 毛坯 | 有电梯', '中楼层(共32层)2013年建塔楼  -  南桥寺', '142万', '单价14060元/平米')
('https://image1.ljcdn.com/500000-inspection/fb7c607e-6cee-4839-818e-83821296d94a.jpg.296x216.jpg', '鲁能大户型 优质三改四房  户型方正采光优良', '鲁能星城十二街区  | 4室2厅 | 129平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2010年建塔楼  -  龙头寺', '210万', '单价16280元/平米')
('https://image1.ljcdn.com/500000-inspection/1638f88a-1a84-41e6-aca9-5c8eb0af2f84.jpg.296x216.jpg', '丰业御景铭洲优质好房，居家舒适。', '丰业御景铭洲  | 2室1厅 | 83.3平米 | 西南 | 简装 | 有电梯', '低楼层(共26层)2008年建塔楼  -  龙头寺', '135万', '单价16207元/平米')
('https://image1.ljcdn.com/500000-inspection/2854a438-7b2e-4ddc-8bf8-a5cf8662379d.jpg.296x216.jpg', '大湾车站 南方上格林 三房双卫高楼层 视野开阔', '南方上格林  | 4室2厅 | 138.34平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2002年建板楼  -  五里店', '190万', '单价13735元/平米')
('https://image1.ljcdn.com/500000-inspection/305c502b-c888-4c0f-82fd-67ea4f7c9e15.jpg.296x216.jpg', '金科十年城东区清水两房，视野开阔', '金科十年城东区  | 2室1厅 | 73.42平米 | 东南 | 毛坯 | 有电梯', '中楼层(共29层)2008年建塔楼  -  石马河', '125万', '单价17026元/平米')
('https://image1.ljcdn.com/500000-inspection/093794e6-fd44-4170-9e16-a8b30072306c.jpg.296x216.jpg', '江北嘴 新鸥鹏教育城 清水四房 户型方正 看中庭 安静', '新鸥鹏教育城  | 4室2厅 | 128平米 | 北 | 毛坯 | 有电梯', '低楼层(共30层)2017年建塔楼  -  江北嘴', '248万', '单价19375元/平米')
('https://image1.ljcdn.com/500000-inspection/6182b7cd-ea72-4cd6-8cab-bc351d401f38.jpg.296x216.jpg', '观音桥鸿恩寺商圈 保利江上明珠五期（锦园）', '保利江上明珠锦园  | 4室2厅 | 134.12平米 | 西 | 其他 | 有电梯', '中楼层(共26层)2014年建塔楼  -  鸿恩寺', '230万', '单价17149元/平米')
('https://image1.ljcdn.com/500000-inspection/df22cb71-50b8-45a1-b15e-1739e7ade2b6.jpg.296x216.jpg', '江北嘴板式洋房一梯俩户园林建筑南方上格林三房', '南方上格林  | 4室2厅 | 145.2平米 | 南 | 其他 | 有电梯', '低楼层(共8层)2002年建板楼  -  五里店', '186万', '单价12810元/平米')
('https://image1.ljcdn.com/500000-inspection/816e4eeb-4c11-4a27-a0de-95d9b3a9c73c.JPG.296x216.jpg', '保利香雪 清水大三房 房型方正 住家安静 小区配套成熟', '保利香雪  | 3室1厅 | 112平米 | 南 | 毛坯 | 有电梯', '高楼层(共32层)2010年建塔楼  -  南桥寺', '185万', '单价16518元/平米')
('https://image1.ljcdn.com/500000-inspection/03f1ad6c-85ea-4f2b-83d2-8f41198d6c6e.JPG.296x216.jpg', '鸥鹏K城，住家装修，朝中庭，朝向好，视野采光好', '鸥鹏K城  | 2室2厅 | 80.54平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)2007年建塔楼  -  观音桥', '130万', '单价16142元/平米')
('https://image1.ljcdn.com/500000-inspection/489fcc27-80ed-4440-9ddb-0766a6697390.jpg.296x216.jpg', '观音桥商圈住家两房，以前业主自住，现业主诚心出售！', '金鹏北城旺角  | 2室1厅 | 57.09平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2009年建塔楼  -  观音桥', '118万', '单价20670元/平米')
('https://image1.ljcdn.com/500000-inspection/97b470fe-00e7-4fb6-bf1f-587973908edc.jpg.296x216.jpg', '中亿阳明山水精装修二加一户型 出售', '中亿阳明山水  | 3室2厅 | 100.62平米 | 东 | 精装 | 有电梯', '中楼层(共30层)2009年建塔楼  -  海尔路', '180万', '单价17890元/平米')
('https://image1.ljcdn.com/500000-inspection/a4ef3894-9fe5-46d8-b817-ed9f88e4daf8.jpg.296x216.jpg', '金科金砂水岸 正规两室一厅 外阳台', '金科金砂水岸  | 2室2厅 | 80平米 | 东南 | 简装 | 有电梯', '低楼层(共18层)2004年建塔楼  -  北滨路', '130万', '单价16250元/平米')
('https://image1.ljcdn.com/500000-inspection/a2b59874-7526-41c4-b9da-11e34d7cac9d.jpg.296x216.jpg', '轻轨两房，交通便利，满五唯一省个税，住家装修', '御景天成  | 2室2厅 | 94平米 | 东南 | 精装 | 有电梯', '低楼层(共32层)2008年建塔楼  -  黄泥磅', '155万', '单价16490元/平米')
('https://image1.ljcdn.com/500000-inspection/939a444a-5c0e-4d1f-9b9b-867d0bd59ec4.JPG.296x216.jpg', '朝南朝中庭，龙湖源著北区四居室，有车位另算', '龙湖源著北区  | 4室2厅 | 144.85平米 | 南 | 毛坯 | 有电梯', '高楼层(共33层)2011年建塔楼  -  石子山', '255万', '单价17605元/平米')
('https://image1.ljcdn.com/500000-inspection/rsp_pic_upload650b8204-e608-4b05-a49e-e7a016319dcd.jpg.296x216.jpg', '清水花园洋房，带露台，居家安静', '金科十年城洋房  | 3室2厅 | 134.05平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2008年建板楼  -  石马河', '215万', '单价16039元/平米')
('https://image1.ljcdn.com/500000-inspection/57c31799-1abd-490f-a1ae-f760db10c1cb.jpg.296x216.jpg', '中海紫御江山紫峰  大三室  朝南  带车位  可看江', '中海紫御江山紫峰  | 3室2厅 | 138.32平米 | 南 | 毛坯 | 有电梯', '高楼层(共48层)2013年建塔楼  -  江北嘴', '250万', '单价18075元/平米')
('https://image1.ljcdn.com/500000-inspection/e923f5df-279f-44a1-83bb-7aeb37dfcdda.jpg.296x216.jpg', '正规大三房 有车位 全朝中庭 住家安静 户型方正', '金科十年城西区  | 3室2厅 | 122.41平米 | 东 | 毛坯 | 有电梯', '中楼层(共34层)2011年建塔楼  -  石马河', '185万', '单价15114元/平米')
('https://image1.ljcdn.com/500000-inspection/26ee7427-39db-446a-b5db-74730c530814.jpg.296x216.jpg', '全新精装房，采光好，满两年，诚心出售，随时看房。', '渝能明日城市  | 2室2厅 | 77.96平米 | 东 | 其他 | 有电梯', '低楼层(共32层)2012年建塔楼  -  五里店', '132万', '单价16932元/平米')
