('https://image1.ljcdn.com/370200-inspection/188b722e-678e-40b2-9b6e-49c62bc1dd3f.JPG.296x216.jpg', '天泰奥园 精装平层套二 南北通透 户型好 拎包入住', '天泰奥园  | 2室2厅 | 100.92平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2007年建板楼  -  十梅庵', '225万', '单价22295元/平米')
('https://image1.ljcdn.com/370200-inspection/0cc7b31d-02f1-4459-9188-1ed7cec83941.jpg.296x216.jpg', '世纪公园，春城花园，高楼层，精装套二，卫生间带窗户', '春城花园  | 2室2厅 | 93.07平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2008年建板楼  -  世纪公园', '162万', '单价17407元/平米')
('https://image1.ljcdn.com/370200-inspection/62f2fe4e-7427-4bbe-b908-a5c1b5e525f1.jpg.296x216.jpg', '小区新，户型南北通透，居住舒适度比较高，配套齐全', '清华园  | 3室2厅 | 91.29平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2015年建板楼  -  世纪公园', '182万', '单价19937元/平米')
('https://image1.ljcdn.com/370200-inspection/908979e1-0755-4e5b-a5ab-22be590f7011.JPG.296x216.jpg', '家佳源商圈，中上楼层，南北通透送维修基金。', '时光里  | 2室1厅 | 89.37平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  家佳源', '178万', '单价19918元/平米')
('https://image1.ljcdn.com/370200-inspection/3b4dd5ec-282d-4c35-8168-5f9344a5f8f6.JPG.296x216.jpg', '加州枫景南北通透的两室两厅的户型，南厅南卧全明户型', '加州枫景  | 2室2厅 | 97.31平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2006年建板楼  -  城阳实验二小', '190万', '单价19526元/平米')
('https://image1.ljcdn.com/370200-inspection/e45cc45c-fba1-4ce6-9aec-87a1f15dcf9f.jpg.296x216.jpg', '南北通透，视野宽阔，配套齐全，交通便利', '东果园社区  | 2室1厅 | 76.87平米 | 南 北 | 其他', '高楼层(共6层)1996年建板楼  -  太阳城', '129万', '单价16782元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload91cd22c2-8c10-4104-b55f-8f181231d418.JPG.296x216.jpg', '天泰城美立方  南北通透南客厅带阳台 毛坯房可塑性高', '天泰城美立方  | 2室1厅 | 89.71平米 | 南 北 | 其他 | 有电梯', '低楼层(共13层)2012年建板楼  -  十梅庵', '172万', '单价19173元/平米')
('https://image1.ljcdn.com/370200-inspection/d60a0793-dddd-4064-8cab-53709e0ac7a1.JPG.296x216.jpg', '天泰城迦南美地 元宝户型 采光视野无遮挡', '天泰迦南美地  | 3室2厅 | 105.03平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  十梅庵', '220万', '单价20947元/平米')
('https://image1.ljcdn.com/370200-inspection/c65c271a-253b-4b14-b171-77e2bb14597d.JPG.296x216.jpg', '天泰奥园开发商统一装修大套三 楼层好', '天泰奥园  | 3室2厅 | 130.79平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  十梅庵', '235万', '单价17968元/平米')
('https://image1.ljcdn.com/370200-inspection/0cb1cb0c-eec9-4473-8af7-d27e8c0db80c.JPG.296x216.jpg', '中铁华胥美邦 南北通透 精装大套三', '中铁华胥美邦  | 3室2厅 | 110.65平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)2012年建板楼  -  流亭', '235万', '单价21239元/平米')
('https://image1.ljcdn.com/370200-inspection/f29ebe7d-c4c8-4152-991b-1248bc434c32.JPG.296x216.jpg', '御景尚都二期 14年新小区 满两年 精装修', '御景尚都二期  | 2室1厅 | 83.95平米 | 南 北 | 其他 | 有电梯', '低楼层(共25层)2014年建板楼  -  瑞阳路', '165万', '单价19655元/平米')
('https://image1.ljcdn.com/370200-inspection/a4592efe-6a99-4ce5-9c36-09218e8e78ea.JPG.296x216.jpg', '双南卧一北卧，精装修，好楼层，送公维', '都霖馨苑  | 3室1厅 | 99.14平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  瑞阳路', '176万', '单价17753元/平米')
('https://image1.ljcdn.com/370200-inspection/77165b30-d539-4911-81af-7cbb87712e00.JPG.296x216.jpg', '免大税，有贷款30万，无户口，有机械车位，送家具家电', '巴黎壹号  | 3室1厅 | 94.08平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2013年建板楼  -  城阳实验二小', '197万', '单价20940元/平米')
('https://image1.ljcdn.com/370200-inspection/b06360e8-777e-4aa7-968d-aeac8f982814.jpg.296x216.jpg', '50万精装修，高楼层，套三双卫全明户型，诚心出售。', '卓越蔚蓝群岛  | 3室2厅 | 136.88平米 | 南 北 | 其他 | 有电梯', '中楼层(共14层)2012年建板楼  -  女姑', '255万', '单价18630元/平米')
