('https://image1.ljcdn.com/500000-inspection/7f519930-e708-40f6-92ab-3067f5ef83d5.jpg.296x216.jpg', '艾德公馆3房双卫带书房 视野开阔 证在手 只接受全款', '艾德公馆  | 4室1厅 | 122.38平米 | 东南 | 毛坯 | 有电梯', '低楼层(共25层)2012年建塔楼  -  融汇半岛', '140万', '单价11440元/平米')
('https://image1.ljcdn.com/500000-inspection/c8cad74c-e2b4-4f40-9f5e-70ba32c4ec54.jpg.296x216.jpg', '业主诚心出售 户型方正 轻轨旁边', '城南未来  | 3室2厅 | 114.58平米 | 东 | 毛坯 | 有电梯', '高楼层(共24层)2014年建板塔结合  -  龙洲湾', '135万', '单价11783元/平米')
('https://image1.ljcdn.com/500000-inspection/89bb07c5-d0be-4878-b436-6071ce869691.jpg.296x216.jpg', '巴南 鱼洞 鲁能南渝星城 户型方正 交通方便', '鲁能南渝星城  | 3室1厅 | 72平米 | 南 | 毛坯', '低楼层(共32层)2016年建塔楼  -  鱼洞', '82万', '单价11389元/平米')
('https://image1.ljcdn.com/500000-inspection/81e54861-6558-4039-8c71-184ec69a82f3.jpg.296x216.jpg', '正两房、精装修采光好、满两年、', '融汇半岛一期B区  | 2室2厅 | 65平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2009年建板塔结合  -  融汇半岛', '80万', '单价12308元/平米')
('https://image1.ljcdn.com/500000-inspection/5c2d85d3-1e44-48d0-b26a-9788e7e0e831.jpg.296x216.jpg', '越昕晖高层全新装修三房双卫 拎包入住 中间楼层', '越昕晖  | 3室2厅 | 89平米 | 东 | 精装', '低楼层(共27层)暂无数据  -  融汇半岛', '135万', '单价15169元/平米')
('https://image1.ljcdn.com/500000-inspection/380571bd-dd43-4357-8c95-826e9e2ea2a7.jpg.296x216.jpg', '巴滨路上顶跃，洋房和别墅混合小区，招商自己的物管', '招商依云江湾  | 4室2厅 | 116.58平米 | 南 | 毛坯', '高楼层(共12层)板塔结合  -  融汇半岛', '145万', '单价12438元/平米')
('https://image1.ljcdn.com/500000-inspection/825b554d-5968-41b1-bc16-9099f943aa8a.jpg.296x216.jpg', '九公里轻轨站旁聚福里小区正规清水三房，业主安心卖', '聚福里  | 3室2厅 | 97平米 | 南 | 毛坯', '中楼层(共23层)2013年建塔楼  -  李家沱', '102万', '单价10516元/平米')
('https://image1.ljcdn.com/500000-inspection/418235fd-a308-4e0d-b5f1-da3987aca3f4.jpg.296x216.jpg', '轻轨高层大两房+装修新保持好+出行方便', '麒龙山水  | 2室2厅 | 91.18平米 | 东 | 精装', '中楼层(共20层)2005年建塔楼  -  李家沱', '105万', '单价11516元/平米')
('https://image1.ljcdn.com/500000-inspection/3f1fa841-f92b-44a8-aad7-bc9f954aa297.jpg.296x216.jpg', '品质楼盘清水洋房，业主诚心出售', '协信星澜汇二期  | 4室2厅 | 102平米 | 东南 | 毛坯 | 有电梯', '中楼层(共6层)2014年建板楼  -  鱼洞', '150万', '单价14706元/平米')
('https://image1.ljcdn.com/500000-inspection/f8227568-c99c-4363-927b-c7e996c3f3e3.jpg.296x216.jpg', '远洋高尔夫品质小区大两房，位于大山村轻轨站旁', '远洋高尔夫国际社区  | 2室2厅 | 88.39平米 | 南 | 其他', '中楼层(共9层)2013年建塔楼  -  龙洲湾', '105万', '单价11880元/平米')
('https://image1.ljcdn.com/500000-inspection/53600106-c4a6-450a-9ab4-c543b3654c88.jpg.296x216.jpg', '融汇巴滨路天然半岛，玫瑰公馆正规三房双卫，新房子', '融汇半岛玫瑰公馆  | 3室2厅 | 102.78平米 | 东南 | 精装 | 有电梯', '低楼层(共25层)2012年建塔楼  -  融汇半岛', '130万', '单价12649元/平米')
