('https://image1.ljcdn.com/442000-inspection/29c0e4f0-a6a6-4b24-b4ae-5b6bf916cb40.jpg.296x216.jpg', '金水湾   精装修   三房两厅一厨', '金水湾  ', '低楼层(共11层)2009年建塔楼  -  广珠公路南', '149万', '单价13197元/平米')
('https://image1.ljcdn.com/442000-inspection/1a00d09e-a5e1-4222-bc58-dbdbf360538e.jpg.296x216.jpg', '南区 华俊翠苑 毛坯3房 朝南方向', '华俊翠苑  ', '低楼层(共18层)2015年建塔楼  -  竹秀园', '130万', '单价14131元/平米')
('https://image1.ljcdn.com/442000-inspection/e1e62f9c-e3d9-4fa8-a31f-166804f74372.jpg.296x216.jpg', '中澳滨河湾 两房毛坯单位 小区环境优美', '中澳滨河湾一期  ', '高楼层(共23层)2011年建塔楼  -  广珠公路南', '120万', '单价13060元/平米')
('https://image1.ljcdn.com/442000-inspection/3ceb61ef-fb02-4095-ae34-e53b6e801afd.jpg.296x216.jpg', '中高楼层  南北对流 视野开阔 双阳台', '悦盈新城  ', '中楼层(共28层)2014年建塔楼  -  城南一路', '220万', '单价17373元/平米')
('https://image1.ljcdn.com/442000-inspection/6238413c-278e-4353-a336-f5623d3efa29.jpg.296x216.jpg', '南区 万科城市风景 3房 东南朝向', '万科城市风景  ', '中楼层(共8层)2009年建塔楼  -  城南一路', '175万', '单价17500元/平米')
('https://image1.ljcdn.com/442000-inspection/71eabe2e-e789-4b25-892a-a23cf368161a.jpg.296x216.jpg', '日华小区 教师公寓 两房两厅两卫', '日华小区  ', '中楼层(共5层)塔楼  -  城南一路', '52万', '单价5904元/平米')
('https://image1.ljcdn.com/442000-inspection/4db839f4-9875-4ae1-b0a5-ecae65c1e582.jpg.296x216.jpg', '格局方正采光好，精装自住3房，', '天域米兰阳光  ', '中楼层(共11层)2010年建板楼  -  广珠公路南', '165万', '单价14037元/平米')
('https://image1.ljcdn.com/442000-inspection/57308114-a58c-4ceb-badb-4ebc89168bde.jpg.296x216.jpg', '恒海花园 精简三房 格局方正 配套成熟', '恒海花园  ', '高楼层(共7层)1998年建塔楼  -  广珠公路南', '80万', '单价7382元/平米')
('https://image1.ljcdn.com/442000-inspection/b710f865-b248-427d-bdc5-5fe67d84b500.jpg.296x216.jpg', '天域米兰阳光 3室2厅 160万', '天域米兰阳光  ', '高楼层(共17层)2010年建板楼  -  广珠公路南', '160万', '单价15842元/平米')
('https://image1.ljcdn.com/442000-inspection/a80ac00c-7bbd-4489-92c7-c33cfa6faf6c.jpg.296x216.jpg', '恒大绿洲一期精装四房业主诚心出售', '恒大绿洲一期  ', '中楼层(共33层)2010年建板楼  -  广珠公路南', '215万', '单价14334元/平米')
('https://image1.ljcdn.com/442000-inspection/2c92652f-e021-4096-a392-b8eb6c218748.jpg.296x216.jpg', '金水湾 超大4房 精致装修 税费少', '金水湾  ', '中楼层(共11层)2009年建塔楼  -  广珠公路南', '175万', '单价13462元/平米')
('https://image1.ljcdn.com/442000-inspection/e14ca9b9-3e35-4bb9-8375-4f3b234fd470.jpg.296x216.jpg', '精装电梯三房 中楼层 业主诚心出售', '天域米兰阳光  ', '中楼层(共11层)2010年建板楼  -  广珠公路南', '158万', '单价14767元/平米')
('https://image1.ljcdn.com/442000-inspection/310675e2-a17e-4900-8df8-b40a23504b31.jpg.296x216.jpg', '悦盈新城 装修4房 南北对流 安静不靠路', '悦盈新城  ', '低楼层(共29层)2014年建塔楼  -  城南一路', '207万', '单价16052元/平米')
('https://image1.ljcdn.com/442000-inspection/c11167fc-133d-47a7-84c1-a2402e2b0580.jpg.296x216.jpg', '锦秀蓝山 3室2厅 126.5万', '锦秀蓝山  ', '中楼层(共30层)塔楼  -  竹秀园', '126.5万', '单价13656元/平米')
('https://image1.ljcdn.com/442000-inspection/e32056ad-84c0-4530-aa27-938346bc7a03.jpg.296x216.jpg', '恒大绿洲二期 3室2厅 223万', '恒大绿洲二期  ', '中楼层(共33层)塔楼  -  广珠公路南', '223万', '单价14971元/平米')
('https://image1.ljcdn.com/442000-inspection/9280e82d-373d-4fba-a0c2-bb30cac04a56.jpg.296x216.jpg', '中澳滨河湾 温馨2房 采光通风好 诚心出售', '中澳滨河湾一期  ', '中楼层(共26层)2011年建塔楼  -  广珠公路南', '145万', '单价16478元/平米')
