('https://image1.ljcdn.com/120000-inspection/7d15b816-3d39-409c-b68a-54fdd2b58be5.jpg.296x216.jpg', '彭山里 2室1厅 180万', '彭山里  | 2室1厅 | 56.49平米 | 南 北 | 其他', '中楼层(共5层)暂无数据  -  小海地', '180万', '单价31865元/平米')
('https://image1.ljcdn.com/120000-inspection/d55a9de0-40bc-4743-9f6a-8af0dddd2386.jpg.296x216.jpg', '景福里 一楼西向 私产满两年 采光充足无遮挡 看房方便', '景福里  | 1室1厅 | 37.88平米 | 西 | 毛坯 | 无电梯', '低楼层(共7层)板楼  -  挂甲寺', '189万', '单价49895元/平米')
('https://image1.ljcdn.com/120000-inspection/6452b1c1-adcc-4e50-a080-46793cff0a77.jpg.296x216.jpg', '红波里 1室1厅 145万', '红波里  | 1室1厅 | 36.63平米 | 南 | 简装 | 无电梯', '高楼层(共8层)板楼  -  越秀路', '145万', '单价39586元/平米')
('https://image1.ljcdn.com/120000-inspection/228d175a-1eb1-4ac0-a0a1-87597f586098.jpg.296x216.jpg', '环海公寓 2室1厅 282万', '环海公寓  | 2室1厅 | 76.86平米 | 东 | 简装 | 无电梯', '中楼层(共6层)板楼  -  下瓦房', '282万', '单价36691元/平米')
('https://image1.ljcdn.com/120000-inspection/789a0788-270e-4885-a50d-54d9afb73fdb.jpg.296x216.jpg', '西园南里 两室一厅 适合居住 交通便利', '西园南里  | 2室1厅 | 63.55平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)板楼  -  友谊路', '255万', '单价40126元/平米')
('https://image1.ljcdn.com/120000-inspection/b19f0019-d4c6-48d7-98cd-7fcc4f49f286.jpg.296x216.jpg', '西园南里，私产，满五唯一  此房唯有链家有', '西园南里  | 2室1厅 | 57.63平米 | 东 西 | 其他 | 无电梯', '中楼层(共7层)板楼  -  友谊路', '187.9万', '单价32605元/平米')
('https://image1.ljcdn.com/120000-inspection/1d77a477-b70b-42d8-8097-bedd956d7e9c.jpg.296x216.jpg', '健强里 2室1厅 268万', '健强里  | 2室1厅 | 64.16平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)板楼  -  越秀路', '268万', '单价41771元/平米')
('https://image1.ljcdn.com/120000-inspection/bab8db50-993f-4de5-9aa5-650f35cf821c.jpg.296x216.jpg', '香水园，交通便利户型规整 ，视野较好，采光充足', '香水园  | 3室2厅 | 104平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  梅江', '400万', '单价38462元/平米')
('https://image1.ljcdn.com/120000-inspection/fd3da330-faf3-4cb0-b2b1-dc6bab857248.jpg.296x216.jpg', '文静里  私产过五年可贷款 低楼层价格可议', '文静里  | 2室1厅 | 104.88平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  马场街', '399万', '单价38044元/平米')
('https://image1.ljcdn.com/120000-inspection/71b38d4f-d2cd-4e26-bb2b-ac5aa70b8814.jpg.296x216.jpg', '颐贤里  装修匠心独具  配套齐全  交通便捷', '颐贤里  | 3室2厅 | 166.92平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)板楼  -  天塔街', '960万', '单价57513元/平米')
('https://image1.ljcdn.com/120000-inspection/866b8a39-c75e-45c8-a5d0-2d290fe763d0.jpg.296x216.jpg', '森淼公寓 4室3厅 830万', '森淼公寓  | 4室3厅 | 236.02平米 | 东南 南 北 | 其他 | 有电梯', '中楼层(共15层)板楼  -  马场街', '830万', '单价35167元/平米')
('https://image1.ljcdn.com/120000-inspection/74afd554-5fc1-4357-a067-3ea1ce145260.jpg.296x216.jpg', '纯真里 中间楼层 私产可贷款 南北通透 户型方正', '纯真里  | 2室1厅 | 69.07平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  友谊路', '235万', '单价34024元/平米')
