('https://image1.ljcdn.com/320100-inspection/8bbba2ee-0c62-4d9d-8cfa-389766acaa84.jpg.296x216.jpg', '横塘西苑 两房 满五年唯一 楼层好 采光充足', '横塘西苑  | 2室2厅 | 91.57平米 | 南 北 | 简装 | 有电梯', '高楼层(共10层)2009年建板楼  -  应天西路', '422万', '单价46085元/平米')
('https://image1.ljcdn.com/320100-inspection/7bd2a481-fbb6-4b81-afe1-a9a624d74ba3.jpg.296x216.jpg', '金基唐城 错层 双南一北 满五 西边户  诚心出售', '金基唐城  | 3室2厅 | 109.88平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)2001年建板楼  -  水西门', '540万', '单价49145元/平米')
('https://image1.ljcdn.com/320100-inspection/191e451a-5775-4d21-94d4-233b74d0fb71.jpg.296x216.jpg', '彩虹苑  满五  靠南湖公园 中间楼层 商品房小区', '彩虹苑  | 3室2厅 | 96.93平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  南湖', '335万', '单价34562元/平米')
('https://image1.ljcdn.com/320100-inspection/f3a1f078-0522-4bb6-a16a-ab8f20c3e7f2.jpg.296x216.jpg', '金基汇锦国际 南北通透 采光不挡 09年小区', '金基汇锦国际  | 2室2厅 | 48.95平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2009年建板塔结合  -  奥体', '295万', '单价60266元/平米')
('https://image1.ljcdn.com/320100-inspection/31947cd9-f5d5-4ab2-b831-82628a54d42d.jpg.296x216.jpg', '河西万达 茶南商圈  地铁2号线  生活便利 出行方便', '露园  | 2室1厅 | 68.38平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1988年建板楼  -  茶南', '190万', '单价27786元/平米')
('https://image1.ljcdn.com/320100-inspection/5f02d4b4-5b06-400e-ac1d-247244e822ed.jpg.296x216.jpg', '万达商圈 集庆门大街地铁站 电梯房 楼层好', '舒心苑  | 3室2厅 | 108.94平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2003年建板塔结合  -  万达广场', '408万', '单价37452元/平米')
('https://image1.ljcdn.com/320100-inspection/8b838883-14d3-45bd-b136-28570f88f3ec.jpg.296x216.jpg', '奥体 金基汇锦国际临江府  满两年 精装修 带地源热泵', '金基汇锦国际凌江府  | 2室2厅 | 52.03平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2014年建板楼  -  奥体', '355万', '单价68230元/平米')
('https://image1.ljcdn.com/320100-inspection/9fc6971c-3af3-4ca4-a80f-3dee611171a8.jpg.296x216.jpg', '09年欧式风格 电梯刚需客户 交通生活便利', '银河湾福苑  | 1室1厅 | 46.06平米 | 西 | 其他 | 有电梯', '中楼层(共11层)2009年建塔楼  -  万达广场', '188万', '单价40817元/平米')
('https://image1.ljcdn.com/320100-inspection/f8400b77-5571-4162-b064-2d97535b6c00.jpg.296x216.jpg', '奥体 融侨 新上两房 精装修 保养好 满五唯一租赁车位', '融侨中央花园1期  | 2室2厅 | 92.74平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  奥体', '445万', '单价47984元/平米')
('https://image1.ljcdn.com/320100-inspection/1dee07e8-da85-451f-8e81-c6fccdf50e83.jpg.296x216.jpg', '满五年 南北通透 采光好 小区中间位置出行方便', '爱达花园兰花园  | 2室2厅 | 77.53平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  应天西路', '207万', '单价26700元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload6b7004aa-017f-4572-9e38-3d38f9faf8ad.jpg.296x216.jpg', '江南名府2003年商品房小区电梯两房刚需高楼层采光足', '江南名府  | 2室2厅 | 92.61平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  应天西路', '355万', '单价38333元/平米')
('https://image1.ljcdn.com/320100-inspection/25ef3d0b-fb65-44a4-8a2e-da7dabee36e0.jpg.296x216.jpg', '应天大街庐山路 05年商品房 阁楼 露台', '苏建豪庭  | 3室2厅 | 136.4平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  应天西路', '488万', '单价35778元/平米')
('https://image1.ljcdn.com/320100-inspection/f84ecc66-02c7-431b-9a4a-a4d21bf9b960.jpg.296x216.jpg', '腾达雅苑 双南一北 边户 带地下室带车位 采光好位置好', '腾达雅苑  | 3室2厅 | 98.97平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  应天西路', '380万', '单价38396元/平米')
('https://image1.ljcdn.com/320100-inspection/e97989ac-97ca-44e9-83cc-9397058a88de.jpg.296x216.jpg', '南苑 开园 南北通透 采光好 交通便利 配套成熟', '开园  | 3室1厅 | 77.4平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  南苑', '205万', '单价26486元/平米')
('https://image1.ljcdn.com/320100-inspection/8edb7538-5384-4a8d-ba68-523bcd05aa32.jpg.296x216.jpg', '集庆门大街 诚心出售 看房方便 精装修 拎包入住', '尚文西苑  | 3室2厅 | 174.29平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  南苑', '405万', '单价23238元/平米')
('https://image1.ljcdn.com/320100-inspection/db2e7b97-281e-4843-ac8b-6588002c0d75.jpg.296x216.jpg', '精装修 满二年 采光充足 大四房', '天正滨江花园  | 4室2厅 | 237.35平米 | 东 西 | 精装 | 有电梯', '高楼层(共18层)2012年建板楼  -  奥体', '1060万', '单价44660元/平米')
('https://image1.ljcdn.com/320100-inspection/5f515126-592f-4ac8-90cc-c588160301f9.jpg.296x216.jpg', '秦淮河边莫愁东寓 南北通透 交通便利 配套齐全', '莫愁东寓  | 3室1厅 | 70.56平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1997年建板楼  -  水西门', '233万', '单价33022元/平米')
('https://image1.ljcdn.com/320100-inspection/c4dbe25b-2bbb-4e57-8662-bd8be78b909f.jpg.296x216.jpg', '集庆门大街南苑新村贡园 新上中间楼层两房 满五年唯一', '贡园  | 2室1厅 | 62.18平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  南苑', '198万', '单价31844元/平米')
('https://image1.ljcdn.com/320100-inspection/f8cd08ac-1b70-42e1-af31-0d723f2991d7.jpg.296x216.jpg', '满五唯一精装两房南北通透南北双阳台电梯入户视野开阔', '金马郦城东区  | 2室2厅 | 101.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共10层)2005年建板楼  -  奥体', '455万', '单价44894元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploada2b3f876-1dcd-4b80-bb66-3e1303b315ec.jpg.296x216.jpg', '水西门大街 精装拎包住刚需房 双南双北有客厅 急售', '水西门大街133号  | 2室1厅 | 62.82平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1996年建板塔结合  -  南湖', '162万', '单价25788元/平米')
('https://image1.ljcdn.com/320100-inspection/38ae2fda-dc7f-4c54-a81b-358b7468ac03.jpg.296x216.jpg', '吉庆家园 三室两卫 户型方正 有租赁车位地下室 采光好', '吉庆家园逢春苑  | 3室2厅 | 107.6平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2001年建板楼  -  南苑', '350万', '单价32528元/平米')
('https://image1.ljcdn.com/320100-inspection/38a29b69-6902-43dc-95de-a52353abf367.jpg.296x216.jpg', '奥体 小区里面 带约90平院子 满5年唯一 多层', '金马郦城东区  | 3室2厅 | 106.06平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  奥体', '550万', '单价51858元/平米')
('https://image1.ljcdn.com/320100-inspection/dc94821b-87a7-4b7e-b223-80a9246fc18f.jpg.296x216.jpg', '央企开发 精装大平层 四房三卫 高楼层  全屋软水', '五矿御江金城  | 4室2厅 | 176.31平米 | 南 北 | 精装 | 有电梯', '高楼层(共33层)2012年建板楼  -  奥体', '880万', '单价49913元/平米')
('https://image1.ljcdn.com/320100-inspection/93f9482d-52c9-4663-91ec-b8f6c46d3f25.jpg.296x216.jpg', '万达西地 新上两房 精装修带地暖 业主诚售', '万达西地二期  | 2室2厅 | 82.21平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)2009年建板塔结合  -  万达广场', '385万', '单价46832元/平米')
('https://image1.ljcdn.com/320100-inspection/df1d6932-c6f7-4232-9aab-f089ec6cec8f.jpg.296x216.jpg', '不临高架 有地下车位 两梯两户 南北通透 电梯改善两房', '香缇丽舍  | 2室2厅 | 100.69平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2004年建板塔结合  -  南苑', '355万', '单价35257元/平米')
('https://image1.ljcdn.com/320100-inspection/77a2ba23-512f-4045-bf9b-0b3f10c8ac50.jpg.296x216.jpg', '满五无其他省税 一南一北  东边户 老式装修 诚售', '话园  | 2室1厅 | 68.73平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  南苑', '185万', '单价26917元/平米')
('https://image1.ljcdn.com/320100-inspection/a691a7cc-e67d-49e4-b5b9-1a18632c3d6d.jpg.296x216.jpg', '白鹭花园凤栖苑 2室1厅 219万', '白鹭花园凤栖苑  | 2室1厅 | 63.16平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板塔结合  -  湖西街', '219万', '单价34674元/平米')
('https://image1.ljcdn.com/320100-inspection/04fdc7a8-0c16-4b84-abd5-932569f41ad2.jpg.296x216.jpg', '秦淮河畔银城物业江南名府满五年电梯三房东边户全明', '江南名府  | 3室2厅 | 126.15平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  应天西路', '448万', '单价35514元/平米')
('https://image1.ljcdn.com/320100-inspection/test-ba30f5a6-1791-415b-9692-4e544d1df20f.png.296x216.jpg', '南苑真园 婚装两房 采光好 交通方便 品牌家电', '真园  | 2室1厅 | 56.86平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1996年建板楼  -  南苑', '180万', '单价31657元/平米')
('https://image1.ljcdn.com/320100-inspection/8d5e8fb1-7461-489c-8015-320f48b0dbde.jpg.296x216.jpg', '南湖公园西街头小区双南户型 南北通透采光好 出行方便', '南湖边  | 2室1厅 | 67.61平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  南湖', '195万', '单价28842元/平米')
('https://image1.ljcdn.com/320100-inspection/54a7e757-a25a-4511-beb7-c038d5c31efd.jpg.296x216.jpg', '应天大街金陵世家低楼层下跃满五年', '金陵世家  | 5室2厅 | 181.48平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  应天西路', '450万', '单价24797元/平米')
('https://image1.ljcdn.com/320100-inspection/2585e151-9b85-47df-8d81-e9a460a2e699.jpg.296x216.jpg', '满五年 采光好 视野好 南北通透 交通便利 电梯房', '滨江奥城静思苑  | 3室2厅 | 130.78平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  奥体', '570万', '单价43585元/平米')
('https://image1.ljcdn.com/320100-inspection/42aba0d4-2e67-435e-b145-60840e0fede1.jpg.296x216.jpg', '万和源居 3房精装修 近地铁 看房方便', '万和源居  | 3室1厅 | 122.63平米 | 南 北 | 精装 | 有电梯', '中楼层(共25层)2003年建板塔结合  -  万达广场', '472万', '单价38490元/平米')
('https://image1.ljcdn.com/320100-inspection/9549c54b-6a5d-4718-a394-dd44480f5baa.jpg.296x216.jpg', '彩虹苑 居家装修 双南一北户型 中间层采光好 配套齐全', '彩虹苑  | 3室1厅 | 90.19平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  南湖', '288万', '单价31933元/平米')
('https://image1.ljcdn.com/320100-inspection/ebc842ba-1f88-4621-928f-3d542159ba54.jpg.296x216.jpg', '万达商圈 满五年唯一 配套成熟 交通便捷', '万达东坊  | 3室2厅 | 127.55平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2009年建板楼  -  万达广场', '535万', '单价41945元/平米')
('https://image1.ljcdn.com/320100-inspection/98c9fe6d-68c1-44a7-80b5-c956018b7f4d.jpg.296x216.jpg', '满五年精装修莫愁湖全景房 交通便利 配套齐全', '万科金色家园  | 3室2厅 | 140.63平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2003年建板楼  -  水西门', '826万', '单价58736元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload94ec72c9-2bfd-4218-bc8f-4b4cdfaeeba6.jpg.296x216.jpg', '南苑健园中间楼层一南一北 采光好 交通便利 配套成熟', '健园  | 2室1厅 | 60.81平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  南苑', '179万', '单价29436元/平米')
('https://image1.ljcdn.com/320100-inspection/a74049cb-35fc-4e9f-82a2-c0844d085c6f.JPG.296x216.jpg', '仁恒江湾城  高楼层 精装两房 满两年', '仁恒江湾城二期  | 2室1厅 | 90.56平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2012年建板楼  -  奥体', '540万', '单价59629元/平米')
('https://image1.ljcdn.com/320100-inspection/07f32e6f-6345-4934-a6a2-bf14900e3cdc.jpg.296x216.jpg', '房子满五年业主名下只有一套房子采光无遮挡', '铂领公寓  | 2室2厅 | 92.14平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板楼  -  南苑', '340万', '单价36901元/平米')
('https://image1.ljcdn.com/320100-inspection/33be6b70-a27a-4b69-9b11-7428e6292427.jpg.296x216.jpg', '河西奥体  静思苑大三房  高楼层  视野很好', '滨江奥城静思苑  | 3室2厅 | 129.47平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  奥体', '518万', '单价40010元/平米')
('https://image1.ljcdn.com/320100-inspection/012c9f33-2e3c-4a8f-8ce2-9d95c83b4253.jpg.296x216.jpg', '佳和园 电梯房 河西万达  双南 采光不挡', '佳和园  | 2室1厅 | 70.3平米 | 南 | 简装 | 有电梯', '低楼层(共33层)2009年建板楼  -  万达广场', '405万', '单价57611元/平米')
