('https://image1.ljcdn.com/120000-inspection/a748797f-08ca-4494-a374-42f34fff99f5.JPG.296x216.jpg', '满五唯一，南北通透格局，配套设施齐全', '傲景园  | 3室2厅 | 149.12平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)板楼  -  第四大街', '360万', '单价24142元/平米')
('https://image1.ljcdn.com/120000-inspection/d0382ca2-2440-4224-a2fa-6bfbe812830e.JPG.296x216.jpg', '银河大厦 产权清晰 看房方便 业主诚意出售', '银河大厦(开发区)  | 2室1厅 | 97.53平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  第三大街', '210万', '单价21532元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload4d35bd84-dba3-459f-b4a7-6b4ae7693ae6.JPG.296x216.jpg', '泰达时代，三室，大落地窗采光无遮挡，带地下车位', '泰达时代  | 3室2厅 | 118.67平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)板楼  -  第一大街', '330万', '单价27809元/平米')
('https://image1.ljcdn.com/120000-inspection/76be7eb8-43b5-49f7-b5c2-e41d5aeef623.JPG.296x216.jpg', '滨海新城 周大福MSD商圈 便利轻轨站', '滨海新城  | 3室2厅 | 144.21平米 | 南 北 | 精装 | 有电梯', '低楼层(共31层)板楼  -  第一大街', '455万', '单价31552元/平米')
('https://image1.ljcdn.com/120000-inspection/ad69614a-cd89-4776-9514-1e9891200bbf.JPG.296x216.jpg', '万科金域蓝湾 精装两室 满五年', '万科金域蓝湾  | 2室2厅 | 99.91平米 | 南 | 简装', '中楼层(共33层)板楼  -  第五大街', '220万', '单价22020元/平米')
('https://image1.ljcdn.com/120000-inspection/64610f4c-c3d7-4c83-9da1-654350d205e1.JPG.296x216.jpg', '泰达MSD贻欣园  跃层 四室三卫 中间位置 精装修', '贻欣园  | 4室2厅 | 226.39平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)板楼  -  第二大街', '580万', '单价25620元/平米')
('https://image1.ljcdn.com/120000-inspection/e3a5e37b-a6f7-40e4-ad95-da2844d23cf3.JPG.296x216.jpg', '伴景湾家园，毛坯房，采光好，南北通透', '伴景湾家园  | 3室2厅 | 171.51平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)板楼  -  第五大街', '445万', '单价25947元/平米')
('https://image1.ljcdn.com/120000-inspection/8a9971fa-e5d4-427f-a610-4647761160ae.JPG.296x216.jpg', '朗月轩 两室精装 小区干净 看房提前联系', '朗月轩  | 2室1厅 | 86.91平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)板楼  -  第三大街', '190万', '单价21862元/平米')
('https://image1.ljcdn.com/120000-inspection/d2cb4106-55b3-49db-a712-54e0a0d7c29c.JPG.296x216.jpg', '业主诚心卖，中国楼层，距门口近，出行便利，绿化好。', '怡宁公寓  | 2室1厅 | 93.07平米 | 南 北 | 简装 | 有电梯', '中楼层(共6层)板楼  -  第三大街', '210万', '单价22564元/平米')
('https://image1.ljcdn.com/120000-inspection/b222c3d4-939f-4851-ad7b-1ad777f7f202.JPG.296x216.jpg', '星缘东轩 小区环境优美 楼栋位置好', '星缘东轩  | 3室2厅 | 151.75平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)板楼  -  第三大街', '380万', '单价25042元/平米')
('https://image1.ljcdn.com/120000-inspection/6ffc4bdb-9ec0-4d41-9fc8-e0d3865bdad1.JPG.296x216.jpg', '康馨花园 经典三室 采光充足 卧室宽敞', '康馨花园  | 3室2厅 | 159.91平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)板楼  -  第三大街', '474万', '单价29642元/平米')
('https://image1.ljcdn.com/120000-inspection/2dc597b5-e419-4d88-98ab-e8c53f07d080.JPG.296x216.jpg', '桐景园 3室2厅 600万', '桐景园  | 3室2厅 | 143.66平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)板楼  -  第五大街', '600万', '单价41766元/平米')
('https://image1.ljcdn.com/120000-inspection/879ba446-f649-455c-a856-ea61c7f36b39.JPG.296x216.jpg', '华馨园 楼层好 满两年 房龄新有电梯', '华馨园  | 2室1厅 | 103.03平米 | 南 北 | 精装 | 有电梯', '高楼层(共13层)板楼  -  第三大街', '235万', '单价22809元/平米')
('https://image1.ljcdn.com/120000-inspection/c32a23e3-11c5-43e5-aced-c2b18f76e4ba.JPG.296x216.jpg', '世纪新村 2室1厅 190万', '世纪新村  | 2室1厅 | 77.05平米 | 东 西 | 其他 | 无电梯', '中楼层(共6层)板楼  -  第三大街', '190万', '单价24660元/平米')
('https://image1.ljcdn.com/120000-inspection/4da7127a-ed52-4212-9dea-85d02a6f79fa.JPG.296x216.jpg', '泰达MSD 一大街，精装修一楼 通透户型', '津滨滨海国际1期  | 3室2厅 | 130.63平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)板楼  -  第一大街', '335万', '单价25645元/平米')
('https://image1.ljcdn.com/120000-inspection/8e453579-cef9-42ca-86a4-cfd7b47f1537.JPG.296x216.jpg', '泰达时代两居，成熟社区，配套齐全', '泰达时代  | 2室1厅 | 103.99平米 | 南 | 简装 | 有电梯', '高楼层(共11层)板楼  -  第一大街', '300万', '单价28849元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload349a76b5-e122-4839-8dc7-1abfd1a4a3ab.JPG.296x216.jpg', '榕景园 满五年无二套 前排一楼可经商 价格可谈', '榕景园  | 2室2厅 | 150.4平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)板楼  -  第五大街', '410万', '单价27261元/平米')
('https://image1.ljcdn.com/120000-inspection/cc71ac2d-662c-4400-8095-be4b8f50ae14.JPG.296x216.jpg', '贻欣园 南北通透四室 电梯小高 成熟社区 配套成熟', '贻欣园  | 4室2厅 | 179.58平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)板楼  -  第二大街', '460万', '单价25616元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload72ee3e20-1256-4dac-bb5e-1fbab234115e.JPG.296x216.jpg', '泰丰家园 精装修 家具家电齐全 拎包入住 采光好', '泰丰家园  | 3室2厅 | 140.2平米 | 南 北 | 精装 | 有电梯', '低楼层(共10层)板楼  -  第五大街', '330万', '单价23538元/平米')
('https://image1.ljcdn.com/120000-inspection/92d8e079-fb64-4f10-b6ad-406aa628ceb4.JPG.296x216.jpg', '云锦蓝庭 通透户型 低楼层 配套齐全 地铁9号线 MSD', '云锦蓝庭  | 2室2厅 | 105.91平米 | 南 | 精装 | 有电梯', '低楼层(共25层)板楼  -  第一大街', '260万', '单价24550元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadd4cad238-5427-474d-a471-76979fbb0796.JPG.296x216.jpg', '洋房 满五唯一 带同平露台 电梯洋房 满五年', '悦蓝东轩  | 3室2厅 | 145.3平米 | 南 北 | 精装 | 有电梯', '高楼层(共6层)板楼  -  第三大街', '650万', '单价44736元/平米')
('https://image1.ljcdn.com/120000-inspection/38d107d2-a403-4b48-85ad-fab07f5b153c.JPG.296x216.jpg', '翠亨村A区 视野开阔 采光无遮挡', '翠亨村A区  | 2室1厅 | 83.27平米 | 西南 | 简装 | 有电梯', '低楼层(共28层)板楼  -  第三大街', '260万', '单价31224元/平米')
('https://image1.ljcdn.com/120000-inspection/e9060959-a2e8-4a65-88e8-6a3fe3fed323.JPG.296x216.jpg', '恂园里 精装修 诚意卖房 采光好', '恂园里  | 1室1厅 | 50.6平米 | 南 | 精装 | 无电梯', '中楼层(共6层)板楼  -  第三大街', '108万', '单价21344元/平米')
('https://image1.ljcdn.com/120000-inspection/dd891b14-0815-4e83-baf4-a7ba06acd959.JPG.296x216.jpg', '爱丽家园东区 大一室户型 可以改两室 满五年 诚心出售', '爱丽家园东区  | 1室2厅 | 110.71平米 | 南 | 简装 | 有电梯', '低楼层(共9层)板楼  -  第三大街', '315万', '单价28453元/平米')
