('https://image1.ljcdn.com/shfdfs-image/20171112/3d8a2cd8-29bb-4d4c-b01e-98d9afe2a4d1.jpg.296x216.jpg', '青龙公寓 2室1厅 235万', '青龙公寓  | 2室1厅 | 71.74平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1990年建板楼  -  盈浦', '235万', '单价32758元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171206/ed826420-ff0d-4028-af16-92801533eee8.jpg.296x216.jpg', '西湖新村 3室2厅 229万', '西湖新村  | 3室2厅 | 89.81平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  朱家角', '229万', '单价25499元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f51f2d02-f4ee-41ab-81d7-950ff82cb027.png.296x216.jpg', '地铁400米  户型通透 全明格局  格局方正 看房随时', '新青浦花苑(公寓)  | 2室2厅 | 88.95平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  夏阳', '255万', '单价28668元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/1ed1a9e8-9743-42b1-8c9d-718ffe438c28.jpg.296x216.jpg', '金地格林郡 2室2厅 265万', '金地格林郡  | 2室2厅 | 80.4平米 | 暂无数据 | 其他 | 有电梯', '高楼层(共11层)2008年建塔楼  -  夏阳', '265万', '单价32961元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c29b5741-f67b-4bae-9d97-2f6ab6cb0673.png.296x216.jpg', '富力桃园 离地铁仅800米 电梯次新房 两房朝南 新装修', '富力桃园(公寓)  | 2室1厅 | 68.69平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2012年建板楼  -  盈浦', '240万', '单价34940元/平米')
('https://image1.ljcdn.com/310000-inspection/5672b826-eff5-4c8d-a580-e79ec44e2dd0.JPG.296x216.jpg', '教苑新村 2室1厅 170万', '教苑新村  | 2室1厅 | 52.07平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  夏阳', '170万', '单价32649元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171207/cb9215bf-0f61-4034-9d0c-639c6925594f.jpg.296x216.jpg', '品质小区，诚意出售，有钥匙，随时看房', '万科晶源(公寓)  | 3室2厅 | 69.27平米 | 南 | 毛坯 | 无电梯', '高楼层(共4层)2010年建板楼  -  赵巷', '430万', '单价62076元/平米')
('https://image1.ljcdn.com/310000-inspection/d71eef41-cbb7-4bae-a589-f6f2c7030302.JPG.296x216.jpg', '佳乐苑婚房装修，南北通户型，近宝龙，近地铁，随时看', '佳乐苑  | 3室2厅 | 124.34平米 | 南 | 精装', '高楼层(共6层)2005年建板楼  -  夏阳', '370万', '单价29758元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161203/3c506193-cef6-4853-974e-85fecd405cac.jpg.296x216.jpg', '虹桥新区 会展旁 次新小区   环境好   拎包入住', '锦绣逸庭(公寓)  | 2室2厅 | 89.44平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2014年建板楼  -  徐泾', '425万', '单价47518元/平米')
('https://image1.ljcdn.com/310000-inspection/c66633b5-d2e6-40cd-8017-f98d81157a6e.jpg.296x216.jpg', '民乐近地铁，汽车站，顶楼送阁楼，满五唯一，全明户型', '民乐佳苑  | 3室2厅 | 89.96平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  盈浦', '270万', '单价30014元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4e66ac2e-1477-462a-b91d-7dc26948fe59.jpg.296x216.jpg', '整个小区总价、单价最 低的一套。当时投 资从未居住', '现代华庭(别墅)  | 5室2厅 | 213.72平米 | 暂无数据 | 简装 | 无电梯', '低楼层(共1层)2006年建板楼  -  重固', '560万', '单价26203元/平米')
('https://image1.ljcdn.com/310000-inspection/127c8fe9-8ef3-4ccf-be37-5559a307b57b.JPG.296x216.jpg', '看房方便，品牌家具家电齐全，拎包入住', '龙湖滟澜山(别墅)  | 4室3厅 | 169.66平米 | 南 | 精装 | 无电梯', '低楼层(共3层)2010年建板楼  -  赵巷', '880万', '单价51869元/平米')
('https://image1.ljcdn.com/310000-inspection/test-405c46c4-5296-4508-b83e-baa1032fec9d.png.296x216.jpg', '精装婚房装修，小面积高楼层，户型正气，随时可看', '富力桃园(公寓)  | 2室1厅 | 68.68平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2012年建板楼  -  盈浦', '260万', '单价37857元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8c5742b3-4c98-4d4b-8705-168a0152af87.png.296x216.jpg', '新小区 诚意出售 套现 看房随时 纯毛坯方便装修', '徐泾北城欣沁苑  | 2室2厅 | 71平米 | 南 | 毛坯', '高楼层(共18层)2014年建板楼  -  华新', '230万', '单价32395元/平米')
('https://image1.ljcdn.com/310000-inspection/test-df2c8159-49f0-4743-b941-b0e685f4250b.png.296x216.jpg', '东渡青筑 3室1厅 325万', '东渡青筑  | 3室1厅 | 97平米 | 南 | 简装 | 有电梯', '高楼层(共16层)2014年建板楼  -  盈浦', '325万', '单价33506元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170314/c138d337-d16d-43ce-85f8-f86b9a86b330.jpg.296x216.jpg', '绿中海 经典三房 业主置换 诚心出售', '绿中海明苑(公寓)  | 2室2厅 | 88.41平米 | 南 | 毛坯 | 有电梯', '低楼层(共8层)2014年建板楼  -  徐泾', '401万', '单价45357元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160923/f5dc8db8-9195-444a-85f2-83e605f877cd.jpg.296x216.jpg', '都汇华庭 1室0厅 101万', '都汇华庭  | 1室0厅 | 28.95平米 | 北 | 精装', '低楼层(共11层)2005年建塔楼  -  香花桥', '101万', '单价34888元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161022/de2ecd31-d5ee-48f7-a619-f622f37efee1.jpg.296x216.jpg', '逸皓华庭(公寓) 2室2厅 256万', '逸皓华庭(公寓)  | 2室2厅 | 90.18平米 | 暂无数据 | 精装', '低楼层(共12层)2012年建板楼  -  重固', '256万', '单价28388元/平米')
('https://image1.ljcdn.com/310000-inspection/60e2d618-6329-4ef7-8829-c2246f9fb382.JPG.296x216.jpg', '城东双南两室，总价低，单价低，预约看房，诚意出售。', '城东新村  | 2室1厅 | 49.19平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1989年建板楼  -  夏阳', '160万', '单价32527元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161204/676ee3c5-6ce8-4498-9015-c337ff436683.jpg.296x216.jpg', '大虹桥精装三房 一手买进满二 业主诚售房 随时看房', '招商虹桥华府  | 3室2厅 | 92.33平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2014年建板楼  -  徐泾', '450万', '单价48739元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c85e6ce2-37cf-44cd-b28e-56ba6c93270c.png.296x216.jpg', '民惠佳苑 2室1厅 165万', '民惠佳苑  | 2室1厅 | 75.57平米 | 南 | 其他', '高楼层(共11层)2012年建板楼  -  白鹤', '165万', '单价21835元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171108/22d39df4-5b7f-4f0d-bc99-dba4c000fea8.jpg.296x216.jpg', '逸皓华庭，两房二厅，楼层好，房东诚心急售！', '逸皓华庭(公寓)  | 2室2厅 | 90.47平米 | 南 | 精装', '高楼层(共12层)2012年建板楼  -  重固', '235万', '单价25976元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180117/622302e1-11aa-45c8-9c5d-e7ce968300f5.jpg.296x216.jpg', '梦丹苑 3室1厅 280万', '梦丹苑  | 3室1厅 | 89.7平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1999年建板楼  -  夏阳', '280万', '单价31216元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160918/d9bc9be8-646b-4532-8949-427b4210ee24.jpg.296x216.jpg', '海上湾华庭紫园 4室2厅 650万', '海上湾华庭紫园  | 4室2厅 | 313.32平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共2层)2012年建板楼  -  朱家角', '650万', '单价20746元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171209/db961292-3404-4685-b526-b86a2edc9ca3.jpg.296x216.jpg', '品质小区、龙湖物业、采光良好、单层中间套', '龙湖滟澜山(公寓)  | 2室1厅 | 84.04平米 | 南 | 毛坯 | 无电梯', '中楼层(共4层)2010年建板楼  -  赵巷', '265万', '单价31533元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170520/e7466d9b-07e5-4cf6-91dc-3736bedddbaf.jpg.296x216.jpg', '民乐佳苑 2室2厅 245万', '民乐佳苑  | 2室2厅 | 86.86平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  盈浦', '245万', '单价28207元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ddafded7-474b-4ff1-bf26-9850de1f85f9.png.296x216.jpg', '链家真房源，房东诚心出售，价格可谈，随时看房', '绿地时代嘉苑  | 2室2厅 | 84平米 | 暂无数据 | 毛坯', '高楼层(共24层)暂无数据  -  白鹤', '208万', '单价24762元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9478134d-c81e-4bb6-a63d-8049be3284d1.JPG.296x216.jpg', '品质小区、龙湖物业、采光良好、单层中间套', '龙湖滟澜山(公寓)  | 2室1厅 | 85.27平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2010年建板楼  -  赵巷', '270万', '单价31665元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8a842baf-76fe-428b-9c18-1d58a983973b.png.296x216.jpg', '泰安公寓 2室2厅 240万', '泰安公寓  | 2室2厅 | 94.79平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2012年建板楼  -  朱家角', '240万', '单价25320元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5e231bb0-b98a-4a56-9664-d0773fbdb516.png.296x216.jpg', '此房满五年  价格可谈  2房朝南 1房朝北小三房 税少', '盈港商住新村  | 3室1厅 | 86.49平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1999年建板楼  -  盈浦', '245万', '单价28327元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4d075469-5eb4-4623-ab01-665e337ec7d6.jpg.296x216.jpg', '徐泾国展精装下叠别墅，拎包入住。', '康虹园   | 叠拼别墅 | 4室2厅 | 160.47平米 | 南 | 精装 | 无电梯', '下叠(共4层)板楼  -  徐泾', '695万', '单价43311元/平米')
('https://image1.ljcdn.com/310000-inspection/test-862465ce-60f3-4127-9ae4-82263ae4b1a8.png.296x216.jpg', '花园小区，绿化高环境优美，交通方便17号线', '中铁逸都  | 3室2厅 | 98平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2014年建板楼  -  夏阳', '345万', '单价35205元/平米')
('https://image1.ljcdn.com/310000-inspection/7c45d104-e6b2-4f4e-8ad4-3366c2e0980d.jpg.296x216.jpg', '新城盛景园 3室1厅 315万', '新城盛景园  | 3室1厅 | 89.17平米 | 南 北 | 精装 | 有电梯', '低楼层(共8层)2009年建板楼  -  夏阳', '315万', '单价35326元/平米')
('https://image1.ljcdn.com/310000-inspection/67ac6785-a917-4221-becb-f2292b68c05b.JPG.296x216.jpg', '品质小区、龙湖物业、采光良好、单层边套', '龙湖滟澜山(公寓)  | 2室1厅 | 86.87平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2010年建板楼  -  赵巷', '380万', '单价43744元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8dfd9c48-ab27-4691-b381-799b9cf2304b.jpg.296x216.jpg', '联排别墅边套大花园三层带采光地下室，南北花园带车位', '绿地朱家角1号  | 5室2厅 | 175.81平米 | 南 | 其他 | 无电梯', '3层板楼  -  朱家角', '560万', '单价31853元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170406/3e0c02bd-6559-41b2-882a-6b3e9b84b5a8.jpg.296x216.jpg', '佳乐苑 3室2厅 310万', '佳乐苑  | 3室2厅 | 130.24平米 | 南 | 毛坯', '高楼层(共6层)2005年建板楼  -  夏阳', '310万', '单价23803元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170221/145bfdce-ce02-49b1-a237-8e58800dc282.jpg.296x216.jpg', '西郊半岛名苑 5室2厅 680万', '西郊半岛名苑  | 5室2厅 | 262平米 | 南 | 简装 | 无电梯', '低楼层(共4层)2013年建板楼  -  华新', '680万', '单价25955元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170408/6101d98a-f0ff-4f6c-b7cf-2e14f9a8cf63.jpg.296x216.jpg', '院墙外的大别墅 送花园+电梯井，低于市场急售', '海上郡   | 叠拼别墅 | 3室2厅 | 143平米 | 南 | 毛坯 | 无电梯', '下叠(共4层)板楼  -  朱家角', '450万', '单价31469元/平米')
('https://image1.ljcdn.com/310000-inspection/43475424-1448-4991-9dbc-2fd2c9d12e87.JPG.296x216.jpg', '毛坯随意改动 品质小区 看房方便 有钥匙', '龙湖滟澜山(公寓)  | 1室1厅 | 82.94平米 | 南 | 毛坯 | 无电梯', '中楼层(共4层)2010年建板楼  -  赵巷', '265万', '单价31951元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160810/240cd0d2-b36c-4b7c-8bcc-9815b2bd9d40.jpg.296x216.jpg', '小户型，可改两房，刚需首先，虹桥板块', '高景花园  | 1室1厅 | 59.98平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  徐泾', '270万', '单价45016元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170809/cbb71661-f166-463f-9277-81bdbe456ecc.jpg.296x216.jpg', '淀湖新村 2室1厅 165万', '淀湖新村  | 2室1厅 | 65.2平米 | 暂无数据 | 简装 | 无电梯', '中楼层(共5层)2000年建板楼  -  朱家角', '165万', '单价25307元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161120/5667a440-53c9-4f3c-acf5-ba5ef3b14a51.jpg.296x216.jpg', '精装三房地铁17号线赵巷站全明户型适合年经人', '万科锦源(公寓)  | 3室2厅 | 89.27平米 | 南 | 精装', '中楼层(共8层)2011年建板楼  -  赵巷', '415万', '单价46489元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171115/dc000045-10f9-4d91-9cce-e8e000f469f3.jpg.296x216.jpg', '景区房源，环境好，适合居住，交通方便', '海上郡  | 3室2厅 | 130.96平米 | 暂无数据 | 其他 | 无电梯', '4层板楼  -  朱家角', '370万', '单价28253元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170801/3a4e6419-3d1a-4f8d-8356-0a30ede0fc9a.jpg.296x216.jpg', '新青浦世纪苑大面积居，总价低，有钥匙，随时可以看房', '新青浦世纪苑  | 3室2厅 | 121.26平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  盈浦', '405万', '单价33400元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171210/f83bb31e-c730-4c43-a6dd-4b8179cdb0ed.jpg.296x216.jpg', '《链.家.真.房.源》界径港，地铁口，三室户，卫浴全明', '浦仓路768弄  | 3室2厅 | 101平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  夏阳', '320万', '单价31684元/平米')
