('https://image1.ljcdn.com/500000-inspection/742483a8-51ac-4947-b98f-6bcc2ab345da.jpg.296x216.jpg', '英利品质，精装，二改三户型，朝南看中庭，住家安静', '英利狮城花园  | 2室1厅 | 74平米 | 南 | 精装', '中楼层(共23层)塔楼  -  汽博中心', '115万', '单价15541元/平米')
('https://image1.ljcdn.com/500000-inspection/658f9d33-4e08-4357-bfb2-ab0105ff1dda.jpg.296x216.jpg', '黄泥磅郑家院子轻轨，正规两房，户型方正，朝南，精装', '两代一家  | 2室1厅 | 76.75平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2009年建塔楼  -  嘉州', '118万', '单价15375元/平米')
('https://image1.ljcdn.com/500000-inspection/71a4cad6-1488-422c-851d-1910b3f6f363.jpg.296x216.jpg', '全套进口金丝柚木家具，品质小区，品牌家电，跃层四房', '融创御锦  | 4室2厅 | 138.69平米 | 北 | 精装 | 有电梯', '高楼层(共32层)2012年建塔楼  -  汽博中心', '265万', '单价19108元/平米')
('https://image1.ljcdn.com/500000-inspection/ee76177d-b674-4c9d-9b0b-0fd91d916760.jpg.296x216.jpg', '清水4房2卫洋房 独立的主卧 超大横厅 很安静 业主诚心', '新江与城清晖岸  | 4室2厅 | 166平米 | 东南 | 毛坯', '中楼层(共11层)暂无数据  -  大竹林', '295万', '单价17772元/平米')
('https://image1.ljcdn.com/500000-inspection/3a6a319f-6349-44cf-87fb-4565e140e974.JPG.296x216.jpg', '精装两房+拎包入住+配套成熟+次新小区', '安泰城市理想  | 2室2厅 | 70.22平米 | 东 | 精装 | 有电梯', '低楼层(共34层)2016年建塔楼  -  冉家坝', '143万', '单价20365元/平米')
('https://image1.ljcdn.com/500000-inspection/rsp_pic_upload75d425e2-5bb7-4359-8e8f-60e67b150a04.jpg.296x216.jpg', '渝北 鸳鸯 复地城就 清水三房 可享自我的装修的风格', '复地城就  | 3室2厅 | 130.87平米 | 西南 | 毛坯 | 有电梯', '中楼层(共32层)2010年建塔楼  -  鸳鸯', '185万', '单价14137元/平米')
('https://image1.ljcdn.com/500000-inspection/3dc7a353-4533-4102-8c4d-e37d993a6017.jpg.296x216.jpg', '渝北 四室两厅两卫 楼层高视野开阔 户型方正采光好', '招商花园城锦园  | 4室2厅 | 136.09平米 | 东北 | 毛坯 | 有电梯', '中楼层(共30层)2012年建塔楼  -  龙头寺', '205万', '单价15064元/平米')
('https://image1.ljcdn.com/500000-inspection/a9e646c9-28e3-47fa-8b31-e52bde367ae0.jpg.296x216.jpg', '渝北 长安华都 正规大三房 大阳台 出门双轻轨6/10号线', '长安华都  | 3室2厅 | 143.84平米 | 南 北 | 简装 | 有电梯', '低楼层(共18层)2001年建塔楼  -  龙头寺', '170万', '单价11819元/平米')
('https://image1.ljcdn.com/500000-inspection/7cca8302-2191-4502-b4b2-26440f163125.jpg.296x216.jpg', '约克郡阅林景悦精装三房，拎包入住，轻轨房，商圈房', '约克郡阅林景悦  | 3室2厅 | 133平米 | 西南 | 精装 | 有电梯', '高楼层(共32层)2017年建塔楼  -  照母山', '280万', '单价21053元/平米')
('https://image1.ljcdn.com/500000-inspection/b1e2caf0-817b-4dbb-852b-5e5d70a65f39.jpg.296x216.jpg', '国宾城 清水大三房带院馆送车位 坐北朝南 看别墅区', '中渝山顶道国宾城  | 3室2厅 | 164.13平米 | 南 | 毛坯 | 有电梯', '高楼层(共32层)2013年建板塔结合  -  嘉州', '340万', '单价20716元/平米')
('https://image1.ljcdn.com/500000-inspection/49537e18-8430-4f0d-b9cc-6ffa42e82179.jpg.296x216.jpg', '融科城阳光带，装修平层2房，带露台，小高层拎包入住', '融科城阳光带  | 2室2厅 | 95平米 | 东南 | 精装 | 无电梯', '低楼层(共6层)2007年建板楼  -  鸳鸯', '135万', '单价14211元/平米')
('https://image1.ljcdn.com/500000-inspection/test-b287f514-65a1-4950-bdc2-61e3888d1767.png.296x216.jpg', '冉家坝  圣*地阳光 住家两房 交通方便 拎包入住', '圣地阳光  | 2室2厅 | 86平米 | 西 | 精装 | 有电梯', '低楼层(共33层)2009年建塔楼  -  冉家坝', '126万', '单价14652元/平米')
('https://image1.ljcdn.com/500000-inspection/9f89d8df-1ea6-4f86-ac33-0eb5e6cb0bd0.jpg.296x216.jpg', '渝北照母山小高层，未住过人，前后朝中庭，位置安静', '恒大山水城  | 3室2厅 | 96.25平米 | 东北 | 其他', '高楼层(共17层)塔楼  -  照母山', '155万', '单价16104元/平米')
('https://image1.ljcdn.com/500000-inspection/8e0657d8-c90d-4a02-af7f-376963af7f40.jpg.296x216.jpg', '精装三房 主次卧分明 带超大阳台 高楼层 视野看双湖', '棕榈泉四期  | 3室2厅 | 163平米 | 西南 | 精装 | 有电梯', '高楼层(共32层)2013年建板塔结合  -  人和', '320万', '单价19632元/平米')
('https://image1.ljcdn.com/500000-inspection/0a3a6dad-f879-422f-99d3-d9577071b2ff.jpg.296x216.jpg', '加州花园 带屋顶大花园顶跃八房诚售 户型方正随时看房', '加州花园  | 8室1厅 | 195.18平米 | 南 东北 | 简装 | 有电梯', '高楼层(共30层)2000年建塔楼  -  嘉州', '194.5万', '单价9966元/平米')
('https://image1.ljcdn.com/500000-inspection/4eacefe3-9fb3-4b94-8fd0-17126c032b77.jpg.296x216.jpg', '首付55万，朝中庭，融创三房，高楼层', '融创凡尔赛领馆三期  | 3室2厅 | 99.9平米 | 西南 | 毛坯 | 有电梯', '高楼层(共33层)2016年建塔楼  -  照母山', '170万', '单价17018元/平米')
('https://image1.ljcdn.com/500000-inspection/1bf25d33-8c23-4880-adaf-a0a98f32b09a.jpg.296x216.jpg', '冉家坝 龙湖水晶郦城一组团 住家装修 品质小区', '龙湖水晶郦城静苑  | 3室2厅 | 121.99平米 | 东南 | 精装 | 有电梯', '低楼层(共31层)2005年建塔楼  -  北环', '225万', '单价18445元/平米')
('https://image1.ljcdn.com/500000-inspection/d1ca9574-7e7e-4610-9a67-4fc68977049b.jpg.296x216.jpg', '板式大平层+双主卧带保姆间+全看高尔夫球场+临湖', '保利高尔夫豪园  | 4室1厅 | 202.22平米 | 西 | 毛坯 | 有电梯', '高楼层(共31层)2010年建板塔结合  -  汽博中心', '265万', '单价13105元/平米')
('https://image1.ljcdn.com/500000-inspection/8db33161-d607-4340-acf3-08ef60866905.jpg.296x216.jpg', '鸳鸯美利山毛坯2房 楼层好 采光足 出行方便 绿化好', '美利山公园城市  | 2室2厅 | 76.36平米 | 东 | 毛坯 | 有电梯', '低楼层(共33层)2012年建塔楼  -  园博园', '123万', '单价16108元/平米')
('https://image1.ljcdn.com/500000-inspection/2a0e30c1-42d5-4d6c-87b1-33829544aa87.jpg.296x216.jpg', '融创凡尔赛大平层 视野开阔正看湖 满两年业主诚心出售', '融创凡尔赛领馆三期  | 4室2厅 | 164.11平米 | 西南 | 毛坯 | 有电梯', '低楼层(共33层)2017年建塔楼  -  照母山', '285万', '单价17367元/平米')
('https://image1.ljcdn.com/500000-inspection/3fe4f58c-0c87-445c-a45c-cf2476ff3e77.jpg.296x216.jpg', '精装两房 居家安静；楼层适中，采光充足，户型方正', '北岸明珠  | 2室2厅 | 75平米 | 东南 南 | 精装', '中楼层(共27层)2008年建塔楼  -  汽博中心', '93万', '单价12400元/平米')
('https://image1.ljcdn.com/500000-inspection/a4cd898a-a39f-4503-801f-1cfa45052920.jpg.296x216.jpg', '直降3万 精装三房  每个卧室带飘窗 东南朝向', '金科东方雅郡  | 3室2厅 | 129平米 | 东南 | 简装 | 有电梯', '高楼层(共22层)2008年建塔楼  -  人和', '195万', '单价15117元/平米')
('https://image1.ljcdn.com/500000-inspection/d794dcb5-3b6c-4350-8b37-93e349e8969a.jpg.296x216.jpg', '渝北汽博融创御锦清水大平层，住家安静，品质小区', '融创御锦  | 4室2厅 | 200.57平米 | 南 | 毛坯 | 有电梯', '中楼层(共31层)2012年建板楼  -  汽博中心', '305万', '单价15207元/平米')
('https://image1.ljcdn.com/500000-inspection/911d1aeb-e8fb-4b2d-af4a-84a04ce8ca37.jpg.296x216.jpg', '龙城国际二期，居住舒适，交通便利，朝南对中庭', '龙城国际  | 3室2厅 | 94.29平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2013年建塔楼  -  龙头寺', '168万', '单价17818元/平米')
('https://image1.ljcdn.com/500000-inspection/test-f3fda67e-dc0b-43ca-a435-dfbbd5e18e48.png.296x216.jpg', '奥林匹克花园新亚洲 小三房 西南向 采光好 无遮挡', '奥林匹克花园新亚洲  | 3室2厅 | 92平米 | 西南 | 精装 | 有电梯', '低楼层(共33层)2008年建板楼  -  汽博中心', '157万', '单价17066元/平米')
('https://image1.ljcdn.com/500000-inspection/6cd0fca3-c3f9-4175-9c37-78d8d30e8f48.jpg.296x216.jpg', '建工清水洋房，看中庭，小区楼间距宽，价格带车位', '建工依山郡  | 4室2厅 | 161平米 | 东南 | 毛坯 | 有电梯', '中楼层(共12层)2015年建板楼  -  照母山', '285万', '单价17702元/平米')
('https://image1.ljcdn.com/500000-inspection/93e496e3-73ea-4054-95de-a1a9f6a9f58c.jpg.296x216.jpg', '渝北汽博 绿地翠谷 清水大两房 视野开阔 双公园', '绿地翠谷勃朗廷岭上  | 2室2厅 | 100.52平米 | 东北 | 毛坯 | 有电梯', '中楼层(共32层)2010年建塔楼  -  汽博中心', '138万', '单价13729元/平米')
('https://image1.ljcdn.com/500000-inspection/bbcb1bb4-0dc9-4b54-9507-46640c475222.jpg.296x216.jpg', '轻轨口精装两房 视野开阔 房间采光无死角 业主急售', '万科缇香郡  | 2室2厅 | 77.82平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2012年建塔楼  -  人和', '125万', '单价16063元/平米')
('https://image1.ljcdn.com/500000-inspection/1e4be0e2-08b5-47df-ac1c-d27e02493309.JPG.296x216.jpg', '嘉陵江畔阔景高层 送超宽车位 一线江景入读星光巴蜀', '龙湖两江新宸云洲  | 3室2厅 | 113.56平米 | 东 | 毛坯 | 有电梯', '高楼层(共34层)2017年建塔楼  -  礼嘉', '220万', '单价19374元/平米')
('https://image1.ljcdn.com/500000-inspection/8a68f464-f17d-46c2-ae5e-5375d35ae1ac.jpg.296x216.jpg', '世茂茂悦府一二期高层 3室2厅 170万', '世茂茂悦府一二期高层  | 3室2厅 | 106平米 | 东 | 其他', '高楼层(共30层)2017年建塔楼  -  照母山', '170万', '单价16038元/平米')
('https://image1.ljcdn.com/500000-inspection/54a1b7f6-a384-4a11-b1f7-dff3ba56e7b9.jpg.296x216.jpg', '清水洋房，交通便利，安静靠公园，赠送露台', '洋丰圣乔维斯  | 3室2厅 | 125.49平米 | 东 西南 | 毛坯 | 有电梯', '低楼层(共10层)2015年建板楼  -  照母山', '248万', '单价19763元/平米')
