('https://image1.ljcdn.com/410100-inspection/test-96f880ec-57bb-4745-b083-8fa7afb6a5fa.png.296x216.jpg', '户型方正四室两卫精装修60万中间楼层出行便利环境好', '联盟新城一期  ', '中楼层(共5层)暂无数据  -  众意路', '625万', '单价29588元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload884b12e9-9fe6-4a50-b4fd-04cc500b6b57.jpg.296x216.jpg', '楼间距100米的高 端住宅，赠送.车位和地下室', '中豪·汇景湾  ', '高楼层(共30层)塔楼  -  郑州东站', '410万', '单价28853元/平米')
('https://image1.ljcdn.com/410100-inspection/87e75f60-c8bb-4332-a478-61a6e3be1e68.jpg.296x216.jpg', '聚源路小-学旁 近黄河南路地铁口 小区正中间位置急卖', '盛世年华  ', '中楼层(共18层)板楼  -  郑州东站', '195万', '单价22675元/平米')
('https://image1.ljcdn.com/110000-inspection/ee40287d-b614-42ad-8246-0f3321dab55f.jpg.296x216.jpg', '南北通透大四房、业主诚心出售、精装修、拎包入住', '鑫苑世纪东城东苑  ', '高楼层(共18层)板楼  -  郑州东站', '388万', '单价22046元/平米')
('https://image1.ljcdn.com/410100-inspection/adb23a9d-c2f6-4088-9a16-4f30a8546369.jpg.296x216.jpg', '东区 永威翡翠城 精装双气 满五年 中间楼层 两梯四户', '永威翡翠城  ', '中楼层(共20层)板楼  -  通泰路', '222万', '单价25139元/平米')
('https://image1.ljcdn.com/110000-inspection/e75c8236-7dbc-4474-aadb-f5d36fd494ac.jpg.296x216.jpg', '鑫苑品牌物业 聚源路总校 南北通透双阳台 诚心出售', '鑫苑中央花园  ', '中楼层(共6层)板塔结合  -  通泰路', '290万', '单价25664元/平米')
('https://image1.ljcdn.com/410100-inspection/9db2a362-f414-4264-8854-9ec1e4938b06.jpg.296x216.jpg', '中信嘉园 精装修 复式五房,挑空送60平大露台，总价低', '中信嘉苑  ', '高楼层(共6层)暂无数据  -  天赋路', '420万', '单价20223元/平米')
('https://image1.ljcdn.com/410100-inspection/e6a467a0-f377-45af-b41e-0bfa636784f6.jpg.296x216.jpg', '绿城百合公寓秋月苑 5室2厅 520万', '绿城百合公寓秋月苑  ', '高楼层(共5层)板楼  -  众意路', '520万', '单价26066元/平米')
('https://image1.ljcdn.com/110000-inspection/2740f965-cbcd-4bd5-8142-e1f63a1270cb.jpg.296x216.jpg', '东瑞园、户型方正、中间楼层、得房率高、业主诚心', '东瑞园  ', '高楼层(共19层)板楼  -  郑州东站', '405万', '单价22132元/平米')
('https://image1.ljcdn.com/410100-inspection/f0d4f987-c3a8-4b41-b32c-a32416f3de1e.jpg.296x216.jpg', '南北通透   全明格局   精装修  中间楼层  前后花园', '银河丹堤  ', '中楼层(共8层)板楼  -  天赋路', '680万', '单价47453元/平米')
('https://image1.ljcdn.com/410100-inspection/test-5533718b-bbd2-405c-8aad-89112945c567.png.296x216.jpg', '鑫苑世纪东城  精装纯南两房  满五唯一 看房有钥匙', '鑫苑世纪东城东苑  ', '高楼层(共18层)板楼  -  郑州东站', '159万', '单价19804元/平米')
('https://image1.ljcdn.com/110000-inspection/421e2fbc-9b44-4470-b3ec-ea47b7a07af9.jpg.296x216.jpg', '美盛怡景家园 户型方正 采光充足 业主诚心出售', '美盛怡景嘉园  ', '高楼层(共25层)暂无数据  -  黄河南路', '200万', '单价21882元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload22319c0e-e7d2-4258-b9e1-34372a9e6f28.jpg.296x216.jpg', '晖达新领地顶楼复式，业主自住房，诚心出售，看房方便', '晖达新领地  ', '高楼层(共11层)塔楼  -  祭城', '330万', '单价21711元/平米')
('https://image1.ljcdn.com/110000-inspection/f7102d63-4617-4a50-a5a4-53002897acaa.jpg.296x216.jpg', '南北通透  不临街不临路  三房两卫', '海马公园A区  ', '高楼层(共32层)板楼  -  郑州东站', '400万', '单价27053元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadf4702dc3-fdd6-4fb2-a8e2-eb2930c2f9e1.jpg.296x216.jpg', '中豪汇景湾 高铁站旁 南北通透大三房户型合理中间楼层', '中豪·汇景湾  ', '中楼层(共22层)塔楼  -  郑州东站', '410万', '单价28672元/平米')
('https://image1.ljcdn.com/410100-inspection/d99eb944-12b8-4fec-b6b5-1fe343981751.jpg.296x216.jpg', '东风渠 龙之梦东苑 南北通透 毛坯房 一梯三户', '龙之梦东苑  ', '中楼层(共19层)板塔结合  -  天赋路', '350万', '单价29167元/平米')
('https://image1.ljcdn.com/410100-inspection/f8de9d90-7d0b-452c-b53f-27f2c0e4024a.jpg.296x216.jpg', '海马公园高楼层精装修三送户型花园看房方便、业主诚心', '海马公园A区  ', '高楼层(共32层)板楼  -  郑州东站', '360万', '单价27099元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload85d474c1-0b9f-45b4-9faf-72d7dfc4fa1c.jpg.296x216.jpg', '卢浮公馆经典户型业主诚心出售看房方便', '新里卢浮公馆  ', '低楼层(共25层)板楼  -  郑州东站', '500万', '单价24631元/平米')
('https://image1.ljcdn.com/410100-inspection/209fb65b-7f95-4fad-b65c-282a625e446a.jpg.296x216.jpg', '龙之梦东苑179平4房2厅2卫 送车位 毛坯 有差额 随时看', '龙之梦东苑  ', '低楼层(共13层)板塔结合  -  天赋路', '700万', '单价39107元/平米')
('https://image1.ljcdn.com/410100-inspection/5e0e3688-8146-4fa8-82ca-67ec5aa7d1d0.jpg.296x216.jpg', '郑东新区农业东路熙地港联盟新城大户型诚意出售', '联盟新城四期  ', '中楼层(共5层)暂无数据  -  众意路', '820万', '单价40921元/平米')
('https://image1.ljcdn.com/410100-inspection/c1be5057-637f-45b0-a762-d619fcf0cab9.jpg.296x216.jpg', '古德佳苑 毛坯四居 户型方正 南北通透 入户花园双阳台', '古德佳苑  ', '高楼层(共7层)暂无数据  -  众意路', '610万', '单价37424元/平米')
('https://image1.ljcdn.com/410100-inspection/4fd5bd3c-77fc-4d3c-b678-c0a4adbe487e.jpg.296x216.jpg', '单价低  业主诚意出售  看房提前预约', '中豪·汇景湾  ', '高楼层(共22层)塔楼  -  郑州东站', '430万', '单价24593元/平米')
('https://image1.ljcdn.com/410100-inspection/185a80cf-a210-4486-b73b-2a254830f47f.jpg.296x216.jpg', '高铁站，双地铁，雅宝新上大三房，带大露台！', '雅宝东方国际花园  ', '低楼层(共32层)塔楼  -  郑州东站', '388万', '单价28900元/平米')
('https://image1.ljcdn.com/110000-inspection/1f4730b0-7b9e-4cee-9ce2-bad1c012fc2b.jpg.296x216.jpg', '满五年，南北通透户型方正，精装修，业主诚售', '建业如意家园  ', '高楼层(共11层)板塔结合  -  郑州东站', '330万', '单价26258元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadcf300938-2c77-4d6a-9c56-4da61d259b06.jpg.296x216.jpg', '郑东新区 海马公园 小区绿化很高的小区 143平 4房出售', '海马公园A区  ', '低楼层(共32层)板楼  -  郑州东站', '400万', '单价27973元/平米')
('https://image1.ljcdn.com/410100-inspection/0180f750-876d-4144-9d9b-dab358909fa8.jpg.296x216.jpg', '绿地老街大三房，满五唯一，送阁楼', '老街绿地一期  ', '高楼层(共6层)板楼  -  天赋路', '336万', '单价30914元/平米')
('https://image1.ljcdn.com/410100-inspection/340ac2ec-c0e7-4ecc-961b-7110c84eea77.jpg.296x216.jpg', '奥兰花园精装小两室，总高6层在3层，高速开发品质小区', '奥兰花园  ', '中楼层(共6层)板楼  -  郑州东站', '148万', '单价22875元/平米')
('https://image1.ljcdn.com/410100-inspection/cc424385-ea78-4c58-b738-6c08f7fdc727.jpg.296x216.jpg', '金领时代 1楼带院  通透经典四房  不临街 不临路急售', '金领时代  ', '低楼层(共11层)板楼  -  郑州东站', '666万', '单价37562元/平米')
('https://image1.ljcdn.com/410100-inspection/d99c799d-b43b-4bee-b450-6ec54b79d40d.jpg.296x216.jpg', '中豪汇景湾 业主自住三房 全南户型 临河观景 看房方便', '中豪·汇景湾  ', '中楼层(共22层)塔楼  -  郑州东站', '251万', '单价28203元/平米')
('https://image1.ljcdn.com/410100-inspection/cd47924b-7512-40db-bc9f-9280bd5dc9b5.jpg.296x216.jpg', 'CBD内环未来国际 近地铁四居室 高层景观房 交通便利', '未来国际  ', '高楼层(共24层)暂无数据  -  CBD', '290万', '单价15523元/平米')
('https://image1.ljcdn.com/410100-inspection/7a1d53a8-de7c-4207-b587-3f95155b938b.jpg.296x216.jpg', '小区中间位置  管家式服务 人车分流 次新小区诚心出售', '永威翡翠城  ', '高楼层(共27层)板楼  -  通泰路', '700万', '单价35000元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload83545a88-4119-4569-9052-248a9d240667.jpg.296x216.jpg', '顶层复式  面积大  采光好 绿地老街三期', '绿地老街三期  ', '高楼层(共6层)板楼  -  天赋路', '345万', '单价34159元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadf8d7870a-40d0-4552-bbb2-45f90dcd9566.jpg.296x216.jpg', '金色年华 212平叠加别墅 送100平露台 送花园 诚心出售', '金色年华  ', '中楼层(共4层)板楼  -  通泰路', '500万', '单价23585元/平米')
('https://image1.ljcdn.com/410100-inspection/51bf616f-4a30-4cc4-b600-bd54c568f20b.jpg.296x216.jpg', '熊儿河畔 复式观景 南北通透 看房方便', '中义·阿卡迪亚  ', '高楼层(共6层)塔楼  -  CBD', '420万', '单价20877元/平米')
('https://image1.ljcdn.com/410100-inspection/57b91174-a103-4951-98c7-c37628008ee9.jpg.296x216.jpg', '聚源路片区 东方名都 精装修四室两厅 双气双卫', '大地东方名都  ', '高楼层(共19层)暂无数据  -  黄河南路', '434.2万', '单价25693元/平米')
('https://image1.ljcdn.com/410100-inspection/5bfd1d94-6cff-4ea1-8bbf-0467dd39a87a.jpg.296x216.jpg', '中豪汇景湾 不临街不临路 南北通透精装大三房诚意出售', '中豪·汇景湾  ', '低楼层(共26层)塔楼  -  郑州东站', '430万', '单价30070元/平米')
('https://image1.ljcdn.com/410100-inspection/987b7a43-4393-4423-8930-d675b895107a.jpg.296x216.jpg', '郑东新区 金城阳光世纪 精装双卫三室 采光好出行方便', '金城阳光世纪  ', '低楼层(共25层)暂无数据  -  CBD', '285万', '单价18038元/平米')
('https://image1.ljcdn.com/410100-inspection/6233b186-b0c0-466c-b487-d48133ba4b47.jpg.296x216.jpg', '黄 金地段 配套齐全高档小区 高层三居户型方正 诚售', '金鹏时代  ', '高楼层(共33层)板塔结合  -  祭城', '235万', '单价22597元/平米')
('https://image1.ljcdn.com/410100-inspection/a9e5e051-dd1b-40c6-9330-332f8f088b3b.jpg.296x216.jpg', '精装修大三房，出门就是地铁，南北通透，双阳台', '雅宝东方国际花园  ', '中楼层(共30层)塔楼  -  郑州东站', '430万', '单价30070元/平米')
('https://image1.ljcdn.com/410100-inspection/e754a1b1-cef5-451d-a955-e50e7c456208.jpg.296x216.jpg', '美之域 朝南三房 带两露台 满两年 业主诚意出售', '美之域小区  ', '高楼层(共25层)板塔结合  -  黄河南路', '175万', '单价21605元/平米')
('https://image1.ljcdn.com/410100-inspection/0401a193-ed41-470c-9bf7-674834a80450.jpg.296x216.jpg', '一楼带南向花园30平 精装修 满五年 无尾款 三房朝南', '龙腾盛世  ', '低楼层(共18层)板楼  -  郑州东站', '353万', '单价28286元/平米')
('https://image1.ljcdn.com/410100-inspection/02ab461a-143d-478e-9079-142f68a9a236.jpg.296x216.jpg', '翡翠城精装修，园林社区高绿化，地铁口，人车分流', '永威翡翠城  ', '高楼层(共27层)板楼  -  通泰路', '700万', '单价35000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-3727be33-4c6e-4636-aae7-1dc6f6017589.png.296x216.jpg', '高铁站旁 满五唯一两房 精装修 视野开阔 随时看房', '雅宝东方国际花园  ', '高楼层(共32层)塔楼  -  郑州东站', '230万', '单价26477元/平米')
('https://image1.ljcdn.com/410100-inspection/fc33ae8d-5141-431d-af7c-bcdd85efb967.jpg.296x216.jpg', '永威东棠新出精装4居室 满两年 户型方正 业主诚心出售', '永威东棠  ', '中楼层(共25层)塔楼  -  郑州东站', '700万', '单价39549元/平米')
('https://image1.ljcdn.com/410100-inspection/3329de3c-5499-4c44-b133-1f345744727f.jpg.296x216.jpg', '房子户型好，很方正，稀.缺户型，中间位置大四房', '鑫苑中央花园  ', '高楼层(共11层)板塔结合  -  通泰路', '380万', '单价25083元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploadd3e443fa-bac6-4702-ba2f-13bba31b92ab.jpg.296x216.jpg', '金色年华 南北通透户型 通风性采光好 带一个30平露台', '金色年华  ', '6层板楼  -  通泰路', '215万', '单价16539元/平米')
('https://image1.ljcdn.com/410100-inspection/6f65ccbc-12ba-4b0d-82ea-732f74a73b76.jpg.296x216.jpg', '南北通透，采光相当不错，户型方正，诚意出售', '金色年华  ', '高楼层(共6层)板楼  -  通泰路', '210万', '单价20000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-ecd4f768-d884-4620-a13e-76f6c4dd0ae0.png.296x216.jpg', '东南朝向二居室 自住精装修 采光充足 满五年', '厚河园1号院  ', '低楼层(共22层)暂无数据  -  祭城', '180万', '单价20151元/平米')
('https://image1.ljcdn.com/410100-inspection/b3f31cdb-5b0e-4517-bf68-e10f27c53715.jpg.296x216.jpg', '满五年唯一总价低 南北通透大四房 直观玉米楼', '鑫苑中央花园  ', '中楼层(共17层)板塔结合  -  通泰路', '350万', '单价22152元/平米')
('https://image1.ljcdn.com/410100-inspection/9380ec50-2005-4941-8cc0-8e5b35894039.jpg.296x216.jpg', '东风路天瑞街 老街四期不临街不临路 南北通透诚心出售', '老街绿地四期  ', '中楼层(共8层)板楼  -  天赋路', '528万', '单价32499元/平米')
('https://image1.ljcdn.com/410100-inspection/1a90b356-b768-4ed5-be26-9110a9f38df9.jpg.296x216.jpg', '龙湖花园一楼带超大的院子,精装修的大四房。', '龙湖花园  ', '低楼层(共6层)暂无数据  -  天赋路', '690万', '单价41567元/平米')
('https://image1.ljcdn.com/410100-inspection/test-fc24f5e7-de59-42e8-b962-fd2ae304fc7b.png.296x216.jpg', '双河湾 精装修 优质小三房诚心出售', '双河湾  ', '低楼层(共15层)板楼  -  众意路', '256万', '单价28729元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_upload102d3070-16f9-4b7c-aaca-3724a5b14d6f.jpg.296x216.jpg', '中豪汇景湾 双地铁口  品质小区 交通便利 环境优美', '中豪·汇景湾  ', '高楼层(共22层)塔楼  -  郑州东站', '450万', '单价31469元/平米')
