('https://image1.ljcdn.com/120000-inspection/356be6f9-8819-4f51-9cb9-128b7714bc17.jpg.296x216.jpg', '百合春天 精装两室 诚意出售 交通便利 采光充足 急卖', '雪莲东里  | 2室1厅 | 91.71平米 | 南 | 精装 | 有电梯', '高楼层(共10层)板楼  -  万新街', '206万', '单价22463元/平米')
('https://image1.ljcdn.com/120000-inspection/beacca51-7102-42eb-81cf-fcc3163d7a77.jpg.296x216.jpg', '昆俞欣园 小区中间位置 全阳两居室 精装修 采光好', '昆俞欣园  | 2室1厅 | 96.22平米 | 南 | 精装 | 有电梯', '高楼层(共17层)板楼  -  华明镇', '180万', '单价18708元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload120cb80d-1b15-42fa-a09d-35b9f746cfda.jpg.296x216.jpg', '昆俞家园 2室1厅 159万', '昆俞家园  | 2室1厅 | 83.39平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共11层)板楼  -  华明镇', '159万', '单价19068元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload0def6364-1029-4f3b-94cc-0ae0910fc8fc.jpg.296x216.jpg', '阅湖苑精装小高层 过五年 没有户口 没有尾款', '阅湖苑  | 2室1厅 | 87平米 | 南 | 精装 | 有电梯', '低楼层(共18层)板楼  -  东丽湖', '112万', '单价12874元/平米')
('https://image1.ljcdn.com/120000-inspection/2d2823e4-00e4-4ee9-822b-a43b69a3ffc2.jpg.296x216.jpg', '溪水河畔花园 2室1厅 228万', '溪水河畔花园  | 2室1厅 | 89.99平米 | 南 | 毛坯 | 有电梯', '高楼层(共24层)板楼  -  华明镇', '228万', '单价25337元/平米')
('https://image1.ljcdn.com/120000-inspection/e1b043c3-e9de-412b-b840-7a41f377867b.jpg.296x216.jpg', '东丽湖万科揽城苑 通透两室 户型方正 随时看房', '揽城苑  | 2室1厅 | 89.27平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)板楼  -  东丽湖', '130万', '单价14563元/平米')
('https://image1.ljcdn.com/120000-inspection/02effe5e-cd98-4f6a-8724-146033edc852.jpg.296x216.jpg', '朗钜维尔蓝堤花园 两室一厅 南北通透 采光充足', '朗钜维尔蓝堤花园  | 2室1厅 | 95.31平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共25层)板塔结合  -  东丽湖', '91万', '单价9548元/平米')
('https://image1.ljcdn.com/120000-inspection/01248a62-bffb-4bb8-8983-829e61655cb0.jpg.296x216.jpg', '天欣花园 2室1厅 103万', '天欣花园  | 2室1厅 | 80.27平米 | 南 | 其他 | 有电梯', '中楼层(共11层)板楼  -  华明镇', '103万', '单价12832元/平米')
('https://image1.ljcdn.com/120000-inspection/2c0fa5ef-0dea-4f3f-bed0-de04003c0948.jpg.296x216.jpg', '赏湖苑 3室2厅 147万', '赏湖苑  | 3室2厅 | 88.64平米 | 南 北 | 其他', '高楼层(共8层)板楼  -  东丽湖', '147万', '单价16584元/平米')
('https://image1.ljcdn.com/120000-inspection/b987d86e-78eb-4bc0-8d32-29082d76217c.jpg.296x216.jpg', '精装修，全阳户型，拎包既可入住', '华润橡树湾  | 2室1厅 | 74.23平米 | 南 | 其他 | 有电梯', '高楼层(共10层)板楼  -  华明镇', '127万', '单价17109元/平米')
('https://image1.ljcdn.com/120000-inspection/bfbf62b4-9a40-4e60-9fd5-1258faf0822e.jpg.296x216.jpg', '景欣苑！三室户型！采光好！户型方正！', '景欣苑  | 3室2厅 | 124.69平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  张贵庄', '330万', '单价26466元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload17caf195-dd10-49e6-9261-7c68df3c65d6.jpg.296x216.jpg', '雪莲东里 一楼带院   诚意出售', '雪莲东里  | 2室2厅 | 113.17平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)板楼  -  万新街', '320万', '单价28277元/平米')
('https://image1.ljcdn.com/120000-inspection/4b9ca8c5-4357-4339-948a-ddb3b4749946.jpg.296x216.jpg', '万科新里程花园 3室1厅 370万', '万科新里程花园  | 3室1厅 | 135.34平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)板楼  -  空港经济区', '370万', '单价27339元/平米')
('https://image1.ljcdn.com/120000-inspection/41a3c06a-50c5-4f9d-b968-6b5b0164f286.jpg.296x216.jpg', '景欣苑 2室1厅 255万', '景欣苑  | 2室1厅 | 104.6平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  张贵庄', '255万', '单价24379元/平米')
('https://image1.ljcdn.com/120000-inspection/a5283cdb-b829-4ab2-9114-2ec0ca97c06e.jpg.296x216.jpg', '万隆花园 3室2厅 164万', '万隆花园  | 3室2厅 | 113.1平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  万新街', '164万', '单价14501元/平米')
('https://image1.ljcdn.com/120000-inspection/704857fc-516d-470d-8711-cfa7fc53da66.jpg.296x216.jpg', '金隅悦城茗香苑，南北通透格局，毛坯房，两室', '金隅悦城  | 2室1厅 | 78.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共14层)板楼  -  万新街', '180万', '单价23060元/平米')
('https://image1.ljcdn.com/120000-inspection/cd83a7df-5ccd-47c3-b112-9183b91f0357.jpg.296x216.jpg', '新立花园金银里    南北通透大三室   业主诚心出售', '金银里  | 3室2厅 | 109.19平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  新立街', '172万', '单价15753元/平米')
('https://image1.ljcdn.com/120000-inspection/a8453a18-00ff-4356-9a56-54c4e7f9c317.jpg.296x216.jpg', '雪莲东里 通透两室 中间楼层 诚意出售', '雪莲东里  | 2室1厅 | 82.58平米 | 南 北 | 简装 | 有电梯', '中楼层(共10层)板楼  -  万新街', '185万', '单价22403元/平米')
('https://image1.ljcdn.com/120000-inspection/47767cf1-2b82-4817-bbfa-e056b98bfd12.jpg.296x216.jpg', '悦盛园 2室1厅 140万', '悦盛园  | 2室1厅 | 107.41平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  新立街', '140万', '单价13035元/平米')
('https://image1.ljcdn.com/120000-inspection/128f26e9-6445-4775-89b5-305d7bde9266.jpg.296x216.jpg', '雪莲东里 交通便利 视野开阔 户型规整', '雪莲东里  | 3室2厅 | 119.09平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)板楼  -  万新街', '455万', '单价38207元/平米')
('https://image1.ljcdn.com/120000-inspection/589f0d81-66d7-4061-acee-43aa2040ef51.jpg.296x216.jpg', '万科金色雅筑北苑 2室1厅 200万', '万科金色雅筑北苑  | 2室1厅 | 88.18平米 | 南 | 其他 | 有电梯', '中楼层(共16层)板楼  -  万新街', '200万', '单价22681元/平米')
('https://image1.ljcdn.com/120000-inspection/822b10a6-eab8-4da5-b5c1-13ad94d73f6e.jpg.296x216.jpg', '秋丽家园 2室1厅 132万', '秋丽家园  | 2室1厅 | 69.43平米 | 西 北 | 其他 | 有电梯', '高楼层(共13层)板楼  -  万新街', '132万', '单价19012元/平米')
('https://image1.ljcdn.com/120000-inspection/43670298-6f5e-4c13-b403-bada5a16c74d.jpg.296x216.jpg', '金隅悦城  视野开阔 精致装修 房型方正 诚意出售', '金隅悦城  | 2室1厅 | 95.08平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共12层)板楼  -  万新街', '195万', '单价20510元/平米')
('https://image1.ljcdn.com/120000-inspection/76e9a090-875e-4d0d-9dbd-71e1182f2859.jpg.296x216.jpg', '逸园  两室一厅  精装修的H户型', '逸园  | 2室1厅 | 102.77平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  华明镇', '138万', '单价13429元/平米')
('https://image1.ljcdn.com/120000-inspection/c6802715-ae5f-4efd-9599-9013c37ceda9.jpg.296x216.jpg', '首创溪堤雅园 毛坯 前后带院 业主诚售', '首创溪堤郡   | 联排别墅 | 8室2厅 | 258.77平米 | 南 北 | 其他 | 无电梯', '3层暂无数据  -  华明镇', '516万', '单价19941元/平米')
('https://image1.ljcdn.com/120000-inspection/846d73d1-d40b-47d2-ad48-cd70d37fd638.jpg.296x216.jpg', '景欣苑 五楼三室  南北通透边户看房方便', '景欣苑  | 3室1厅 | 115.02平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  张贵庄', '245万', '单价21301元/平米')
('https://image1.ljcdn.com/120000-inspection/13d30002-a4e2-402e-8d1e-c2c2c25330e3.jpg.296x216.jpg', '利津路 詹滨里 2室5楼 双阳台', '詹滨里  | 2室1厅 | 65.98平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  张贵庄', '150万', '单价22735元/平米')
('https://image1.ljcdn.com/120000-inspection/e261f516-538c-4c8a-8347-fbef6c950980.jpg.296x216.jpg', '观湖苑电梯洋房   环境舒适   适宜居住  配套齐全', '观湖苑  | 2室1厅 | 87.54平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)板塔结合  -  东丽湖', '130万', '单价14851元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadd0a537f0-6cde-4980-bb33-da12287712d8.jpg.296x216.jpg', '万隆花园 双阳两室 采光充足 出行便利', '万隆花园  | 2室1厅 | 80.2平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  万新街', '164万', '单价20449元/平米')
('https://image1.ljcdn.com/120000-inspection/aea9e8ff-c15a-4554-b45a-a0cbebbdbc48.jpg.296x216.jpg', '华润橡树湾两室一厅户型方正看房方便', '华润橡树湾  | 2室1厅 | 96.4平米 | 南 | 精装 | 有电梯', '低楼层(共16层)板楼  -  华明镇', '181.6万', '单价18839元/平米')
