('https://image1.ljcdn.com/370101-inspection/test-1ae8e5a1-4c82-4963-be37-0bf0b8b82682.png.296x216.jpg', '英雄山路二七中街 非顶 其中两室朝阳房龄新20平地下室', '二七中街  | 3室2厅 | 103.06平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  二七新村', '175万', '单价16981元/平米')
('https://image1.ljcdn.com/370101-inspection/test-9ece45a1-5df1-43fe-b5d8-b6ea27caf85e.png.296x216.jpg', '园丁小区 中间楼层前无遮挡采光好 配套齐全生活便利', '园丁小区  | 2室1厅 | 79.02平米 | 南 北 | 其他', '中楼层(共7层)1999年建板楼  -  郎茂山', '143万', '单价18097元/平米')
('https://image1.ljcdn.com/370101-inspection/47a198da-af86-403a-9675-4c68838b1c2e.JPG.296x216.jpg', '山水大润发南邻，精装修两居室，双气，低楼层', '二七新村南路14号  | 2室2厅 | 66.46平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  郎茂山', '130万', '单价19561元/平米')
('https://image1.ljcdn.com/370101-inspection/test-db003431-b062-4826-8bf6-f3fbdbd62e0f.png.296x216.jpg', '七里山南村 低楼层 全明户型 采光充足 客厅好用', '七里山南村四区  | 2室1厅 | 62.83平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1986年建板楼  -  七里山', '105万', '单价16712元/平米')
('https://image1.ljcdn.com/370101-inspection/3880f6e3-7261-48b8-bac7-ea0496682499.JPG.296x216.jpg', '经五路单位宿舍 停车方便  两室朝阳 采光充足', '纬四路  | 2室1厅 | 65.14平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1990年建板楼  -  经五路', '220万', '单价33774元/平米')
('https://image1.ljcdn.com/370101-inspection/9a14910e-a8c5-4bae-8af5-8a773540a302.jpg.296x216.jpg', '中海A3两室，户型方正，中等楼层采光好，可贷款', '熙岸西区  | 2室2厅 | 87.09平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2013年建板楼  -  二环南路', '169万', '单价19406元/平米')
('https://image1.ljcdn.com/370101-inspection/test-496311af-e5fb-4244-b29c-fa17a89469b0.png.296x216.jpg', '岔路街，低楼层，适合老人居住，南北通透，诚心出售', '岔路街小区6区  | 2室0厅 | 53.06平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  岔路街', '105万', '单价19789元/平米')
('https://image1.ljcdn.com/370101-inspection/test-70303709-1c5d-48d4-9f71-f9c13f28b6fc.png.296x216.jpg', '玉函南区 两室两厅 生活便利 交通方便', '玉函小区南区  | 2室2厅 | 86.04平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1999年建板楼  -  玉函', '155万', '单价18015元/平米')
('https://image1.ljcdn.com/370101-inspection/6ea45621-d33f-481e-a773-ba325403e688.jpg.296x216.jpg', '领秀城纯南向两室，满两年，上学方便。中间楼层视野棒', '鲁能领秀城中央公园  | 2室1厅 | 96平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2012年建板楼  -  领秀城', '218万', '单价22709元/平米')
('https://image1.ljcdn.com/370101-inspection/e6b7edad-0b26-4a02-8f86-2fd3891524f1.jpg.296x216.jpg', '满五唯一 三室向阳 低楼层 有钥匙看房方便 带地下室', '亚圣园  | 3室2厅 | 119.31平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  七里山', '227万', '单价19027元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_uploadf969e988-3f46-4392-bc11-82198976eaa6.jpg.296x216.jpg', '市中 建设路二七南路 大润发南 三室两厅 南北通透', '二七南路12号单位宿舍  | 3室2厅 | 96.69平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  郎茂山', '170万', '单价17582元/平米')
('https://image1.ljcdn.com/370101-inspection/test-381bd748-f681-4480-b6ad-67ffd1134171.png.296x216.jpg', '采光充足 小区环境好 楼龄新 交通方便。', '瑞驰舜耕上城  | 2室2厅 | 77.77平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2011年建板楼  -  玉函', '178万', '单价22889元/平米')
('https://image1.ljcdn.com/370101-inspection/7ad82c06-afe2-457a-a592-fa2bdef75406.JPG.296x216.jpg', '同福小区 正南向 无上学记录 集中供暖 随时看房', '同福小区  | 2室1厅 | 57.6平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  大观园', '229万', '单价39757元/平米')
('https://image1.ljcdn.com/370101-inspection/2c01c617-7337-4d5a-b33a-284399b656eb.JPG.296x216.jpg', '英雄山路陈庄大街一楼 带小院 业主诚心出售 满五唯一', '陈庄大街  | 2室0厅 | 49平米 | 南 | 其他 | 无电梯', '低楼层(共5层)1990年建板楼  -  二七新村', '90万', '单价18368元/平米')
('https://image1.ljcdn.com/370101-inspection/test-136b95fa-64cf-4731-99e2-328ba4911cbe.png.296x216.jpg', '兴济河小区四区，工商银行单位宿舍，中间楼层。', '兴济河小区四区  | 2室1厅 | 77.85平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1994年建板楼  -  玉函', '142万', '单价18241元/平米')
('https://image1.ljcdn.com/370101-inspection/ee754c39-0efc-470b-a6d5-cb4e38f24e0b.jpg.296x216.jpg', '鲁能领秀城 精装两室 采光好 看房方便', '鲁能领秀城中央公园  | 2室1厅 | 88.91平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2012年建板楼  -  领秀城', '209万', '单价23507元/平米')
('https://image1.ljcdn.com/370101-inspection/9aa37278-b1fc-434c-9bf8-e20cf7517ef0.jpg.296x216.jpg', '经十路 岔路街小区6区 两室一厅 中楼层 采光充足', '岔路街小区6区  | 2室1厅 | 57.31平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  岔路街', '123万', '单价21463元/平米')
('https://image1.ljcdn.com/370101-inspection/d08a3be9-fb50-413a-b28c-2a9dc0b39de4.jpg.296x216.jpg', '泉景天沅 建设路相邻 两室一厅 朝阳 单价22264元每平', '泉景天沅  | 2室1厅 | 100.16平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2011年建板楼  -  泉景卧龙区', '223万', '单价22265元/平米')
('https://image1.ljcdn.com/370101-inspection/a7dae6e8-b671-4132-af35-e280042e73a9.jpg.296x216.jpg', '如意苑+东南北向+三居室+全明格局+有钥匙随时看房子！', '三箭如意苑  | 3室2厅 | 169.61平米 | 东 南 北 | 简装 | 有电梯', '低楼层(共19层)2005年建板楼  -  建设路', '338万', '单价19929元/平米')
('https://image1.ljcdn.com/370101-inspection/4416ef2d-1d0d-43ce-aed5-e2f033e3adbb.jpg.296x216.jpg', '舜玉北区 舜耕山庄单位宿舍 南北通透 免费停车', '舜玉小区北区  | 2室1厅 | 55.74平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1990年建板楼  -  舜玉区', '105.5万', '单价18928元/平米')
('https://image1.ljcdn.com/370101-inspection/5e79ae9c-9809-4e04-830a-6e224dfce5b9.jpg.296x216.jpg', '郎茂山小区，南北通透，前无遮挡采光好。', '郎茂山一区  | 2室1厅 | 50.86平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1987年建板楼  -  郎茂山', '86.5万', '单价17008元/平米')
('https://image1.ljcdn.com/370101-inspection/a72ef472-5c28-4b9f-ad77-cd4fd579892f.JPG.296x216.jpg', '万达公馆 华景苑 大平层带车位 中间楼层 全明户型', '万达广场华景苑  | 3室2厅 | 232.73平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2012年建塔楼  -  大观园', '680万', '单价29219元/平米')
('https://image1.ljcdn.com/370101-inspection/3957e18c-e6af-4f23-8b56-6d9094013abf.jpg.296x216.jpg', '郎茂山小区四区精装，双气，南北通透', '郎茂山四区  | 2室1厅 | 63.09平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1991年建板楼  -  郎茂山', '102万', '单价16168元/平米')
('https://image1.ljcdn.com/370101-inspection/678a0dd3-9bbb-4cac-806d-90232e13b610.JPG.296x216.jpg', '王官庄小区四区 两室一厅 南北通透  房产证满五唯一', '王官庄小区四区  | 2室1厅 | 66.5平米 | 南 北 | 简装', '高楼层(共6层)1996年建板楼  -  王官庄', '99万', '单价14888元/平米')
('https://image1.ljcdn.com/370101-inspection/5d9efa83-6da3-4028-974f-4174d7fb15f2.jpg.296x216.jpg', 'A2地块环宇城三室南北通透，精装带地下室，无遮挡', '熙岸东区  | 3室2厅 | 142.66平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2013年建板楼  -  二环南路', '315万', '单价22081元/平米')
('https://image1.ljcdn.com/370101-inspection/660ad590-7558-4abb-963a-7450894ddff1.jpg.296x216.jpg', '南村正规两室一厅户型 两室朝阳 采光充足', '七里山南村一区  | 2室1厅 | 80.64平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1995年建板楼  -  七里山', '139.5万', '单价17300元/平米')
('https://image1.ljcdn.com/370101-inspection/e3671b0b-1172-4455-b647-94c63ea96b5d.JPG.296x216.jpg', '经五路 春元里小区  楼层好  正规一室一厅  双气', '春元里小区  | 1室1厅 | 38.27平米 | 西 | 其他 | 无电梯', '中楼层(共7层)1993年建板楼  -  经五路', '162万', '单价42331元/平米')
('https://image1.ljcdn.com/370101-inspection/cf6a6bfe-8840-452b-96e7-1b9ea53ab6ca.jpg.296x216.jpg', '伟东新都，带车位地下室，随时能看房。', '伟东新都二区  | 2室2厅 | 117.44平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2005年建板楼  -  伟东', '275万', '单价23417元/平米')
('https://image1.ljcdn.com/370101-inspection/f0788a19-986d-43b1-9f95-f6d6688e3305.jpg.296x216.jpg', '英雄山路旁！不沿街！卧室朝阳采光好！一楼带院20多平', '七里山南村三区  | 1室1厅 | 43.44平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1985年建板楼  -  七里山', '81.8万', '单价18831元/平米')
