('https://image1.ljcdn.com/130100-inspection/c4b1162e-59d1-444a-9d50-96f028c3a6cc.jpg.296x216.jpg', '北城国际B区 2室2厅 168万', '北城国际B区  ', '中楼层(共34层)板楼  -  沿东', '168万', '单价18490元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_uploadb38bf0da-a425-4ff3-9a90-91b9ba393248.jpg.296x216.jpg', '省水利工程局宿舍 两室一厅 南北通透 满五', '省水利工程局宿舍  ', '中楼层(共8层)板楼  -  跃进', '123万', '单价17941元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload474e0372-98e4-4cc8-8481-8f88c2e570c9.jpg.296x216.jpg', '胜北阿尔卡迪亚 南向一居室 精装修 送家具家电', '阿尔卡迪亚荣景园  ', '高楼层(共33层)板楼  -  胜北', '105万', '单价22605元/平米')
('https://image1.ljcdn.com/130100-inspection/bb1f682a-7a6d-4af1-82b6-a171581f7975.JPG.296x216.jpg', '胜利大街 石府二区 南北通透 两室非顶层', '石府二区  ', '高楼层(共7层)板楼  -  胜北', '115万', '单价15549元/平米')
('https://image1.ljcdn.com/130100-inspection/313976ce-3b64-4d8a-8f68-78ec10688afa.JPG.296x216.jpg', '一环里 南三条自由港 西南朝向 采光好 周边配套齐全', '自由港  ', '低楼层(共27层)板楼  -  南三条', '49万', '单价10323元/平米')
('https://image1.ljcdn.com/130100-inspection/87fda40a-c61e-45e8-963e-f1bbd5ab9df5.JPG.296x216.jpg', '房子满两年，精装修，通厅通卧，南北通透，楼层好，', '和平时光家园  ', '低楼层(共14层)板楼  -  翟营', '290万', '单价20971元/平米')
('https://image1.ljcdn.com/130100-inspection/8e2bbb99-227f-48ce-b7c5-50eec8ee1b21.JPG.296x216.jpg', '安联清晖园，花园社区，满五年，南北通透两居', '安联·清晖园  ', '高楼层(共6层)板楼  -  热电厂', '165万', '单价18395元/平米')
('https://image1.ljcdn.com/130100-inspection/29e3339f-004e-4462-bcdf-9417ca6916a2.jpg.296x216.jpg', '神州嘉园 3室2厅 262万', '神州嘉园  ', '低楼层(共7层)板楼  -  胜北', '262万', '单价17991元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload3efb649e-1dc7-4baa-9736-eecc0f260961.jpg.296x216.jpg', '紫鑫苑，精装修两居，南北通透，全明户型，花园社区', '紫鑫苑  ', '低楼层(共27层)板楼  -  谈固', '173万', '单价17365元/平米')
('https://image1.ljcdn.com/130100-inspection/b2286caf-27d0-40b1-aae0-99cc96daea62.JPG.296x216.jpg', '水木青城 2室1厅 126万', '水木青城  ', '中楼层(共7层)板楼  -  十里铺', '126万', '单价14901元/平米')
('https://image1.ljcdn.com/130100-inspection/rsp_pic_upload065a572f-43ae-4801-bfd1-5dd445ef1728.jpg.296x216.jpg', '省二建宿舍 谈固西街 南北通透，偏门', '省二建宿舍  ', '高楼层(共6层)板楼  -  跃进', '108万', '单价16149元/平米')
('https://image1.ljcdn.com/130100-inspection/f9460833-4c47-4051-befd-1c01edf6f96a.JPG.296x216.jpg', '简筑家园 两居室 房本满两年 精装修 高楼层', '简筑家园  ', '高楼层(共15层)板楼  -  跃进', '150万', '单价16584元/平米')
('https://image1.ljcdn.com/130100-inspection/b133e270-d856-4454-b147-e1093e7436e0.jpg.296x216.jpg', '动力厂北区 南北三室 2楼出行方便', '动力厂二宿舍  ', '低楼层(共7层)板楼  -  南三条', '190万', '单价19986元/平米')
('https://image1.ljcdn.com/130100-inspection/ce622c98-c781-48a2-ad2b-bcfde3a2259e.jpg.296x216.jpg', '市三院宿舍 2室2厅 110万', '市三院宿舍  ', '高楼层(共7层)板楼  -  育才', '110万', '单价14383元/平米')
('https://image1.ljcdn.com/130100-inspection/99b03da7-3c52-45b6-bb12-bc9a4be197fe.JPG.296x216.jpg', '三居室南北通透老少三代适合居住', '盛世长安  ', '高楼层(共24层)板楼  -  翟营', '199万', '单价19564元/平米')
('https://image1.ljcdn.com/130100-inspection/094c9f20-f91c-47d8-bbae-d756c0fcdb09.jpg.296x216.jpg', '银龙北区，价格迷人，诚心出售。', '银龙北区  ', '中楼层(共7层)板楼  -  白佛', '110万', '单价14457元/平米')
('https://image1.ljcdn.com/130100-inspection/5ecb5cf7-1f87-473d-8351-32970241be11.jpg.296x216.jpg', '中基礼域 南北三居是 户型方正 精装修', '中基礼域尚城  ', '低楼层(共25层)板楼  -  南三条', '330万', '单价22759元/平米')
('https://image1.ljcdn.com/130100-inspection/264ec28e-9052-404d-bb28-ecd14a297478.JPG.296x216.jpg', '盛世长安 满五唯一精装三居室 南北通透 随时看', '盛世长安  ', '中楼层(共16层)板楼  -  翟营', '269万', '单价22033元/平米')
('https://image1.ljcdn.com/130100-inspection/418c2caa-27ad-4efe-9c6e-673253e3676f.jpg.296x216.jpg', '国瑞园 毛坯两居室 义堂 运河桥 满二年', '国瑞园  ', '低楼层(共23层)板楼  -  义堂', '154万', '单价14119元/平米')
('https://image1.ljcdn.com/130100-inspection/59aee011-7623-4748-827d-d99174e1cae1.jpg.296x216.jpg', '金恒花园 3室2厅 245万', '金恒花园  ', '高楼层(共7层)板楼  -  南三条', '245万', '单价20175元/平米')
