('https://image1.ljcdn.com/500000-inspection/a722fb2e-dcce-47f4-aa2a-a0fda1d4ef66.jpg.296x216.jpg', '鼎山丽景+带屋顶花园+一梯两户', '鼎山丽景  | 2室2厅 | 83.4平米 | 东 | 其他 | 有电梯', '高楼层(共4层)2013年建板楼  -  东部新城', '51万', '单价6116元/平米')
('https://image1.ljcdn.com/500000-inspection/ee0503ac-ee8e-469b-9f4f-8ff3a2a56634.jpg.296x216.jpg', '迷你星座 2室1厅 41万', '迷你星座  | 2室1厅 | 59平米 | 东 | 其他 | 有电梯', '中楼层(共33层)2007年建塔楼  -  老城区', '41万', '单价6950元/平米')
('https://image1.ljcdn.com/500000-inspection/c7b3666d-efc7-43c1-a3b6-b1cb219fcee7.jpg.296x216.jpg', '滨江春城带电梯，满两年，一梯两户，总高6层。', '城海滨江春城  | 3室2厅 | 112.78平米 | 东 | 其他 | 有电梯', '高楼层(共6层)板楼  -  滨江新城', '101万', '单价8956元/平米')
('https://image1.ljcdn.com/500000-inspection/1be90e39-652e-4fd9-898f-233b845e958e.jpg.296x216.jpg', '津都海岸清水三室，视野开阔，采光好！', '恒通津都海岸  | 3室2厅 | 110平米 | 东 | 其他', '高楼层(共32层)暂无数据  -  东部新城', '77.8万', '单价7073元/平米')
('https://image1.ljcdn.com/500000-inspection/a7e4f8bf-7ad5-4188-bf55-885080583d50.jpg.296x216.jpg', '湖上带装修三室 带9平方露台带家具电器', '水木年华湖上  | 3室2厅 | 113平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2008年建塔楼  -  祥瑞片区', '70.8万', '单价6266元/平米')
('https://image1.ljcdn.com/500000-inspection/4a8e44f5-eef4-44aa-a3b5-1deb53aae0b6.jpg.296x216.jpg', '东江美景三室两厅三卫，带装修带家具家电', '东江美景  | 3室2厅 | 117.29平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2011年建塔楼  -  东部新城', '82万', '单价6992元/平米')
('https://image1.ljcdn.com/500000-inspection/45f3588a-1495-4e5f-8cbf-625f765218ac.jpg.296x216.jpg', '满5唯1，无增值税，无个税，精装3房，保持好', '锦程花园  | 3室2厅 | 126平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2008年建塔楼  -  西段', '70万', '单价5556元/平米')
('https://image1.ljcdn.com/500000-inspection/f5988363-5c65-40d2-bbba-f54edcfe05f9.jpg.296x216.jpg', '该房为清水洋房，可根据自己喜欢的风格进行装修。', '金科中央公园城  | 3室2厅 | 114平米 | 东南 | 毛坯 | 有电梯', '中楼层(共5层)板楼  -  滨江新城', '113万', '单价9913元/平米')
('https://image1.ljcdn.com/500000-inspection/35929d78-fcc0-48d0-bb24-3a29fd2aad58.jpg.296x216.jpg', '祥和佳苑清水三房，侧看江，卧室也看江，视野开阔', '祥和佳苑  | 3室2厅 | 95.98平米 | 东北 | 毛坯 | 有电梯', '中楼层(共18层)2007年建塔楼  -  滨江中路', '64万', '单价6669元/平米')
('https://image1.ljcdn.com/500000-inspection/a74ecb66-da9c-4f72-aa11-ea3951857eab.jpg.296x216.jpg', '城海滨江春城+跃层+带花园+三个卫生间', '城海滨江春城  | 4室2厅 | 97.19平米 | 东南 | 其他', '低楼层(共8层)板楼  -  滨江新城', '110万', '单价11319元/平米')
('https://image1.ljcdn.com/500000-inspection/459eb200-f927-4b94-8be1-8fb46635f4c3.jpg.296x216.jpg', '三通街二楼全新装修,厨房大,卧室大带阳台，业主自住', '三通街综合楼  | 2室1厅 | 67.94平米 | 东南 | 其他', '低楼层(共8层)板塔结合  -  老城区', '39万', '单价5741元/平米')
