('https://image1.ljcdn.com/120000-inspection/cc502a09-7eea-450b-909e-dd125c691101.jpg.296x216.jpg', '富力桃园天富园 2室1厅 172万', '富力桃园天富园  | 2室1厅 | 88.74平米 | 南 | 其他 | 有电梯', '低楼层(共24层)板楼  -  双港', '172万', '单价19383元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload2f7594a9-fa39-4ca4-b349-e1949488d9b6.jpg.296x216.jpg', '中铁十八局集团东区 4室2厅 355万', '中铁十八局集团东区  | 4室2厅 | 150.98平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  双港', '355万', '单价23514元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload0eff7a5d-627e-43e4-8dd3-3253f3a2334b.jpg.296x216.jpg', '私产能贷款 房子带装修 出行方便，户型方正居住舒适', '龙博花园  | 2室1厅 | 97.31平米 | 南 北 | 简装', '中楼层(共6层)板楼  -  小海地', '300万', '单价30830元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload11d4d843-8af2-467c-8012-1cd051514608.jpg.296x216.jpg', '贵山里 2室1厅 200万', '贵山里  | 2室1厅 | 67.66平米 | 东 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  小海地', '200万', '单价29560元/平米')
('https://image1.ljcdn.com/120000-inspection/25f554d7-5436-4f46-9a22-84f7db60ec45.JPG.296x216.jpg', '新梅江锦秀里 户型方正 交通便利 居住舒适', '新梅江锦秀里  | 2室2厅 | 91.29平米 | 南 | 毛坯 | 有电梯', '中楼层(共27层)板楼  -  新梅江', '325万', '单价35601元/平米')
('https://image1.ljcdn.com/120000-inspection/29e14e1f-5c48-47d7-9de9-425c6f60c83d.jpg.296x216.jpg', '龙博花园 配套齐全 过两年私产房', '龙博花园  | 1室1厅 | 56.72平米 | 南 | 其他 | 无电梯', '低楼层(共6层)板楼  -  小海地', '168万', '单价29620元/平米')
('https://image1.ljcdn.com/120000-inspection/2d2517f5-9a7e-4bef-8327-33d7f9ea9fc8.jpg.296x216.jpg', '中铁十八局集团北区 2室2厅 220万', '中铁十八局集团北区  | 2室2厅 | 99.95平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  双港', '220万', '单价22012元/平米')
('https://image1.ljcdn.com/120000-inspection/74809ce2-3806-458d-b22b-84115c507310.jpg.296x216.jpg', '海天新上两居室  交通便利  采光充足  可贷款', '诚勤园  | 2室1厅 | 98.17平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  双港', '246万', '单价25059元/平米')
('https://image1.ljcdn.com/120000-inspection/dd433aa5-f6d2-42d4-bee3-d7ef37878c04.jpg.296x216.jpg', '龙博花园 两室一厅 河西户口 南北通透', '龙博花园  | 2室1厅 | 100.06平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  小海地', '310万', '单价30982元/平米')
('https://image1.ljcdn.com/120000-inspection/b069bc79-2eeb-4bf6-be80-234df81de4d3.JPG.296x216.jpg', '万科水晶城聆梦园 出行方便，户型方正，居住舒适', '万科水晶城聆梦园  | 1室1厅 | 58.64平米 | 南 | 简装 | 有电梯', '中楼层(共7层)板楼  -  梅江', '219万', '单价37347元/平米')
('https://image1.ljcdn.com/120000-inspection/7ef7ea1d-6f88-48f8-ae4b-b0297cf6541a.JPG.296x216.jpg', '万科水晶城皓石园 1室1厅 260万', '万科水晶城皓石园  | 1室1厅 | 80.24平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)板楼  -  梅江', '260万', '单价32403元/平米')
('https://image1.ljcdn.com/120000-inspection/4a144fcf-9fbe-44bc-ac2a-1d8bcd994e14.jpg.296x216.jpg', '此房满两年，精装修，户型方正，总价低', '红磡领世郡人才公寓  | 2室2厅 | 101.8平米 | 南 北 | 精装 | 有电梯', '低楼层(共30层)板楼  -  双港', '220万', '单价21612元/平米')
('https://image1.ljcdn.com/120000-inspection/16079591-c73f-4bd2-94e9-b51b56b5b853.jpg.296x216.jpg', '领世郡精装一居室，户型方正精装修，视野开阔', '红磡领世郡人才公寓  | 1室1厅 | 75.34平米 | 南 | 精装 | 有电梯', '高楼层(共27层)板楼  -  双港', '130万', '单价17256元/平米')
('https://image1.ljcdn.com/120000-inspection/1b590af5-73e0-4731-9e67-879b23fdf9b4.jpg.296x216.jpg', '红磡领世郡普雅花园 2室1厅 262万', '红磡领世郡普雅花园  | 2室1厅 | 91.07平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  双港', '262万', '单价28770元/平米')
('https://image1.ljcdn.com/120000-inspection/61613dbe-5a6d-4624-8d3c-f9f79c4562bd.jpg.296x216.jpg', '富力桃园天富园，全阳两室，随时看房', '富力桃园天富园  | 2室2厅 | 87.18平米 | 南 | 其他 | 有电梯', '低楼层(共28层)板楼  -  双港', '180万', '单价20647元/平米')
('https://image1.ljcdn.com/120000-inspection/56070646-7bb8-4f4b-8478-cf6fb1611270.jpg.296x216.jpg', '天津碧桂园 5室2厅 环境优美 适合居住', '天津碧桂园   | 联排别墅 | 5室2厅 | 241.19平米 | 南 北 | 其他', '3层板楼  -  八里台', '430万', '单价17829元/平米')
('https://image1.ljcdn.com/120000-inspection/9b5d550c-c7cd-4691-84e5-49ca018c6bf4.jpg.296x216.jpg', '红磡领世郡尚景园 大三室 采光视野好 诚心出售！', '红磡领世郡尚景园  | 3室2厅 | 91.26平米 | 南 北 | 其他 | 有电梯', '高楼层(共4层)板楼  -  双港', '265万', '单价29038元/平米')
