('https://image1.ljcdn.com/420100-inspection/fb177c0f-74a9-4bb1-9c38-d855aaa1394b.jpg.296x216.jpg', '世茂锦绣长江三期，老证，南北通透4居室，中高楼层', '世茂锦绣长江三期  | 4室1厅 | 239.72平米 | 南 北 | 其他 | 有电梯', '中楼层(共50层)2009年建板塔结合  -  钟家村', '550万', '单价22944元/平米')
('https://image1.ljcdn.com/420100-inspection/test-24f41e66-d685-4c83-9769-80b3b00342a6.png.296x216.jpg', '老证南北通透三房有电梯 诚心出售看房提前联系', '江景园  | 3室2厅 | 136.68平米 | 南 北 | 其他 | 有电梯', '高楼层(共13层)2001年建塔楼  -  钟家村', '270万', '单价19755元/平米')
('https://image1.ljcdn.com/420100-inspection/test-370f2c4e-9db4-4a6b-b26d-c709e75f718e.png.296x216.jpg', '王家湾品型二房诚意出售老证税费少', '水仙里社区  | 2室1厅 | 77.97平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1993年建板楼  -  王家湾', '115万', '单价14750元/平米')
('https://image1.ljcdn.com/420100-inspection/778eb8af-7cda-46e2-adb2-5db593dc8405.jpg.296x216.jpg', '月湖琴声 少有的毛坯大户型 南北通透 中间楼层', '月湖琴声  | 4室2厅 | 224平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共45层)2014年建塔楼  -  七里庙', '500万', '单价22322元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d50fb7c9-8937-43f3-a068-d5a9cfdc3b3b.png.296x216.jpg', '新长江香榭琴台 老证精装 南北通透 高楼层 交通便利', '新长江香榭琴台  | 3室2厅 | 118.38平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2012年建塔楼  -  钟家村', '310万', '单价26187元/平米')
('https://image1.ljcdn.com/420100-inspection/test-25b8dd16-8109-4581-8d3c-794e0be22f0d.png.296x216.jpg', '汉阳人信汇二期天悦 2室1厅 152万', '汉阳人信汇二期天悦  | 2室1厅 | 79.8平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2014年建板楼  -  王家湾', '152万', '单价19048元/平米')
('https://image1.ljcdn.com/420100-inspection/8a5b8cc5-f4cb-49a1-bf86-0e5be1b1c435.jpg.296x216.jpg', '水仙里社区 通透三房 精装修 一梯两户', '水仙里社区  | 3室2厅 | 101.4平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1993年建板楼  -  王家湾', '139万', '单价13709元/平米')
('https://image1.ljcdn.com/420100-inspection/ca2cbd54-c919-4263-b016-0688f43b71f5.jpg.296x216.jpg', '南国明珠二期 一方水 南北通透 观光电梯一线湖景房', '南国明珠二期  | 3室2厅 | 197.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2008年建板楼  -  王家湾', '360万', '单价18228元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload2fb34287-84ab-4be2-814f-8aaf8b5306f0.jpg.296x216.jpg', '香格里都 1室1厅 69万', '香格里都  | 1室1厅 | 39.9平米 | 东 | 其他', '中楼层(共18层)2000年建塔楼  -  王家湾', '69万', '单价17294元/平米')
('https://image1.ljcdn.com/420100-inspection/2768b4da-9292-4a53-b0fe-685c7e656698.jpg.296x216.jpg', '芳卉园 131平精装三房两卫 老证诚心卖', '芳卉园  | 3室2厅 | 130.31平米 | 南 北 | 其他 | 有电梯', '中楼层(共15层)2003年建板楼  -  钟家村', '260万', '单价19953元/平米')
('https://image1.ljcdn.com/420100-inspection/8199665f-e444-49aa-8d02-c851a1ca94a4.jpg.296x216.jpg', '汉江阳光城 70年产权住宅,小两房户型,拎包入住,老证', '汉江阳光城  | 2室1厅 | 80.98平米 | 南 | 其他', '中楼层(共18层)2004年建塔楼  -  王家湾', '120万', '单价14819元/平米')
('https://image1.ljcdn.com/420100-inspection/ba0369e6-2fcf-4efa-aae5-b1dc963c5960.jpg.296x216.jpg', '阳城景园 近地铁口 精装 通透三房 中高楼层 房东诚卖', '阳城景园  | 3室2厅 | 117.7平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2005年建板楼  -  七里庙', '220万', '单价18692元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1ad2cc92-0333-4e1d-98f6-cab6bdaf9800.jpg.296x216.jpg', '广电兰亭熙园  上下两层 精装修 朝南向 居家正适合', '广电兰亭熙园  | 3室2厅 | 50.52平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2012年建塔楼  -  钟家村', '115万', '单价22764元/平米')
('https://image1.ljcdn.com/420100-inspection/test-289ecb8f-6b95-40df-a79c-9ed08ce20092.png.296x216.jpg', '招商公园毛坯大三房诚意出售有钥匙', '招商公园1872三期尚府  | 3室2厅 | 111.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2016年建板楼  -  四新', '203万', '单价18279元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4672bbe2-9078-49fc-b7db-c1a55c9164cb.png.296x216.jpg', '金地澜菲溪岸 高楼层，采光好，全房朝南，精装修', '金地澜菲溪岸  | 2室2厅 | 77.34平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2016年建板楼  -  四新', '138万', '单价17844元/平米')
('https://image1.ljcdn.com/420100-inspection/4d6679e4-52a5-4771-85fa-7cc5a1a7d43b.jpg.296x216.jpg', '龙江庭院A区，老证，南北通透两房', '龙江庭苑A区  | 2室2厅 | 81.69平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2009年建板楼  -  钟家村', '143万', '单价17506元/平米')
('https://image1.ljcdn.com/420100-inspection/71534f99-e5de-49e9-a956-a54ee9f4d9a3.jpg.296x216.jpg', '世茂二期大三房，南北通透，精装修，一线看江！', '世茂锦绣长江二期  | 3室2厅 | 162.96平米 | 南 北 | 其他 | 有电梯', '中楼层(共54层)2009年建塔楼  -  钟家村', '430万', '单价26387元/平米')
('https://image1.ljcdn.com/420100-inspection/c0be15f1-2a64-40ad-82f2-8ffcbb1508de.jpg.296x216.jpg', '国信馨园 南北通透大2房双阳台 户型方正看房方便', '国信馨园  | 2室2厅 | 91.71平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  七里庙', '150万', '单价16356元/平米')
