('https://image1.ljcdn.com/420100-inspection/test-49ee7212-dcad-403a-ad57-14c7585a243c.png.296x216.jpg', '满五唯一 税费低 品质两房 全明户型 两房朝南', '阳电里  | 2室1厅 | 66.2平米 | 南 | 简装 | 无电梯', '中楼层(共8层)2003年建塔楼  -  唐家墩', '115万', '单价17372元/平米')
('https://image1.ljcdn.com/420100-inspection/test-54afc02b-14cd-4824-959f-48d051b90b5d.png.296x216.jpg', '育才一村  单价总价低 诚心出售的 老证单价2.16万', '育才一村  | 2室1厅 | 69.24平米 | 南 | 其他 | 无电梯', '高楼层(共8层)1995年建塔楼  -  育才花桥', '150万', '单价21664元/平米')
('https://image1.ljcdn.com/420100-inspection/test-aa83fc5a-3dfb-4233-b405-9d1a5270da84.png.296x216.jpg', '海赋江城天韵精装大三房，全新家具，诚心卖', '海赋江城天韵  | 3室2厅 | 109.44平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2016年建板塔结合  -  百步亭', '270万', '单价24672元/平米')
('https://image1.ljcdn.com/420100-inspection/8a4656ab-5e19-40bd-8ea0-10f6289df859.jpg.296x216.jpg', '同安标准三室双卫，老证，通透户型。', '统建同安家园  | 3室2厅 | 123.92平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2009年建塔楼  -  后湖', '235万', '单价18964元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ffc2d315-d9eb-4d28-bd39-aea57ce397c3.png.296x216.jpg', '新地盛世东方 通透大三房 1000平大露台 老证 3号线', '新地盛世东方  | 3室2厅 | 124.01平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  后湖', '269万', '单价21692元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7f68aa1d-6415-4c70-a4c7-5f91d5212ee7.png.296x216.jpg', '中间楼层，户型方正，采光好无遮挡，诚心出售。', '汉口花园幽兰居  | 3室2厅 | 109.61平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2011年建板楼  -  塔子湖', '235万', '单价21440元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8d9edaae-f38c-4eac-9330-a25b2ce938e4.png.296x216.jpg', '大精装 户型方正 朝向花园 采光优质 业主诚意出售', '金色华府  | 3室2厅 | 113.92平米 | 南 北 | 其他 | 有电梯', '中楼层(共31层)2007年建板楼  -  育才花桥', '430万', '单价37746元/平米')
('https://image1.ljcdn.com/420100-inspection/64b2a106-2f55-412e-9756-45f0e301c376.jpg.296x216.jpg', '吉祥谷中装复式70年产权首付三成两房结构买一送一', '吉祥谷  | 2室2厅 | 60.56平米 | 南 | 精装', '低楼层(共18层)2005年建塔楼  -  后湖', '105万', '单价17339元/平米')
('https://image1.ljcdn.com/420100-inspection/72e0ed73-b812-45b9-be58-6c0600f64409.jpg.296x216.jpg', '满5唯一采光好4.2米层高总价低后期少小两房', '吉祥谷  | 2室1厅 | 44.51平米 | 西 | 其他', '低楼层(共18层)2005年建塔楼  -  后湖', '85万', '单价19097元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c2699bd5-3010-4088-a8f3-475342050099.png.296x216.jpg', '台北路繁华地段 精致一居室 带天然气送全套家具家电！', '台北名居  | 1室1厅 | 58.58平米 | 西 | 精装 | 有电梯', '中楼层(共30层)2006年建塔楼  -  台北香港路', '117万', '单价19973元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d2f4d9d5-cdbe-493a-b6a2-4441040e68c5.png.296x216.jpg', '中城国际 2室1厅 270万', '中城国际  | 2室1厅 | 78.23平米 | 东南 | 其他', '低楼层(共33层)2012年建板楼  -  三阳路', '270万', '单价34514元/平米')
('https://image1.ljcdn.com/420100-inspection/test-e2a57ac0-b4c4-4a19-b913-414cb21a48de.png.296x216.jpg', '高层观景房 可望江 中间位置 安静不临街', '银泰御华园一期  | 2室2厅 | 75.46平米 | 南 | 简装 | 有电梯', '高楼层(共32层)2013年建板楼  -  百步亭', '159万', '单价21071元/平米')
('https://image1.ljcdn.com/420100-inspection/2b9d87ad-36fa-45ab-acbe-603f04f839f5.jpg.296x216.jpg', '天下国际公馆 1室1厅 113万', '天下国际公馆  | 1室1厅 | 57.35平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2007年建板楼  -  台北香港路', '113万', '单价19704元/平米')
