('https://image1.ljcdn.com/442000-inspection/7557cb65-5246-43e4-bd77-1012e9ae319e.jpg.296x216.jpg', '装修两房，中高楼层，业主诚意出售', '保利国际广场三期  ', '高楼层(共16层)2015年建塔楼  -  华师附中', '130万', '单价15117元/平米')
('https://image1.ljcdn.com/442000-inspection/cf402dd9-c098-4df2-84f6-30fe016664bb.jpg.296x216.jpg', '大信芊翠家园 精装修保养好 带阁楼诚心出售', '大信芊翠家园  ', '高楼层(共11层)2010年建板楼  -  兴港南路', '200万', '单价19418元/平米')
('https://image1.ljcdn.com/442000-inspection/acaed506-e69d-44be-878f-da24c780f363.jpg.296x216.jpg', '大信芊翠家园 楼王位置 精装修 采光充足 安静', '大信芊翠家园  ', '中楼层(共16层)2010年建板楼  -  兴港南路', '167万', '单价13974元/平米')
('https://image1.ljcdn.com/442000-inspection/715c4e5f-f1c7-453e-abfe-64f9ac4510ac.jpg.296x216.jpg', '保利国际广场精稀缺二房诚心岀售', '保利国际广场一期  ', '高楼层(共17层)2012年建塔楼  -  华师附中', '140万', '单价16008元/平米')
('https://image1.ljcdn.com/442000-inspection/3f9005d5-e5d4-4832-abc4-478631a878db.jpg.296x216.jpg', '星晨花园四期  一楼带花园  精致装修 满两年', '星晨花园四期  ', '低楼层(共3层)2001年建板楼  -  星晨花园', '125万', '单价18383元/平米')
('https://image1.ljcdn.com/442000-inspection/d506d154-87fe-4f70-9353-4ae1e1cd551e.jpg.296x216.jpg', '水禾园三期 大三房 南北对流 中间楼层 业主自己住', '水禾园三期  ', '中楼层(共11层)2010年建塔楼  -  港口理工', '135万', '单价12386元/平米')
('https://image1.ljcdn.com/442000-inspection/2a1f0fa2-e334-441c-b644-e52078d66829.jpg.296x216.jpg', '美景花园 一梯两户 南北对流 实用率高', '美景花园  ', '高楼层(共6层)2000年建塔楼  -  港口市场', '96.2万', '单价8991元/平米')
('https://image1.ljcdn.com/442000-inspection/eb805cd9-6369-487f-b477-7dbbb8137124.jpg.296x216.jpg', '保利国际广场二期 四房诚意出售 小区绿化 居住好！', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '230万', '单价14029元/平米')
('https://image1.ljcdn.com/442000-inspection/7cacf40c-b995-47dc-829b-4c97dc6bfb6a.jpg.296x216.jpg', '天明御华庭  中间位置大户型 四房', '天明御华庭  ', '高楼层(共18层)2013年建塔楼  -  兴港南路', '260万', '单价14981元/平米')
('https://image1.ljcdn.com/442000-inspection/49342a36-c63f-477a-8313-424c88234d76.jpg.296x216.jpg', '保利国际广场 毛坯三房 诚意出售', '保利国际广场二期  ', '低楼层(共32层)2015年建塔楼  -  华师附中', '210万', '单价16280元/平米')
('https://image1.ljcdn.com/442000-inspection/0b044849-1066-4aca-89a2-7a89896f7aed.jpg.296x216.jpg', '天明御华庭  南北通透  诚意出售', '天明御华庭  ', '低楼层(共18层)2013年建塔楼  -  兴港南路', '248万', '单价14253元/平米')
('https://image1.ljcdn.com/442000-inspection/deae834c-487d-4166-bc06-4247509ff399.jpg.296x216.jpg', '保利国际广场二期 3室2厅 180万', '保利国际广场二期  ', '高楼层(共32层)2015年建塔楼  -  华师附中', '180万', '单价15059元/平米')
('https://image1.ljcdn.com/442000-inspection/f5cf13ab-e045-4810-af1e-0ac0bd708b47.jpg.296x216.jpg', '前   后 带 花 园        精装别墅', '星晨花园一期  ', '1层暂无数据  -  星晨花园', '190万', '单价18898元/平米')
('https://image1.ljcdn.com/442000-inspection/52798317-622d-4df5-8550-5d4d77d6c953.jpg.296x216.jpg', '保利国际广场三期 4室2厅 182万', '保利国际广场三期  ', '低楼层(共26层)2015年建塔楼  -  华师附中', '182万', '单价13000元/平米')
('https://image1.ljcdn.com/442000-inspection/a5348f2e-0ff3-4e04-9367-52e3b4e29219.jpg.296x216.jpg', '毛坯三房，产权清晰，满五唯一，格局方正', '大信芊翠家园  ', '中楼层(共11层)2010年建板楼  -  兴港南路', '135万', '单价13211元/平米')
('https://image1.ljcdn.com/442000-inspection/9bbc836a-0327-47f8-a816-9de174adf3b4.jpg.296x216.jpg', '天明御华庭  毛坯房 已经出证，', '天明御华庭  ', '高楼层(共18层)2013年建塔楼  -  兴港南路', '160万', '单价13115元/平米')
('https://image1.ljcdn.com/442000-inspection/a39bbb46-7d8e-4d04-9257-c9c3c4850e07.jpg.296x216.jpg', '保利国际 毛坯四房 南北通透 楼层高', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '245万', '单价14940元/平米')
('https://image1.ljcdn.com/442000-inspection/d40ce5c9-ede8-40fb-9217-ffbf89c9cce7.jpg.296x216.jpg', '星晨花园六期，经济实用性两房，普通装修，有阳台', '星晨花园六期  ', '中楼层(共4层)2005年建塔楼  -  星晨花园', '58万', '单价9659元/平米')
('https://image1.ljcdn.com/442000-inspection/5e7c2f16-e05d-447b-a773-bf79e7df02df.jpg.296x216.jpg', '毛坯三房   采光好  小区环境好', '中信凯旋公馆  ', '中楼层(共17层)2015年建塔楼  -  华师附中', '170万', '单价13493元/平米')
('https://image1.ljcdn.com/442000-inspection/352264bd-50d4-4152-99d4-556d77f2adc9.jpg.296x216.jpg', '港口镇水禾园 顶楼送天台 南北对流', '水禾园  ', '高楼层(共6层)2007年建塔楼  -  兴港南路', '106万', '单价9060元/平米')
('https://image1.ljcdn.com/442000-inspection/a67e800d-f3d7-428f-86c8-c57b8e2c968d.jpg.296x216.jpg', '星晨花园一期\u3000实用朝南装修两房\u3000带阳台', '星晨花园一期  ', '中楼层(共4层)1997年建板楼  -  星晨花园', '60.5万', '单价9213元/平米')
('https://image1.ljcdn.com/442000-inspection/527b304b-dc66-40f6-9241-ca70dfa2e12a.jpg.296x216.jpg', '美景港城春晓 3房朝南 精致装修', '美景港城花园  ', '高楼层(共11层)2007年建板楼  -  港口市场', '138万', '单价11097元/平米')
('https://image1.ljcdn.com/442000-inspection/d2cf9c28-ef3d-47f4-9148-412cc594e5d3.jpg.296x216.jpg', '南北对流通风采光好，低楼层，家私家电齐全', '美景花园  ', '中楼层(共5层)2000年建塔楼  -  港口市场', '120万', '单价9701元/平米')
('https://image1.ljcdn.com/442000-inspection/89b37794-6073-4f36-9a89-47d61ba3cebe.jpg.296x216.jpg', '大信芊翠家园 3室2厅 150万', '大信芊翠家园  ', '低楼层(共11层)2010年建板楼  -  兴港南路', '150万', '单价14019元/平米')
('https://image1.ljcdn.com/442000-inspection/7d3b6d9f-ddaf-494b-a650-f90c5e14233e.jpg.296x216.jpg', '刚需户型，中高楼层，格局方正，业主诚心出售', '大信芊翠家园  ', '中楼层(共11层)2010年建板楼  -  兴港南路', '110万', '单价14223元/平米')
('https://image1.ljcdn.com/442000-inspection/8792ff39-fa56-480b-aef4-5476b87993c5.jpg.296x216.jpg', '海逸华庭  温馨两房  户型方正', '海逸华庭  ', '高楼层(共11层)2008年建板楼  -  港口市场', '110万', '单价13750元/平米')
('https://image1.ljcdn.com/442000-inspection/ad4a1b71-0806-4902-9415-307ad689b294.jpg.296x216.jpg', '星晨花园七期 2室2厅 58万', '星晨花园七期  ', '中楼层(共5层)2001年建板楼  -  星晨花园', '58万', '单价10702元/平米')
('https://image1.ljcdn.com/442000-inspection/1773f8e9-57fa-490b-b598-1d40a379ff06.jpg.296x216.jpg', '星辰花园  装修三房   楼层低', '星晨花园五期  ', '中楼层(共4层)2003年建塔楼  -  星晨花园', '78万', '单价11642元/平米')
('https://image1.ljcdn.com/442000-inspection/4ae23909-b028-49f0-8ab4-a235343a738a.jpg.296x216.jpg', '大信芊翠家园南向中高层毛坯三房诚意出售', '大信芊翠家园  ', '高楼层(共11层)2010年建板楼  -  兴港南路', '140万', '单价13845元/平米')
('https://image1.ljcdn.com/442000-inspection/813ab8bb-61a7-4d47-8b61-9ba994760854.jpg.296x216.jpg', '满五年，业主承担部分税费，总价不高，双阳台。', '水禾园  ', '高楼层(共6层)2007年建塔楼  -  兴港南路', '110万', '单价9801元/平米')
('https://image1.ljcdn.com/442000-inspection/9fd8d986-3d40-46d8-9960-306332ab103f.jpg.296x216.jpg', '中信香樟墅 7室2厅 520万', '中信香樟墅  ', '1层2011年建暂无数据  -  华师附中', '520万', '单价19425元/平米')
('https://image1.ljcdn.com/442000-inspection/68f4deea-4e83-4a0f-8e10-8f7bc4148d08.jpg.296x216.jpg', '保利国际广场三期 3室2厅 135万', '保利国际广场三期  ', '低楼层(共26层)2015年建塔楼  -  华师附中', '135万', '单价13236元/平米')
('https://image1.ljcdn.com/442000-inspection/fe746ca8-e43c-46bc-b606-2e79e67f19fc.jpg.296x216.jpg', '水禾园三期 电梯大三房 装修  户型方正', '水禾园三期  ', '低楼层(共11层)2010年建塔楼  -  港口理工', '155万', '单价12341元/平米')
('https://image1.ljcdn.com/442000-inspection/e240ed44-9d55-4936-8e17-7fb7602823c6.jpg.296x216.jpg', '大信芊翠家园 3室2厅 135万', '大信芊翠家园  ', '低楼层(共11层)2010年建板楼  -  兴港南路', '135万', '单价13367元/平米')
('https://image1.ljcdn.com/442000-inspection/668ab053-e367-488f-8c5b-fae61caf1d64.jpg.296x216.jpg', '星港湾 4室2厅 300万', '星港湾  ', '3层暂无数据  -  兴港南路', '300万', '单价18181元/平米')
('https://image1.ljcdn.com/442000-inspection/178cc1d3-f302-4ba1-9635-7f9c8caa574c.jpg.296x216.jpg', '保利国际广场三期 3室2厅 122万', '保利国际广场三期  ', '低楼层(共16层)2015年建塔楼  -  华师附中', '122万', '单价12080元/平米')
('https://image1.ljcdn.com/442000-inspection/89612910-b4d9-4761-a6b6-1dbe38130c54.jpg.296x216.jpg', '南北通透 四房格局 视野采光好', '大信芊翠家园  ', '高楼层(共11层)2010年建板楼  -  兴港南路', '208万', '单价14399元/平米')
('https://image1.ljcdn.com/442000-inspection/604d45a0-a2f4-4e36-8a6b-e2e5903271ea.jpg.296x216.jpg', '保利国际广场 三房毛坯  格局方正', '保利国际广场二期  ', '高楼层(共32层)2015年建塔楼  -  华师附中', '204万', '单价17000元/平米')
('https://image1.ljcdn.com/442000-inspection/066953be-898e-4359-ab0e-150ff7c54c92.jpg.296x216.jpg', '港口 美景康城 毛坯二房  诚心出售', '美景康城  ', '低楼层(共11层)2005年建塔楼  -  华师附中', '120万', '单价13167元/平米')
('https://image1.ljcdn.com/442000-inspection/cd1f2879-fb36-469d-9179-7b81129f1af5.jpg.296x216.jpg', '保利国际广场 毛坯三房 南北对流 中高楼层视野开阔', '保利国际广场二期  ', '高楼层(共17层)2015年建塔楼  -  华师附中', '170万', '单价13935元/平米')
('https://image1.ljcdn.com/442000-inspection/1d4bcabf-73f4-43a8-bf5a-9ea39a4d073b.jpg.296x216.jpg', '裕港豪庭 一期  中楼层  带装三房', '裕港豪庭一期  ', '中楼层(共9层)塔楼  -  港口市场', '158万', '单价14937元/平米')
('https://image1.ljcdn.com/442000-inspection/57c71736-668c-4d46-97af-30750eaf09c1.jpg.296x216.jpg', '保利国际广场 四房 南北通 业主诚心出售', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '250万', '单价15244元/平米')
('https://image1.ljcdn.com/442000-inspection/c3619912-a7e2-457c-bc40-1c3ae0ec70c2.jpg.296x216.jpg', '实用三房 朝南户型 采光好 红本在手', '大信芊翠家园  ', '高楼层(共11层)2010年建板楼  -  兴港南路', '135万', '单价13079元/平米')
('https://image1.ljcdn.com/442000-inspection/f6606f51-00e0-46b3-ac56-779045359fe0.jpg.296x216.jpg', '下看小区园景，前看半个中山，上赏晴空万里', '保利国际广场二期  ', '中楼层(共26层)2015年建塔楼  -  华师附中', '230万', '单价16845元/平米')
('https://image1.ljcdn.com/442000-inspection/426f5f6c-8736-4c42-9907-b603bf142beb.JPG.296x216.jpg', '保利二期毛坯实用三房，诚心岀售', '保利国际广场二期  ', '低楼层(共17层)2015年建塔楼  -  华师附中', '163万', '单价13915元/平米')
('https://image1.ljcdn.com/442000-inspection/c9bc8184-ea79-4046-90c8-10669f8ff389.jpg.296x216.jpg', '保利国际广场 毛坯四房 双套间', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '245万', '单价14940元/平米')
('https://image1.ljcdn.com/442000-inspection/5e13c47d-4ed8-4535-a5f5-55b1ce39f4e2.jpg.296x216.jpg', '丽江花园 温馨三房 户型方正 诚意出售', '丽江花园  ', '中楼层(共6层)2004年建塔楼  -  华师附中', '92万', '单价9266元/平米')
('https://image1.ljcdn.com/442000-inspection/12d60b4f-8ef2-4e36-8224-d18f8da86ab1.jpg.296x216.jpg', '保利国际广场 三房毛坯 带大平台', '保利国际广场二期  ', '低楼层(共17层)2015年建塔楼  -  华师附中', '230万', '单价21506元/平米')
('https://image1.ljcdn.com/442000-inspection/1d4d5e63-4d53-4253-af52-82aa4dcfadf8.jpg.296x216.jpg', '星辰花园 实用两房 户型方正 精装修保养好', '星晨花园六期  ', '高楼层(共5层)2002年建板楼  -  星晨花园', '58万', '单价12084元/平米')
('https://image1.ljcdn.com/442000-inspection/8396e2f9-a2b1-42a4-a001-9881a0264415.jpg.296x216.jpg', '保利怡方花园毛坯高楼层大四房诚心岀售', '保利国际广场二期  ', '高楼层(共32层)2015年建塔楼  -  华师附中', '262万', '单价15976元/平米')
('https://image1.ljcdn.com/442000-inspection/cbdd3dad-998b-4d55-9bb2-547d2cabe188.jpg.296x216.jpg', '成熟小区 电梯3+1户型，带精装修，', '海逸华庭  ', '低楼层(共11层)2008年建板楼  -  港口市场', '148万', '单价12264元/平米')
('https://image1.ljcdn.com/442000-inspection/3d065ebf-626a-4c1d-8392-e9373879d1a3.JPG.296x216.jpg', '保利国际怡方花园毛坯二房诚心岀售', '保利国际广场二期  ', '中楼层(共32层)2015年建塔楼  -  华师附中', '130万', '单价15076元/平米')
('https://image1.ljcdn.com/442000-inspection/c1eb7292-e1b5-4200-847d-69962a3508a4.jpg.296x216.jpg', '幸福豪庭 2室2厅 100万', '幸福豪庭  ', '中楼层(共6层)2010年建板楼  -  兴港南路', '100万', '单价12196元/平米')
('https://image1.ljcdn.com/442000-inspection/569ce94f-6089-49f9-b9fd-f3b58a37ff36.JPG.296x216.jpg', '保利国际广场三期 3室2厅 156万', '保利国际广场三期  ', '高楼层(共16层)2015年建塔楼  -  华师附中', '156万', '单价12704元/平米')
('https://image1.ljcdn.com/442000-inspection/dcd8126a-66bf-475a-a01e-f404e2c76ff0.jpg.296x216.jpg', '裕港豪庭二期 3室2厅 210万', '裕港豪庭二期  ', '高楼层(共18层)2010年建塔楼  -  港口市场', '210万', '单价15035元/平米')
('https://image1.ljcdn.com/442000-inspection/493dbced-0feb-416e-9787-0bd71fb7e75d.jpg.296x216.jpg', '下看小区园景，前看半个中山，上赏晴空万里', '保利国际广场二期  ', '高楼层(共33层)2015年建塔楼  -  华师附中', '173万', '单价13952元/平米')
('https://image1.ljcdn.com/442000-inspection/c2763cad-eaae-43a7-ac07-c018f03441dc.jpg.296x216.jpg', '星晨花园三期 4室2厅 245万', '星晨花园三期  ', '1层暂无数据  -  星晨花园', '245万', '单价19600元/平米')
('https://image1.ljcdn.com/442000-inspection/9883a5b4-f558-456b-8490-71a855354cef.jpg.296x216.jpg', '中信凯旋蓝岸 毛坯别墅 南北对流 带花园', '中信凯旋蓝岸C区  ', '1层2007年建塔楼  -  华师附中', '675万', '单价22005元/平米')
('https://image1.ljcdn.com/442000-inspection/18b88328-a1d1-4dd3-b54a-fa0584651bdc.jpg.296x216.jpg', '芊翠家园 三房朝南 中间位 高层', '大信芊翠家园  ', '中楼层(共17层)2010年建板楼  -  兴港南路', '154万', '单价12290元/平米')
('https://image1.ljcdn.com/442000-inspection/4daa5609-7681-452f-ba4d-3b4ca3f74819.jpg.296x216.jpg', '星晨花园三期别墅 精装修保养好 带前后大花园', '星晨花园三期  ', '1层暂无数据  -  星晨花园', '250万', '单价19655元/平米')
('https://image1.ljcdn.com/442000-inspection/68f49287-e875-47d7-9c2b-2cf00ec24b40.jpg.296x216.jpg', '中信凯旋蓝岸A区 3室2厅 148万', '中信凯旋蓝岸A区  ', '低楼层(共17层)2007年建塔楼  -  华师附中', '148万', '单价14096元/平米')
('https://image1.ljcdn.com/442000-inspection/86ff4cdb-8f4c-44a0-af15-ddd9417be7a7.jpg.296x216.jpg', '星晨花园 精装修别墅   满五唯一   带花园和天台', '星晨花园二期  ', '1层暂无数据  -  星晨花园', '288万', '单价22539元/平米')
('https://image1.ljcdn.com/442000-inspection/0347355a-d936-411d-8cf5-1574ffdb1733.jpg.296x216.jpg', '星晨花园七期 3室2厅 230万', '星晨花园七期  ', '1层暂无数据  -  星晨花园', '230万', '单价19167元/平米')
('https://image1.ljcdn.com/442000-inspection/f6852ab8-ab84-44a9-878e-f2100533565c.jpg.296x216.jpg', '星晨花园二期 4室2厅 300万', '星晨花园二期  ', '1层暂无数据  -  星晨花园', '300万', '单价25000元/平米')
('https://image1.ljcdn.com/442000-inspection/47fce78d-b279-46f2-a962-169553b7ce1e.jpg.296x216.jpg', '二马路南 6室3厅 260万', '二马路南  ', '低楼层(共3层)塔楼  -  港口市场', '260万', '单价10582元/平米')
('https://image1.ljcdn.com/442000-inspection/b9b490e8-ed34-4c88-bee3-3af1c32c81cc.jpg.296x216.jpg', '中信凯旋公馆 3室2厅 170万', '中信凯旋公馆  ', '中楼层(共17层)2015年建塔楼  -  华师附中', '170万', '单价13493元/平米')
('https://image1.ljcdn.com/442000-inspection/189f6d1f-c767-4917-9ba7-7fe61d00c6b1.jpg.296x216.jpg', '星晨花园 实用两房 户型方正 装修保养好', '星晨花园六期  ', '中楼层(共5层)2002年建板楼  -  星晨花园', '50万', '单价10491元/平米')
('https://image1.ljcdn.com/442000-inspection/42a9d4df-1373-49b3-a0b7-303e7c19cb5b.jpg.296x216.jpg', '海逸华庭 3室2厅 155万', '海逸华庭  ', '中楼层(共11层)2008年建板楼  -  港口市场', '155万', '单价12500元/平米')
('https://image1.ljcdn.com/442000-inspection/32ccb990-973f-4f10-b599-64b9c8012508.jpg.296x216.jpg', '天明御华庭 4室2厅 222万', '天明御华庭  ', '低楼层(共18层)2013年建塔楼  -  兴港南路', '222万', '单价13831元/平米')
('https://image1.ljcdn.com/442000-inspection/20e44e27-1962-4af7-a1e8-ce32e376cc34.jpg.296x216.jpg', '美景康城 3室2厅 165万', '美景康城  ', '中楼层(共11层)2005年建塔楼  -  华师附中', '165万', '单价12489元/平米')
('https://image1.ljcdn.com/442000-inspection/917915c9-1e32-499d-8702-123720117bd5.jpg.296x216.jpg', '星港湾城市绿洲 四房两厅 格局方正实用', '星港湾城市绿洲  ', '高楼层(共6层)2008年建塔楼  -  兴港南路', '140万', '单价9723元/平米')
('https://image1.ljcdn.com/442000-inspection/b86293c6-f4e9-4f71-adae-ecbcd9301f23.jpg.296x216.jpg', '业主诚心出售  装修保养很好  实用性强', '中信凯旋蓝岸B区  ', '低楼层(共7层)2007年建塔楼  -  华师附中', '135万', '单价13174元/平米')
('https://image1.ljcdn.com/442000-inspection/1e3990d3-a325-4a84-96b3-6d9bbbcce9d0.jpg.296x216.jpg', '丽园盛景 4室2厅 142万', '丽园盛景  ', '低楼层(共12层)2010年建板楼  -  华师附中', '142万', '单价11765元/平米')
('https://image1.ljcdn.com/442000-inspection/3c40c763-7ff2-40dc-bce7-cf87670997d4.jpg.296x216.jpg', '美景康城 3室2厅 180万', '美景康城  ', '中楼层(共11层)2005年建塔楼  -  华师附中', '180万', '单价14026元/平米')
('https://image1.ljcdn.com/442000-inspection/ea1ab87a-5416-4aca-ac17-ae3db1544007.jpg.296x216.jpg', '港穗大厦 3室2厅 89万', '港穗大厦  ', '高楼层(共6层)塔楼  -  港口市场', '89万', '单价8726元/平米')
('https://image1.ljcdn.com/442000-inspection/0cd63414-b961-4ddd-9bca-e1dd85e58112.jpg.296x216.jpg', '天明御华庭 毛坯大四方诚心出售', '天明御华庭  ', '中楼层(共18层)2013年建塔楼  -  兴港南路', '250万', '单价15433元/平米')
('https://image1.ljcdn.com/442000-inspection/f197a8c9-2988-4ca0-b1da-a2297195fcb3.jpg.296x216.jpg', '大信芊翠家园 刚需三房 位置楼层佳 满五唯一', '大信芊翠家园  ', '中楼层(共11层)2010年建板楼  -  兴港南路', '150万', '单价13972元/平米')
('https://image1.ljcdn.com/442000-inspection/1dd49e25-2336-4fe7-a0d4-790f879a2971.jpg.296x216.jpg', '水禾园二期 三房两厅朝南 业主诚售', '水禾园  ', '低楼层(共6层)2007年建塔楼  -  兴港南路', '100万', '单价9175元/平米')
