('https://image1.ljcdn.com/440300-inspection/test-85f96daf-3964-4b3b-a4f7-1a8bf585e9c8.png.296x216.jpg', '东方海雅居优质三房 高层南向视野棒 通风采光好 红本', '东方海雅居  | 3室2厅 | 95.21平米 | 南 | 简装 | 有电梯', '高楼层(共26层)2002年建板塔结合  -  南山中心', '660万', '单价69321元/平米')
('https://image1.ljcdn.com/440300-inspection/a1e88231-769f-461d-8e69-5f71e6a109c3.jpg.296x216.jpg', '阳光带海滨城一期 3+1房 安静看小区', '阳光带海滨城一期  | 3室2厅 | 138.71平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2003年建塔楼  -  科技园', '1480万', '单价106698元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fbe5054c-1b05-4d45-8f45-6e15087a9207.png.296x216.jpg', '润府一期 3房2卫 满两年 南向 采光视野好 随时看房', '华润城润府一期  | 3室2厅 | 88.61平米 | 西南 | 其他', '低楼层(共53层)板塔结合  -  科技园', '1150万', '单价129783元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4bcebacb-8222-4e35-9f81-37d769875cf4.png.296x216.jpg', '大新地铁口，新德家园大两房，满五年唯一。', '新德家园  | 2室1厅 | 76.83平米 | 北 | 其他 | 有电梯', '低楼层(共28层)2007年建塔楼  -  前海', '535万', '单价69635元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a58b3a45-30de-4335-8058-68454f198aea.png.296x216.jpg', '鸿瑞花园 满五唯一 红本 南山站 园林式小区 看花园', '鸿瑞花园  | 2室2厅 | 81.55平米 | 东北 | 精装 | 有电梯', '低楼层(共25层)2001年建板塔结合  -  南山中心', '610万', '单价74801元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fa341f9e-5758-4972-92ea-8546e1adad0b.png.296x216.jpg', '四房改三房，厅阳台，电梯，高楼层，红本在手，带车位', '海月花园一期  | 3室2厅 | 127.85平米 | 南 北 | 简装 | 有电梯', '中楼层(共14层)2000年建板塔结合  -  蛇口', '1120万', '单价87603元/平米')
('https://image1.ljcdn.com/440300-inspection/test-69fa19be-4628-44df-a628-cfdbd32c8c86.png.296x216.jpg', '翠薇园 3室1厅 635万', '翠薇园  | 3室1厅 | 80平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1992年建板楼  -  蛇口', '635万', '单价79375元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0bb1be7d-2930-4544-a3a9-eea1ca1e7923.png.296x216.jpg', '三房改两房，满五唯一，精装修，来福士商圈', '现代城梦想家园  | 3室2厅 | 79.56平米 | 西南 | 简装 | 有电梯', '中楼层(共29层)2003年建板塔结合  -  后海', '550万', '单价69131元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f9d22aeb-61d3-4037-9671-14317e604f85.png.296x216.jpg', '前海自贸区 阳光棕榈园高层南向3+1房 满五年唯一红本', '阳光棕榈园一期  | 3室2厅 | 111.81平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2002年建板塔结合  -  前海', '840万', '单价75128元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6a0f984e-def9-4030-9bfa-1ffbe142946c.png.296x216.jpg', '中信红树湾北区最 便宜三房 错过多花100万', '中信红树湾北区  | 3室2厅 | 126.52平米 | 东北 | 其他 | 有电梯', '低楼层(共31层)2008年建板楼  -  红树湾', '1550万', '单价122511元/平米')
('https://image1.ljcdn.com/440300-inspection/test-70f17938-cc4d-422d-8c24-6f0543b5250e.png.296x216.jpg', '前海自贸区门口，心语家园正规2房诚售！', '心语家园  | 2室2厅 | 59.01平米 | 东南 | 其他 | 有电梯', '低楼层(共19层)2002年建塔楼  -  前海', '410万', '单价69480元/平米')
