('https://image1.ljcdn.com/370200-inspection/0085cfaf-d281-426d-83c5-c6a370175d83.jpg.296x216.jpg', '馨苑小区\u3000双南卧北餐厅可改套三户型', '馨苑小区  | 2室2厅 | 86.7平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  下王埠', '205万', '单价23645元/平米')
('https://image1.ljcdn.com/370200-inspection/fa5154be-49eb-4572-aef0-94b931f449d5.jpg.296x216.jpg', '福临万家一期A区  顶楼   大套三', '福临万家一期A区  | 3室2厅 | 117.09平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2008年建板楼  -  枣儿山', '270万', '单价23060元/平米')
('https://image1.ljcdn.com/370200-inspection/bb0357ee-de54-4175-8284-9cecfa6b47d6.jpg.296x216.jpg', '小区中间位置 双阳台 全明通透 价格便宜 采光好', '春和景明一期  | 2室1厅 | 93.48平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2011年建板楼  -  下王埠', '210万', '单价22465元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload655370bd-fce8-4746-b375-cd6f5191fe36.jpg.296x216.jpg', '房子是中间楼层  南北卧   精装套二', '东南新苑  | 2室1厅 | 68.28平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  东南山', '157万', '单价22994元/平米')
('https://image1.ljcdn.com/370200-inspection/14c5f605-471c-464a-ab2a-0633fa6538d6.jpg.296x216.jpg', '万达悦公馆 毛坯套三 双卫 带车位 随时可看 业主诚售', '万达悦公馆  | 3室2厅 | 140.97平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共31层)2014年建板楼  -  李沧万达', '430万', '单价30503元/平米')
('https://image1.ljcdn.com/370200-inspection/822daf9a-a741-4490-a4f6-4110432622c5.jpg.296x216.jpg', '房子满五年，采光好、中间楼层、户型方正。', '双玉新苑  | 2室1厅 | 55.2平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1993年建板楼  -  书院路', '136万', '单价24638元/平米')
('https://image1.ljcdn.com/370200-inspection/96eada81-7131-4c89-9bbe-8a0be01d3b08.jpg.296x216.jpg', '虎山路72号 多层4楼 户型方正通透 看房方便满五V一', '虎山路72号  | 3室1厅 | 95.65平米 | 南 北 | 其他', '中楼层(共8层)2009年建暂无数据  -  李村公园', '215万', '单价22478元/平米')
('https://image1.ljcdn.com/370200-inspection/62915d83-7624-4a37-bbd3-0e28fa3c4d0f.jpg.296x216.jpg', '鼎世华府 经典套二 通风好 精装修 可以直接住 无气味', '海尔鼎世华府A区  | 2室2厅 | 91平米 | 南 北 | 其他 | 有电梯', '低楼层(共23层)2014年建板楼  -  河南', '258万', '单价28352元/平米')
('https://image1.ljcdn.com/370200-inspection/c580b099-9949-4523-929b-c63583d4e3f2.jpg.296x216.jpg', '东方公园世家，双南一北卧大套三！北厅全明户型！', '东方公园世家  | 3室2厅 | 100.37平米 | 南 北 | 其他', '低楼层(共20层)2009年建板楼  -  李村公园', '265万', '单价26403元/平米')
('https://image1.ljcdn.com/370200-inspection/674ff222-39fb-455c-b583-833aee437ceb.jpg.296x216.jpg', '西山花苑 套二  南北通透 中间楼层  采光好', '西山花苑  | 2室1厅 | 62.94平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  书院路', '153万', '单价24309元/平米')
('https://image1.ljcdn.com/370200-inspection/23539db2-38b5-48c8-ad09-173c1b2c7770.jpg.296x216.jpg', '房子正规大套二，，一楼带院，地铁房，距离李村公园近', '夏庄路  | 2室1厅 | 60.48平米 | 南 | 其他 | 无电梯', '低楼层(共5层)1992年建板楼  -  李村公园', '165万', '单价27282元/平米')
('https://image1.ljcdn.com/370200-inspection/82b809fc-34f8-45d8-9e6a-0f5272ba8304.jpg.296x216.jpg', '京口路小区 地理位置优越 交通便利 上下班方便', '京口路  | 2室1厅 | 77.62平米 | 南 北 | 其他', '低楼层(共8层)暂无数据  -  李村公园', '175万', '单价22546元/平米')
('https://image1.ljcdn.com/370200-inspection/e127e0cd-338a-41a6-b37f-363af2cb6a49.jpg.296x216.jpg', '百通四区!全明户型！南北通透！90平大套二！带阳台！', '百通馨苑四区  | 2室1厅 | 92.8平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2006年建板楼  -  下王埠', '222.8万', '单价24009元/平米')
('https://image1.ljcdn.com/370200-inspection/20c629c0-59c8-4ce7-90b7-d8686babc658.jpg.296x216.jpg', '绿城蓝庭 方正套三 毛坯现房 明厨明卫', '绿城理想之城-蓝庭F区  | 3室2厅 | 134.26平米 | 南 北 | 其他 | 有电梯', '中楼层(共15层)2009年建板楼  -  绿城', '365万', '单价27187元/平米')
('https://image1.ljcdn.com/370200-inspection/5c5b95d0-b343-48dc-a339-7b40b0e0a7f4.jpg.296x216.jpg', '九水路 南北通透套二 好楼层 +商圈+交通便利', '九水路132、158、172号  | 2室1厅 | 74.72平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  书院路', '165万', '单价22083元/平米')
('https://image1.ljcdn.com/370200-inspection/de373a00-258a-4636-9ff2-1b9f7ea97954.jpg.296x216.jpg', '百通馨苑多层 全明 把东头三居室 随时看房', '百通馨苑三区  | 3室2厅 | 111.61平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2006年建板楼  -  下王埠', '285万', '单价25536元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadcce76f7d-55f0-4faa-9434-cd3e6db17806.jpg.296x216.jpg', '万科新上D户型，双南卧南厅，带南阳台，带一个小院子', '万科生态城澜庭  | 2室1厅 | 87.72平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2013年建板楼  -  世园会', '220万', '单价25080元/平米')
('https://image1.ljcdn.com/370200-inspection/24dec192-534d-4e9b-a5eb-58aec0a274d2.jpg.296x216.jpg', '春和景明 南北通透优质大套三 免双税 位置好', '春和景明一期  | 3室1厅 | 121.14平米 | 南 北 | 简装 | 有电梯', '高楼层(共21层)2011年建板楼  -  下王埠', '275万', '单价22702元/平米')
('https://image1.ljcdn.com/370200-inspection/83d92f16-b708-45dd-806b-14fc0134cf87.jpg.296x216.jpg', '京峰雅居 双南卧东明厅大套二 户型好 南北通透采光好', '京峰雅居  | 2室2厅 | 93.18平米 | 南 北 | 其他 | 有电梯', '低楼层(共13层)2009年建板楼  -  书院路', '240万', '单价25757元/平米')
('https://image1.ljcdn.com/370200-inspection/ea8a30f9-c165-4100-86b3-37518d7e832e.jpg.296x216.jpg', '房子满五唯一，户型方正双南卧北厅， 业主居家精装 。', '建安小区  | 2室1厅 | 60.9平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1996年建板楼  -  书院路', '170万', '单价27915元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadc35a74f8-048f-45f9-bd7d-6014893b9a75.jpg.296x216.jpg', '湖山美地精装洋房，多层公摊小，全明户型', '湖山美地  | 3室2厅 | 112.7平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2015年建板楼  -  十梅庵', '345万', '单价30613元/平米')
('https://image1.ljcdn.com/370200-inspection/375d5a42-17d5-4151-b123-fb729d13dd3a.jpg.296x216.jpg', '福临万家一期 顶加阁套三  精装修 不靠路 东明厅', '福临万家一期A区  | 3室1厅 | 102.82平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  枣儿山', '350万', '单价34041元/平米')
('https://image1.ljcdn.com/370200-inspection/be27fea4-e306-4b69-b38e-f479d4d2ac92.jpg.296x216.jpg', '新上  中海国际润园   南北通透 满五年业主唯一住房', '中海国际社区润园  | 3室1厅 | 92.73平米 | 南 北 | 其他 | 有电梯', '低楼层(共25层)2013年建板楼  -  书院路', '255万', '单价27500元/平米')
('https://image1.ljcdn.com/370200-inspection/ad074efa-6b35-435b-8706-f70095918256.jpg.296x216.jpg', '百通依山小居 好楼层 好户型 等你来看', '百通依山小居  | 2室1厅 | 86.09平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  下王埠', '206万', '单价23929元/平米')
('https://image1.ljcdn.com/370200-inspection/e474b454-a8fd-4f67-a46d-90fac89cbe69.jpg.296x216.jpg', '精装套三，楼层好，装修好，位置好', '同盛苑  | 3室1厅 | 85.75平米 | 南 北 | 精装', '高楼层(共6层)2000年建板楼  -  沧口公园', '188万', '单价21925元/平米')
('https://image1.ljcdn.com/370200-inspection/6b657878-961a-4f39-8395-48fdeb4d2d08.jpg.296x216.jpg', '世园小区居家装修复式，诚心出售。', '世园小区  | 4室1厅 | 105.72平米 | 南 北 | 精装', '中楼层(共4层)1998年建板楼  -  李村公园', '360万', '单价34053元/平米')
('https://image1.ljcdn.com/370200-inspection/1663c87d-0e98-4d93-a777-8f28f736c4d5.jpg.296x216.jpg', '伟二套二好房  一南一北卧 南客厅', '伟东幸福之城二期  | 2室1厅 | 79.03平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2012年建板楼  -  下王埠', '226万', '单价28597元/平米')
('https://image1.ljcdn.com/370200-inspection/3af34a72-833e-4258-a9ce-66f6a30025ab.jpg.296x216.jpg', '正规套二 满五唯一省双税 看房方便 诚心出售', '百通依山小居  | 2室2厅 | 79.3平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  下王埠', '193万', '单价24338元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadb331a145-14be-4c75-9411-cb6333f0f34e.jpg.296x216.jpg', '万科经典B户型 不挡光，环境好，视野好', '万科生态城宽岸  | 2室1厅 | 90.21平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2013年建板楼  -  世园会', '240万', '单价26605元/平米')
