('https://image1.ljcdn.com/330100-inspection/5ae1ed35-6e25-467c-81b2-3d61c765b45e.jpg.296x216.jpg', '精装修里面电器赠送齐全，小区门口有地铁，交通方便..', '世茂江滨商业中心  | 2室2厅 | 101平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2011年建板楼  -  沿江南', '170万', '单价16832元/平米')
('https://image1.ljcdn.com/330100-inspection/c10669c3-19f5-4cf2-8f60-a791546719bc.jpg.296x216.jpg', '满五唯一 南北通透 纯毛坯 三房二卫 楼层好 采光足', '梦琴湾  | 3室2厅 | 146.9平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共31层)2007年建板楼  -  沿江北', '360万', '单价24507元/平米')
('https://image1.ljcdn.com/330100-inspection/8681f6a2-b1cc-4493-b800-7a75544ba34d.jpg.296x216.jpg', '房子户型房子，采光很好，客厅很的大', '世茂江滨花园瑞景湾  | 2室1厅 | 87.5平米 | 南 | 简装 | 有电梯', '中楼层(共33层)2010年建塔楼  -  沿江南', '216万', '单价24686元/平米')
('https://image1.ljcdn.com/330100-inspection/e66b908b-6c75-4cfb-a3ca-68b31f2e097c.jpg.296x216.jpg', '户型方正、标准三房户型、主卧带阳台、客厅带阳台', '保利东湾  | 3室1厅 | 104.4平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共34层)2010年建板楼  -  沿江南', '293万', '单价28066元/平米')
('https://image1.ljcdn.com/330100-inspection/2330bc0c-1039-465c-bc4e-c2cdc141c8c6.jpg.296x216.jpg', '多蓝水岸听涛苑，采光好，楼层佳', '多蓝水岸听涛苑  | 3室2厅 | 126.94平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2007年建塔楼  -  沿江北', '288万', '单价22688元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3c04a3fc-f694-4463-81b4-4f3123d48392.jpg.296x216.jpg', '30万精装修装修 采光好 视野好', '伊萨卡国际城浩泽园  | 2室1厅 | 89.6平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2008年建塔楼  -  沿江北', '275万', '单价30692元/平米')
('https://image1.ljcdn.com/330100-inspection/cccfdd48-faa2-46ff-a417-54c5dc0b2a31.JPG.296x216.jpg', '此房单价低满两年，精装修拎包可住，出行便利', '东海未名园  | 3室2厅 | 151.19平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2005年建板楼  -  高教园区西', '395万', '单价26127元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8d159982-50c0-4980-8f18-d11da86840ed.jpg.296x216.jpg', '梦琴湾纯边套大三房，视野好，诚心卖有钥匙', '梦琴湾  | 3室2厅 | 150.8平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共32层)2007年建板楼  -  沿江北', '350万', '单价23210元/平米')
('https://image1.ljcdn.com/330100-inspection/56a67a22-beaf-40a2-ba97-cb098750a0e6.JPG.296x216.jpg', '自住装修 保养到位 大户型 满足一大家子的需求', '月雅苑  | 3室2厅 | 141.46平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2000年建板塔结合  -  高教园区西', '430万', '单价30398元/平米')
('https://image1.ljcdn.com/330100-inspection/a54cae27-a84a-4031-84fa-a80126c31389.jpg.296x216.jpg', '精装修30万  三房两卫  交通便利', '保利东湾  | 3室2厅 | 93.66平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2010年建板楼  -  沿江南', '268万', '单价28615元/平米')
('https://image1.ljcdn.com/330100-inspection/af9da706-df06-47ed-a72e-1745ad1340e5.jpg.296x216.jpg', '龙湖滟澜山茗轩精装三房，采光充足，眺望金沙湖公园，', '龙湖滟澜山茗轩南区三期  | 3室2厅 | 133平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2011年建板楼  -  金沙湖', '540万', '单价40602元/平米')
('https://image1.ljcdn.com/330100-inspection/083e4bae-fb6b-4718-8410-6c7d9aaae1aa.jpg.296x216.jpg', '业主自公司办公，简单装修，诚心出售', '保利鹭沙郡府   | 联排别墅 | 5室2厅 | 214.57平米 | 南 | 毛坯 | 无电梯', '3层2010年建暂无数据  -  沿江南', '820万', '单价38216元/平米')
('https://image1.ljcdn.com/330100-inspection/17add787-0689-4dc9-8f3d-c8e41679f5a0.jpg.296x216.jpg', '世茂江滨花园瑞景湾 楼层好 户型方正', '世茂江滨花园瑞景湾  | 2室1厅 | 87.5平米 | 南 | 简装 | 有电梯', '中楼层(共33层)2010年建塔楼  -  沿江南', '270万', '单价30858元/平米')
('https://image1.ljcdn.com/330100-inspection/4ba133fe-20b3-41cb-952d-d64fd2db7350.jpg.296x216.jpg', '保利江语海 5室2厅 715万', '保利江语海  | 5室2厅 | 204.76平米 | 东南 | 毛坯 | 有电梯', '高楼层(共32层)2010年建塔楼  -  高教园区东', '715万', '单价34919元/平米')
('https://image1.ljcdn.com/330100-inspection/14a7a83f-59ac-459a-b76d-cfa509f43a1b.jpg.296x216.jpg', '地铁口三室公寓，精装修全送，拎包入住', '世茂江滨商业中心  | 3室1厅 | 101平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2011年建板楼  -  沿江南', '145万', '单价14357元/平米')
('https://image1.ljcdn.com/330100-inspection/9f40c5f2-9653-4d0e-a4f7-0348e8864045.JPG.296x216.jpg', '此房14幢边套，采光充足，赠送面积多书房衣帽间都有', '龙湖滟澜山澜轩  | 2室1厅 | 83平米 | 西北 | 精装 | 有电梯', '中楼层(共23层)2011年建塔楼  -  金沙湖', '310万', '单价37350元/平米')
('https://image1.ljcdn.com/330100-inspection/cfe29010-12dc-4ac5-a7e3-3300c924ec1b.JPG.296x216.jpg', '铭和苑桂雨坊中间套毛坯房采光充足视野开阔送大阳台', '铭和苑桂雨坊  | 2室2厅 | 90.23平米 | 南 | 简装 | 有电梯', '中楼层(共14层)2008年建板塔结合  -  金沙湖', '250万', '单价27707元/平米')
('https://image1.ljcdn.com/330100-inspection/9a4f85ae-2b3b-4356-9995-17884d7e9d4d.jpg.296x216.jpg', '世茂地铁口 正气两房 天鹅湖景观 钱塘江大潮一览无遗', '世茂江滨花园碧景湾  | 2室2厅 | 87.27平米 | 南 | 简装 | 有电梯', '高楼层(共33层)2009年建塔楼  -  沿江南', '280万', '单价32085元/平米')
('https://image1.ljcdn.com/330100-inspection/a5711ff1-a811-4036-8650-135e78ecdb6e.jpg.296x216.jpg', '精装修自住 自带三恒系统 品质小区 满五年唯一 双阳台', '朗诗国际街区  | 2室2厅 | 89.01平米 | 东 西 | 精装 | 有电梯', '低楼层(共31层)2009年建塔楼  -  沿江北', '300万', '单价33705元/平米')
('https://image1.ljcdn.com/330100-inspection/ba3ba463-c585-4305-a797-38775ce1c28b.jpg.296x216.jpg', '阳光华城 小两房 自住装修 文海校区 看房方便', '阳光华城华景园  | 2室2厅 | 56.03平米 | 南 | 简装 | 有电梯', '低楼层(共9层)2006年建板楼  -  高教园区东', '210万', '单价37480元/平米')
('https://image1.ljcdn.com/330100-inspection/755027b0-64ad-4815-80b4-f0d194cff286.jpg.296x216.jpg', '满五年 朗诗国际街区精装修两房 拎包入住 诚心出售', '朗诗国际街区  | 2室1厅 | 81.29平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2009年建塔楼  -  沿江北', '245万', '单价30140元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload581fb8d9-994f-428e-a1a2-f96c1613b0e3.jpg.296x216.jpg', '多蓝水岸C3户型 诚心卖 满五唯一一套', '多蓝水岸银沙苑  | 3室1厅 | 139.48平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2007年建塔楼  -  沿江北', '350万', '单价25094元/平米')
('https://image1.ljcdn.com/330100-inspection/60c60085-eb62-46e4-bcdc-bd0c01cc30fc.jpg.296x216.jpg', '三房两卫，主卧带阳台，满五唯一，一线江景。', '保利东湾  | 3室1厅 | 93.86平米 | 南 | 毛坯 | 有电梯', '高楼层(共34层)2010年建板楼  -  沿江南', '280万', '单价29832元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4cce928c-f236-4fbc-90c9-253e07f32d52.jpg.296x216.jpg', '户型正气，特大客厅，大花园，绿化棒', '保利鹭沙郡府   | 联排别墅 | 4室2厅 | 210.98平米 | 南 | 毛坯 | 无电梯', '3层2010年建暂无数据  -  沿江南', '780万', '单价36971元/平米')
('https://image1.ljcdn.com/330100-inspection/0f7f056b-bdd6-472e-8676-b86deed0ffe3.jpg.296x216.jpg', '海天城大两房精装修！双阳台！满五年！楼层佳采光好！', '野风海天城  | 2室2厅 | 96.78平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2007年建板楼  -  沿江北', '300万', '单价30999元/平米')
('https://image1.ljcdn.com/330100-inspection/bc74c7c1-f23a-464d-8633-e109c913f03c.jpg.296x216.jpg', '简单装修家具家电全送，视野宽阔，采光充足，交通便利', '宝龙云滨湾  | 3室1厅 | 82平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2012年建塔楼  -  高教园区东', '269万', '单价32805元/平米')
('https://image1.ljcdn.com/330100-inspection/a031db68-ea93-4f36-858e-d70a097affe6.JPG.296x216.jpg', '边套户型，带入户花园，婚房精装，拎包入住，诚心出售', '保利东湾  | 2室2厅 | 87.86平米 | 南 北 | 精装 | 有电梯', '高楼层(共34层)2010年建板楼  -  沿江南', '249万', '单价28341元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload9be39c0b-473a-44fa-b300-082c38bd4591.JPG.296x216.jpg', '家的温馨、平和与惬意即在福雷德广场。', '福雷德广场  | 3室2厅 | 137.7平米 | 南 | 简装 | 有电梯', '低楼层(共20层)2007年建板楼  -  高教园区西', '340万', '单价24692元/平米')
('https://image1.ljcdn.com/330100-inspection/60c99c8b-4b40-4f93-b773-eb41b2246644.jpg.296x216.jpg', '晨光经典跃层，三房两卫，四阳台，自住精装40万', '宋都晨光国际  | 3室2厅 | 85.32平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  沿江南', '360万', '单价42195元/平米')
('https://image1.ljcdn.com/330100-inspection/f27ebf1c-47ec-4197-8994-871ba46f47df.jpg.296x216.jpg', '翰庭精装修50万，业主原先自住，正气四居室', '金隅观澜时代瀚庭  | 4室2厅 | 138平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2013年建板楼  -  沿江南', '365万', '单价26450元/平米')
('https://image1.ljcdn.com/330100-inspection/ad305966-2241-4a40-a01c-3c301b1b400d.jpg.296x216.jpg', '晨光边套三房，全明户型南北通透居住舒适房东诚心出售', '宋都晨光国际  | 3室2厅 | 89.26平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共33层)2013年建板塔结合  -  沿江南', '275万', '单价30809元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadcef25dfe-9081-4383-88c9-770379d849f6.JPG.296x216.jpg', '铭和苑探梅坊罕见双阳台满五年唯一好楼层视野开阔', '铭和苑探梅坊  | 2室2厅 | 87.57平米 | 南 | 简装 | 有电梯', '中楼层(共14层)2008年建板楼  -  金沙湖', '245万', '单价27978元/平米')
