('https://image1.ljcdn.com/420100-inspection/test-7c55b000-cf53-4b68-92f4-4515d57c1a50.png.296x216.jpg', '巢上城少有的南北透透大三房，双阳台的好房子出售', '巢上城锦园  | 3室2厅 | 107.84平米 | 南 东北 | 其他', '中楼层(共17层)板楼  -  盘龙城', '141万', '单价13075元/平米')
('https://image1.ljcdn.com/420100-inspection/test-75847cd2-515d-482b-bf20-7aa63fa66fa1.png.296x216.jpg', '汉飞向上城清水毛坯三居室，通透户型，带三个阳台', '汉飞向上城  | 3室2厅 | 107.93平米 | 南 北 | 其他', '高楼层(共5层)2011年建板楼  -  盘龙城', '138万', '单价12787元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload10bd82b0-07a9-4ebb-b834-047d5a08f136.JPG.296x216.jpg', '一楼带院子30平米 南北通透户型 两证满两年 人车分流', '汉飞洋房印象  | 2室1厅 | 83.52平米 | 南 北 | 其他', '低楼层(共7层)板楼  -  盘龙城', '106万', '单价12692元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d3825d2c-7e49-4c8b-a7d2-b275fd3a4144.png.296x216.jpg', 'F学府 4室1厅 160万', 'F学府  | 4室1厅 | 130.28平米 | 南 | 其他', '中楼层(共15层)2013年建板楼  -  盘龙城', '160万', '单价12282元/平米')
('https://image1.ljcdn.com/420100-inspection/48ac2996-d9a2-4ff8-b079-8fc92f05e870.jpg.296x216.jpg', '歌林花园 3室2厅 170万', '歌林花园  | 3室2厅 | 135.6平米 | 南 北 | 其他', '中楼层(共18层)暂无数据  -  盘龙城', '170万', '单价12537元/平米')
('https://image1.ljcdn.com/420100-inspection/2fdb5f1d-2f6e-4f87-847a-7e45a87fdd21.jpg.296x216.jpg', '恒大名都 中高楼层 精装修 三房两厅 带大阳台', '恒大名都  | 3室2厅 | 109平米 | 南 | 其他', '高楼层(共30层)板楼  -  盘龙城', '135万', '单价12386元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4b7ee1a8-9418-4aed-b843-c84eadd46850.png.296x216.jpg', '恒大名都 朝南 家具家电全送 钥匙房 楼层美丽', '恒大名都  | 2室2厅 | 83.85平米 | 南 | 精装', '中楼层(共32层)暂无数据  -  盘龙城', '118万', '单价14073元/平米')
('https://image1.ljcdn.com/420100-inspection/test-240e1414-caef-424e-bb1c-7e9460d06aab.png.296x216.jpg', '名流人和天地中高层采光视野好南北通透户型', '名流人和天地三期  | 3室2厅 | 120.98平米 | 南 北 | 简装', '高楼层(共11层)暂无数据  -  盘龙城', '132万', '单价10911元/平米')
('https://image1.ljcdn.com/420100-inspection/20b18b7a-70e9-4a86-94ce-3f63be4567f4.JPG.296x216.jpg', '武汉28街住宅中间楼南北通透层采光充足毛坯房创意改造', '28街  | 4室2厅 | 181.77平米 | 南 北 | 其他 | 有电梯', '中楼层(共10层)2005年建板楼  -  盘龙城', '155万', '单价8528元/平米')
('https://image1.ljcdn.com/420100-inspection/ebaebf89-0b70-4aed-8355-99a54de285a3.jpg.296x216.jpg', '澜桥康城 精装两房 南北通透 可改三房 诚心卖', '澜桥康城  | 2室1厅 | 89.52平米 | 南 北 | 精装', '中楼层(共5层)暂无数据  -  盘龙城', '95万', '单价10613元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7bc89fee-7830-41c1-a0e1-8d51833d36d0.png.296x216.jpg', '汉飞向上城 精装修三房 三个阳台 送书房一间  老证', '汉飞向上城  | 3室2厅 | 82.55平米 | 南 北 | 其他', '高楼层(共5层)2011年建板楼  -  盘龙城', '120万', '单价14537元/平米')
