('https://image1.ljcdn.com/120000-inspection/b7c68db2-2f19-4ab1-b66a-02468238791f.jpg.296x216.jpg', '社会山东苑 户型通透 格局好 视野开阔，采光充足。', '社会山Bigparty  | 3室2厅 | 96.29平米 | 南 北 | 毛坯', '低楼层(共11层)板楼  -  张家窝', '199万', '单价20667元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploada56bd07a-a8c0-4e89-8741-adad11e944f0.jpg.296x216.jpg', '云华里 南北通透 交通便利 生活配套齐全', '云华里  | 2室2厅 | 99.85平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  华苑', '295万', '单价29545元/平米')
('https://image1.ljcdn.com/120000-inspection/0087494e-5e6c-417c-9d16-af818dadd928.jpg.296x216.jpg', '盈润园 精装交房 三面朝阳  采光好', '盈润园  | 2室1厅 | 70.16平米 | 南 | 精装 | 有电梯', '中楼层(共32层)板楼  -  中北镇', '195万', '单价27794元/平米')
('https://image1.ljcdn.com/120000-inspection/5589c32a-4c29-4367-b550-37bbfa2815a4.jpg.296x216.jpg', '恋海园 精装大四室 中间楼层 采光好', '海逸长洲恋海园  | 4室2厅 | 232.52平米 | 南 北 | 精装 | 有电梯', '中楼层(共27层)板楼  -  梅江', '799万', '单价34363元/平米')
('https://image1.ljcdn.com/120000-inspection/94a16b92-9202-4822-aba3-cc9f8028be68.jpg.296x216.jpg', '水溪苑 2室1厅 190万', '水溪苑  | 2室1厅 | 84.49平米 | 南 北 | 精装 | 有电梯', '中楼层(共9层)板楼  -  中北镇', '190万', '单价22488元/平米')
('https://image1.ljcdn.com/120000-inspection/a302c672-dd0e-4752-90ee-d72af59dfe76.jpg.296x216.jpg', '小户型 可改两居室 房款低 采光好 价格可议', '清枫园  | 1室1厅 | 54.91平米 | 南 | 简装 | 有电梯', '高楼层(共18层)板楼  -  中北镇', '128万', '单价23311元/平米')
('https://image1.ljcdn.com/120000-inspection/056565de-8761-4d3a-833f-21f25202092e.jpg.296x216.jpg', '南站津尚花园价格合适环境好...', '津尚花园  | 2室1厅 | 73.77平米 | 南 | 毛坯 | 有电梯', '低楼层(共17层)板楼  -  张家窝', '160万', '单价21690元/平米')
('https://image1.ljcdn.com/120000-inspection/406be552-d61a-46e1-92e0-e0ca91d0d3e9.jpg.296x216.jpg', '美域华庭 三室诚心出售 4米开间 前后无遮挡', '天房美域华庭  | 3室2厅 | 134.69平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)板楼  -  李七庄', '416万', '单价30886元/平米')
('https://image1.ljcdn.com/120000-inspection/1f7ce042-e7ad-45d3-9fd6-6e7ec9162cac.jpg.296x216.jpg', '海逸长洲恋海园 毛坯房 有钥匙 房主诚心出售', '海逸长洲恋海园  | 4室3厅 | 247.87平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共27层)板楼  -  梅江', '795万', '单价32074元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload59b433b0-c24d-4cbc-829c-c13485eed0c6.jpg.296x216.jpg', '景园里 中间楼层 正规一室 看房方便', '景园里  | 1室1厅 | 49.18平米 | 南 | 精装 | 无电梯', '中楼层(共6层)板楼  -  中北镇', '115万', '单价23384元/平米')
('https://image1.ljcdn.com/120000-inspection/b592a56f-cd67-4b21-8bba-eebaaba2d1d3.jpg.296x216.jpg', '东园小两室  看房基本随时 诚心卖 着急卖', '阳光壹佰东园  | 2室1厅 | 85.95平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)板楼  -  体育中心街', '240万', '单价27924元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload12a65592-942b-406e-914f-2896195453ce.jpg.296x216.jpg', '宏城御溪园 南北通透 全明户型 随时看房', '宏城御溪园  | 3室2厅 | 127.48平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共18层)板楼  -  李七庄', '310万', '单价24318元/平米')
('https://image1.ljcdn.com/120000-inspection/0da1eef4-4f03-40b9-ba55-71daac38f200.jpg.296x216.jpg', '和瑞园东南角一室户型好 满五唯一 税费低', '和瑞园  | 1室1厅 | 55.73平米 | 南 | 毛坯 | 有电梯', '高楼层(共25层)板楼  -  李七庄', '123万', '单价22071元/平米')
('https://image1.ljcdn.com/120000-inspection/bb0c580c-c19d-4d3e-95b1-53170462a4d4.jpg.296x216.jpg', '智达里 地铁三号线+公交站总站+通透全明户型，诚售', '智达里  | 3室2厅 | 118.15平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  精武镇', '230万', '单价19467元/平米')
('https://image1.ljcdn.com/120000-inspection/28c9afbb-5222-4763-99cc-cce2b4d21c1e.jpg.296x216.jpg', '迎祥里 南北通透 采光充足 视野开阔', '迎祥里  | 3室1厅 | 132.55平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)板楼  -  杨柳青', '160万', '单价12071元/平米')
('https://image1.ljcdn.com/120000-inspection/1205639f-73c6-4166-9397-568ba1b5924b.jpg.296x216.jpg', '万科品质，精装修，满两年，一楼带院，送家具家电', '万科四季花城  | 3室2厅 | 91.72平米 | 南 | 精装 | 有电梯', '低楼层(共8层)板楼  -  张家窝', '245万', '单价26712元/平米')
('https://image1.ljcdn.com/120000-inspection/9c552494-2c3f-4a5e-b51e-1656d908faf3.jpg.296x216.jpg', '诚心出售，看房随时，双层带50平露台，采光好', '阳光壹佰西园  | 4室1厅 | 195.94平米 | 南 北 | 简装 | 有电梯', '高楼层(共22层)板楼  -  体育中心街', '350万', '单价17863元/平米')
('https://image1.ljcdn.com/120000-inspection/8f681cb3-5447-4b3e-a008-afde54883783.jpg.296x216.jpg', '侯台花园 满五唯一 正式两室一厅 看房随时 采光好', '侯台花园  | 2室1厅 | 92.09平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  侯台', '215万', '单价23347元/平米')
('https://image1.ljcdn.com/120000-inspection/6b7772fa-fb70-4762-893d-d68246cb08cb.jpg.296x216.jpg', '竹华里 中楼层 南北通透 双阳面卧室 诚心出售', '竹华里  | 2室2厅 | 95.99平米 | 南 北 | 精装 | 无电梯', '6层板楼  -  华苑', '292万', '单价30420元/平米')
('https://image1.ljcdn.com/120000-inspection/c159bfd7-55db-4d9e-b00b-3a485893e3ad.jpg.296x216.jpg', '此房满两年，业主急售 ，随时看房，总价低', '摩卡假日  | 2室1厅 | 94.46平米 | 南 北 | 精装 | 有电梯', '高楼层(共21层)板楼  -  张家窝', '175万', '单价18527元/平米')
('https://image1.ljcdn.com/120000-inspection/c9f25c13-afbf-4974-82a2-3f0d7efcd2bc.jpg.296x216.jpg', '津尚花园 采光没遮挡 中间楼层 满两年 装修精美', '津尚花园  | 3室1厅 | 94.6平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)板楼  -  张家窝', '193万', '单价20402元/平米')
('https://image1.ljcdn.com/120000-inspection/b19b5c5d-25ed-4390-a462-4db863ef1e4c.jpg.296x216.jpg', '三室 南北通透 明厨明卫 楼间距大 采光好', '华亭国际  | 3室2厅 | 114.53平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)板楼  -  中北镇', '239万', '单价20868元/平米')
('https://image1.ljcdn.com/120000-inspection/45c4cbb8-ccdb-46b6-a4c1-39db2f8a86a5.jpg.296x216.jpg', '社会山花园  精装两室  户型方正  看房提前预约', '社会山花园二区  | 2室2厅 | 116.18平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)板楼  -  张家窝', '210万', '单价18076元/平米')
('https://image1.ljcdn.com/120000-inspection/44825ed2-a4b7-40ed-882f-9fc6c5305287.jpg.296x216.jpg', '正规三室，南北通透，中间楼层，看房随时', '天房美域华庭  | 3室2厅 | 131.84平米 | 南 北 | 简装 | 有电梯', '低楼层(共17层)板楼  -  李七庄', '408万', '单价30947元/平米')
