('https://image1.ljcdn.com/500000-inspection/94097ad3-c398-4b26-bc84-93274550dce2.jpg.296x216.jpg', '东原正规两房 采光好 视野好 可看江', '东原九城时光  | 2室1厅 | 73平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  杨家坪', '145万', '单价19864元/平米')
('https://image1.ljcdn.com/500000-inspection/4df2f414-f35a-4d34-8722-21a41c947541.jpg.296x216.jpg', '华润央玺+双轻轨+商圈旁+中间楼层朝中庭+配套完善', '华润二十四城三期  | 4室2厅 | 138.64平米 | 西 | 毛坯 | 有电梯', '中楼层(共44层)2013年建塔楼  -  谢家湾', '300万', '单价21639元/平米')
('https://image1.ljcdn.com/500000-inspection/67fe0dc3-8603-419e-9fca-8993d253bf8b.jpg.296x216.jpg', '步行街装修小两房 交通便利 配套设施齐全 不朝马路', '四季花园  | 2室1厅 | 54.06平米 | 南 | 简装 | 有电梯', '中楼层(共29层)2007年建塔楼  -  杨家坪', '77万', '单价14244元/平米')
('https://image1.ljcdn.com/500000-inspection/c1127636-6893-45a4-829a-c9cb95ff3306.jpg.296x216.jpg', '万科稀有小高层精装两房 户型方正', '万科西九  | 2室2厅 | 51.68平米 | 东 | 精装 | 有电梯', '高楼层(共9层)2017年建塔楼  -  石坪桥', '98万', '单价18963元/平米')
('https://image1.ljcdn.com/500000-inspection/75424845-0e1d-486c-ae51-0ade1d870eba.jpg.296x216.jpg', '彩云湖畔，精装大三房，业主诚心出售，看房方便', '兴茂盛世国际  | 3室2厅 | 113.08平米 | 西南 | 精装 | 有电梯', '低楼层(共33层)2014年建塔楼  -  彩云湖', '158万', '单价13973元/平米')
('https://image1.ljcdn.com/500000-inspection/525506b3-ef80-41b6-b555-0745775d7396.jpg.296x216.jpg', '首付31万正规电梯两房 带家具家电满五年 证在手', '同心家园A组团  | 2室1厅 | 80.71平米 | 东南 | 精装 | 有电梯', '高楼层(共33层)2010年建塔楼  -  二郎', '99.5万', '单价12329元/平米')
('https://image1.ljcdn.com/500000-inspection/f71c16fb-884f-4def-b89b-9d7794aa03af.jpg.296x216.jpg', '东原精装三房住家装修，拎包入住，', '东原九城时光  | 3室1厅 | 95平米 | 东北 | 其他 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  杨家坪', '168万', '单价17685元/平米')
('https://image1.ljcdn.com/500000-inspection/7b4b8e16-e1cc-490f-a2a9-b0d537e9f380.jpg.296x216.jpg', '华宇精装两房业主诚心出售住家安静', '华宇春江花月  | 2室1厅 | 76.88平米 | 北 | 其他 | 有电梯', '低楼层(共33层)2010年建塔楼  -  谢家湾', '125万', '单价16260元/平米')
('https://image1.ljcdn.com/500000-inspection/2efe7ab5-ae75-43cb-84d0-fc59f2af0503.jpg.296x216.jpg', '石坪桥正街  绿洲华府 出门就是公交站  交通很方便', '绿洲华府  | 3室2厅 | 94.38平米 | 南 | 精装', '中楼层(共32层)2010年建塔楼  -  石坪桥', '118万', '单价12503元/平米')
('https://image1.ljcdn.com/500000-inspection/5eab7b5c-c188-4d23-bc6b-c7b85a2dd964.jpg.296x216.jpg', '同创高原一期 龙湖物业 纯洋房社区，欧式花园环境', '同创高原一期  | 3室1厅 | 64.64平米 | 南 | 其他 | 无电梯', '高楼层(共4层)2008年建板塔结合  -  石桥铺', '130万', '单价20112元/平米')
('https://image1.ljcdn.com/500000-inspection/73c183a1-bdff-44e4-9a5a-0d89c44b4b30.jpg.296x216.jpg', '华岩新城 奥园国际城 精装三房 门口两个公园', '奥园国际城  | 3室2厅 | 86.87平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)2016年建塔楼  -  华岩', '112万', '单价12893元/平米')
('https://image1.ljcdn.com/500000-inspection/aa44332b-2387-434e-89d5-fe757f0dcd28.jpg.296x216.jpg', '同心家园A组团 正规两房带阳台 中间楼层 采光好', '同心家园A组团  | 2室2厅 | 80.24平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2010年建塔楼  -  二郎', '103万', '单价12837元/平米')
('https://image1.ljcdn.com/500000-inspection/50c207da-8656-4f25-9dd7-4367f96c94c1.jpg.296x216.jpg', '保利心语 两房带外阳台 简装 业主诚心出售 价格低', '保利心语花园  | 2室1厅 | 89.06平米 | 南 | 简装 | 有电梯', '低楼层(共33层)2011年建塔楼  -  黄桷坪', '115万', '单价12913元/平米')
('https://image1.ljcdn.com/500000-inspection/f51f6835-6db6-449f-bce7-3e3470b3c63e.jpg.296x216.jpg', '正规两房，开发商基装，高楼层视野开阔，采光好', '万科西城  | 2室2厅 | 56.51平米 | 东南 | 简装 | 有电梯', '高楼层(共34层)塔楼  -  蟠龙', '95万', '单价16812元/平米')
('https://image1.ljcdn.com/500000-inspection/1b279f9f-69ca-4df2-9422-4bf2e00d4479.jpg.296x216.jpg', '广厦城蜜宫，精装一房可改两房，装修保养好，可以看江', '广厦城蜜宫  | 1室1厅 | 59平米 | 东北 | 精装 | 有电梯', '低楼层(共32层)2015年建塔楼  -  黄桷坪', '80万', '单价13560元/平米')
('https://image1.ljcdn.com/500000-inspection/8d96bb49-053e-4832-9477-3b50fdf2430f.jpg.296x216.jpg', '华润二十四城正规两房   户型方正  采光充足', '华润二十四城  | 2室2厅 | 81.56平米 | 西 | 简装 | 有电梯', '低楼层(共33层)2011年建塔楼  -  谢家湾', '156万', '单价19128元/平米')
('https://image1.ljcdn.com/500000-inspection/02bfc434-e657-4190-a556-3f1a5ab96cb7.jpg.296x216.jpg', '华润二十四城 双阳台 采光好 可直接入住', '华润二十四城  | 1室0厅 | 44.92平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2011年建塔楼  -  谢家湾', '82万', '单价18255元/平米')
('https://image1.ljcdn.com/500000-inspection/72a2a582-6e3a-46b2-b1bc-5dd1e023daf3.jpg.296x216.jpg', '陈家坪达飞苑 正规2房 带家具家电 中层看中庭 诚心卖', '达飞苑  | 2室2厅 | 62.89平米 | 东南 | 简装 | 有电梯', '中楼层(共15层)2002年建塔楼  -  石桥铺', '76万', '单价12085元/平米')
('https://image1.ljcdn.com/500000-inspection/943fbf35-86d7-44c7-a528-7cc6f53820ed.jpg.296x216.jpg', '恒大正规三房两卫 大阳台大飘窗', '恒大雅苑  | 3室2厅 | 124平米 | 东南 | 其他 | 有电梯', '低楼层(共24层)2015年建板塔结合  -  华岩', '130万', '单价10484元/平米')
('https://image1.ljcdn.com/500000-inspection/d03ab8e2-be09-47fe-818b-bc7d0a7a77aa.jpg.296x216.jpg', '祥瑞新城 简约装修风格 视野开阔', '祥瑞新城  | 2室1厅 | 64平米 | 南 | 其他', '中楼层(共34层)塔楼  -  杨家坪', '95万', '单价14844元/平米')
