('https://image1.ljcdn.com/120000-inspection/f20d03d2-e254-4e99-9761-5993a5ee1da3.jpg.296x216.jpg', '生态城世茂鲲玉园南北小高层二居室', '鲲玉园  | 2室1厅 | 103.85平米 | 南 北 | 精装', '高楼层(共11层)板楼  -  中新生态城', '185万', '单价17815元/平米')
('https://image1.ljcdn.com/120000-inspection/28bf6b11-f8fc-40a1-8c69-ed54eb1ba881.jpg.296x216.jpg', '宜和澜岸 3室2厅 345万', '宜和澜岸  | 3室2厅 | 171.99平米 | 南 北 | 其他', '高楼层(共15层)暂无数据  -  中新生态城', '345万', '单价20060元/平米')
('https://image1.ljcdn.com/120000-inspection/4dea0438-1e80-49a1-80a1-2ee3c580cf89.jpg.296x216.jpg', '交通便利 小区环境干净舒适 适合居住', '泰达星海湾  | 2室1厅 | 83.81平米 | 南 北 | 简装', '低楼层(共9层)板楼  -  滨海其它', '83万', '单价9904元/平米')
('https://image1.ljcdn.com/120000-inspection/e8e88d21-711f-4eb6-9f0a-d97a7c876621.jpg.296x216.jpg', '生态城宜和澜岸 大户型低密观景高层 两梯两户 有钥匙', '宜和澜岸  | 3室2厅 | 175.03平米 | 南 北 | 毛坯', '中楼层(共17层)板楼  -  中新生态城', '340万', '单价19426元/平米')
('https://image1.ljcdn.com/120000-inspection/876eb08b-d858-496d-8f54-0a988d8cdf96.jpg.296x216.jpg', '滨海新区 大港区 70年大产权', '福华里  | 2室2厅 | 114.54平米 | 东 西 | 其他', '低楼层(共3层)暂无数据  -  大港', '76万', '单价6636元/平米')
('https://image1.ljcdn.com/120000-inspection/ab5f6907-f4cf-4a04-8209-b3cabd275d7c.jpg.296x216.jpg', '70年大产权 安泰小区 1楼 双阳两室 楼层好 采光充足', '安泰小区  | 2室1厅 | 67.18平米 | 南 北 | 简装', '低楼层(共5层)暂无数据  -  大港', '28万', '单价4168元/平米')
('https://image1.ljcdn.com/120000-inspection/56600053-f4d5-4651-a836-c5574cad902f.jpg.296x216.jpg', '兴盛里 2室1厅 76万', '兴盛里  | 2室1厅 | 68.87平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)暂无数据  -  大港', '76万', '单价11036元/平米')
('https://image1.ljcdn.com/120000-inspection/5ad25b4b-f90b-47a2-96a5-738d20f24936.jpg.296x216.jpg', '大港城区 六合里 4层  七十年大产权  满五年 采光好', '六合里(大港区)  | 2室1厅 | 55.61平米 | 南 | 简装 | 无电梯', '高楼层(共4层)暂无数据  -  大港', '46万', '单价8272元/平米')
('https://image1.ljcdn.com/120000-inspection/3c7117e7-8b31-47e9-b97d-f6ccfbf379d0.jpg.296x216.jpg', '汉沽城区花园社区  南北大两居 全体采光', '王园北里家园公寓  | 2室1厅 | 86.3平米 | 南 北 | 精装 | 无电梯', '高楼层(共4层)暂无数据  -  汉沽', '79万', '单价9155元/平米')
('https://image1.ljcdn.com/120000-inspection/b7c48fc9-d2c6-4acc-8b23-766b7ca7dc08.jpg.296x216.jpg', '70年大产权 双丰小区 1楼 双阳两室 带花园30平左右', '双丰小区  | 2室2厅 | 56.69平米 | 南 | 其他', '低楼层(共4层)暂无数据  -  大港', '32万', '单价5645元/平米')
('https://image1.ljcdn.com/120000-inspection/4a481f8c-03d0-4110-89f8-137209d52563.jpg.296x216.jpg', '生态诚品 一梯两户小高层 精装平层大四室 户型方正', '荣馨园  | 4室2厅 | 165.42平米 | 南 北 | 精装', '低楼层(共11层)板楼  -  中新生态城', '370万', '单价22368元/平米')
('https://image1.ljcdn.com/120000-inspection/1d70aefe-0c0a-470b-a2ea-c78dc596a858.jpg.296x216.jpg', 'ParkTower景杉 3室2厅 180万', 'ParkTower景杉  | 3室2厅 | 100.67平米 | 南 | 其他', '高楼层(共23层)板楼  -  中新生态城', '180万', '单价17881元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload8839362f-8781-4917-9cd2-b56d6e45c15d.JPG.296x216.jpg', '生态城 康桥郡洋房，户型方正，可谈！业主诚意！', '首创康桥郡  | 2室1厅 | 94.75平米 | 南 北 | 精装', '中楼层(共6层)板楼  -  中新生态城', '202万', '单价21320元/平米')
('https://image1.ljcdn.com/120000-inspection/19e7c8bf-2abc-4f86-b27c-2bcefd507d90.JPG.296x216.jpg', '鲲玉园 3室1厅 248万', '鲲玉园  | 3室1厅 | 141.95平米 | 南 北 | 其他', '高楼层(共21层)板楼  -  中新生态城', '248万', '单价17471元/平米')
('https://image1.ljcdn.com/120000-inspection/4749c442-7313-4e97-bbde-db78ad4febe1.jpg.296x216.jpg', '交通便利 小区环境干净舒适 适合居住', '泰达星海湾  | 1室1厅 | 53.25平米 | 南 | 精装', '中楼层(共9层)板楼  -  滨海其它', '65万', '单价12207元/平米')
('https://image1.ljcdn.com/120000-inspection/2f1218df-7965-4800-8d5d-1931c85981de.jpg.296x216.jpg', '精装修婚房，南北卧室，采光充足。', '泰达星海湾  | 3室2厅 | 97.15平米 | 南 | 精装', '中楼层(共16层)板楼  -  滨海其它', '101万', '单价10397元/平米')
('https://image1.ljcdn.com/120000-inspection/b0785dda-a82c-4ae3-87f6-306992bb4ae2.jpg.296x216.jpg', '交通便利 小区环境干净舒适 适合居住', '万科金域国际  | 3室2厅 | 89.42平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)板塔结合  -  滨海其它', '121万', '单价13532元/平米')
