('https://image1.ljcdn.com/440300-inspection/test-b0269906-4a14-4b88-a5c7-bf989a5184ec.png.296x216.jpg', '中海康城满五年且唯一住房，南向精装保养好，可自赎楼', '中海康城国际一期  | 3室2厅 | 87.26平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2011年建板楼  -  大运新城', '350万', '单价40111元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6f9c0048-5317-4203-91de-580cc2102ce0.png.296x216.jpg', '高品质高追求 心仪三房 东南向看山景 配有天虹沃尔玛', '信义御城豪园  | 3室2厅 | 89.16平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)2013年建板塔结合  -  横岗', '398万', '单价44639元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a873c7a6-3b5a-497d-b905-989820faecee.png.296x216.jpg', '地铁口  可改三房   配套齐全   急售', '东方明珠城  | 2室2厅 | 70.36平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2007年建板塔结合  -  龙岗中心城', '262.5万', '单价37309元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8b001567-fb19-458a-ba7f-84fd211688b7.png.296x216.jpg', '万象天成标准两房，客厅出阳台看花园，东南朝向', '万象天成  | 2室1厅 | 69.16平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2010年建板塔结合  -  龙岗中心城', '260万', '单价37594元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d1300108-514a-4076-8b85-44b25600a973.png.296x216.jpg', '翡翠星光园 2室1厅 280万', '翡翠星光园  | 2室1厅 | 61.77平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2007年建板塔结合  -  布吉关', '280万', '单价45330元/平米')
('https://image1.ljcdn.com/440300-inspection/test-34b8de88-c999-49d9-a3f5-fb9a7fd1aa38.png.296x216.jpg', '万科里+区政府旁 满五唯一朝南，刚需住家三房两卫诚售', '万象天成  | 3室2厅 | 88.97平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2010年建板塔结合  -  龙岗中心城', '318万', '单价35743元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5b617685-2bf5-4a2b-84d8-6db22d9a17dd.png.296x216.jpg', '星河时代 3室1厅 480万', '星河时代  | 3室1厅 | 85.75平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2012年建塔楼  -  大运新城', '480万', '单价55977元/平米')
('https://image1.ljcdn.com/440300-inspection/test-62adc323-3a0c-44d3-a846-12b269e92c6b.png.296x216.jpg', '业主诚心出售，装修正规两房，看房方便，未住过人', '颐安都会中央二期  | 2室2厅 | 74.27平米 | 东南 | 其他', '中楼层(共31层)2016年建板塔结合  -  大运新城', '388万', '单价52242元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e727ca10-28f7-4002-81a9-c03a50419126.png.296x216.jpg', '花语岸三房一厅 精装修 楼层好 采光好 精装修', '花语岸  | 3室1厅 | 80.83平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2010年建塔楼  -  布吉街', '365万', '单价45157元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c0f49381-dded-4b1a-9236-1212af6e12d0.png.296x216.jpg', '丹竹头地铁 满两年 实用三房 装修保养好', '中兆花园  | 3室2厅 | 62.87平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)1999年建塔楼  -  布吉大芬', '252万', '单价40083元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6e99cf3c-869a-40ef-bf39-430da5361ccb.png.296x216.jpg', '龙岗实验 高拓3+1房 南北通透户型 满五年 红本在手', '锦绣东方  | 3室2厅 | 95.61平米 | 北 | 简装 | 有电梯', '低楼层(共11层)2005年建板塔结合  -  龙岗中心城', '430万', '单价44975元/平米')
