('https://image1.ljcdn.com/610100-inspection/e01981eb-282d-4b44-93b6-51031d4d592a.jpg.296x216.jpg', '交大旁 兰蒂斯城二期 临东二环 交通便利 配套齐全', '兰蒂斯城2期  ', '高楼层(共32层)暂无数据  -  城东', '130万', '单价13814元/平米')
('https://image1.ljcdn.com/610100-inspection/c9b9e464-e4c4-4f2b-bea6-922a224f62a3.jpg.296x216.jpg', '大唐西市 西雅图翡翠城 两居 采光充足', '西雅图翡翠城  ', '中楼层(共28层)塔楼  -  城西', '120万', '单价17075元/平米')
('https://image1.ljcdn.com/610100-inspection/e2f97c3a-67dd-40da-9b7f-f8b47cac4172.jpg.296x216.jpg', '西工大旁 满五满二两居室 朝西 采光好', '西雅图翡翠城  ', '高楼层(共26层)板楼  -  城西', '120万', '单价15356元/平米')
('https://image1.ljcdn.com/610100-inspection/32a50bd8-ad13-4902-be39-f6a86bdaf1af.jpg.296x216.jpg', '千業華園 3室2厅 300万', '千業華園  ', '高楼层(共28层)板塔结合  -  城西', '300万', '单价18410元/平米')
('https://image1.ljcdn.com/610100-inspection/f9f22367-81bd-4d88-a74f-beed05bb1b7b.jpg.296x216.jpg', '纯南朝向 舒适两居  满五满二 交通便利 配套齐全', '都市朝阳  ', '中楼层(共16层)暂无数据  -  曲江', '128万', '单价11849元/平米')
('https://image1.ljcdn.com/610100-inspection/235c3f28-8690-4915-bcb7-b6cfe6de457d.jpg.296x216.jpg', '嘉禾公馆113平经典两居 紧挨西工大 业主诚心出售', '嘉禾公馆  ', '中楼层(共29层)板塔结合  -  城西', '200万', '单价17797元/平米')
('https://image1.ljcdn.com/610100-inspection/264c6570-c00e-4c02-9f33-cc71a5357373.jpg.296x216.jpg', '自在广场 西工大南门 优质教育 配套完善 出行便利', '自在广场  ', '中楼层(共25层)暂无数据  -  城西', '260万', '单价14445元/平米')
('https://image1.ljcdn.com/610100-inspection/f71e662a-47b2-4764-b52f-ba532a16a7c7.jpg.296x216.jpg', '西关街道办事处家属院 2室1厅 68万', '西关街道办事处家属院  ', '高楼层(共6层)暂无数据  -  城西', '68万', '单价11874元/平米')
('https://image1.ljcdn.com/610100-inspection/0d2d81c4-5394-4c93-b16f-fc6c4d414f43.jpg.296x216.jpg', '房子满三满二，精装房，产权清晰', '中贸广场  ', '中楼层(共33层)暂无数据  -  城南', '150万', '单价17868元/平米')
('https://image1.ljcdn.com/610100-inspection/1370704f-f348-4c91-9f3b-9330281050a3.jpg.296x216.jpg', '民生新世界三居，户型方正，有钥匙，随时看房。', '民生新世界  ', '中楼层(共19层)板塔结合  -  城东', '210万', '单价13176元/平米')
('https://image1.ljcdn.com/610100-inspection/41f8e8fe-3372-4e28-a6a7-6b14eb101759.jpg.296x216.jpg', '怡兰星空小雁塔學区三室两厅交通便利诚意出售地铁置业', '怡兰星空  ', '低楼层(共20层)塔楼  -  城南', '145万', '单价10944元/平米')
('https://image1.ljcdn.com/610100-inspection/9a05bd4d-0302-4ce7-b294-e638fe0ab19d.jpg.296x216.jpg', '交通便利.位于二环边.楼下就有大商场', '海星未来城  ', '高楼层(共30层)塔楼  -  城西', '67万', '单价15297元/平米')
('https://image1.ljcdn.com/610100-inspection/ada0aed6-6894-48bf-b416-5d10ff0268fe.jpg.296x216.jpg', '华融国际 满五满二  房源出售 看房方便', '华融国际  ', '中楼层(共17层)塔楼  -  城南', '158万', '单价8081元/平米')
('https://image1.ljcdn.com/610100-inspection/a9d6a6a6-fcf5-4c51-bea4-f5d47510187a.jpg.296x216.jpg', '朝阳门外，地铁口，西北商贸旁，有证可按揭', '银邦大厦  ', '中楼层(共26层)暂无数据  -  城东', '158万', '单价12215元/平米')
('https://image1.ljcdn.com/610100-inspection/9d023dfa-195c-48f8-8257-5d57dd9efe3f.jpg.296x216.jpg', '城内 五味十字 保吉巷小区 两居 产证在手', '保吉巷小区  ', '高楼层(共7层)暂无数据  -  城内', '95万', '单价12152元/平米')
('https://image1.ljcdn.com/610100-inspection/78cfcc97-d5d9-4b82-a6db-dcdbab45b0a6.jpg.296x216.jpg', '二环内  高档社区 南北通透三居带车位 诚意出售', '荣城  ', '低楼层(共24层)板塔结合  -  曲江', '290万', '单价22483元/平米')
('https://image1.ljcdn.com/610100-inspection/3fed3d2b-30ac-4b52-97d1-4c1f326a8ed8.jpg.296x216.jpg', '明城墙外 兴庆公园边 交通便利 二环里好楼层 有证', '东方星座  ', '高楼层(共30层)暂无数据  -  城东', '170万', '单价12057元/平米')
('https://image1.ljcdn.com/610100-inspection/test-c3fe5a28-8ab8-4824-9c8a-9ff4af98759c.png.296x216.jpg', '城东兴庆公园 西京医院 新兴IN之家 精装两室 集中供暖', '新兴IN之家  ', '中楼层(共14层)暂无数据  -  城东', '189万', '单价17682元/平米')
('https://image1.ljcdn.com/610100-inspection/e0415d02-d625-4a20-b7e9-a49e102a3647.jpg.296x216.jpg', '华豪丽景精装2室，户型方正维护的很好.业主诚心出售', '华豪丽晶  ', '高楼层(共33层)暂无数据  -  城南', '145万', '单价18590元/平米')
('https://image1.ljcdn.com/610100-inspection/test-9f872bd3-b696-4460-ac02-16b5c547abe4.png.296x216.jpg', '西工大旁 伊顿公馆1室1厅 精装修 产证在手双气标准', '伊顿公馆东区  ', '低楼层(共25层)暂无数据  -  城西', '100万', '单价20359元/平米')
('https://image1.ljcdn.com/610100-inspection/73755eba-5ed0-4b57-8f02-00ddc1723c21.jpg.296x216.jpg', '城墙东南角 郦景豪庭 配套丰富', '郦景豪庭  ', '中楼层(共32层)塔楼  -  城东', '136万', '单价15216元/平米')
('', '太白星座 地铁五号线旁 标准一室一厅 业主诚心出售', '太白星座  ', '高楼层(共32层)塔楼  -  城南', '82万', '单价17477元/平米')
('https://image1.ljcdn.com/610100-inspection/c66cfba3-667a-49ca-9018-35e980671320.JPG.296x216.jpg', '心晴雅苑 成熟板块 满五满二 全明户型 四号线沿线', '心晴雅苑  ', '低楼层(共16层)暂无数据  -  曲江', '182万', '单价14038元/平米')
('https://image1.ljcdn.com/610100-inspection/6fabd4f0-fede-4970-8913-584eb126b789.jpg.296x216.jpg', '瑞鑫摩天城 精装正规1室 临西工大大学', '瑞鑫摩天城  ', '低楼层(共24层)塔楼  -  城西', '109万', '单价21800元/平米')
('https://image1.ljcdn.com/610100-inspection/40708f42-5bd7-4626-b51e-9ba0004182e4.jpg.296x216.jpg', '便宜两居 满五满二 交通生活便利 业主急售', '白庙小区  ', '高楼层(共7层)板楼  -  城西', '66万', '单价10537元/平米')
('https://image1.ljcdn.com/610100-inspection/4a8c7c43-61bc-4e20-8a5d-7613a69290c8.jpg.296x216.jpg', '满五满二，税费低，产权明晰，业主诚心出售', '剑桥CLASS  ', '低楼层(共28层)塔楼  -  城南', '60万', '单价15114元/平米')
