('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload554144ef-5f3a-4c49-a41a-29da77d0bca4.jpg.296x216.jpg', '景苑公寓  电梯房  中间楼层   景芳地铁站百米内', '景苑公寓  | 2室1厅 | 71.25平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)1998年建板塔结合  -  景芳', '302万', '单价42386元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadbba29182-d06a-4910-81cf-46b106d5f9ea.JPG.296x216.jpg', '中间楼层，次新房，开发商精装修', '天城府  | 3室1厅 | 85.81平米 | 南 | 精装', '低楼层(共16层)2017年建板楼  -  火车东站', '340万', '单价39623元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploade54a393b-8422-4dd4-a975-badeaeb02aaa.jpg.296x216.jpg', '经典跃层，带露台，自住，诚心出售', '景芳三区  | 3室2厅 | 78.46平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  景芳', '360万', '单价45884元/平米')
('https://image1.ljcdn.com/330100-inspection/12321edd-67ca-4418-baae-89bec4b8ab75.JPG.296x216.jpg', '九堡泊林公寓 德信品质 两房朝南 精装大三房 安静好房', '德信金泊林公寓  | 3室2厅 | 119.05平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2010年建板楼  -  九堡', '450万', '单价37800元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload5c62af87-3cf6-4e6f-baf4-3ae04ad37111.jpg.296x216.jpg', '精装两居室  业主诚心出售  价格可谈', '蓝桥名苑  | 2室2厅 | 87.72平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2009年建板楼  -  九堡', '260万', '单价29640元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload0a98ceb6-44fb-4be8-9e49-a79ea5e1e843.JPG.296x216.jpg', '濮家新村 2室1厅 240万', '濮家新村  | 2室1厅 | 56.63平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  闸弄口', '240万', '单价42381元/平米')
('https://image1.ljcdn.com/330100-inspection/0a8e5348-1b6b-4e09-aeab-417c17888bce.jpg.296x216.jpg', '景芳六区的边套户型，中间楼层，看房方便', '景芳六区  | 2室1厅 | 56.1平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  景芳', '275万', '单价49020元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4040a08d-c349-4ac4-adc0-0b9c5e565504.jpg.296x216.jpg', '华家池校区有钥匙 经典小套 总价低 环境好 送自行车库', '浙江大学华家池校区  | 2室1厅 | 53.55平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  华家池', '245万', '单价45752元/平米')
('https://image1.ljcdn.com/330100-inspection/ffe7734a-489b-4b53-86b2-1a0167bcfb6a.jpg.296x216.jpg', '两房朝南 自住装修 大户型 离地铁600米', '采荷小区紫藕邨  | 2室2厅 | 74.86平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  采荷', '400万', '单价53434元/平米')
('https://image1.ljcdn.com/330100-inspection/0ef4fba9-916f-45bc-87eb-48266ae1cae8.JPG.296x216.jpg', '楼层好，视野宽阔，采光充足，交通便利', '新和嘉苑  | 3室1厅 | 98.36平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2012年建板楼  -  火车东站', '360万', '单价36601元/平米')
('https://image1.ljcdn.com/330100-inspection/test-33f0c919-e67e-4c80-952e-fb35b0ac00db.png.296x216.jpg', '空置房子目前，婚房装修，户型好，看房方便，有钥匙', '滨江曙光之城  | 3室2厅 | 89.73平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2011年建塔楼  -  火车东站', '410万', '单价45693元/平米')
