('https://image1.ljcdn.com/610100-inspection/6e4f2d81-a171-4851-9bf1-e6166b4b2052.jpg.296x216.jpg', '城北 彩云郡 精装两室 南北通透 近地铁站 诚心出售。', '彩云郡  ', '高楼层(共28层)板塔结合  -  城北', '133万', '单价14263元/平米')
('https://image1.ljcdn.com/610100-inspection/05a1acf2-32d2-4723-9019-45533ea01563.jpg.296x216.jpg', '房子精装，拎包入住，可随时看房', '东尚小区1期  ', '中楼层(共32层)板塔结合  -  城东', '132万', '单价15147元/平米')
('https://image1.ljcdn.com/610100-inspection/4271f42c-10c8-49f7-9f10-68c682306aa9.jpg.296x216.jpg', '满五满二只能全款，不能按揭，小区安静，教育设施完善', '西安市第七十八中家属区  ', '高楼层(共6层)暂无数据  -  浐灞', '38.5万', '单价7439元/平米')
('https://image1.ljcdn.com/610100-inspection/9df19b75-06a0-4284-9b6c-5b2ddb7cddc5.jpg.296x216.jpg', '胡家庙 二环边 新兴骏景园 南北通透三室 诚心出售', '新兴骏景园  ', '低楼层(共12层)板塔结合  -  城东', '142万', '单价13575元/平米')
('https://image1.ljcdn.com/610100-inspection/578c7a9f-c2f7-4142-9f0d-5c564cc0a907.jpg.296x216.jpg', '胡家庙地铁口  恒基碧翠锦华 满五满二 采光充足', '恒基碧翠锦华  ', '中楼层(共26层)板塔结合  -  城东', '158万', '单价17357元/平米')
('https://image1.ljcdn.com/610100-inspection/9566bc4d-b087-46cf-8cf7-9a25bc311d5e.jpg.296x216.jpg', '南北通透，主卧落地窗很大，地铁房', '彩云郡  ', '低楼层(共28层)板塔结合  -  城北', '150万', '单价16702元/平米')
('https://image1.ljcdn.com/610100-inspection/226a4655-983b-47e7-8657-947ea2bf4b5a.jpg.296x216.jpg', '满五满二，近地铁，精装修，业主诚意出售', '西北电力设计小区  ', '中楼层(共18层)塔楼  -  城东', '185万', '单价12654元/平米')
('https://image1.ljcdn.com/610100-inspection/3ca89984-8fa9-4106-a579-ce25928db7d0.jpg.296x216.jpg', '东二环  石家街地铁站，万华园琳苑小区', '万华园琳苑小区  ', '中楼层(共18层)板塔结合  -  城北', '127万', '单价13487元/平米')
('https://image1.ljcdn.com/610100-inspection/51f0856f-4592-4c14-beaa-7fda4b3664b4.jpg.296x216.jpg', '交通便利 配套齐全 诚心出售 户型很好', '皇城壹號  ', '中楼层(共11层)塔楼  -  城内', '52万', '单价13148元/平米')
('https://image1.ljcdn.com/610100-inspection/c4d3d5b0-abbf-464d-b71f-55cbc7e69632.jpg.296x216.jpg', '城北 彩云郡 精装3室户型 南北通透 近地铁站 诚心出售', '彩云郡  ', '高楼层(共28层)板塔结合  -  城北', '160万', '单价13179元/平米')
('https://image1.ljcdn.com/610100-inspection/f026811b-dc31-4fc8-b213-6a0316a3eb9b.jpg.296x216.jpg', '紫薇家天下 简装一居室 诚心出售', '家天下  ', '高楼层(共24层)塔楼  -  浐灞', '75万', '单价14782元/平米')
('https://image1.ljcdn.com/610100-inspection/39589751-cb41-4604-9a89-3e34c526c4fe.JPG.296x216.jpg', '幸福林带，双地铁口，经典两居室', '华清学府城  ', '低楼层(共18层)板塔结合  -  浐灞', '138万', '单价16288元/平米')
('https://image1.ljcdn.com/610100-inspection/de2a800d-c095-4c2a-ab34-a74f2fe9deb3.jpg.296x216.jpg', '城北 彩云郡 简装两室 南北户型 近地铁站 诚心出售。', '彩云郡  ', '高楼层(共28层)板塔结合  -  城北', '120万', '单价13367元/平米')
('https://image1.ljcdn.com/610100-inspection/test-7c05f7ee-a910-471f-8c45-075c0ab7ea6c.png.296x216.jpg', '城东 胡家庙地铁口金泰社区104平米两室南北通透', '金泰社区  ', '中楼层(共7层)板塔结合  -  城东', '120万', '单价11385元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a170ea58-93cf-4ecd-a27c-a29aa1d07a1b.png.296x216.jpg', '闹中取静，适合各个年龄阶段入住。格局方正，采光不错', '福景家园  ', '中楼层(共7层)板塔结合  -  城北', '110万', '单价12047元/平米')
('https://image1.ljcdn.com/610100-inspection/53d0a03d-dfba-4346-9800-5e6e147d28c7.jpg.296x216.jpg', '近地铁 小两居 公摊小 价位低', '八府庄小区  ', '中楼层(共7层)塔楼  -  城北', '62万', '单价9999元/平米')
('https://image1.ljcdn.com/610100-inspection/test-6f34f84f-106b-4a2a-af0c-a587df215859.png.296x216.jpg', '韩森寨新东尚两室简装，采光通风好，商圈发达。', '新东尚  ', '高楼层(共33层)塔楼  -  浐灞', '132万', '单价14330元/平米')
('https://image1.ljcdn.com/610100-inspection/84735f34-812e-4c92-ae16-4adb3d964e66.jpg.296x216.jpg', '胡家庙 万和城 新兴骏景园 精装纯南两居室', '新兴骏景园  ', '高楼层(共12层)板塔结合  -  城东', '130万', '单价15656元/平米')
('https://image1.ljcdn.com/610100-inspection/test-f54e72c4-fc3a-4346-9b90-a19742aa7252.png.296x216.jpg', '满五满二，南北通透，交通便利，近地铁站，诚心出售', '彩云郡  ', '中楼层(共28层)板塔结合  -  城北', '126万', '单价13985元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload995d6d20-accf-49b8-b3c1-29e818cdd814.jpg.296x216.jpg', '交通便利 采光充足 南北朝向 还带车位', '铂廷  ', '中楼层(共27层)板塔结合  -  城北', '200万', '单价15206元/平米')
('https://image1.ljcdn.com/610100-inspection/test-eb614abd-61e2-49eb-8e30-ff4412ce08be.png.296x216.jpg', '二环石家街地铁口彩云郡大明宫遗址公园南北通透二室', '彩云郡  ', '高楼层(共6层)板楼  -  城北', '125万', '单价13639元/平米')
('https://image1.ljcdn.com/610100-inspection/3c244477-81e1-4eec-98b1-0043e21d0b83.jpg.296x216.jpg', '就掌灯 五室两厅三卫，满五满二，业主诚心出售。', '就掌灯  ', '高楼层(共7层)板楼  -  城东', '555万', '单价21432元/平米')
('https://image1.ljcdn.com/610100-inspection/test-752d339e-4b7e-4da7-9f35-5f338eb73b37.png.296x216.jpg', '胡家庙地铁 新兴骏景园二期 满五满二精装 产权清晰', '新兴骏景园2期  ', '低楼层(共11层)板塔结合  -  城东', '120万', '单价15973元/平米')
('https://image1.ljcdn.com/610100-inspection/114faabe-a222-4d02-99e9-70b8ced34594.jpg.296x216.jpg', '华清学府城，南北通透大三室，满五满二。', '华清学府城  ', '低楼层(共32层)板塔结合  -  浐灞', '205万', '单价15984元/平米')
('https://image1.ljcdn.com/610100-inspection/test-47e6e88a-436b-46da-8cfe-eed50bc27bc2.png.296x216.jpg', '城北 石家街地铁站 万华园琳苑', '万华园琳苑小区  ', '低楼层(共18层)塔楼  -  城北', '140万', '单价14742元/平米')
('https://image1.ljcdn.com/610100-inspection/ebd9010d-253a-4be4-bb38-32fea3f54aa4.jpg.296x216.jpg', '精装修小三室+紫昕花庭+业主诚意出售+有产权车位。', '紫昕花庭  ', '高楼层(共18层)暂无数据  -  城东', '157万', '单价13971元/平米')
('https://image1.ljcdn.com/610100-inspection/bfb38a79-c38c-4b63-8eef-f52a088eccaa.jpg.296x216.jpg', '户型方正，南北通透，小区较 新', '龙记帝景湾  ', '中楼层(共32层)板塔结合  -  城北', '186万', '单价15250元/平米')
('https://image1.ljcdn.com/610100-inspection/61436be2-9872-4a89-80cd-6feb31956fe8.jpg.296x216.jpg', '交通便利、闹中取静好房！满五满二、要求全款，小三室', '公园南路115街坊  ', '中楼层(共6层)暂无数据  -  城东', '70万', '单价9669元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e42cf58a-94d1-4543-9ed0-98935955fd29.png.296x216.jpg', '南北通透精装房，户型方正，靠谱诚心满五满二交通便利', '铂廷  ', '高楼层(共27层)板塔结合  -  城北', '160万', '单价15964元/平米')
('https://image1.ljcdn.com/610100-inspection/4cc15d73-c869-437b-85ef-75c4da34c8e5.jpg.296x216.jpg', '幸福林带 双地铁 华清学府城精装三室', '华清学府城  ', '高楼层(共18层)板塔结合  -  浐灞', '210万', '单价16405元/平米')
('https://image1.ljcdn.com/610100-inspection/test-6b9049d7-830c-4a4c-862e-2ea3c165b0e4.png.296x216.jpg', '胡家庙地铁站百禾家园三居室业主急售随时签约', '百禾家园  ', '高楼层(共6层)板楼  -  城东', '110万', '单价9218元/平米')
('https://image1.ljcdn.com/610100-inspection/00476b62-d23d-488b-a40f-11f555d5ebe1.jpg.296x216.jpg', '小区门口，出行方便，视野开阔，业主诚心', '华清学府城  ', '高楼层(共18层)板塔结合  -  浐灞', '120万', '单价14168元/平米')
('https://image1.ljcdn.com/610100-inspection/test-79eeadb3-d5ef-4143-9c50-106a73ffa462.png.296x216.jpg', '家天下 长乐坡地铁口 精装一居室 诚心出售', '家天下  ', '中楼层(共24层)塔楼  -  浐灞', '68万', '单价13503元/平米')
('https://image1.ljcdn.com/610100-inspection/801739f8-9445-4b5d-84cd-b1c27890b19d.jpg.296x216.jpg', '城东/新城区/咸宁东路/东城桃园小区', '东城桃园  ', '高楼层(共24层)塔楼  -  浐灞', '145万', '单价12108元/平米')
