('https://image1.ljcdn.com/420100-inspection/test-7e48e9e3-c75b-4e4e-96ea-b844ca1efa4b.png.296x216.jpg', '融侨锦城 高楼层两房 视野开阔无遮挡 老证', '融侨锦城  | 2室2厅 | 92.23平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2007年建塔楼  -  古田', '192万', '单价20818元/平米')
('https://image1.ljcdn.com/420100-inspection/559e4114-b3d0-4055-821b-0f22d617d21a.jpg.296x216.jpg', '紫润明园南区 老证 可随意装修 随时看房业主诚心出售', '紫润明园南区  | 3室2厅 | 87.68平米 | 南 | 其他', '中楼层(共11层)2011年建板塔结合  -  长丰常码头', '120万', '单价13687元/平米')
('https://image1.ljcdn.com/420100-inspection/b85510e7-7d2a-49c8-bb9e-bbc5e6c993db.jpg.296x216.jpg', '古南社区  新上两房  中间楼层  老证', '古南社区  | 2室1厅 | 64.42平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1994年建塔楼  -  古田', '103万', '单价15989元/平米')
('https://image1.ljcdn.com/420100-inspection/4d59810f-3069-4ada-8362-fe63d3ea7d5e.jpg.296x216.jpg', '轻轨旁，步梯房，简装老房子，有钥匙看房方便', '桥梁小区  | 2室1厅 | 61.58平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共5层)暂无数据  -  宗关', '108万', '单价17539元/平米')
('https://image1.ljcdn.com/420100-inspection/7c8db9b9-9e13-4780-af29-a64ebc8279e4.jpg.296x216.jpg', '广电江湾精装四房，老证少税，楼层好，随时看房', '广电江湾新城  | 4室2厅 | 123.47平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2011年建板楼  -  古田', '260万', '单价21058元/平米')
('https://image1.ljcdn.com/420100-inspection/a1fcaa72-29cb-462c-93a0-f6cd35407b49.jpg.296x216.jpg', '轻轨一号线东方花城 南北通透两房 老证 诚售', '东方花城  | 2室2厅 | 85.77平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  古田', '152万', '单价17722元/平米')
('https://image1.ljcdn.com/420100-inspection/c0de4adf-5698-440e-9e43-2a622b627976.jpg.296x216.jpg', '正规两室一厅朝南采光好空间利用大', '仁厚社区  | 2室1厅 | 83.15平米 | 南 | 精装', '中楼层(共18层)1996年建板楼  -  汉正街', '160万', '单价19243元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadc21046d5-b9de-48fb-b1f7-00ed6cfa1373.jpg.296x216.jpg', '同馨花园二期 满五唯一 后期税费低', '同馨花园二期  | 2室1厅 | 69.72平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2000年建塔楼  -  宝丰崇仁', '208万', '单价29834元/平米')
('https://image1.ljcdn.com/420100-inspection/d710614c-f5d3-4add-93e5-adee07e4c944.jpg.296x216.jpg', '天顺园六村经典户型，采光好无遮挡 老证精装', '天顺园六村  | 3室2厅 | 136.55平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  长丰常码头', '195万', '单价14281元/平米')
('https://image1.ljcdn.com/420100-inspection/fe48b47e-762e-4829-8681-5b06fd957949.jpg.296x216.jpg', '硚口路金玉华庭精装三房 两房朝南 高楼层采光 老证', '金玉华庭  | 3室2厅 | 136.13平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2005年建板楼  -  宝丰崇仁', '315万', '单价23140元/平米')
('https://image1.ljcdn.com/420100-inspection/c684dff5-66aa-44e2-8a21-ab22c8fc9915.jpg.296x216.jpg', '时代天骄 老证 超大阳台 公摊小 户型方正 业主诚心卖', '时代天骄  | 4室2厅 | 181.73平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2008年建塔楼  -  宝丰崇仁', '430万', '单价23662元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cc8fdf60-725d-4d32-8aae-42c56ad6a1d4.png.296x216.jpg', '金海名都，小户型，精装修，高层采光好，一医院旁边', '金海名都  | 1室0厅 | 46.24平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2013年建塔楼  -  集贤', '105万', '单价22708元/平米')
('https://image1.ljcdn.com/420100-inspection/39b94fca-ba77-4d65-b49b-740914269573.jpg.296x216.jpg', '东方花城 南北通透毛坯三房  老证', '东方花城  | 3室2厅 | 130.65平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  古田', '215万', '单价16457元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload4ca1df13-8418-433f-b379-6dc7e43bcfe0.jpg.296x216.jpg', '复式楼带露台 老证唯一 南北通透 位置安静 可拎包即住', '润和花园  | 2室2厅 | 72.58平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  宗关', '126万', '单价17361元/平米')
('https://image1.ljcdn.com/420100-inspection/7707b76d-81bf-47f6-905b-5f8186813f7e.jpg.296x216.jpg', '东方花城 4室2厅 175万', '东方花城  | 4室2厅 | 82.05平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  古田', '175万', '单价21329元/平米')
('https://image1.ljcdn.com/420100-inspection/aaf67ae0-0feb-46ac-b2b4-8713df249cab.jpg.296x216.jpg', '东辉花园精装三房 老证 朝南大阳台 有专门停车地方', '东辉花园  | 3室2厅 | 130.03平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2004年建板楼  -  宝丰崇仁', '285万', '单价21919元/平米')
('https://image1.ljcdn.com/420100-inspection/b7211ddf-b135-43fb-a42c-084a5c068b54.jpg.296x216.jpg', '百姓之春经典两房，南北通透高楼层视野开阔，老证税少', '百姓之春  | 2室2厅 | 94.87平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  古田', '135万', '单价14230元/平米')
('https://image1.ljcdn.com/420100-inspection/test-672f94e1-43cc-4759-b479-95048d130122.png.296x216.jpg', '航空路新世界汇豪邸中间楼层朝南采光好无贷款交通便利', '新世界汇豪邸  | 2室2厅 | 120平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2006年建塔楼  -  集贤', '355万', '单价29584元/平米')
('https://image1.ljcdn.com/420100-inspection/07f922bf-d849-449d-a26e-573c372edfb9.jpg.296x216.jpg', '东方花城 精装修 两居室 南北通透', '东方花城  | 2室2厅 | 84.01平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  古田', '151万', '单价17975元/平米')
