('https://image1.ljcdn.com/510100-inspection/test-78d5279a-8259-4abf-afb1-b4ae5e9f0b1e.png.296x216.jpg', '内金沙 标准套一  有装修 户型方正', '仁和金沙  | 1室1厅 | 45.88平米 | 西南 | 精装 | 有电梯', '低楼层(共27层)2009年建板塔结合  -  金沙', '110万', '单价23976元/平米')
('https://image1.ljcdn.com/510100-inspection/test-63ad63e1-f0ae-4ccc-ad03-c94bf0a41a78.png.296x216.jpg', '金地嘉年华中庭套三双卫 满两年 有装修 带阳台 地铁口', '金地嘉年华城A区  | 3室2厅 | 104.05平米 | 西南 | 其他 | 有电梯', '高楼层(共25层)2010年建塔楼  -  金沙', '198万', '单价19030元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d06cbac1-5670-4470-934d-43a229c236c4.png.296x216.jpg', '光华逸家  小套三  装修  东北向', '光华逸家  | 3室2厅 | 74平米 | 东北 | 其他 | 有电梯', '中楼层(共22层)2014年建板楼  -  外光华', '156万', '单价21082元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72133274-a60d-41c2-8bbd-07e01756e257.png.296x216.jpg', '金沙西园四期                  标准套二', '金沙西园四期  | 2室2厅 | 88.04平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  金沙', '220万', '单价24989元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ee752daa-8352-42bb-8b33-3819b42c6377.png.296x216.jpg', '清溪雅筑 标准套二 有装修 采光好 户型方正', '清溪雅筑  | 2室2厅 | 72.82平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  万家湾', '108万', '单价14832元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1f6f55fd-f04e-46e2-b108-941fa673e23a.png.296x216.jpg', '碧水湾套三双卫，朝南户型，欢迎看房！', '齐力碧水湾  | 3室2厅 | 130.93平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2007年建板楼  -  光华泡小', '296万', '单价22608元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a997eebc-9e10-46f5-895e-0477068f5f0d.png.296x216.jpg', '中大六期，套二朝南，自住装修，保养好', '中大君悦金沙六期  | 2室2厅 | 83.66平米 | 西南 | 其他 | 有电梯', '中楼层(共24层)2012年建塔楼  -  金沙', '202万', '单价24146元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1a35dfa7-6514-4f38-965c-cf546bd15414.png.296x216.jpg', '印象金沙套二+客厅带阳台+有装修+不临街', '印象金沙  | 2室2厅 | 89.35平米 | 东南 | 其他 | 有电梯', '低楼层(共11层)2007年建板塔结合  -  金沙', '170万', '单价19027元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aeee99fa-aa3f-416e-9e4c-e9860cac8731.png.296x216.jpg', '百花西路23号，标准套一，诚心出售', '百花西路23号  | 1室1厅 | 41.81平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  浣花溪', '108万', '单价25832元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0465e39b-0c86-4f47-83ed-99081b764d29.png.296x216.jpg', '小区中庭位置、前后不临街、带花园、三房两厅有阳台', '世纪金沙  | 3室2厅 | 118平米 | 东北 | 简装 | 有电梯', '低楼层(共24层)2009年建塔楼  -  金沙', '270万', '单价22882元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1c1c08e5-ee3f-4a3d-8fb7-48df01ec1b7b.png.296x216.jpg', '易诚国际 装修的套二 带阳台 不临街', '金阳易诚国际  | 2室2厅 | 70.1平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2010年建板楼  -  外光华', '125万', '单价17832元/平米')
