('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadbcc0f734-b015-42f4-b695-77fb538ce695.jpg.296x216.jpg', '大三房 免双税，业主自住精装，看房方便！诚心出售', '通惠丽港  | 3室2厅 | 131.82平米 | 南 | 精装 | 无电梯', '低楼层(共10层)板楼  -  萧山新城区', '295万', '单价22380元/平米')
('https://image1.ljcdn.com/330100-inspection/1f95bca4-43cc-40c7-92a5-7fdba19e2261.jpg.296x216.jpg', '江南摩卡在售四居室，好楼层好位置', '江南摩卡  | 4室2厅 | 131.9平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  闻堰', '425万', '单价32222元/平米')
('https://image1.ljcdn.com/330100-inspection/6ee85803-8cf2-4580-b2b5-49b9c57c810f.jpg.296x216.jpg', '满五唯一 精装修 交通便利 环境优美 看房方便', '金帝金色钱塘  | 4室2厅 | 130.85平米 | 南 北 | 精装 | 有电梯', '低楼层(共31层)2010年建板楼  -  萧山新城区', '435万', '单价33245元/平米')
('https://image1.ljcdn.com/330100-inspection/test-1cf07b59-e66e-4265-a629-c24536504d42.png.296x216.jpg', '萧山宝龙城市广场，简约风格精装，拎包入住公寓', '萧山宝龙城市广场  | 1室1厅 | 40.32平米 | 东 | 精装 | 有电梯', '中楼层(共27层)2016年建板楼  -  萧山新城区', '89万', '单价22074元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload7035977f-921c-4838-91c3-23b3df907086.jpg.296x216.jpg', '奥兰多小镇，小区门口就是地铁，刚需电梯房。', '奥兰多小镇  | 2室1厅 | 82.52平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)2007年建板楼  -  湘湖', '285万', '单价34538元/平米')
('https://image1.ljcdn.com/330100-inspection/d953e54a-b6c4-484f-8a99-d6aeaafddb43.jpg.296x216.jpg', '房东诚心出售 价格实惠 奥体板块', '林之语  | 3室2厅 | 139.27平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2012年建板楼  -  钱江世纪城', '338万', '单价24270元/平米')
('https://image1.ljcdn.com/330100-inspection/4b6d8573-c782-4013-b6f4-ebb674e9589a.jpg.296x216.jpg', '钱江世纪城 地铁口 毛坯 可随意装修 房东诚心出售！！', '佳境天城成合苑  | 8室3厅 | 282.22平米 | 南 | 毛坯 | 有电梯', '低楼层(共18层)2007年建板楼  -  钱江世纪城', '850万', '单价30119元/平米')
('https://image1.ljcdn.com/330100-inspection/0095a1fb-32ba-4e03-a2ab-8b5e1b3ce222.jpg.296x216.jpg', '南城景园 小区新，环境好！现房毛胚3室2厅2卫，配套好', '南城景园  | 3室2厅 | 123.87平米 | 南 北 | 毛坯', '低楼层(共11层)2012年建板楼  -  南部卧城', '210万', '单价16954元/平米')
('https://image1.ljcdn.com/330100-inspection/6ccf9ab0-07b1-4755-9134-59c72c7ce404.jpg.296x216.jpg', '精装修带100平大花园，享受别墅般的感觉', '通和戈雅公寓  | 4室2厅 | 191平米 | 南 北 | 精装 | 有电梯', '低楼层(共5层)2007年建板楼  -  闻堰', '540万', '单价28273元/平米')
('https://image1.ljcdn.com/330100-inspection/39797f89-1162-4749-9ebd-1a6de51f0469.jpg.296x216.jpg', '中栋国际住宅， 自住精装，楼层高，地段好', '中栋国际  | 2室1厅 | 88.36平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2016年建板楼  -  萧山新城区', '300万', '单价33953元/平米')
('https://image1.ljcdn.com/330100-inspection/ef15c9fd-75d0-4b81-99d7-dbd71964c588.jpg.296x216.jpg', '奥兰多小镇 3室2厅 507万', '奥兰多小镇  | 3室2厅 | 181.08平米 | 南 | 精装 | 无电梯', '低楼层(共7层)2007年建板楼  -  湘湖', '507万', '单价27999元/平米')
('https://image1.ljcdn.com/330100-inspection/4b2d0f69-172f-4ff4-a329-49f4b0d16754.jpg.296x216.jpg', '户型方正采光充足，满五。看房有钥匙   房东诚心出售', '育才西苑  | 3室2厅 | 95.92平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  萧山市区', '279万', '单价29087元/平米')
('https://image1.ljcdn.com/330100-inspection/test-028147c8-2f65-4464-9301-8e096fb65353.png.296x216.jpg', '保利霞飞郡 朝北户型公寓带大阳台 户型方正 采光好', '保利霞飞郡  | 1室1厅 | 40.73平米 | 北 | 精装 | 有电梯', '中楼层(共7层)2013年建板楼  -  萧山新城区', '105万', '单价25780元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload788d7f13-f801-4c52-aadc-8c0a2574dbac.jpg.296x216.jpg', '纯毛坯，可按自己风格自由发挥，房东诚心出售', '三江花园  | 3室2厅 | 140平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2007年建板楼  -  闻堰', '350万', '单价25000元/平米')
('https://image1.ljcdn.com/330100-inspection/4a327d3d-94cb-43a5-9576-ba261c2d425f.jpg.296x216.jpg', '三江花园 3室2厅 小区环境优美', '三江花园  | 3室2厅 | 129.64平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  闻堰', '330万', '单价25456元/平米')
('https://image1.ljcdn.com/330100-inspection/85103207-01e5-4048-b564-cf5983eeb9d2.jpg.296x216.jpg', '满两年 没有增值税 7楼露台卫生间露台不计产证面积', '北干二苑新安寓  | 3室2厅 | 84.84平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  萧山市区', '265万', '单价31236元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload25777161-ca9e-4fe5-9ed0-dfd2207bf686.jpg.296x216.jpg', '高品质小区，满五唯一，户型方正送阁楼一层，业主诚售', '绿都四季花城  | 5室3厅 | 121.81平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2002年建板楼  -  南部卧城', '415万', '单价34070元/平米')
('https://image1.ljcdn.com/330100-inspection/f8127c0f-6ab0-4455-980e-a274b580ac12.jpg.296x216.jpg', '四季华庭 次新小区 品质物业 南北通透 楼层好 毛坯房', '绿都四季华庭  | 3室2厅 | 88.86平米 | 南 北 | 毛坯', '低楼层(共30层)2015年建暂无数据  -  南部卧城', '300万', '单价33761元/平米')
('https://image1.ljcdn.com/330100-inspection/fb7895da-5964-4c7b-a295-7c5a7545d1c7.jpg.296x216.jpg', '顺发康庄 世纪城板块 品质小区 看房方便 诚心出售', '顺发康庄  | 3室1厅 | 77.96平米 | 南 | 毛坯 | 有电梯', '高楼层(共29层)2012年建板楼  -  钱江世纪城', '238万', '单价30529元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2ffa4272-7e05-4396-b3aa-6309d21ce7ad.jpg.296x216.jpg', '此房满五唯一没有综合税，新东苑位置好，西边套', '育才东苑  | 3室2厅 | 106.76平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  萧山市区', '298万', '单价27914元/平米')
('https://image1.ljcdn.com/330100-inspection/928c43e0-8997-47d1-a5d0-2a1dfc1011a4.jpg.296x216.jpg', '一线江景房，满五唯一 户型方正 南北双阳台', '众安景海湾  | 3室2厅 | 88.48平米 | 南 | 毛坯', '高楼层(共33层)2012年建暂无数据  -  萧山开发区', '243万', '单价27464元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploade382f237-f427-441f-a391-891bfadd91db.jpg.296x216.jpg', '高楼层      总价低     绿城品质', '绿城西子郁金香岸  | 2室2厅 | 106平米 | 南 | 简装 | 有电梯', '低楼层(共26层)2007年建板楼  -  闻堰', '315万', '单价29717元/平米')
('https://image1.ljcdn.com/330100-inspection/06c1be4e-c96c-4564-9a17-9f55c91e3bd8.jpg.296x216.jpg', '2号人民路满五唯一，看房方便，采光通风，户型方正', '东张家弄  | 4室1厅 | 85.68平米 | 南 北 | 简装', '低楼层(共3层)暂无数据  -  萧山市区', '190万', '单价22176元/平米')
('https://image1.ljcdn.com/330100-inspection/aa2f7eb0-a786-45b7-93ff-5e31c0c23562.jpg.296x216.jpg', '电梯房  高层 精装修 湘湖边上', '华瑞湘湖美地  | 2室2厅 | 103.81平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2013年建板塔结合  -  湘湖', '320万', '单价30826元/平米')
('https://image1.ljcdn.com/330100-inspection/9124d0ba-aa0b-4993-b5e7-beec32d8d3ea.jpg.296x216.jpg', '满五年唯一商品房，顶跃结构，上下两层双钥匙，可打通', '嘉利公寓  | 4室2厅 | 90.04平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  萧山新城区', '300万', '单价33319元/平米')
('https://image1.ljcdn.com/330100-inspection/bfc3be2f-ea91-4603-8a6e-bc96a2dc72dc.jpg.296x216.jpg', '满五唯一，家具家电全送，房东诚心出售！', '崇化住宅区  | 2室1厅 | 56平米 | 南 | 简装', '高楼层(共6层)板楼  -  萧山市区', '145万', '单价25893元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload787c4133-bd26-4f0e-a2b9-0bfe2ff15524.jpg.296x216.jpg', '金浦明苑，小区配套成熟，交通方便。', '金浦明苑东区  | 4室2厅 | 184.19平米 | 南 | 精装 | 有电梯', '高楼层(共21层)2008年建板楼  -  萧山新城区', '500万', '单价27146元/平米')
('https://image1.ljcdn.com/330100-inspection/76f04051-5052-4924-bfbb-f701314fbbc9.jpg.296x216.jpg', '一线江景房，西边套，全方位看江，尽享水博园湿地公园', '科尔世纪外滩  | 3室2厅 | 110.26平米 | 南 北 | 毛坯', '中楼层(共30层)2017年建板楼  -  萧山开发区', '290万', '单价26302元/平米')
('https://image1.ljcdn.com/330100-inspection/acba6be0-689f-4502-afcf-c5189748308f.jpg.296x216.jpg', '戈雅公寓3房南北通透房，自带大阳台', '通和戈雅公寓  | 3室2厅 | 137.64平米 | 南 北 | 简装 | 有电梯', '低楼层(共32层)2007年建板楼  -  闻堰', '352万', '单价25574元/平米')
('https://image1.ljcdn.com/330100-inspection/3da1406d-69a3-4a63-b69f-9a52a46691f2.jpg.296x216.jpg', '新惠名苑 精装两房朝南  自带储物室 敞亮大阳台', '新惠名苑  | 2室1厅 | 117.89平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  南部卧城', '330万', '单价27993元/平米')
('https://image1.ljcdn.com/330100-inspection/c4803999-5347-486a-a4a1-81994370af88.jpg.296x216.jpg', '房子满两年 户型方正 两房朝南厅朝南 满两年 诚心出售', '德圣博奥城  | 2室1厅 | 76.82平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2013年建板楼  -  萧山新城区', '345万', '单价44911元/平米')
('https://image1.ljcdn.com/330100-inspection/1482d0e9-4e59-49eb-adca-31a50f55d5e7.JPG.296x216.jpg', '奥体板块 精装平层酒店式公寓 钱塘江江畔 诚心出售', '众安嘉润公馆  | 1室1厅 | 63.58平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2014年建板楼  -  奥体', '195万', '单价30671元/平米')
('https://image1.ljcdn.com/330100-inspection/f45a65cc-9423-4191-9cf3-04a37637b9d1.jpg.296x216.jpg', '融创东南海  3居室  楼层好  赠送面积多  随时可看', '融创东南海  | 3室2厅 | 78.19平米 | 南 | 毛坯', '低楼层(共27层)2017年建板楼  -  萧山开发区', '225万', '单价28777元/平米')
('https://image1.ljcdn.com/330100-inspection/9d40d985-d0c1-4e48-8578-e46f00914fd4.jpg.296x216.jpg', '江南国际城，139方，边套户型，双阳台', '中国铁建江南国际城  | 4室2厅 | 138.86平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共34层)2017年建板楼  -  萧山新城区', '525万', '单价37808元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload6334454f-aee4-4bca-9814-cde4e9c2c6ad.jpg.296x216.jpg', '2号线振宁路旁 电梯房 138方舒适大三房 精装修', '恒泰御庭园  | 3室2厅 | 138.92平米 | 南 | 精装 | 无电梯', '中楼层(共12层)1999年建板楼  -  钱江世纪城', '420万', '单价30234元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadce3090a3-3a63-467e-b99d-129bce52eb4a.jpg.296x216.jpg', '房子已经满两年，西边套，格局方正，房屋利用率高', '广仁小区  | 3室2厅 | 125.11平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2001年建板楼  -  南部卧城', '340万', '单价27177元/平米')
('https://image1.ljcdn.com/330100-inspection/01d7a3be-09d1-4df7-a181-45db2329ab5e.jpg.296x216.jpg', '简装装修，四周配套成熟，采光好', '明江苑  | 3室2厅 | 118.32平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  萧山新城区', '285万', '单价24088元/平米')
('https://image1.ljcdn.com/330100-inspection/dc51b36d-63c3-4577-9373-8ac6aadaf05f.jpg.296x216.jpg', '湘湖边 大五居 有电梯 ，密度低  宜居宜养生', '湖畔宽邸  | 5室2厅 | 243.36平米 | 南 北 | 毛坯', '高楼层(共7层)2007年建板塔结合  -  湘湖', '600万', '单价24655元/平米')
('https://image1.ljcdn.com/330100-inspection/8fb8a42d-a9c5-4c78-b8a5-9dc5473289b8.jpg.296x216.jpg', '地铁七号线 融创东南海4房 毛胚 房东诚心 出售', '融创东南海  | 4室2厅 | 123平米 | 东南 | 毛坯', '低楼层(共27层)2017年建板楼  -  萧山开发区', '280万', '单价22765元/平米')
('https://image1.ljcdn.com/330100-inspection/95d484a9-841b-4584-8857-58dea70352bb.jpg.296x216.jpg', '满两年，地段好，不是危房，不是顶层', '高桥小区  | 2室1厅 | 57.48平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  萧山市区', '170万', '单价29576元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload11db47bf-3b44-4acf-8734-0f84a1f00464.jpg.296x216.jpg', '钱江世纪城满2年 西边套带车位  全明户型 西看亚运村', '顺发康庄  | 3室2厅 | 86.45平米 | 南 | 毛坯 | 有电梯', '低楼层(共29层)2012年建板楼  -  钱江世纪城', '315万', '单价36438元/平米')
