('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload6f89c2b2-b03b-4a69-ae36-2dbeb65c7590.jpg.296x216.jpg', '湖里祥店 幸福生活 温馨3房 拎包入住 业主诚意出售', '第二城幸福生活  | 3室2厅 | 106.54平米 | 西南 | 精装 | 有电梯', '中楼层(共15层)2006年建板楼  -  祥店', '510万', '单价47870元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload19843cb8-2e44-4cec-9dad-33cd525eea16.jpg.296x216.jpg', '五缘湾品质住宅 联发打造 三面采光大平层', '联发五缘湾一号  | 4室1厅 | 181.85平米 | 南 西 北 | 简装 | 有电梯', '中楼层(共16层)2007年建板楼  -  五缘湾', '1299万', '单价71433元/平米')
('https://image1.ljcdn.com/350200-inspection/531b013f-eafb-46ab-aff0-0d46d15c5464.jpg.296x216.jpg', '万达精品公寓 精装出售 看万达广场 视野开阔 无遮挡', '万达广场  | 1室0厅 | 42.23平米 | 北 | 简装 | 有电梯', '低楼层(共31层)2012年建塔楼  -  万达广场', '70万', '单价16576元/平米')
('https://image1.ljcdn.com/350200-inspection/31cdc313-0e82-4be0-93c9-955a59e897ae.jpg.296x216.jpg', '祥店新村(11-40) 2室2厅 450万', '祥店新村(11-40)  | 2室2厅 | 86.85平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2006年建塔楼  -  祥店', '450万', '单价51814元/平米')
('https://image1.ljcdn.com/350200-inspection/3a4508f2-ee65-41ae-b0a2-44cfca7f685f.jpg.296x216.jpg', '永升新城 02年 电梯大三房 明厨明卫 清爽装修 满五年', '永升新城  | 3室2厅 | 113.32平米 | 东南 西北 | 精装 | 有电梯', '中楼层(共11层)2002年建板塔结合  -  湖里大道', '480万', '单价42358元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload44796cec-54db-4033-bb91-d359e2ee35b4.jpg.296x216.jpg', '半山豪园 满五唯一 下叠别墅 交通便利 安静舒适采光好', '半山豪园  | 5室2厅 | 195.07平米 | 南 北 | 简装 | 无电梯', '低楼层(共4层)2003年建板楼  -  南山路', '860万', '单价44087元/平米')
('https://image1.ljcdn.com/350200-inspection/aa53884e-4bba-48aa-ad1c-d8bad70c3ae9.jpg.296x216.jpg', '五缘湾 大唐五缘YOHO 3.6米挑高单身公寓', '大唐五缘yoho  | 1室1厅 | 30平米 | 西 | 精装 | 有电梯', '高楼层(共24层)2015年建暂无数据  -  五缘湾', '86万', '单价28667元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadc8a58c83-630d-42d9-80cf-3011e9ff49b4.jpg.296x216.jpg', '建发中央湾区soho 2室1厅 210万', '建发中央湾区soho  | 2室1厅 | 53.58平米 | 西 | 其他 | 有电梯', '中楼层(共20层)2015年建塔楼  -  五缘湾', '210万', '单价39194元/平米')
('https://image1.ljcdn.com/350200-inspection/73b16a18-f35a-4862-9df8-aa3a95d9d8e7.jpg.296x216.jpg', '海山路 公安局宿舍  狐尾山公园', '海山路  | 3室2厅 | 92.27平米 | 南 北 | 简装', '中楼层(共7层)板楼  -  东渡', '325万', '单价35223元/平米')
('https://image1.ljcdn.com/350200-inspection/a9fe4e75-a0c7-4469-83e7-ed95916b32c2.jpg.296x216.jpg', '悦华园，住总物业，09年精装电梯房，满五年，看房方便', '悦华园  | 4室4厅 | 112.56平米 | 南 北 | 精装', '中楼层(共5层)板楼  -  保税区', '600万', '单价53305元/平米')
('https://image1.ljcdn.com/350200-inspection/986b0a70-3806-4d1a-8cff-de18d9d0d6de.jpg.296x216.jpg', '五缘湾国贸天琴湾一期中层精装3加2房 看海湾双景', '国贸天琴湾一期  | 3室2厅 | 162.66平米 | 南 北 | 其他 | 有电梯', '中楼层(共34层)2013年建板楼  -  五缘湾', '1560万', '单价95906元/平米')
('https://image1.ljcdn.com/350200-inspection/a3298aa8-b807-48ec-b0b6-351343991677.jpg.296x216.jpg', '满五唯一  清新小三房  仙洞山庄', '仙洞山庄  | 3室2厅 | 86.11平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  南山路', '309万', '单价35885元/平米')
('https://image1.ljcdn.com/350200-inspection/67af612f-2865-49e0-aa13-b715c96410fc.jpg.296x216.jpg', '翔鹭花城 三房两厅 业主诚意出售 电梯房 采光好', '翔鹭花城一，二期  | 3室2厅 | 118.45平米 | 南 | 简装 | 有电梯', '中楼层(共10层)2004年建塔楼  -  殿前', '430万', '单价36303元/平米')
('https://image1.ljcdn.com/350200-inspection/bcff9d30-91cf-4575-82c8-719a2e44375c.jpg.296x216.jpg', '地铁一号线，户型方正两房居家，钢混结构，有燃气管道', '大唐世家二期  | 2室1厅 | 57.98平米 | 北 | 简装 | 有电梯', '低楼层(共9层)2002年建板楼  -  大唐世家', '220万', '单价37945元/平米')
('https://image1.ljcdn.com/350200-inspection/7f5c233d-88a0-44de-8ac5-8c474d019898.jpg.296x216.jpg', '万达生活圈 全明格局 户型方正 正规三房', '特房山水新座  | 3室2厅 | 110平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  万达广场', '680万', '单价61819元/平米')
('https://image1.ljcdn.com/350200-inspection/0b4171fe-43bf-409e-a425-9bda6cbe69c1.jpg.296x216.jpg', 'soho  调高5米  带装修', '万华中心  | 2室1厅 | 47.69平米 | 南 | 毛坯 | 有电梯', '高楼层(共13层)板楼  -  五缘湾', '200万', '单价41938元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload44b3cae3-e7d1-4c12-a6b6-bb20bafe7a75.jpg.296x216.jpg', '江头东方巴黎广场，封闭式管理，精装两房，可拎包入住', '东方巴黎广场  | 2室1厅 | 88平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2004年建板楼  -  江头', '480万', '单价54546元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload11c211d2-4ed5-493c-a2c8-f4e791da991b.jpg.296x216.jpg', '1号线地铁口正规两房，低总价，明厨明卫，看房有钥匙', '樱花山庄  | 2室1厅 | 58.46平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  大唐世家', '230万', '单价39344元/平米')
