('https://image1.ljcdn.com/440300-inspection/test-f088132f-8e86-4064-8c29-f2b6b6e653ea.png.296x216.jpg', '倚山花园三期 3室1厅 460万', '倚山花园三期  | 3室1厅 | 89.06平米 | 东北 | 其他 | 有电梯', '低楼层(共42层)2015年建板塔结合  -  沙头角', '460万', '单价51651元/平米')
('https://image1.ljcdn.com/440300-inspection/06593cae-2150-4c61-a560-8b5709a846ae.jpg.296x216.jpg', '倚山三期 花园社区 看园林安静 实用三房 小区配套好', '倚山花园三期  | 3室2厅 | 78.03平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2015年建板塔结合  -  沙头角', '430万', '单价55108元/平米')
('https://image1.ljcdn.com/440300-inspection/5c1846d5-5575-4d4f-8bd2-5e43f3736042.jpg.296x216.jpg', '君临海域 大平层 赠送面积大 前后阳台南北通透', '君临海域  | 3室1厅 | 212.02平米 | 东南 西北 | 毛坯 | 有电梯', '低楼层(共45层)2015年建塔楼  -  沙头角', '920万', '单价43393元/平米')
('https://image1.ljcdn.com/440300-inspection/f87f1e4c-29fb-40d7-8e0f-9e90aa60cc5a.jpg.296x216.jpg', '万科东海岸精选别墅 满五唯一 红本在手 业主诚心卖', '万科东海岸   | 叠拼别墅 | 4室2厅 | 191.44平米 | 南 | 其他 | 无电梯', '上叠(共2层)2005年建暂无数据  -  梅沙', '1300万', '单价67907元/平米')
('https://image1.ljcdn.com/440300-inspection/f58534dd-0458-46ed-a86a-8697d57a5308.jpg.296x216.jpg', '复式5房 赠送率高套内使用率95平 高层三面采光通风好', '和亨中心广场  | 5室2厅 | 97.85平米 | 东北 | 其他 | 有电梯', '高楼层(共27层)2007年建板塔结合  -  盐田港', '335万', '单价34237元/平米')
('https://image1.ljcdn.com/440300-inspection/768e9bb3-d9a6-40d9-9bd2-f3c790d0b781.jpg.296x216.jpg', '倚山花园三期 3室1厅 399.5万', '倚山花园三期  | 3室1厅 | 88.84平米 | 西北 | 其他 | 有电梯', '低楼层(共42层)2015年建板塔结合  -  沙头角', '399.5万', '单价44969元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c1a6888b-54bc-4271-9c63-31855620c451.png.296x216.jpg', '海山道1号 4室2厅 810万', '海山道1号  | 4室2厅 | 149.64平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2011年建塔楼  -  沙头角', '810万', '单价54130元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b72471d3-b6e6-4ff9-9016-85e182084463.png.296x216.jpg', '中海半山溪谷精装两房 户型方正实用 业主诚卖', '中海半山溪谷花园  | 2室1厅 | 75.75平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2008年建板塔结合  -  盐田港', '310万', '单价40925元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload44296165-ee15-4c4d-a817-caedabd0c721.jpg.296x216.jpg', '海滨假日 全新精装2房 朝南 满5红本 换房急售', '海滨假日  | 2室2厅 | 32.75平米 | 西 | 精装 | 有电梯', '中楼层(共19层)2008年建板塔结合  -  盐田港', '200万', '单价61069元/平米')
('https://image1.ljcdn.com/440300-inspection/50da24b3-c283-4d53-8c84-36e46cf41152.jpg.296x216.jpg', '花样年花港家园 2室1厅 215万', '花样年花港家园  | 2室1厅 | 59.22平米 | 东北 | 其他 | 有电梯', '中楼层(共33层)2008年建塔楼  -  盐田港', '215万', '单价36306元/平米')
('https://image1.ljcdn.com/440300-inspection/test-56197a53-ea95-416d-8035-6076f70dc6eb.png.296x216.jpg', '沙头角壹海城旁 正规精装2房 只要220万', '华逸园  | 2室1厅 | 51.79平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2003年建板塔结合  -  沙头角', '220万', '单价42480元/平米')
('https://image1.ljcdn.com/440300-inspection/6ad8c996-bdf4-4a0a-8fa6-0fe7a1b78936.JPG.296x216.jpg', '不受新政影响 海川阁 满五年税费少  海滨栈道旁', '海川阁  | 1室1厅 | 47.11平米 | 东南 | 其他 | 有电梯', '低楼层(共25层)2011年建塔楼  -  盐田港', '168万', '单价35662元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7a1b7fc6-40d8-4810-b552-89ce3c569004.png.296x216.jpg', '福苑 1室1厅 158万', '福苑  | 1室1厅 | 36.74平米 | 西北 | 其他 | 有电梯', '高楼层(共19层)2001年建板塔结合  -  沙头角', '158万', '单价43005元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c2d7cf8c-3b5f-4e72-9359-f63d8172646a.png.296x216.jpg', '东海丽景花园 1室0厅 115万', '东海丽景花园  | 1室0厅 | 28.9平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2006年建板塔结合  -  盐田港', '115万', '单价39793元/平米')
