('https://image1.ljcdn.com/440300-inspection/test-83c9d511-ca0d-45a9-b458-d9fcc5f21a54.png.296x216.jpg', 'KPR佳兆业广场 1室2厅 168万', 'KPR佳兆业广场  | 1室2厅 | 57.27平米 | 东南 | 其他', '中楼层(共18层)2013年建板楼  -  大鹏半岛', '168万', '单价29335元/平米')
('https://image1.ljcdn.com/440300-inspection/test-23f359ef-9473-4d75-b44d-96dc615f0512.png.296x216.jpg', '万科十七英里 3室2厅 600万', '万科十七英里  | 3室2厅 | 93.94平米 | 东南 | 其他', '中楼层(共18层)2006年建暂无数据  -  大鹏半岛', '600万', '单价63871元/平米')
('https://image1.ljcdn.com/440300-inspection/test-979c42d0-a806-4ffd-ae8c-e5e0687611aa.png.296x216.jpg', '精装两房，卧室客厅兼备阳台，小区环境优美', 'KPR佳兆业广场  | 2室1厅 | 75.77平米 | 北 | 其他', '高楼层(共18层)2013年建板楼  -  大鹏半岛', '210万', '单价27716元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1894f0ca-cbed-4206-ab9b-afa79179072e.png.296x216.jpg', '大鹏KPR佳兆业广场公寓两房低楼层光线充足', 'KPR佳兆业广场  | 2室2厅 | 75.77平米 | 西北 | 其他', '低楼层(共18层)2013年建板楼  -  大鹏半岛', '230万', '单价30356元/平米')
('', '金众云山栖 5室2厅 1500万', '金众云山栖  | 5室2厅 | 212.04平米 | 东南 | 其他', '1层2016年建暂无数据  -  大鹏半岛', '1500万', '单价70742元/平米')
('', '精装一房一厅，360度看一线海景，环境好，高品质楼盘', '金海滩  | 1室1厅 | 54.44平米 | 东南 | 精装', '中楼层(共4层)2003年建暂无数据  -  大鹏半岛', '250万', '单价45923元/平米')
('', '金众云山栖 联排大四房 带小院', '金众云山栖  | 4室2厅 | 189.12平米 | 南 | 其他', '1层2016年建暂无数据  -  大鹏半岛', '1280万', '单价67682元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a8ff5931-052e-41c9-9e6f-ee4f04341620.png.296x216.jpg', 'PURE33璞岸 1室1厅 208万', 'PURE33璞岸  | 1室1厅 | 64.35平米 | 西南 | 其他 | 有电梯', '低楼层(共16层)2015年建板塔结合  -  大鹏半岛', '208万', '单价32324元/平米')
('', '德华花园 3室2厅 208万', '德华花园  | 3室2厅 | 79.93平米 | 东 | 其他', '中楼层(共5层)1995年建暂无数据  -  大鹏半岛', '208万', '单价26023元/平米')
('https://image1.ljcdn.com/440300-inspection/test-89537fe4-ba35-4acd-9554-e7b20511156e.png.296x216.jpg', '海语山林 2室1厅 212万', '海语山林  | 2室1厅 | 70.95平米 | 南 | 其他', '中楼层(共16层)2009年建板塔结合  -  大鹏半岛', '212万', '单价29881元/平米')
('', 'KPR佳兆业广场 2室2厅 155万', 'KPR佳兆业广场  | 2室2厅 | 47.15平米 | 东南 | 其他', '低楼层(共17层)2013年建塔楼  -  大鹏半岛', '155万', '单价32874元/平米')
('', '葵涌海边 独栋3层别墅 只要788万元', '东丽观海山庄   | 联排别墅 | 4室2厅 | 302.4平米 | 南 | 其他', '3层1999年建暂无数据  -  大鹏半岛', '788万', '单价26059元/平米')
('https://image1.ljcdn.com/440300-inspection/9a3120fc-49cd-483f-b504-5e543347aacd.jpg.296x216.jpg', 'KPR佳兆业广场 2室2厅 310万', 'KPR佳兆业广场  | 2室2厅 | 81.11平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2013年建塔楼  -  大鹏半岛', '310万', '单价38220元/平米')
('', 'KPR佳兆业广场 1室0厅 140万', 'KPR佳兆业广场  | 1室0厅 | 44.92平米 | 南 | 其他', '高楼层(共18层)2013年建板楼  -  大鹏半岛', '140万', '单价31167元/平米')
('', 'KPR佳兆业广场 1室1厅 148万', 'KPR佳兆业广场  | 1室1厅 | 50.1平米 | 东南 | 其他', '低楼层(共17层)2013年建塔楼  -  大鹏半岛', '148万', '单价29541元/平米')
('', 'KPR佳兆业广场 1室1厅 125万', 'KPR佳兆业广场  | 1室1厅 | 44.71平米 | 东南 | 其他', '高楼层(共18层)2013年建板楼  -  大鹏半岛', '125万', '单价27958元/平米')
('', '亚迪村 3室2厅 330万', '亚迪村  | 3室2厅 | 128.79平米 | 南 | 其他', '低楼层(共9层)暂无数据  -  大鹏半岛', '330万', '单价25624元/平米')
('https://image1.ljcdn.com/440300-inspection/8d7cb4d1-6e3a-43ff-9314-b6fceaf0f90a.jpg.296x216.jpg', '看山景海景精装一房一厅，高楼层光线好带入户天然气', '承翰半山海  | 1室1厅 | 36.34平米 | 东南 | 其他', '高楼层(共12层)2015年建板塔结合  -  大鹏半岛', '218万', '单价59989元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a252bb68-a03f-4be2-9618-d0420bf60941.png.296x216.jpg', '大鹏KPR佳兆业广场公寓1房低层看花园朝向', 'KPR佳兆业广场  | 1室0厅 | 57.29平米 | 东北 | 其他', '低楼层(共18层)2013年建板楼  -  大鹏半岛', '165万', '单价28801元/平米')
('https://image1.ljcdn.com/440300-inspection/b6c3e5ac-424d-4370-9c96-bb665fc8e4bb.jpg.296x216.jpg', '海语山林 精装南向两房 满两年无增值税', '海语山林  | 2室1厅 | 70.95平米 | 南 | 其他', '中楼层(共16层)2009年建板塔结合  -  大鹏半岛', '225万', '单价31713元/平米')
('https://image1.ljcdn.com/440300-inspection/test-96a0bf06-b002-4214-a367-05313ad87527.png.296x216.jpg', '大鹏KPR佳兆业广场单身公寓1房看花园朝向', 'KPR佳兆业广场  | 1室1厅 | 57.27平米 | 南 | 其他', '中楼层(共18层)2013年建板楼  -  大鹏半岛', '190万', '单价33177元/平米')
('https://image1.ljcdn.com/440300-inspection/c16f4c9f-ddbd-4e9c-9fe1-390057db3716.jpg.296x216.jpg', '葵涌 亚迪村 3+1房 南北通 看山景 拎包入住', '亚迪村  | 3室2厅 | 153.21平米 | 南 | 精装', '中楼层(共11层)2003年建暂无数据  -  大鹏半岛', '410万', '单价26761元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload29c74554-3463-4f3d-90a7-da2239adeaac.jpg.296x216.jpg', '金海滩 2室2厅 330万', '金海滩  | 2室2厅 | 85.01平米 | 南 | 其他', '高楼层(共4层)2003年建暂无数据  -  大鹏半岛', '330万', '单价38819元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cfdb8985-0024-42f2-b033-dafed5061aef.png.296x216.jpg', '大鹏KPR佳兆业广场公寓1房低层光线无遮挡', 'KPR佳兆业广场  | 1室0厅 | 44.74平米 | 东南 | 其他', '低楼层(共18层)2013年建板楼  -  大鹏半岛', '120万', '单价26822元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploade9917568-0bb4-46cb-9177-67c28a503616.jpg.296x216.jpg', 'PURE33璞岸 3室2厅 320万', 'PURE33璞岸  | 3室2厅 | 89.24平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2014年建板塔结合  -  大鹏半岛', '320万', '单价35859元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8428d106-292e-4f68-89a9-728ff0ab2c9e.png.296x216.jpg', '推荐 正规一房 户型方正 实用 小区新 业主诚心卖', '承翰半山海  | 1室1厅 | 36.34平米 | 西南 | 其他', '高楼层(共12层)2016年建板塔结合  -  大鹏半岛', '105万', '单价28894元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5c861c60-630d-45dc-a5f2-ce459f450085.png.296x216.jpg', '大鹏KPR佳兆业广场公寓1房高层看花园朝向', 'KPR佳兆业广场  | 1室0厅 | 58.15平米 | 南 | 其他', '高楼层(共18层)2013年建板楼  -  大鹏半岛', '190万', '单价32675元/平米')
('https://image1.ljcdn.com/440300-inspection/2e6c4a60-61c9-4db8-8158-5fb173650285.jpg.296x216.jpg', '海语山林 2室2厅 210万', '海语山林  | 2室2厅 | 67.39平米 | 南 | 其他', '低楼层(共17层)2009年建板塔结合  -  大鹏半岛', '210万', '单价31162元/平米')
('https://image1.ljcdn.com/440300-inspection/e38fa59e-d10e-4321-b910-fe07ecaa7faa.jpg.296x216.jpg', '面朝大海，春暖花开，旅游度假必选小区', '承翰半山海  | 3室2厅 | 78.68平米 | 南 北 | 其他', '中楼层(共15层)2015年建板塔结合  -  大鹏半岛', '250万', '单价31775元/平米')
('https://image1.ljcdn.com/440300-inspection/4b012c0f-a403-4f41-abd2-763b461805ae.jpg.296x216.jpg', '海语山林 2室2厅 218万', '海语山林  | 2室2厅 | 70.25平米 | 南 | 其他', '低楼层(共17层)2009年建板塔结合  -  大鹏半岛', '218万', '单价31033元/平米')
('https://image1.ljcdn.com/440300-inspection/52118f55-5f0a-4239-b64c-8dfa893ab661.jpg.296x216.jpg', '璞岸 全新精装2房 朝南 带大阳台 换房急售 价格实惠', 'PURE33璞岸  | 2室2厅 | 76.58平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2015年建板塔结合  -  大鹏半岛', '260万', '单价33952元/平米')
('https://image1.ljcdn.com/440300-inspection/b03370ef-8038-41a6-bd6c-a674894bc091.jpg.296x216.jpg', '2015年新房，承翰半山海，复式双层，可做三房', '承翰半山海  | 3室2厅 | 83.86平米 | 东南 | 毛坯', '中楼层(共14层)2016年建板塔结合  -  大鹏半岛', '240万', '单价28620元/平米')
('https://image1.ljcdn.com/440300-inspection/183035bb-53ce-46b5-b92d-4cd1cde725c8.jpg.296x216.jpg', 'PURE33璞岸 2室2厅 320万', 'PURE33璞岸  | 2室2厅 | 89.56平米 | 东南 | 其他 | 有电梯', '中楼层(共23层)2015年建板塔结合  -  大鹏半岛', '320万', '单价35731元/平米')
