('https://image1.ljcdn.com/610100-inspection/test-033254d9-8de1-413d-9616-5f0c5068463a.png.296x216.jpg', '南北通透精装修，双指标，小高层，户型方正，采光好', '长征365  ', '高楼层(共11层)板塔结合  -  高新', '256万', '单价18608元/平米')
('https://image1.ljcdn.com/610100-inspection/15382d19-fdc7-4d2b-a44a-0f3f48f9ef3c.jpg.296x216.jpg', '大学城优质小区户型设计合理大三居', '忆江南  ', '中楼层(共27层)板塔结合  -  长安', '176万', '单价12957元/平米')
('https://image1.ljcdn.com/610100-inspection/test-8f6ea807-e3fa-44f2-b41a-bb5526582fcb.png.296x216.jpg', '卡布奇诺国际社区精装两居，满三满二交税少，中间楼栋', '卡布奇诺国际社区  ', '低楼层(共33层)板塔结合  -  曲江', '95万', '单价15554元/平米')
('https://image1.ljcdn.com/610100-inspection/2b3b344f-4764-4bf3-afb4-07b460d8a605.jpg.296x216.jpg', '凤栖原地铁口，大三居南北通透，总价低，随时看房', '吉源美郡  ', '高楼层(共6层)板楼  -  长安', '150万', '单价11738元/平米')
('https://image1.ljcdn.com/610100-inspection/test-7ccf5baa-c28d-4224-b76b-83001c45f731.png.296x216.jpg', '大华精装经典两居 带阳台 业主靠谱售', '大华曲江公园世家三期  ', '低楼层(共18层)板塔结合  -  曲江', '143万', '单价15821元/平米')
('https://image1.ljcdn.com/610100-inspection/1f5881d9-36c1-413a-b095-75341b1173f4.jpg.296x216.jpg', '带高新国际指标+总价低+南北通透两居', '紫薇田园都市B区  ', '高楼层(共6层)板楼  -  高新', '155万', '单价19117元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d8530cbf-4c11-40e8-adba-acb4cd115f8b.png.296x216.jpg', '晶鑫丽座，标准两居，长安广场旁成熟商圈，风景宜人', '晶鑫丽座  ', '中楼层(共25层)暂无数据  -  长安', '103万', '单价13802元/平米')
('https://image1.ljcdn.com/610100-inspection/790b5b7d-35ca-4bb0-affa-84e4e43f7615.jpg.296x216.jpg', '三居全明，南北通透，户型端正，婚房精装，未租未住。', '太阳新城  ', '高楼层(共6层)板楼  -  长安', '160万', '单价12356元/平米')
('https://image1.ljcdn.com/610100-inspection/test-74cd5fd2-89e4-41e0-8d69-0ed119bba2be.png.296x216.jpg', '满三满二 纯南户型 业主诚心不临街 装修舒适 保持新', '智慧城  ', '中楼层(共10层)暂无数据  -  长安', '118万', '单价14297元/平米')
('https://image1.ljcdn.com/610100-inspection/4ef874c6-cc4f-4ec3-968a-ec6b1811b515.jpg.296x216.jpg', '毛坯三居室  品质物业  业主诚意出售', '荣兴云天  ', '高楼层(共24层)暂无数据  -  长安', '240万', '单价14877元/平米')
('https://image1.ljcdn.com/610100-inspection/test-bf146b73-594b-4701-85d1-f67ab73ec6a8.png.296x216.jpg', '舒适大三居，亮视野中楼层， 黄河就在家门口', '富力城北区  ', '中楼层(共11层)板楼  -  长安', '208万', '单价14961元/平米')
('https://image1.ljcdn.com/610100-inspection/test-84cd39a1-e03c-47d3-96de-cc42933fcec8.png.296x216.jpg', '凤栖原地铁口 天都佳苑 精装大三居 南北透通', '天都佳苑  ', '中楼层(共31层)塔楼  -  长安', '175万', '单价13892元/平米')
('https://image1.ljcdn.com/610100-inspection/58596e92-28de-41c7-a872-912bea559ecd.JPG.296x216.jpg', '户型好，南北通透，视野开阔，采光好', '大华曲江公园世家二期  ', '高楼层(共17层)塔楼  -  曲江', '480万', '单价17498元/平米')
('https://image1.ljcdn.com/610100-inspection/d14a7c0d-b7e2-4664-bb59-a91b74a4a6d4.jpg.296x216.jpg', '新小区 两室好房 带阳台 采光好 不临街 最 好 户型', '卡布奇诺国际社区  ', '高楼层(共33层)板塔结合  -  曲江', '135万', '单价16370元/平米')
('https://image1.ljcdn.com/610100-inspection/84e2bd34-1b74-4627-8adb-a6d5047d3c10.jpg.296x216.jpg', '长安区天都佳苑 满三满二 业主诚心出售', '天都佳苑  ', '低楼层(共31层)塔楼  -  长安', '125万', '单价13889元/平米')
('https://image1.ljcdn.com/610100-inspection/49916323-c80c-4b7c-9b32-f55fd9743689.JPG.296x216.jpg', '南北通透，两卧朝南大三居，环境好，毛坯，看房方便！', '天赐颐府  ', '高楼层(共18层)板楼  -  长安', '252万', '单价16579元/平米')
('https://image1.ljcdn.com/610100-inspection/test-c50520e8-20e8-43df-b7a5-55028abcc3ae.png.296x216.jpg', '曲江二期 稀 缺毛坯房 标准大三室 中 心位置 诚心出售', '曲江澜山  ', '中楼层(共32层)板塔结合  -  曲江', '170万', '单价12465元/平米')
('https://image1.ljcdn.com/610100-inspection/0e8de17f-3577-4af7-ad5c-312d6d721a3f.jpg.296x216.jpg', '腾业南院 精装大三居 带六小 业主诚心卖 看房方便', '腾业南院  ', '高楼层(共27层)板楼  -  高新', '270万', '单价21162元/平米')
('https://image1.ljcdn.com/610100-inspection/97563748-c8f4-4c42-8071-cbb8e1a6844b.jpg.296x216.jpg', '富力城优质两室 交通便利 配套成熟 满三满二 诚心出售', '富力城南区  ', '中楼层(共30层)板塔结合  -  长安', '146万', '单价16565元/平米')
('https://image1.ljcdn.com/610100-inspection/c42cb188-43b7-4915-b61c-ca7391cdb291.jpg.296x216.jpg', '曲江澜山  南北通透 楼层适中 视野采光较好 配套成熟', '曲江澜山  ', '中楼层(共32层)板塔结合  -  曲江', '128万', '单价13626元/平米')
('https://image1.ljcdn.com/610100-inspection/test-ded21adb-012a-4994-bffa-9ba8acacba27.png.296x216.jpg', '曲江澜山 精装两室93.5平 西南朝向', '曲江澜山  ', '低楼层(共32层)板塔结合  -  曲江', '128万', '单价13690元/平米')
