('', '卓达太阳城希望之洲 2室2厅 110万', '卓达太阳城希望之洲  ', '中楼层(共32层)板楼  -  栾城县', '110万', '单价12108元/平米')
('', '卓达太阳城希望之洲 1室1厅 71万', '卓达太阳城希望之洲  ', '中楼层(共32层)板楼  -  栾城县', '71万', '单价12809元/平米')
('', '卓达太阳城一期别墅 4室2厅 290万', '卓达太阳城一期别墅  ', '未知(共0层)暂无数据  -  栾城县', '290万', '单价15847元/平米')
('', '卓达太阳城希望之洲 2室1厅 115万', '卓达太阳城希望之洲  ', '低楼层(共32层)板楼  -  栾城县', '115万', '单价12663元/平米')
('', '卓达太阳城 4室3厅 420万', '卓达太阳城  ', '低楼层(共32层)板楼  -  栾城县', '420万', '单价18246元/平米')
('', '卓达太阳城 1室0厅 50万', '卓达太阳城  ', '低楼层(共32层)板楼  -  栾城县', '50万', '单价11262元/平米')
('', '卓达太阳城希望之洲 1室1厅 65万', '卓达太阳城希望之洲  ', '低楼层(共32层)板楼  -  栾城县', '65万', '单价11716元/平米')
('', '卓达太阳城希望之洲 2室2厅 117万', '卓达太阳城希望之洲  ', '高楼层(共32层)板楼  -  栾城县', '117万', '单价12690元/平米')
('', '卓达太阳城希望之洲 2室2厅 115万', '卓达太阳城希望之洲  ', '中楼层(共32层)板楼  -  栾城县', '115万', '单价12596元/平米')
('', '卓达太阳城希望之洲 1室1厅 75万', '卓达太阳城希望之洲  ', '高楼层(共32层)板楼  -  栾城县', '75万', '单价13468元/平米')
('', '卓达太阳城希望之洲 2室2厅 115万', '卓达太阳城希望之洲  ', '高楼层(共32层)板楼  -  栾城县', '115万', '单价12520元/平米')
('', '卓达太阳城 2室2厅 106万', '卓达太阳城  ', '低楼层(共32层)板楼  -  栾城县', '106万', '单价11480元/平米')
('', '卓达太阳城希望之洲 2室2厅 118万', '卓达太阳城希望之洲  ', '低楼层(共12层)板楼  -  栾城县', '118万', '单价12968元/平米')
('', '卓达太阳城 1室1厅 85万', '卓达太阳城  ', '低楼层(共31层)板楼  -  栾城县', '85万', '单价10898元/平米')
('', '自由之邦 1室1厅 49万', '自由之邦  ', '中楼层(共32层)板楼  -  栾城县', '49万', '单价11097元/平米')
('', '卓达太阳城希望之洲 2室2厅 107万', '卓达太阳城希望之洲  ', '低楼层(共32层)板楼  -  栾城县', '107万', '单价11709元/平米')
('', '卓达太阳城希望之洲 2室2厅 115万', '卓达太阳城希望之洲  ', '中楼层(共32层)板楼  -  栾城县', '115万', '单价12500元/平米')
