('https://image1.ljcdn.com/510100-inspection/test-9f361dc0-a10e-425c-9c94-fb8810938de7.png.296x216.jpg', '精装三居室，户型方正通透，中间楼层采光充足', '京龙嘉苑  | 3室2厅 | 96.67平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  东山', '107万', '单价11069元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload825dd4d8-8b3e-4b0d-ae30-86887f0ffc15.jpg.296x216.jpg', '利通天鹅堡+套四清水，属于上叠', '利通天鹅堡  | 4室2厅 | 242.13平米 | 东南 | 其他', '高楼层(共6层)板楼  -  阳光城', '215万', '单价8880元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2e024e76-33e8-4e84-b639-1b7c9d0bb443.png.296x216.jpg', '果壳里的城套三双卫，装修，保养好', '果壳里的城  | 3室1厅 | 87.92平米 | 西 | 其他 | 有电梯', '中楼层(共34层)2012年建塔楼  -  龙泉驿城区', '152万', '单价17289元/平米')
('https://image1.ljcdn.com/510100-inspection/test-42b2e966-8bdc-47ea-9a74-aa112dedcc62.png.296x216.jpg', '航天丙区  三室两厅 交通便利 小区环境舒适 适合居住', '航天丙区  | 3室2厅 | 84.25平米 | 东南 | 其他', '中楼层(共6层)板楼  -  航天', '89万', '单价10564元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c117a96e-7f1f-41c0-8fad-2a5c5534f874.png.296x216.jpg', '朝南.中庭.阳光好.精装.满2年无增值税', '首创万卷山  | 3室2厅 | 89平米 | 西南 | 其他 | 有电梯', '低楼层(共34层)2013年建塔楼  -  大面', '135万', '单价15169元/平米')
('https://image1.ljcdn.com/510100-inspection/test-76c3f21e-82d8-4719-b674-0baca0dcb794.png.296x216.jpg', '横厅设计 套三双卫 采光好 视野好   带车位', '师大现代花园  | 3室2厅 | 121平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2013年建板楼  -  大面', '155万', '单价12810元/平米')
('https://image1.ljcdn.com/510100-inspection/test-992dc149-42ff-4d81-87a1-1a10621bccb3.png.296x216.jpg', '世茂城四期西区套三双卫，喜欢清水，对中庭安静', '世茂城四期  | 3室2厅 | 88.86平米 | 西南 | 毛坯 | 有电梯', '低楼层(共25层)板塔结合  -  大面', '122万', '单价13730元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fc180183-15a5-4118-a149-ed76606ba8f9.png.296x216.jpg', '果壳里的城 清水套二 客厅带阳台', '果壳里的城  | 2室2厅 | 79平米 | 西南 | 其他 | 有电梯', '高楼层(共34层)2012年建塔楼  -  龙泉驿城区', '130万', '单价16456元/平米')
('https://image1.ljcdn.com/510100-inspection/a1cb31ce-3b19-4939-88b8-8390e01e4ff7.jpg.296x216.jpg', '琥珀庭院90平花园洋房 满两年没有增值税', '琥珀庭院  | 4室2厅 | 111.76平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2013年建板塔结合  -  大面', '270万', '单价24159元/平米')
('https://image1.ljcdn.com/510100-inspection/test-722d218f-f1a9-42d2-8eab-8db0958cfe13.png.296x216.jpg', '套三双卫 中间楼层 交通方便 看房方便', '劲力蓝色理想  | 3室2厅 | 125平米 | 东北 | 毛坯 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  航天', '135万', '单价10800元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b3872431-9153-4eba-ba0a-d2d65ad4a5be.png.296x216.jpg', '学林 装修 套二 可拎包入住。。。。。', '学林  | 2室1厅 | 89.33平米 | 东 | 精装', '高楼层(共19层)暂无数据  -  十陵', '115万', '单价12874元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e78d5232-8658-4ba3-b70a-9db7eafc3e82.png.296x216.jpg', '东山国际H区青年广场套二清水房', '东山国际新城H区三期  | 2室2厅 | 70平米 | 西北 北 | 其他 | 有电梯', '高楼层(共31层)2015年建板塔结合  -  东山', '93万', '单价13286元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e34ca972-48c4-472c-9feb-06f65853ab2a.png.296x216.jpg', '龙泉驿+阳光城+林溪美城+有装修+套三', '林溪美城  | 3室1厅 | 87.86平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2016年建板塔结合  -  阳光城', '85万', '单价9675元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e25a2eb8-39dd-4a4c-a791-80a650141fbd.png.296x216.jpg', '东山国际新城H区 清水房 小套三单卫', '东山国际新城H区三期  | 3室1厅 | 81.61平米 | 西北 | 其他 | 有电梯', '中楼层(共31层)2015年建板塔结合  -  东山', '100万', '单价12254元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1f44fcef-2b7c-4752-b9b7-8c645a302993.png.296x216.jpg', '中等装修，套三双卫，地铁房，中间小高层，采光好。', '瑞应苑  | 3室2厅 | 129.16平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  龙泉驿城区', '102万', '单价7898元/平米')
('https://image1.ljcdn.com/510100-inspection/test-20348f83-77be-4466-80de-5e9597a8363b.png.296x216.jpg', '林溪美城+2室+有装修+带飘窗', '林溪美城  | 2室2厅 | 83.91平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2016年建板塔结合  -  阳光城', '93万', '单价11084元/平米')
('https://image1.ljcdn.com/510100-inspection/test-70fdf9c5-0db6-4a43-8466-d2a1c1400854.png.296x216.jpg', '龙城1号一期一楼带花园洋房套四洋房', '龙城1号  | 4室2厅 | 179.77平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2013年建板楼  -  大面', '308万', '单价17134元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9b24527b-1b2b-4ce3-b270-9e79f121f40e.png.296x216.jpg', '天悦国际中下层+套三双卫+带电梯', '天悦国际  | 3室2厅 | 95平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2016年建塔楼  -  龙泉驿城区', '110万', '单价11579元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3eddf9ab-6e8a-4e57-bd0f-7cd95d4735ea.png.296x216.jpg', '精装套三，品牌家具家电，榻榻米卧室，朝向视野好！', '首创万卷山  | 3室1厅 | 88.45平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2013年建塔楼  -  大面', '125万', '单价14133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5372deb5-f1f8-434b-9e2f-d1e0cf5d697f.png.296x216.jpg', '炜岸城对中庭精装修套三，中间楼层 采光好，视野开阔', '炜岸城一期  | 3室1厅 | 73.68平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2016年建板楼  -  大面', '125万', '单价16966元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d7c9ff8c-6e0f-49ec-afc6-938408d38d99.jpeg.296x216.jpg', '东山领地 精装套三 东南向视野采光好 换房', '东山领地  | 3室2厅 | 89.6平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  东山', '110万', '单价12277元/平米')
('https://image1.ljcdn.com/510100-inspection/test-579049d1-7e48-4a55-b999-b364a88a753d.png.296x216.jpg', '套三双卫 清水房  楼层居中 对中庭  户型通透', '师大现代花园  | 3室2厅 | 121.84平米 | 西南 | 毛坯 | 有电梯', '中楼层(共32层)2013年建板楼  -  大面', '158万', '单价12968元/平米')
('https://image1.ljcdn.com/510100-inspection/test-caf5eb95-5bbe-407a-86fa-2bdfbbc454cb.png.296x216.jpg', '龙泉驿 星光小区 错层套三双卫 精装修 户型方正', '星光小区  | 3室2厅 | 139.09平米 | 东南 | 精装', '低楼层(共6层)板楼  -  航天', '112万', '单价8053元/平米')
('https://image1.ljcdn.com/510100-inspection/e96fac98-b723-4f7c-8b29-ae6371de8962.jpg.296x216.jpg', '龙城一号 花园洋房 套五双卫 有装修 送车位有暖气', '龙城1号  | 5室3厅 | 205.81平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2013年建板楼  -  大面', '425万', '单价20651元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3e341429-9dc2-4db4-b852-88ef541d7b45.png.296x216.jpg', '此房通风效果好，视野开阔，清水装修随意，带屋顶花园', '天生路155号  | 4室2厅 | 154.59平米 | 东南 | 其他', '高楼层(共6层)板楼  -  航天', '100万', '单价6469元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8d3b59dc-e069-425b-a52f-d3090086a9dc.png.296x216.jpg', '国一剑桥套三双卫带大花园的房子', '国一剑桥丽景  | 3室2厅 | 127.58平米 | 东南 北 | 其他 | 无电梯', '低楼层(共6层)2006年建板塔结合  -  航天', '170万', '单价13325元/平米')
('https://image1.ljcdn.com/510100-inspection/test-32926d3f-7007-4769-944c-b5bd3d3f6226.png.296x216.jpg', '东景康庭标准套三双卫，户型方正，错层式', '东景康庭  | 3室2厅 | 118.07平米 | 南 | 其他 | 无电梯', '低楼层(共6层)暂无数据  -  十陵', '150万', '单价12705元/平米')
('https://image1.ljcdn.com/510100-inspection/test-29ffda23-51f4-457c-a9d3-8eff9937b9a2.png.296x216.jpg', '御源大湖区  有房出售  有装修', '御源大湖区  | 3室2厅 | 109.71平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2012年建塔楼  -  龙泉驿城区', '150万', '单价13673元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f572ceb1-0164-4a5f-b131-90e934a61670.png.296x216.jpg', '四季映像 套三 有装修 位置安静 朝南', '四季映像  | 3室2厅 | 74.77平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2012年建塔楼  -  大面', '105万', '单价14044元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a5c26f2a-2d62-4fe1-8ee3-f28024ae6e61.png.296x216.jpg', '果壳里的城      居家精装       套三', '果壳里的城  | 3室2厅 | 88.12平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2012年建塔楼  -  龙泉驿城区', '127万', '单价14413元/平米')
('https://image1.ljcdn.com/510100-inspection/test-25f03730-577d-4074-93b3-9c992afa6280.png.296x216.jpg', '百悦天鹅湖套三双卫，对中庭，客厅朝南带阳台。', '百悦天鹅湖  | 3室2厅 | 117平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2015年建板塔结合  -  大面', '183万', '单价15642元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ef1f2600-b098-4dbc-a0c7-6a84b5e5ca05.png.296x216.jpg', '精装套三、对小区中庭、户型好、采光好', '利通天鹅堡  | 3室2厅 | 89.43平米 | 东南 | 精装', '低楼层(共14层)板塔结合  -  阳光城', '81万', '单价9058元/平米')
('https://image1.ljcdn.com/510100-inspection/test-27b80e0b-12f5-4444-afa4-b72c70a1ec0d.png.296x216.jpg', '好日子多层4楼，套二单卫带装修。', '好日子花园  | 2室1厅 | 75平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)2000年建板塔结合  -  龙泉驿城区', '73万', '单价9734元/平米')
('https://image1.ljcdn.com/510100-inspection/test-76b72c3f-9c3e-4913-84b0-91e8404a9d04.png.296x216.jpg', '精装套二， 家具家电齐全。拎包入住，', '劲力蓝色理想  | 2室1厅 | 83平米 | 东南 | 精装 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  航天', '95万', '单价11446元/平米')
('https://image1.ljcdn.com/510100-inspection/test-11ca041e-d565-48ae-afb5-4c8dc13dedb3.png.296x216.jpg', '艺锦湾一期，采光好，居家装修，朝南！', '艺锦湾一期  | 4室2厅 | 135.94平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2009年建板塔结合  -  龙泉驿城区', '206万', '单价15154元/平米')
('https://image1.ljcdn.com/510100-inspection/test-34371238-c7dd-4825-a947-25ab39ef60cb.png.296x216.jpg', '格林大道，两梯三户大阳台套二，对中庭。', '格林大道  | 2室2厅 | 87.79平米 | 东南 | 简装 | 有电梯', '中楼层(共18层)2008年建板塔结合  -  龙泉驿城区', '96万', '单价10936元/平米')
('https://image1.ljcdn.com/510100-inspection/test-08df49d8-dbf3-47aa-a0b1-1f4ffea21b57.png.296x216.jpg', '精装套三  可晒阳光   可看水景', '龙城1号  | 3室1厅 | 110.47平米 | 北 | 精装 | 无电梯', '低楼层(共6层)2013年建板楼  -  大面', '225万', '单价20368元/平米')
